time/fps,rollout/ep_rew_mean,time/iterations,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,train/policy_gradient_loss,train/value_loss,train/explained_variance,train/clip_range,train/std,train/learning_rate,train/approx_kl,train/loss,train/n_updates,train/entropy_loss,train/clip_fraction,eval/mean_ep_length,eval/mean_reward
0,-2.0240885454545454,10,2.2045454545454546,100,122,-0.003644430590793668,96.36348533630371,0.012923955917358398,0.2,0.9778894186019897,0.0003,2.372861e-05,66.03246307373047,9,-4.189228057861328,0.0,,
0,-1.8741573673469387,11,2.204081632653061,110,127,-0.0048535652458667755,55.16822624206543,-0.0032842159271240234,0.2,0.9779354333877563,0.0003,0.00015112758,23.87800407409668,10,-4.189445495605469,0.0,,
,,,,120,,-0.0013717681868001819,27.872519493103027,0.03792738914489746,0.2,0.9779531359672546,0.0003,3.7497284e-05,16.54593849182129,11,-4.1895482540130615,0.0,4.0,88.79337882995605
0,-1.5221953018867924,12,2.207547169811321,120,167,,,,,,,,,,,,,
0,1.8324913928571431,13,2.3214285714285716,130,171,-0.0030434966087327098,1306.5361938476562,0.005140364170074463,0.2,0.9779790639877319,0.0003,3.2293796e-05,893.5879516601562,12,-4.189603567123413,0.0,,
0,1.7980850500000003,14,2.3333333333333335,140,175,-0.0002861499786375177,642.8936614990234,-0.009070515632629395,0.2,0.9780244827270508,0.0003,4.205704e-05,153.7687530517578,13,-4.189693450927734,0.0,,
0,1.6054495937500002,15,2.34375,150,179,-0.00384323005564724,41.6669864654541,0.010262012481689453,0.2,0.9780652523040771,0.0003,3.324151e-05,23.174402236938477,14,-4.1898298263549805,0.0,,
,,,,160,,-0.0028481482993809593,59.728219985961914,-0.006880044937133789,0.2,0.9780640602111816,0.0003,9.124279e-05,36.457298278808594,15,-4.189911365509033,0.0,5.0,31.374241828918457
0,1.9075627121212122,16,2.378787878787879,160,240,,,,,,,,,,,,,
0,2.2560420857142858,17,2.4285714285714284,170,294,0.0023550869431350208,101.09315490722656,-0.041448354721069336,0.2,0.9780518412590027,0.0003,3.6013127e-05,48.16476058959961,16,-4.189888954162598,0.0,,
0,3.433241648648649,18,2.418918918918919,180,298,-0.00033917427645047127,136.498046875,-0.004873514175415039,0.2,0.9780453443527222,0.0003,3.0261279e-05,43.34239196777344,17,-4.189858436584473,0.0,,
0,11.898387205128206,19,2.423076923076923,190,321,0.0008927583810871553,2497.1340942382812,-0.0020748376846313477,0.2,0.9780334234237671,0.0003,3.3777953e-05,818.217529296875,18,-4.1898193359375,0.0,,
,,,,200,,0.0012994110584259033,129317.578125,-0.000141143798828125,0.2,0.9780270457267761,0.0003,6.0379507e-06,38069.94140625,19,-4.189786672592163,0.0,4.0,30.369714736938477
0,11.599354060975609,20,2.4390243902439024,200,331,,,,,,,,,,,,,
0,11.881959799999999,21,2.447058823529412,210,335,0.002832931419834317,69.10222244262695,0.006085693836212158,0.2,0.9779948592185974,0.0003,3.9958955e-05,30.488245010375977,20,-4.189754247665405,0.0,,
0,11.1749894494382,22,2.460674157303371,220,338,-0.0006281793233924304,594.9985198974609,-0.010553479194641113,0.2,0.9779659509658813,0.0003,6.943941e-06,198.70176696777344,21,-4.1896326541900635,0.0,,
0,11.350299064516127,23,2.4623655913978495,230,447,0.0012927710777148604,105.5263671875,0.0027146339416503906,0.2,0.9779409766197205,0.0003,3.731251e-06,61.37521743774414,22,-4.1895551681518555,0.0,,
,,,,240,,-0.0011551261181015349,858.4011840820312,-0.0034074783325195312,0.2,0.9779180288314819,0.0003,1.0550022e-05,384.1082458496094,23,-4.18947172164917,0.0,5.0,18.733186423778534
0,11.8758380625,24,2.4895833333333335,240,458,,,,,,,,,,,,,
0,11.304274569999997,25,2.48,250,463,-0.000828045594971627,2101.1449584960938,-0.0003116130828857422,0.2,0.9778990745544434,0.0003,1.0484458e-05,886.294677734375,24,-4.18939995765686,0.0,,
0,11.59733549,26,2.52,260,466,-0.0018454313976690173,48.223148345947266,-0.019843101501464844,0.2,0.9778969287872314,0.0003,1.642108e-05,25.765663146972656,25,-4.189351320266724,0.0,,
0,11.706569490000001,27,2.54,270,469,-0.002847826573997736,63.94118690490723,-0.007291197776794434,0.2,0.977803111076355,0.0003,1.7535687e-05,47.712432861328125,26,-4.189273357391357,0.0,,
,,,,280,,0.002410209272056818,144.7658348083496,0.026952624320983887,0.2,0.9777180552482605,0.0003,3.9285424e-05,61.49050521850586,27,-4.1889777183532715,0.0,4.0,43.08255100250244
0,12.28297628,28,2.58,280,479,,,,,,,,,,,,,
0,13.115543060000002,29,2.61,290,483,-0.0010003686649726617,115.32453155517578,-0.007544398307800293,0.2,0.977705717086792,0.0003,1.695156e-05,76.34303283691406,28,-4.188765525817871,0.0,,
0,13.237196260000001,30,2.64,300,604,-0.0023665428161621094,322.3365936279297,0.004674732685089111,0.2,0.9776809215545654,0.0003,3.3295157e-05,235.8404083251953,29,-4.188713312149048,0.0,,
0,13.430348270000003,31,2.6,310,610,-0.0006185770267621571,81.40095138549805,-0.015624284744262695,0.2,0.9776052236557007,0.0003,1.5991927e-05,23.12360954284668,30,-4.188618421554565,0.0,,
,,,,320,,-0.004882127139717252,50.72639274597168,-0.01441037654876709,0.2,0.977486789226532,0.0003,0.00013611317,30.504640579223633,31,-4.188310384750366,0.0,4.0,-7.118507385253906
0,12.849614270000004,32,2.62,320,622,,,,,,,,,,,,,
0,13.465370940000005,33,2.66,330,625,-0.004211172368377092,120.8086051940918,-0.0030303001403808594,0.2,0.9773675799369812,0.0003,7.364154e-05,67.15923309326172,32,-4.187927961349487,0.0,,
0,13.654466130000003,34,2.72,340,627,-0.0008585274452341807,511.8179168701172,0.0021507740020751953,0.2,0.9772700071334839,0.0003,2.771616e-05,203.86407470703125,33,-4.187573432922363,0.0,,
0,13.67245151,35,2.78,350,631,0.0008806109777665938,91.00016021728516,-0.08020246028900146,0.2,0.9771756529808044,0.0003,2.425909e-06,35.21406173706055,34,-4.18726921081543,0.0,,
,,,,360,,0.0011275410652160645,100.50292778015137,-0.011913061141967773,0.2,0.9770805835723877,0.0003,1.0472536e-05,26.530839920043945,35,-4.1869730949401855,0.0,5.0,-14.228189468383789
0,13.596073130000002,36,2.83,360,640,,,,,,,,,,,,,
0,13.427372500000004,37,2.81,370,728,0.0011234164936464452,86.62323379516602,0.02970510721206665,0.2,0.9769866466522217,0.0003,7.05719e-06,41.49386978149414,36,-4.186672925949097,0.0,,
0,13.008900270000002,38,2.73,380,734,0.0006906271213664716,111.57995223999023,0.012973964214324951,0.2,0.9769126176834106,0.0003,3.1471252e-06,72.5213394165039,37,-4.1863977909088135,0.0,,
0,13.42269706,39,2.74,390,738,4.650950577200774e-05,60.29322814941406,0.0028039216995239258,0.2,0.9768465757369995,0.0003,6.8426134e-06,27.75197410583496,38,-4.186167240142822,0.0,,
,,,,400,,-0.0007301926845686424,287.6038360595703,-0.0033725500106811523,0.2,0.976791262626648,0.0003,1.0764599e-05,231.2821807861328,39,-4.185969352722168,0.0,2.0,3.895646095275879
0,11.989637280000002,40,2.69,400,746,,,,,,,,,,,,,
0,11.636276800000001,41,2.69,410,752,-0.002301700366661663,208.50425148010254,-0.0071544647216796875,0.2,0.9766710996627808,0.0003,1.6880036e-05,190.75953674316406,40,-4.185739994049072,0.0,,
0,11.77861901,42,2.74,420,754,-0.00042389035224932314,115.72808837890625,0.02739131450653076,0.2,0.9765612483024597,0.0003,2.1618605e-05,61.72876739501953,41,-4.185372352600098,0.0,,
0,12.038446880000002,43,2.77,430,758,0.0012885571224616754,258.53765869140625,-0.020734310150146484,0.2,0.9765371084213257,0.0003,2.821088e-05,104.88014221191406,42,-4.185112953186035,0.0,,
,,,,440,,-0.0005114853614940351,104.62501907348633,0.035497188568115234,0.2,0.9765097498893738,0.0003,2.488494e-05,56.32537078857422,43,-4.185016393661499,0.0,1.0,-5.0
0,11.592781870000001,44,2.71,440,765,,,,,,,,,,,,,
0,10.34026746,45,2.69,450,770,-0.0009252786636353427,91.64329528808594,0.004777073860168457,0.2,0.9765107035636902,0.0003,8.660555e-06,67.3077621459961,44,-4.184942960739136,0.0,,
0,3.5174679099999993,46,2.7,460,844,0.0026776911225141475,72.2890796661377,0.03855776786804199,0.2,0.9764701724052429,0.0003,1.3524294e-05,31.061460494995117,45,-4.184943199157715,0.0,,
0,3.2586484599999994,47,2.75,470,848,0.003157317684963523,82.02416610717773,-0.04436826705932617,0.2,0.9764169454574585,0.0003,2.0349025e-05,53.392398834228516,46,-4.184783458709717,0.0,,
,,,,480,,-0.0008760273572985255,125.5436897277832,0.027236521244049072,0.2,0.9763619303703308,0.0003,2.7477743e-06,59.08301544189453,47,-4.1846091747283936,0.0,5.0,-2.1510868072509766
0,3.0505432999999993,48,2.74,480,858,,,,,,,,,,,,,
0,3.1626590899999996,49,2.76,490,917,0.0010244965320449495,36.384870529174805,0.00468367338180542,0.2,0.9763316512107849,0.0003,2.1064281e-05,26.386314392089844,48,-4.184442758560181,0.0,,
0,4.3246191199999995,50,2.79,500,921,-0.000348508369640399,973.9220886230469,-0.0030633211135864258,0.2,0.9763251543045044,0.0003,1.7547607e-05,393.26483154296875,49,-4.184369802474976,0.0,,
0,3.7819745999999994,51,2.79,510,923,-0.002011579228565097,715.5246047973633,0.0025234222412109375,0.2,0.976321816444397,0.0003,6.175041e-06,72.38319396972656,50,-4.184342384338379,0.0,,
,,,,520,,0.000991502427496016,312.9928894042969,-0.006242871284484863,0.2,0.976318359375,0.0003,3.2776596e-05,86.08317565917969,51,-4.184325218200684,0.0,2.0,-5.654352009296417
0,3.28156028,52,2.75,520,931,,,,,,,,,,,,,
0,3.943632509999999,53,2.82,530,968,-0.001078581879847107,44.816749572753906,0.04696476459503174,0.2,0.9763170480728149,0.0003,1.13248825e-05,24.777908325195312,52,-4.184309244155884,0.0,,
0,3.5975931500000002,54,2.82,540,1020,0.0005532324314110326,637.1821899414062,0.0028802156448364258,0.2,0.9763336181640625,0.0003,3.5226346e-06,150.49501037597656,53,-4.1843016147613525,0.0,,
0,3.45003312,55,2.8,550,1216,9.651780565045343e-05,77.39937210083008,0.04527115821838379,0.2,0.9763741493225098,0.0003,1.5497208e-07,41.15557861328125,54,-4.184390306472778,0.0,,
,,,,560,,0.00016570091247558594,119.32833480834961,0.022337496280670166,0.2,0.9763991832733154,0.0003,5.185604e-07,46.61541748046875,55,-4.184486150741577,0.0,2.0,4.889919281005859
0,2.87710872,56,2.8,560,1223,,,,,,,,,,,,,
0,2.3828728599999995,57,2.8,570,1227,-0.0010366678936408746,137.60813522338867,-0.0001767873764038086,0.2,0.9764232635498047,0.0003,7.0869924e-06,90.6803970336914,56,-4.184571027755737,0.0,,
0,2.5326246299999995,58,2.81,580,1231,0.0019580006599433375,211.47313499450684,0.013907968997955322,0.2,0.9764053821563721,0.0003,1.9079447e-05,186.1544647216797,57,-4.184606313705444,0.0,,
0,2.951994129999999,59,2.83,590,1235,-0.0015247106784954667,74.9066219329834,0.006040692329406738,0.2,0.9764618873596191,0.0003,2.0086765e-05,52.74879455566406,58,-4.184597492218018,0.0,,
,,,,600,,0.0010326743591573262,480.86993408203125,-0.009258270263671875,0.2,0.9765046834945679,0.0003,1.3011694e-05,131.34117126464844,59,-4.184770107269287,0.0,4.0,-3.1529507637023926
0,3.4338211499999995,60,2.88,600,1454,,,,,,,,,,,,,
0,3.4737711399999993,61,2.91,610,1458,0.00019079447083658607,51.00846290588379,0.02591639757156372,0.2,0.9764940738677979,0.0003,1.8239021e-05,18.867658615112305,60,-4.184874773025513,0.0,,
0,2.54934126,62,2.81,620,1461,0.00014671981625724584,36.833797454833984,-0.006589293479919434,0.2,0.9764961004257202,0.0003,3.516674e-07,18.109678268432617,61,-4.184852838516235,0.0,,
0,3.3440171699999994,63,2.79,630,1465,-0.0008255064720286143,456.70208740234375,0.0039463043212890625,0.2,0.9764348864555359,0.0003,4.196167e-06,131.235107421875,62,-4.18484091758728,0.0,,
,,,,640,,-0.00039944350719456345,354.82591247558594,-0.0009322166442871094,0.2,0.9763452410697937,0.0003,2.2375583e-05,197.9231414794922,63,-4.184592962265015,0.0,2.0,-7.896120548248291
0,4.91680528,64,2.75,640,1514,,,,,,,,,,,,,
0,5.05164033,65,2.79,650,1517,2.6267767316401347e-05,2293.0025634765625,-0.01214146614074707,0.2,0.9762775301933289,0.0003,8.428097e-06,1068.7933349609375,64,-4.1843342781066895,0.0,,
0,5.5310341,66,2.85,660,1520,-0.002381265163421631,105.34479904174805,0.007346749305725098,0.2,0.9762975573539734,0.0003,1.1986494e-05,29.11894416809082,65,-4.184183597564697,0.0,,
0,6.7802759,67,2.89,670,1523,-0.0010575056541712868,208.8492431640625,-0.02914583683013916,0.2,0.9762856960296631,0.0003,2.0283462e-05,124.26202392578125,66,-4.184221982955933,0.0,,
,,,,680,,0.0007048547617158896,2063.6005249023438,0.0021200180053710938,0.2,0.9762679934501648,0.0003,3.1751395e-05,1504.285888671875,67,-4.18416690826416,0.0,5.0,-6.27943229675293
0,5.716658079999999,68,2.84,680,1533,,,,,,,,,,,,,
0,6.15703487,69,2.9,690,1538,-0.000445735460379737,68.56148338317871,0.02347022294998169,0.2,0.9762381911277771,0.0003,1.6868114e-05,42.33013916015625,68,-4.184093952178955,0.0,,
0,6.7796649900000014,70,2.91,700,1542,-0.00014234185509831576,58.175392150878906,0.0222814679145813,0.2,0.9761910438537598,0.0003,8.779764e-06,27.632028579711914,69,-4.184000730514526,0.0,,
0,6.4346114,71,2.76,710,1547,-0.0015585244400426745,343.9806098937988,0.0027976632118225098,0.2,0.976119875907898,0.0003,4.1115283e-05,42.99644470214844,70,-4.18381404876709,0.0,,
,,,,720,,0.0017542183399199551,322.1880569458008,-0.026182174682617188,0.2,0.9760955572128296,0.0003,7.2181225e-05,86.75980377197266,71,-4.183611869812012,0.0,3.0,15.823118209838867
0,6.27525728,72,2.78,720,1557,,,,,,,,,,,,,
0,6.3270420000000005,73,2.69,730,1692,-0.0004658639372792095,83.06375122070312,0.028045594692230225,0.2,0.976066529750824,0.0003,8.684993e-05,53.22383117675781,72,-4.183518886566162,0.0,,
0,7.231652069999999,74,2.68,740,1696,0.003570258617401123,44.42653846740723,-0.008086085319519043,0.2,0.976030707359314,0.0003,3.834963e-05,25.78500747680664,73,-4.183408975601196,0.0,,
0,7.43534802,75,2.66,750,1714,-0.0006154179573059082,1177.5703430175781,0.0010543465614318848,0.2,0.9759923815727234,0.0003,1.4656783e-05,864.714111328125,74,-4.183287620544434,0.0,,
,,,,760,,-0.0006827764329493391,357.1766052246094,0.005532205104827881,0.2,0.9759606122970581,0.0003,3.552437e-06,177.02645874023438,75,-4.183168649673462,0.0,5.0,-14.353774785995483
0,6.92477367,76,2.64,760,1723,,,,,,,,,,,,,
0,6.999779020000001,77,2.63,770,1727,0.0007339001051152039,1048.1161193847656,0.00875622034072876,0.2,0.975930392742157,0.0003,4.762411e-06,493.8334045410156,76,-4.183064937591553,0.0,,
0,6.877322359999999,78,2.62,780,1762,0.0014330983394756913,487.5244903564453,-0.004147768020629883,0.2,0.9758870601654053,0.0003,3.6358833e-06,409.36785888671875,77,-4.182958602905273,0.0,,
0,6.616017260000001,79,2.59,790,1767,-0.00029469729051889715,226.37741088867188,-0.007516384124755859,0.2,0.9758504629135132,0.0003,2.7894973e-06,72.3371353149414,78,-4.182827949523926,0.0,,
,,,,800,,0.0020978331565855157,60.38522148132324,0.006036877632141113,0.2,0.9757957458496094,0.0003,9.351969e-06,30.98162841796875,79,-4.182705879211426,0.0,4.0,-7.566174507141113
0,6.339099690000001,80,2.58,800,1778,,,,,,,,,,,,,
0,6.44389593,81,2.61,810,1782,-0.0007917404407633555,124.1075668334961,-0.027334213256835938,0.2,0.975727915763855,0.0003,8.195639e-06,67.29686737060547,80,-4.182507038116455,0.0,,
0,7.090253760000001,82,2.61,820,1786,0.0008642226574011591,81.95293617248535,-0.09120166301727295,0.2,0.9757043719291687,0.0003,2.3126602e-06,51.64308166503906,81,-4.182331323623657,0.0,,
0,6.766664469999999,83,2.57,830,1791,-0.0010152339935300958,134.21054458618164,0.007259488105773926,0.2,0.9756554961204529,0.0003,3.6597253e-06,37.231685638427734,82,-4.182258129119873,0.0,,
,,,,840,,-0.0002451658365316689,101.25848007202148,0.014980971813201904,0.2,0.9756029844284058,0.0003,2.0551683e-05,39.808162689208984,83,-4.182067632675171,0.0,5.0,13.056953847408295
0,6.8797010599999995,84,2.59,840,1802,,,,,,,,,,,,,
0,7.542146,85,2.64,850,1805,0.003012114902958274,82.32656860351562,0.010237336158752441,0.2,0.9755666255950928,0.0003,3.0469895e-05,48.5389404296875,84,-4.1819422245025635,0.0,,
0,7.818265170000001,86,2.66,860,1809,-0.0006055712816301906,1639.2808532714844,0.011849701404571533,0.2,0.9755061864852905,0.0003,1.9907952e-06,1200.7635498046875,85,-4.181766033172607,0.0,,
0,8.47424827,87,2.67,870,1871,-0.0010161280399181294,132.07030868530273,-0.025092124938964844,0.2,0.9754329919815063,0.0003,3.2365322e-06,56.243370056152344,86,-4.181590795516968,0.0,,
,,,,880,,-0.001968580437823775,954.7753601074219,0.00609588623046875,0.2,0.9753226041793823,0.0003,1.5854836e-05,391.900634765625,87,-4.181289911270142,0.0,5.0,41.01771020889282
0,8.69210092,88,2.69,880,1880,,,,,,,,,,,,,
0,9.17533331,89,2.73,890,1884,-0.002068006992340443,144.76627731323242,0.04531615972518921,0.2,0.9752267599105835,0.0003,6.2167646e-06,56.82639694213867,88,-4.1809399127960205,0.0,,
0,9.374089740000002,90,2.74,900,1911,-0.0037363530602307904,121.36876678466797,0.0043749213218688965,0.2,0.9751119613647461,0.0003,3.863573e-05,71.19005584716797,89,-4.180646896362305,0.0,,
0,7.8590911100000005,91,2.76,910,1915,0.0011800647014750254,555.5788269042969,-0.014964818954467773,0.2,0.9749631881713867,0.0003,1.4549494e-05,227.3340301513672,90,-4.18023157119751,0.0,,
,,,,920,,0.0031559586524965155,68.35512924194336,0.0044214725494384766,0.2,0.9748174548149109,0.0003,5.081296e-05,42.69635772705078,91,-4.179766654968262,0.0,2.0,-4.330959677696228
0,8.48495018,92,2.75,920,1923,,,,,,,,,,,,,
0,8.955365270000001,93,2.75,930,1928,-0.0034986138343811035,187.40808868408203,-0.0038993358612060547,0.2,0.9746882915496826,0.0003,3.361702e-05,99.11768341064453,92,-4.179331302642822,0.0,,
0,7.40479513,94,2.67,940,1933,0.0007610380998812616,1362.8701629638672,0.008522391319274902,0.2,0.9745858907699585,0.0003,1.5997886e-05,1132.7059326171875,93,-4.1789391040802,0.0,,
0,7.4435122200000015,95,2.67,950,1985,0.0005781889194622636,84.42249298095703,-0.003273606300354004,0.2,0.9744965434074402,0.0003,1.3715029e-05,30.51119613647461,94,-4.178631067276001,0.0,,
,,,,960,,-0.00146741874050349,81.61209869384766,0.027956724166870117,0.2,0.9744145274162292,0.0003,1.4382601e-05,40.909149169921875,95,-4.178352117538452,0.0,2.0,1.2692680358886719
0,6.548965199999999,96,2.64,960,1996,,,,,,,,,,,,,
0,6.45082715,97,2.64,970,2028,-0.0013630270957945,69.60849380493164,-0.009479165077209473,0.2,0.9743008613586426,0.0003,5.1021576e-05,32.574825286865234,96,-4.178091764450073,0.0,,
0,6.595257069999999,98,2.68,980,2108,-0.0005115509266033769,136.32296180725098,-0.001893758773803711,0.2,0.9741818308830261,0.0003,2.0337106e-05,104.99403381347656,97,-4.177707672119141,0.0,,
0,7.36497306,99,2.72,990,2153,-0.0007580161443918598,46.872344970703125,0.0036568045616149902,0.2,0.974041223526001,0.0003,3.3140184e-06,24.332223892211914,98,-4.177351474761963,0.0,,
,,,,1000,,0.00046100618201272425,1271.8597412109375,0.0016951560974121094,0.2,0.9738917350769043,0.0003,8.624792e-06,900.1118774414062,99,-4.1768834590911865,0.0,3.0,21.451024055480957
0,7.436557959999999,100,2.76,1000,2265,,,,,,,,,,,,,
0,7.99649033,101,2.8,1010,2268,0.00023361444473124493,85.79145050048828,0.008265376091003418,0.2,0.9737555980682373,0.0003,1.3887883e-06,38.46845245361328,100,-4.176419258117676,0.0,,
0,7.561443359999998,102,2.8,1020,2272,0.0007264852756634355,175.20755767822266,0.04885023832321167,0.2,0.973634660243988,0.0003,7.4744225e-06,65.67411804199219,101,-4.176015615463257,0.0,,
0,6.885779209999999,103,2.76,1030,2470,-0.0015475332504131245,358.0439910888672,-0.018839001655578613,0.2,0.9735326766967773,0.0003,4.309416e-06,184.5200653076172,102,-4.17565393447876,0.0,,
,,,,1040,,-0.0009411215665764416,33.63908386230469,0.020368456840515137,0.2,0.9734323024749756,0.0003,4.9233436e-06,17.315149307250977,103,-4.175338983535767,0.0,1.0,-5.0
0,5.89837898,104,2.69,1040,2664,,,,,,,,,,,,,
0,5.130705210000001,105,2.67,1050,2668,-0.0010915636783463967,51.810150146484375,-0.007706880569458008,0.2,0.9733239412307739,0.0003,1.013875e-05,31.404029846191406,104,-4.175021409988403,0.0,,
0,5.6126995,106,2.69,1060,2670,-0.00036306084948733996,87.05333709716797,-0.01477038860321045,0.2,0.9732112884521484,0.0003,1.937151e-06,49.89560317993164,105,-4.174675703048706,0.0,,
0,6.119040920000001,107,2.66,1070,2712,-0.0036487938370557416,463.20506286621094,-0.0003644227981567383,0.2,0.9731507301330566,0.0003,4.144907e-05,390.46563720703125,106,-4.174370288848877,0.0,,
,,,,1080,,-0.002446913672611295,93.82699584960938,0.012739777565002441,0.2,0.9730581641197205,0.0003,2.5421381e-05,62.7891845703125,107,-4.174146890640259,0.0,4.0,-1.0758256912231445
0,6.2590458400000015,108,2.64,1080,2724,,,,,,,,,,,,,
0,5.987194099999999,109,2.65,1090,2728,0.0013409078354023052,174.55944061279297,-0.0011892318725585938,0.2,0.9729635119438171,0.0003,1.4853477e-05,110.91151428222656,108,-4.1738691329956055,0.0,,
0,6.369993430000001,110,2.7,1100,2732,-0.003367948578670621,187.1424446105957,-0.01541900634765625,0.2,0.9728297591209412,0.0003,1.6713142e-05,123.62491607666016,109,-4.1735451221466064,0.0,,
0,6.472385659999999,111,2.67,1110,2735,-0.0010701715713352655,80.05900001525879,-0.022158145904541016,0.2,0.9727358818054199,0.0003,2.0688773e-05,53.65923309326172,110,-4.173149347305298,0.0,,
,,,,1120,,0.003064542962238015,383.51918029785156,-0.00017547607421875,0.2,0.9726629257202148,0.0003,0.0001431346,300.1875305175781,111,-4.172878980636597,0.0,5.0,100.14329862594604
0,6.15357812,112,2.64,1120,2744,,,,,,,,,,,,,
0,6.179128389999999,113,2.66,1130,2842,-0.0036025762557985175,1439.1216735839844,-0.003328680992126465,0.2,0.9725860953330994,0.0003,2.720952e-05,1172.2919921875,112,-4.172639608383179,0.0,,
0,5.1988977499999995,114,2.59,1140,2846,-0.0013837516540657901,80.1397762298584,0.020669162273406982,0.2,0.9725301265716553,0.0003,4.1192772e-05,31.252906799316406,113,-4.172411203384399,0.0,,
0,4.776945049999999,115,2.59,1150,2849,0.002690148353576838,72.21234893798828,0.00026798248291015625,0.2,0.972463071346283,0.0003,5.900264e-05,40.02425003051758,114,-4.172222137451172,0.0,,
,,,,1160,,0.0022531182039529085,74.8770751953125,0.05041146278381348,0.2,0.9723746180534363,0.0003,0.00011888742,29.848241806030273,115,-4.171983480453491,0.0,5.0,34.77071303129196
0,4.19132609,116,2.62,1160,2859,,,,,,,,,,,,,
0,4.46563104,117,2.57,1170,2863,-6.88910469763826e-05,264.9039840698242,0.006122708320617676,0.2,0.9722999334335327,0.0003,2.501011e-05,115.6095199584961,116,-4.1717188358306885,0.0,,
0,4.724077439999999,118,2.6,1180,2866,0.00257031926885265,187.22306442260742,0.012542307376861572,0.2,0.9721688628196716,0.0003,2.7567148e-05,133.5120086669922,117,-4.171432733535767,0.0,,
0,5.63720552,119,2.65,1190,2869,-0.0035941630136218095,575.4216461181641,0.018124163150787354,0.2,0.9720556139945984,0.0003,2.8568507e-05,213.23944091796875,118,-4.171027898788452,0.0,,
,,,,1200,,0.00029846430989000083,253.27784729003906,-0.009839892387390137,0.2,0.9719825983047485,0.0003,1.1128187e-05,156.23577880859375,119,-4.17069673538208,0.0,5.0,55.06037664413452
0,5.083488630000001,120,2.65,1200,2895,,,,,,,,,,,,,
0,6.724937580000001,121,2.71,1210,2898,7.566213607823613e-05,489.6412887573242,0.02307307720184326,0.2,0.9719126224517822,0.0003,6.9975854e-06,86.84996795654297,120,-4.170477867126465,0.0,,
0,6.429915609999999,122,2.65,1220,2902,0.00038111211615632357,1076.8876342773438,0.013705432415008545,0.2,0.971834659576416,0.0003,4.5180323e-06,484.6596984863281,121,-4.170239448547363,0.0,,
0,6.78965512,123,2.68,1230,2904,0.00039492846117372693,179.80037689208984,0.0035456418991088867,0.2,0.9717522859573364,0.0003,1.4722348e-06,98.90962982177734,122,-4.169992685317993,0.0,,
,,,,1240,,-0.00010932684381259605,97.19556427001953,0.020501434803009033,0.2,0.9716272354125977,0.0003,3.9696693e-06,38.848716735839844,123,-4.169689893722534,0.0,5.0,10.152622103691101
0,7.286493569999999,124,2.71,1240,2914,,,,,,,,,,,,,
0,7.733030650000001,125,2.79,1250,2917,0.0001595258800080046,196.3756561279297,-0.00687253475189209,0.2,0.9715023040771484,0.0003,3.7252903e-06,94.7691421508789,124,-4.169273138046265,0.0,,
0,7.87469528,126,2.79,1260,2922,0.00358563666231948,52.609426498413086,0.04776948690414429,0.2,0.9714454412460327,0.0003,6.529093e-05,42.9322624206543,125,-4.168935298919678,0.0,,
0,7.72725401,127,2.76,1270,2927,-0.0007867098203862,37.06076526641846,-0.0652318000793457,0.2,0.9713115692138672,0.0003,0.00029158592,23.680736541748047,126,-4.168686866760254,0.0,,
