eval/mean_ep_length,time/total_timesteps,eval/mean_reward,time/time_elapsed,time/iterations,rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,train/learning_rate,train/explained_variance,train/entropy_loss,train/policy_gradient_loss,train/value_loss,train/clip_fraction,train/loss,train/clip_range,train/approx_kl,train/std,train/n_updates
2.0,440,-10.0,,,,,,0.0003,-0.018059492111206055,-4.173524087667465,-0.030976844198630716,128.93157420158386,0.1825000036507845,121.61971282958984,0.2,0.01211416,0.9718393683433533,100
,440,,618,11,5.260994190000002,1.84,0,,,,,,,,,,,
4.0,480,-11.359229564666748,,,,,,0.0003,0.008381843566894531,-4.169722121953964,-0.005044068646975574,614.5013565063476,0.047500000707805155,297.6150817871094,0.2,0.0077075856,0.9713971614837646,110
,480,,653,12,4.12907267,1.87,0,,,,,,,,,,,
4.0,520,-20.0,,,,,,0.0003,-0.005892038345336914,-4.161467343568802,-0.04211057762231576,237.02607381343842,0.30750000700354574,37.26824951171875,0.2,0.03449578,0.9657887816429138,120
,520,,678,13,3.05822638,1.9,0,,,,,,,,,,,
1.0,560,-5.0,,,,,,0.0003,-0.003659486770629883,-4.146454775333405,-0.04289580397249666,279.58797163963317,0.33500000797212126,237.06846618652344,0.2,0.029854156,0.9624666571617126,130
,560,,750,14,2.54149404,1.9,0,,,,,,,,,,,
2.0,600,21.76949119567871,,,,,,0.0003,-8.58306884765625e-06,-4.131605327129364,-0.011153625575025217,569.5829264163971,0.2750000059604645,20.288793563842773,0.2,0.015399832,0.9548861384391785,140
,600,,784,15,9.385358660000001,1.77,0,,,,,,,,,,,
2.0,640,136.16238403320312,,,,,,0.0003,-5.0902366638183594e-05,-4.11232978105545,-0.02096763415633405,17360.8182328701,0.0675000013783574,253.08090209960938,0.2,0.0031248839,0.9522945880889893,150
,640,,840,16,16.21502525,1.82,0,,,,,,,,,,,
2.0,680,-10.0,,,,,,0.0003,-0.0011441707611083984,-4.111900329589844,-0.02323134432108418,6672.260524749756,0.12250000238418579,13352.5595703125,0.2,0.019448567,0.9535126090049744,160
,680,,873,17,18.79773039,1.7,0,,,,,,,,,,,
1.0,720,-5.0,,,,,,0.0003,0.005375981330871582,-4.1156054675579075,-0.02408304718672296,2100.535214710236,0.3375000085681677,53.765960693359375,0.2,0.033716578,0.9544984102249146,170
,720,,899,18,20.496878309999996,1.73,0,,,,,,,,,,,
5.0,760,106.29990863800049,,,,,,0.0003,-0.00020563602447509766,-4.112896716594696,-0.010954767761431871,2500.4764307022097,0.21250000465661287,1724.604736328125,0.2,0.016976846,0.9524492621421814,180
,760,,950,19,22.785664549999996,1.79,0,,,,,,,,,,,
5.0,800,294.41372299194336,,,,,,0.0003,0.0047002434730529785,-4.109690421819687,-0.04107307655387558,8132.818403434753,0.34500000830739735,121.93505096435547,0.2,0.047554895,0.9523032903671265,190
,800,,977,20,23.511006740000003,1.85,0,,,,,,,,,,,
4.0,840,240.10169982910156,,,,,,0.0003,-0.0035456418991088867,-4.108187961578369,-0.0133796003284806,9534.413214683533,0.11500000189989805,1646.135498046875,0.2,0.008571293,0.9514034986495972,200
,840,,1010,21,28.866651320000003,2.02,0,,,,,,,,,,,
5.0,880,377.3677673339844,,,,,,0.0003,-0.0069086551666259766,-4.106318610906601,-0.0385070862530847,8198.824744033813,0.21750000435858965,869.368408203125,0.2,0.021903437,0.9510172605514526,210
,880,,1040,22,40.18541168,2.14,0,,,,,,,,,,,
2.0,920,-10.0,,,,,,0.0003,-0.013513803482055664,-4.106046986579895,-0.0027071617021283577,22265.99098739624,0.0,23547.95703125,0.2,0.0024626942,0.9511324763298035,220
,920,,1071,23,36.29719993,2.1,0,,,,,,,,,,,
1.0,960,-5.0,,,,,,0.0003,-0.05905270576477051,-4.105910617113113,-0.012219072360967509,1583.854266357422,0.037500000558793545,355.6628112792969,0.2,0.012966278,0.9510746002197266,230
,960,,1127,24,44.87182332,2.23,0,,,,,,,,,,,
1.0,1000,-5.0,,,,,,0.0003,-0.008082985877990723,-4.106216675043106,-0.008047675619563965,14005.227939224244,0.0,3965.20751953125,0.2,0.0034060255,0.9513516426086426,240
,1000,,1194,25,43.830527110000006,2.12,0,,,,,,,,,,,
5.0,1040,408.8437843322754,,,,,,0.0003,0.017316758632659912,-4.106339621543884,-0.012133883943824909,10291.079996109009,0.11000000201165676,738.6016845703125,0.2,0.022856627,0.951099157333374,250
,1040,,1272,26,49.743931589999995,2.12,0,,,,,,,,,,,
1.0,1080,-5.0,,,,,,0.0003,-0.021101713180541992,-4.104553365707398,-0.004850596179421696,16475.153153991698,0.0,8385.404296875,0.2,0.0030712383,0.950194239616394,260
,1080,,1293,27,56.55058623,2.17,0,,,,,,,,,,,
1.0,1120,-5.0,,,,,,0.0003,-0.02033102512359619,-4.103027772903443,-0.0030424179311284937,15772.40919189453,0.0,15472.1630859375,0.2,0.000554736,0.9501596689224243,270
,1120,,1370,28,53.6853925,2.07,0,,,,,,,,,,,
5.0,1160,308.97910022735596,,,,,,0.0003,0.0026108622550964355,-4.101992028951645,-0.0008966778146714205,10467.624076843262,0.0,1088.68115234375,0.2,0.0018040733,0.9496082663536072,280
,1160,,1434,29,49.1964452,1.99,0,,,,,,,,,,,
2.0,1200,15.24894905090332,,,,,,0.0003,-0.012755393981933594,-4.101870179176331,-0.0013044650962183324,10126.076838684083,0.06500000096857547,1490.8336181640625,0.2,0.007950273,0.9499187469482422,290
,1200,,1458,30,58.21503898,2.12,0,,,,,,,,,,,
5.0,1240,171.7040557861328,,,,,,0.0003,-0.041658997535705566,-4.102072137594223,-0.009028223603527286,15704.014125061036,0.04000000059604645,5130.3369140625,0.2,0.0057815295,0.9500850439071655,300
,1240,,1485,31,60.530237670000005,2.23,0,,,,,,,,,,,
