eval/mean_ep_length,time/total_timesteps,eval/mean_reward,time/time_elapsed,time/iterations,rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,train/learning_rate,train/explained_variance,train/entropy_loss,train/policy_gradient_loss,train/value_loss,train/clip_fraction,train/loss,train/clip_range,train/approx_kl,train/std,train/n_updates
4.0,1280,37.66941833496094,,,,,,0.0003,0.01757979393005371,-4.1027040660381315,-0.017857697632862258,6741.955870056152,0.07000000104308128,768.901611328125,0.2,0.013711561,0.9501258730888367,310
,1280,,1513,32,50.78896626000001,2.14,0,,,,,,,,,,,
5.0,1320,168.82944059371948,,,,,,0.0003,0.024858534336090088,-4.103164529800415,-0.014796730262023628,5546.806132507324,0.08750000167638064,1490.961669921875,0.2,0.011470561,0.9506039023399353,320
,1320,,1540,33,57.47931929000001,2.33,0,,,,,,,,,,,
1.0,1360,-5.0,,,,,,0.0003,0.014650166034698486,-4.103658473491668,-0.011732340102207672,12936.139882659912,0.11250000167638063,8193.0771484375,0.2,0.017336845,0.9504361152648926,330
,1360,,1563,34,63.68579824,2.47,0,,,,,,,,,,,
5.0,1400,189.3784408569336,,,,,,0.0003,-0.031655073165893555,-4.103052031993866,-0.002347411536065924,8730.703274536132,0.0,6423.33056640625,0.2,0.002648905,0.9500948190689087,340
,1400,,1586,35,73.69745466,2.62,0,,,,,,,,,,,
5.0,1440,359.8218538761139,,,,,,0.0003,0.014319062232971191,-4.101674264669418,-0.019515353770293585,11058.457884216308,0.08250000216066837,1530.6312255859375,0.2,0.02146712,0.9494040012359619,350
,1440,,1629,36,75.33113957999998,2.7,0,,,,,,,,,,,
1.0,1480,-5.0,,,,,,0.0003,0.02180427312850952,-4.100152802467346,-0.029343385326501447,8134.743319702148,0.22250000443309545,1997.265380859375,0.2,0.022701032,0.9492373466491699,360
,1480,,1653,37,76.12475610999999,2.6,0,,,,,,,,,,,
3.0,1520,47.29216289520264,,,,,,0.0003,-0.03400683403015137,-4.099104875326157,-0.014795690579630904,16018.74030456543,0.032500000484287736,2677.649169921875,0.2,0.007431993,0.9489558935165405,370
,1520,,1721,38,76.41578443,2.56,0,,,,,,,,,,,
5.0,1560,305.25830459594727,,,,,,0.0003,-0.037348270416259766,-4.09747177362442,-0.009738220691797328,5706.332563781738,0.08500000145286321,2369.703857421875,0.2,0.010321145,0.9480882883071899,380
,1560,,1748,39,69.16485086,2.35,0,,,,,,,,,,,
1.0,1600,-5.0,,,,,,0.0003,-0.04731333255767822,-4.095480412244797,-0.015064607856038493,10948.643081665039,0.0825000012293458,1909.017822265625,0.2,0.0106325,0.9477729201316833,390
,1600,,1774,40,65.93444555,2.26,0,,,,,,,,,,,
3.0,1640,195.96106719970703,,,,,,0.0003,-0.04161989688873291,-4.09425128698349,-0.019553311798372296,11669.982736206055,0.19250000398606062,3550.832275390625,0.2,0.022412878,0.9472945928573608,400
,1640,,1799,41,65.99409305999998,2.16,0,,,,,,,,,,,
5.0,1680,417.1651077270508,,,,,,0.0003,-0.00886523723602295,-4.09263596534729,-0.028991209996361268,10619.531848144532,0.12500000260770322,11946.955078125,0.2,0.026534457,0.9466426372528076,410
,1680,,1827,42,67.72125729,2.21,0,,,,,,,,,,,
5.0,1720,135.5264015197754,,,,,,0.0003,-0.018341660499572754,-4.0910854697227474,-0.009096712705177201,14549.475527954102,0.057500001043081284,2807.788330078125,0.2,0.015247965,0.9465286731719971,420
,1720,,1863,43,59.60545341,2.19,0,,,,,,,,,,,
5.0,1760,66.79534101486206,,,,,,0.0003,-0.05569148063659668,-4.091183078289032,-0.010755997596106681,5233.974411010742,0.06250000093132257,1904.3175048828125,0.2,0.0066423137,0.9466084837913513,430
,1760,,1885,44,71.77974702,2.32,0,,,,,,,,,,,
3.0,1800,83.35430574417114,,,,,,0.0003,-0.014268636703491211,-4.090932053327561,-0.019740221438553363,12256.233052062988,0.18000000417232515,6407.17578125,0.2,0.01755327,0.946327805519104,440
,1800,,1910,45,76.00981769,2.43,0,,,,,,,,,,,
5.0,1840,305.64416313171387,,,,,,0.0003,-0.024539709091186523,-4.089878106117249,-0.016558380325841428,19752.2066986084,0.0600000012665987,6126.4404296875,0.2,0.012554767,0.9460331201553345,450
,1840,,1933,46,81.96698836000002,2.58,0,,,,,,,,,,,
3.0,1880,135.49007034301758,,,,,,0.0003,-0.03732955455780029,-4.08911412358284,-0.0075723503871540695,12765.412892150878,0.1150000024586916,1483.635498046875,0.2,0.013370907,0.945958137512207,460
,1880,,1990,47,83.113733,2.65,0,,,,,,,,,,,
1.0,1920,-5.0,,,,,,0.0003,0.0190466046333313,-4.088436484336853,-0.02764766462663828,6458.120465087891,0.15250000320374965,4486.96826171875,0.2,0.016978232,0.9456097483634949,470
,1920,,2030,48,72.73531959,2.59,0,,,,,,,,,,,
3.0,1960,55.51082992553711,,,,,,0.0003,-0.04831576347351074,-4.087112069129944,-0.017616975420969537,6229.372659301758,0.16250000353902577,1772.0411376953125,0.2,0.025307037,0.9450148344039917,480
,1960,,2225,49,74.18949932,2.55,0,,,,,,,,,,,
5.0,2000,133.0216238796711,,,,,,0.0003,-0.04774928092956543,-4.085139656066895,-0.01563725455744134,4842.840051269532,0.12250000238418579,4637.291015625,0.2,0.014134056,0.9445027112960815,490
,2000,,2250,50,70.29611077,2.51,0,,,,,,,,,,,
1.0,2040,-5.0,,,,,,0.0003,-0.0008361339569091797,-4.083455914258957,-0.021741341674628534,6163.226261901856,0.2525000056251884,3716.271240234375,0.2,0.02252851,0.9442972540855408,500
,2040,,2275,51,66.13425619,2.39,0,,,,,,,,,,,
3.0,2080,53.649900913238525,,,,,,0.0003,-0.0004127025604248047,-4.083681535720825,-0.030757651498279304,16822.861874389648,0.11750000212341546,14363.2802734375,0.2,0.017263293,0.9442436099052429,510
,2080,,2299,52,61.956704800000004,2.37,0,,,,,,,,,,,
5.0,2120,459.62744140625,,,,,,0.0003,-0.01302492618560791,-4.082234585285187,-0.02615744549817465,8310.541058349609,0.23500000555068254,4895.2255859375,0.2,0.041204244,0.9430711269378662,520
,2120,,2323,53,70.11751332,2.44,0,,,,,,,,,,,
5.0,2160,332.4227409362793,,,,,,0.0003,0.017006516456604004,-4.076612561941147,-0.004645162351926047,11885.986697387696,0.020000000298023225,9978.99609375,0.2,0.0030548112,0.9415555000305176,530
,2160,,2352,54,72.09201368,2.47,0,,,,,,,,,,,
1.0,2200,-5.0,,,,,,0.0003,0.007262706756591797,-4.073075771331787,-0.010287498951329322,8431.2678024292,0.0825000012293458,2753.9794921875,0.2,0.011116837,0.9404527544975281,540
,2200,,2379,55,81.6502175,2.58,0,,,,,,,,,,,
5.0,2240,438.1969795227051,,,,,,0.0003,-0.02633512020111084,-4.069680869579315,-0.043952051038941134,13072.639379882812,0.21250000465661287,2901.063720703125,0.2,0.026834136,0.9394879341125488,550
,2240,,2408,56,83.85179371,2.53,0,,,,,,,,,,,
5.0,2280,525.7501983642578,,,,,,0.0003,0.017463207244873047,-4.066300463676453,-0.004539439557757064,19394.100671386717,0.007500000111758709,6727.12890625,0.2,0.0032694074,0.9385528564453125,560
,2280,,2439,57,79.43533271999999,2.49,0,,,,,,,,,,,
4.0,2320,94.36919498443604,,,,,,0.0003,0.00469738245010376,-4.064314985275269,-0.018753165880389132,13805.55655517578,0.16000000312924384,1891.0009765625,0.2,0.022741165,0.9380185604095459,570
,2320,,2485,58,82.82112697999999,2.43,0,,,,,,,,,,,
5.0,2360,99.80996322631836,,,,,,0.0003,0.02439945936203003,-4.058777576684951,-0.005932745708132625,7877.453285217285,0.10250000189989805,3121.72607421875,0.2,0.0050197886,0.9351300001144409,580
,2360,,2511,59,80.86786893,2.34,0,,,,,,,,,,,
4.0,2400,124.76980972290039,,,,,,0.0003,-0.029476642608642578,-4.052007311582566,-0.030917452276039547,9469.714978027343,0.2525000050663948,1974.0673828125,0.2,0.022832094,0.9341332316398621,590
,2400,,2535,60,79.40844942999999,2.34,0,,,,,,,,,,,
5.0,2440,66.97225761413574,,,,,,0.0003,0.03494095802307129,-4.04877200126648,-0.012538525799463972,11626.322998046875,0.06250000093132257,2396.73046875,0.2,0.008368372,0.933064341545105,600
,2440,,2568,61,85.93623238999999,2.53,0,,,,,,,,,,,
5.0,2480,258.8509497642517,,,,,,0.0003,-0.008791804313659668,-4.044761973619461,-0.022550490915891695,15262.26791381836,0.09750000163912773,2890.789794921875,0.2,0.016505178,0.9317959547042847,610
,2480,,2605,62,89.17302959,2.58,0,,,,,,,,,,,
5.0,2520,181.35867977142334,,,,,,0.0003,-0.007176637649536133,-4.042548882961273,-0.024880802598636363,12706.252044677734,0.17750000394880772,7130.87890625,0.2,0.014971787,0.9317740201950073,620
,2520,,2629,63,89.86761781,2.66,0,,,,,,,,,,,
5.0,2560,364.1518325805664,,,,,,0.0003,0.02651035785675049,-4.041000378131867,-0.0008847179474832934,15627.93173828125,0.06500000096857547,4218.544921875,0.2,0.0068210927,0.930705726146698,630
,2560,,2656,64,92.09697762,2.79,0,,,,,,,,,,,
5.0,2600,75.72343158721924,,,,,,0.0003,-0.009131789207458496,-4.039486187696457,-0.027071155043522577,8353.267362976074,0.2325000051409006,2718.167236328125,0.2,0.01427569,0.9310240745544434,640
,2600,,2677,65,93.24840911999999,2.88,0,,,,,,,,,,,
5.0,2640,225.60664653778076,,,,,,0.0003,0.018064379692077637,-4.0386783182621,-0.026323962458918704,6306.691683959961,0.18250000346451997,3268.059326171875,0.2,0.017080523,0.9301937818527222,650
,2640,,2698,66,93.41740487999999,3.02,0,,,,,,,,,,,
5.0,2680,338.8204002380371,,,,,,0.0003,-0.013401031494140625,-4.037216585874558,-0.011732349394342246,9226.149886703492,0.1250000024214387,3817.268310546875,0.2,0.010848835,0.9303226470947266,660
,2680,,2724,67,93.16773501000002,3.02,0,,,,,,,,,,,
5.0,2720,152.27802991867065,,,,,,0.0003,-0.02830195426940918,-4.037418377399445,-0.018529261320068147,17611.071020507814,0.2300000051036477,2063.991943359375,0.2,0.021685451,0.9300518035888672,670
,2720,,2747,68,95.44236389000001,3.01,0,,,,,,,,,,,
5.0,2760,347.81029891967773,,,,,,0.0003,0.01072913408279419,-4.032165229320526,-0.019824735543297722,8892.660851287841,0.18000000361353158,2282.2138671875,0.2,0.015038685,0.9275918006896973,680
,2760,,2765,69,106.69604579000001,3.12,0,,,,,,,,,,,
3.0,2800,100.80772399902344,,,,,,0.0003,0.06405383348464966,-4.026507908105851,-0.012483513648403454,13525.456594848632,0.1600000023841858,7602.73193359375,0.2,0.017422317,0.9265047907829285,690
,2800,,2791,70,112.31756752,3.14,1,,,,,,,,,,,
4.0,2840,251.77395629882812,,,,,,0.0003,-0.029856085777282715,-4.024638706445694,-0.017309597824059896,14067.878496551513,0.11750000193715096,8604.25,0.2,0.01059151,0.9263826608657837,700
,2840,,2815,71,114.38309821000001,3.11,1,,,,,,,,,,,
3.0,2880,5.894952297210693,,,,,,0.0003,-0.0037615299224853516,-4.024412685632706,-0.009793776164806334,17598.659579467774,0.22250000443309545,13926.6865234375,0.2,0.013312403,0.9262215495109558,710
,2880,,2837,72,115.46447975000001,3.05,1,,,,,,,,,,,
5.0,2920,153.2084038257599,,,,,,0.0003,0.0476265549659729,-4.02485408782959,-0.033094620780066177,12082.826379394532,0.19500000458210706,5088.9765625,0.2,0.023403719,0.9266471862792969,720
,2920,,2856,73,118.32957502,3.03,1,,,,,,,,,,,
5.0,2960,493.42047119140625,,,,,,0.0003,0.020427167415618896,-4.024258524179459,-0.044641727002745026,6204.011091613769,0.300000006519258,3533.003662109375,0.2,0.03517469,0.9261164665222168,730
,2960,,2879,74,129.74313872000002,3.1,1,,,,,,,,,,,
5.0,3000,250.61198806762695,,,,,,0.0003,0.0016867518424987793,-4.023105174303055,-0.014021616842219364,24587.814529418945,0.10250000189989805,3848.69677734375,0.2,0.015826933,0.9260219931602478,740
,3000,,2900,75,145.37875796,3.26,1,,,,,,,,,,,
5.0,3040,366.9154396057129,,,,,,0.0003,-0.0011087656021118164,-4.0218472421169285,-0.018439275642176643,20757.63232116699,0.2100000038743019,2486.599365234375,0.2,0.016573617,0.925219714641571,750
,3040,,2924,76,149.00158482999998,3.31,1,,,,,,,,,,,
2.0,3080,32.22142791748047,,,,,,0.0003,-0.02141106128692627,-4.019101375341416,-0.035127633205338495,17628.922076416016,0.20750000439584254,18413.509765625,0.2,0.023374254,0.9247260093688965,760
,3080,,2947,77,152.92169913,3.26,1,,,,,,,,,,,
5.0,3120,129.08365631103516,,,,,,0.0003,-0.032412052154541016,-4.019361513853073,0.003954298239113996,17520.52131347656,0.1325000027194619,3153.805419921875,0.2,0.013822988,0.9249281883239746,770
,3120,,2969,78,152.35594073000001,3.38,1,,,,,,,,,,,
5.0,3160,234.29888916015625,,,,,,0.0003,0.12860018014907837,-4.018809032440186,-0.023326234717387706,5958.935147857666,0.16500000320374966,1312.062255859375,0.2,0.009868203,0.9243401885032654,780
,3160,,2992,79,151.83472635,3.39,1,,,,,,,,,,,
