rollout/ep_rew_mean,time/time_elapsed,time/iterations,rollout/ep_len_mean,time/fps,time/total_timesteps,train/std,train/entropy_loss,train/policy_gradient_loss,train/value_loss,train/explained_variance,train/clip_fraction,train/clip_range,train/learning_rate,train/approx_kl,train/loss,train/n_updates,eval/mean_ep_length,eval/mean_reward
-3.056366125,28,1,2.5,1,40,,,,,,,,,,,,,
0.1639949375000005,79,2,2.5,1,80,0.995031476020813,-4.250204044580459,-0.050867092387634295,213.79467154741286,0.0015912652015686035,0.3150000074878335,0.2,0.0003,0.05183912,23.376197814941406,10,,
,,,,,100,0.9866542220115662,-4.2294222712516785,-0.015508997257893498,504.11260402202606,-0.0035386085510253906,0.28500000648200513,0.2,0.0003,0.03141209,301.8854064941406,20,5.0,3.0181713104248047
-0.10113656521739121,104,3,2.5217391304347827,1,120,,,,,,,,,,,,,
4.902419343750001,179,4,2.484375,0,160,0.9847564697265625,-4.212824654579163,-0.02907807244235301,249.48963830471038,0.026600956916809082,0.30250000692903994,0.2,0.0003,0.028739829,10.276854515075684,30,,
,,,,,200,0.9823333024978638,-4.207636439800263,-0.022935967163884928,2646.686732625961,-0.0011131763458251953,0.02750000059604645,0.2,0.0003,0.009587178,42.88688278198242,40,4.0,-12.864818572998047
5.193389560975611,250,5,2.4390243902439024,0,200,,,,,,,,,,,,,
5.51638005,329,6,2.39,0,240,0.981742799282074,-4.202503800392151,-0.0358669015544001,333.41932330131533,-0.018793940544128418,0.22000000458210706,0.2,0.0003,0.017638026,155.525390625,50,,
8.377086989999999,348,7,2.4,0,280,0.9795446395874023,-4.199362909793853,-0.04210590856542694,246.16282951831818,-0.035828232765197754,0.41750001069158316,0.2,0.0003,0.0209853,250.9853515625,60,,
,,,,,300,0.9814107418060303,-4.1974879682064055,-0.031184867121082795,659.3397794246673,-0.007188320159912109,0.2900000065565109,0.2,0.0003,0.019743241,122.54267120361328,70,2.0,12.742181777954102
13.256378999999999,371,8,2.37,0,320,,,,,,,,,,,,,
16.358528009999997,392,9,2.3,0,360,0.9803793430328369,-4.199264496564865,-0.018678033052419774,2683.2303369522097,-0.005719661712646484,0.0775000013411045,0.2,0.0003,0.01280291,113.1612319946289,80,,
,,,,,400,0.9804458618164062,-4.1971964001655575,-0.024827675898268353,1656.4165229797363,-0.0131453275680542,0.30500000696629287,0.2,0.0003,0.032056816,214.85885620117188,90,5.0,-2.1067237854003906
19.357774919999997,435,10,2.36,0,400,,,,,,,,,,,,,
19.75266474,505,11,2.21,0,440,0.9761761426925659,-4.1926636636257175,-0.010359789979844436,715.1125673294067,-0.015893101692199707,0.030000000447034835,0.2,0.0003,0.0041717426,293.2549743652344,100,,
21.423138159999997,525,12,2.29,0,480,0.9751383066177368,-4.181645315885544,-0.03905779478482145,325.3040609359741,-0.0431365966796875,0.3475000062957406,0.2,0.0003,0.03708428,254.864501953125,110,,
,,,,,500,0.9764508605003357,-4.183083575963974,-0.016375640548940286,478.2692555427551,0.005532562732696533,0.3125000063329935,0.2,0.0003,0.009696387,109.99691009521484,120,2.0,-10.0
20.70851228,550,13,2.3,0,520,,,,,,,,,,,,,
22.266669370000002,586,14,2.25,0,560,0.976198673248291,-4.184121185541153,-0.025192354301107132,2741.3010078430175,-0.011153101921081543,0.1600000025704503,0.2,0.0003,0.024193946,2994.37841796875,130,,
,,,,,600,0.9761209487915039,-4.18363943696022,-0.04302130605967249,4052.310392189026,-0.0034509897232055664,0.37500000912696124,0.2,0.0003,0.033357136,174.78497314453125,140,3.0,30.743999481201172
21.56737008,664,15,2.23,0,600,,,,,,,,,,,,,
20.337613259999998,683,16,2.21,0,640,0.9758520126342773,-4.183395040035248,-0.016914469489493055,2707.7357557296755,-0.03332388401031494,0.17500000316649675,0.2,0.0003,0.014145367,1364.4827880859375,150,,
25.47701693,702,17,2.31,0,680,0.9739440679550171,-4.179774260520935,-0.034791117783097424,568.7704746246338,-0.05601143836975098,0.17750000394880772,0.2,0.0003,0.028104413,385.3833923339844,160,,
,,,,,700,0.9728080034255981,-4.174893641471863,-0.004495371560042471,3189.78955116272,0.0009946823120117188,0.007500000111758709,0.2,0.0003,0.006871298,266.2596130371094,170,5.0,6.863374948501587
28.19503318,731,18,2.33,0,720,,,,,,,,,,,,,
33.221528039999995,747,19,2.43,1,760,0.9721919894218445,-4.1721913576126095,-0.00865007570087073,1112.723277282715,0.008162260055541992,0.1300000024959445,0.2,0.0003,0.031429365,190.27981567382812,180,,
,,,,,800,0.9720947742462158,-4.17135100364685,-0.020087189586847652,3859.060037612915,0.003297865390777588,0.3525000087916851,0.2,0.0003,0.023823714,946.3850708007812,190,3.0,58.88226127624512
31.680923840000002,832,20,2.46,0,800,,,,,,,,,,,,,
31.735615180000003,856,21,2.42,0,840,0.9698933959007263,-4.167828291654587,-0.012502367611177779,2732.6876007080077,-0.030304908752441406,0.10250000171363353,0.2,0.0003,0.007107419,632.9930419921875,200,,
40.996551530000005,907,22,2.54,0,880,0.9678158760070801,-4.160957306623459,-0.022262814751593397,1594.5938941955567,-0.0009436607360839844,0.22250000461935998,0.2,0.0003,0.02648451,252.8926544189453,210,,
,,,,,900,0.9666018486022949,-4.15576360821724,-0.03529472590416845,6422.443042755127,-0.023242831230163574,0.17000000290572642,0.2,0.0003,0.031087957,3075.01806640625,220,4.0,79.81390380859375
39.62987824000001,932,23,2.51,0,920,,,,,,,,,,,,,
38.37818526,960,24,2.4,0,960,0.9654477834701538,-4.152298885583877,-0.016639159875321642,1225.3936782836913,-0.08481156826019287,0.13250000216066837,0.2,0.0003,0.010767581,699.0587768554688,230,,
,,,,,1000,0.966897189617157,-4.150409561395645,-0.020299181756781758,1047.206940460205,0.006700277328491211,0.24750000573694705,0.2,0.0003,0.071305424,522.9487915039062,240,3.0,48.269752502441406
33.56498886000001,990,25,2.2,1,1000,,,,,,,,,,,,,
38.21748048,1015,26,2.26,1,1040,0.9660599231719971,-4.154223281145096,0.005051585160072136,5722.175696182251,0.002407252788543701,0.18500000406056644,0.2,0.0003,0.0059088753,3601.9775390625,250,,
43.59782641999999,1032,27,2.37,1,1080,0.9659888744354248,-4.151199316978454,-0.015083096997477697,1904.0197132110595,0.01887977123260498,0.06500000096857547,0.2,0.0003,0.0085138455,1002.2850952148438,260,,
,,,,,1100,0.9646304845809937,-4.14913484454155,-0.014499173799122222,3673.74875793457,0.020775973796844482,0.12500000260770322,0.2,0.0003,0.011963164,2724.653564453125,270,5.0,423.7113151550293
42.30257517999999,1121,28,2.43,0,1120,,,,,,,,,,,,,
46.895633079999996,1190,29,2.47,0,1160,0.9649393558502197,-4.147657853364945,-0.016606041261020433,6308.636591339111,-0.009828329086303711,0.12250000257045031,0.2,0.0003,0.017119259,3886.332763671875,280,,
,,,,,1200,0.9661502838134766,-4.1499028444290165,-0.007325982110187379,6009.761451721191,0.014137983322143555,0.047500000707805155,0.2,0.0003,0.008784327,1082.7593994140625,290,2.0,3.147430419921875
53.72347102000001,1215,30,2.53,0,1200,,,,,,,,,,,,,
51.26826683,1331,31,2.57,0,1240,0.9649121761322021,-4.150282251834869,-0.003647552500478923,4866.529301452637,0.024299442768096924,0.03500000052154064,0.2,0.0003,0.0028405278,1587.5166015625,300,,
51.3134669,1355,32,2.56,0,1280,0.9640935659408569,-4.145959824323654,-0.02155680177384056,3357.7157333374025,0.018287479877471924,0.1525000024586916,0.2,0.0003,0.015633646,1931.5147705078125,310,,
,,,,,1300,0.963836133480072,-4.145059818029404,-0.027479757888595486,3858.7391036987306,-0.0556638240814209,0.1925000037997961,0.2,0.0003,0.020063438,815.8583374023438,320,5.0,250.1634063720703
57.06308888,1380,33,2.6,0,1320,,,,,,,,,,,,,
60.076733980000014,1399,34,2.61,0,1360,0.9630029201507568,-4.143323612213135,-0.015095457014317627,10166.572731018066,-0.0038837194442749023,0.09250000137835741,0.2,0.0003,0.018775253,2166.21923828125,330,,
,,,,,1400,0.9630495309829712,-4.141964793205261,-0.025476710828515926,2436.729364013672,0.017751872539520264,0.14750000257045032,0.2,0.0003,0.02427095,1593.1136474609375,340,5.0,225.46164321899414
64.11505344999999,1421,35,2.61,0,1400,,,,,,,,,,,,,
67.54623952000001,1445,36,2.71,0,1440,0.9623442888259888,-4.141001629829407,-0.011904377559403656,10787.528367614746,-0.03560900688171387,0.047500000707805155,0.2,0.0003,0.010150529,4459.966796875,350,,
67.83690283,1461,37,2.8,1,1480,0.9627148509025574,-4.140068739652634,-0.037112597636587454,3367.9309226989744,0.044824302196502686,0.15500000342726708,0.2,0.0003,0.018612735,1220.7236328125,360,,
,,,,,1500,0.9627112150192261,-4.140875095129013,-0.011098973261905698,3179.649066925049,0.017349839210510254,0.14750000312924386,0.2,0.0003,0.021485174,2738.95556640625,370,5.0,50.38193321228027
66.94866825,1491,38,2.77,1,1520,,,,,,,,,,,,,
70.08933064,1509,39,2.87,1,1560,0.9639977812767029,-4.143216532468796,-0.015229302796287803,2334.134790802002,0.08989202976226807,0.08500000145286321,0.2,0.0003,0.011920419,686.7163696289062,380,,
,,,,,1600,0.9620128870010376,-4.141064989566803,-0.03481441531086602,5485.858356094361,-0.013760924339294434,0.4000000087544322,0.2,0.0003,0.037517708,1963.1031494140625,390,5.0,101.12456750869751
68.25357703000002,1537,40,2.88,1,1600,,,,,,,,,,,,,
71.66436892,1554,41,2.97,1,1640,0.9603301882743835,-4.135323137044907,-0.03626221421734954,4335.965608215332,-0.04106009006500244,0.312500006519258,0.2,0.0003,0.035605095,4767.98486328125,400,,
69.62949844999999,1610,42,2.99,1,1680,0.9588720202445984,-4.130386501550674,-0.00634819747818256,7391.727311706543,0.047240614891052246,0.2150000048801303,0.2,0.0003,0.016978305,4512.93408203125,410,,
,,,,,1700,0.9572369456291199,-4.1258769690990444,-0.008027259305890766,5588.021147155761,0.04579645395278931,0.057500000856816766,0.2,0.0003,0.010655208,2680.956787109375,420,3.0,51.240983963012695
65.62576134,1635,43,2.93,1,1720,,,,,,,,,,,,,
