time/iterations,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,time/fps,rollout/ep_rew_mean,train/clip_fraction,train/explained_variance,train/value_loss,train/entropy_loss,train/policy_gradient_loss,train/approx_kl,train/std,train/learning_rate,train/clip_range,train/n_updates,train/loss,eval/mean_ep_length,eval/mean_reward
17,862,680,2.46,0,14.310345820000002,0.09750000163912773,-0.0021588802337646484,833.7836632728577,-4.135066306591034,-0.0016635106362082209,0.005109896,0.9587156772613525,0.0003,0.2,160,1078.1986083984375,,
,,700,,,,0.04000000059604645,-0.004746198654174805,2484.1951577186583,-4.124683260917664,-0.011687103983422275,0.0058445977,0.9568401575088501,0.0003,0.2,170,94.07682037353516,2.0,1.316159725189209
18,886,720,2.46,0,12.037511140000001,,,,,,,,,,,,,
19,950,760,2.5,0,14.97681233,0.11250000204890967,0.047593653202056885,166.02362546920776,-4.115386891365051,-0.014606678310374255,0.012656371,0.9514389038085938,0.0003,0.2,180,47.470584869384766,,
,,800,,,,0.10750000160187483,-0.0014185905456542969,2208.411404466629,-4.097177547216416,-0.002295805141620799,0.011229095,0.9464205503463745,0.0003,0.2,190,161.07423400878906,1.0,-5.0
20,975,800,2.47,0,14.669950739999999,,,,,,,,,,,,,
21,997,840,2.48,0,16.13356262,0.25500000584870575,-0.0027562379837036133,380.66973094940187,-4.084603619575501,-0.02118126372384723,0.040653743,0.9424926042556763,0.0003,0.2,200,90.15524291992188,,
22,1061,880,2.45,0,17.16117211,0.17750000394880772,0.014747023582458496,1240.7547062873841,-4.0749026238918304,-0.008195896730576347,0.0036103218,0.941173255443573,0.0003,0.2,210,466.7206115722656,,
,,900,,,,0.3350000087171793,-0.014262795448303223,291.62106094360354,-4.066076427698135,-0.02317925507079055,0.017532906,0.9363901019096375,0.0003,0.2,220,106.10365295410156,3.0,75.56029510498047
23,1087,920,2.21,0,13.998692120000001,,,,,,,,,,,,,
24,1106,960,2.2,0,15.595609239999998,0.24750000555068255,0.00376129150390625,981.1739046096802,-4.054409062862396,-0.026935181355183867,0.027028933,0.9341832995414734,0.0003,0.2,230,906.6126708984375,,
,,1000,,,,0.13500000201165677,-0.0487971305847168,317.1648244857788,-4.042304039001465,-0.02733949809044134,0.009386836,0.9286918640136719,0.0003,0.2,240,395.8180236816406,3.0,33.31754684448242
25,1159,1000,2.25,0,17.600044819999997,,,,,,,,,,,,,
26,1179,1040,2.31,0,20.95458203,0.11250000186264515,-0.021550774574279785,1041.0380115509033,-4.029151386022567,-0.02386454401945226,0.009993155,0.926875114440918,0.0003,0.2,250,122.82636260986328,,
27,1246,1080,2.31,0,18.683866190000003,0.15250000301748515,-0.011171340942382812,2414.5622042655946,-4.027896302938461,-0.00809112840841415,0.013424996,0.9275161623954773,0.0003,0.2,260,933.0514526367188,,
,,1100,,,,0.10250000189989805,-0.034110307693481445,412.77371377944945,-4.0267692625522615,-0.00713673324342381,0.011426866,0.9258830547332764,0.0003,0.2,270,184.6380157470703,3.0,-1.7436246871948242
28,1270,1120,2.35,0,19.56875136,,,,,,,,,,,,,
29,1289,1160,2.49,0,21.61239314,0.1800000037997961,-0.011442184448242188,442.90914793014525,-4.021529257297516,-0.023053850418655198,0.029789127,0.9253165125846863,0.0003,0.2,280,435.8547058105469,,
,,1200,,,,0.17000000309199095,-0.008658766746520996,1322.849510574341,-4.021243530511856,-0.016888834180426783,0.009741334,0.9251923561096191,0.0003,0.2,290,139.36251831054688,5.0,112.49554538726807
30,1313,1200,2.46,0,23.18116606,,,,,,,,,,,,,
31,1348,1240,2.42,0,21.86567004,0.12500000186264515,0.03068298101425171,1375.9906284332276,-4.022280323505401,-0.016251188367750725,0.010630516,0.9261521697044373,0.0003,0.2,300,407.0528869628906,,
32,1487,1280,2.5,0,23.12004358,0.052500000968575475,-0.032216668128967285,679.6195831298828,-4.019690066576004,-0.004557810401418005,0.00997525,0.923494815826416,0.0003,0.2,310,99.92146301269531,,
,,1300,,,,0.4450000084936619,-0.014593362808227539,2141.7274700164794,-4.014025539159775,-0.04056552671543614,0.08236857,0.9235402345657349,0.0003,0.2,320,324.4741516113281,2.0,-10.0
33,1510,1320,2.48,0,23.57618356,,,,,,,,,,,,,
34,1578,1360,2.58,0,26.637990939999995,0.25500000528991223,-0.02001500129699707,684.8390268325805,-4.0103533387184145,-0.024994241126987626,0.011080322,0.92148756980896,0.0003,0.2,330,145.1162567138672,,
,,1400,,,,0.12750000245869159,-0.012472987174987793,2671.8319801330567,-3.9983493864536284,-0.01073733571440243,0.0062842784,0.9157000780105591,0.0003,0.2,340,93.53832244873047,2.0,15.92500114440918
35,1646,1400,2.52,0,24.88580385,,,,,,,,,,,,,
36,1710,1440,2.48,0,22.1320845,0.35000000763684513,-0.00214385986328125,959.9616176605225,-3.983800822496414,-0.02400980719103245,0.02411875,0.9136638641357422,0.0003,0.2,350,162.673095703125,,
37,1728,1480,2.54,0,20.989560869999995,0.042500000633299354,-0.0077925920486450195,898.5773443222046,-3.9781708300113676,-0.005919803099714049,0.003256622,0.9126021265983582,0.0003,0.2,360,875.6749267578125,,
,,1500,,,,0.2525000046938658,-0.09197211265563965,307.32629880905154,-3.9726702272892,-0.020248935232666555,0.023987375,0.9094905853271484,0.0003,0.2,370,178.73593139648438,4.0,67.23239040374756
38,1775,1520,2.37,0,17.62882382,,,,,,,,,,,,,
39,1796,1560,2.36,0,18.63931532,0.24000000562518836,0.020848214626312256,841.5472944259643,-3.964035004377365,-0.008978633032729699,0.009975885,0.9091804027557373,0.0003,0.2,380,165.84063720703125,,
,,1600,,,,0.28000000659376384,-0.003684401512145996,2088.791538619995,-3.958943483233452,-0.029467453370743902,0.010518797,0.906804084777832,0.0003,0.2,390,216.3599395751953,4.0,34.52449321746826
40,1823,1600,2.33,0,16.2940038,,,,,,,,,,,,,
41,1945,1640,2.34,0,19.357174680000004,0.32500000670552254,0.01628243923187256,571.9105699539184,-3.957161709666252,-0.015566215281141904,0.025856744,0.90836501121521,0.0003,0.2,400,112.4961166381836,,
42,1963,1680,2.46,0,22.281743290000005,0.11500000208616257,0.019111931324005127,931.2647369384765,-3.9592172890901565,-0.007751403731799655,0.019541617,0.9081557989120483,0.0003,0.2,410,271.4085388183594,,
,,1700,,,,0.17500000298023224,-0.0008691549301147461,2454.1234422683715,-3.955309954285622,-0.005403443886752868,0.015541145,0.9060878753662109,0.0003,0.2,420,221.35848999023438,1.0,-5.0
43,1988,1720,2.28,0,22.52225743,,,,,,,,,,,,,
44,2057,1760,2.31,0,22.14992692,0.14750000294297932,0.007821619510650635,1757.1734994888307,-3.9506645292043685,-0.013812548542773584,0.011218088,0.9059094786643982,0.0003,0.2,430,1666.8209228515625,,
,,1800,,,,0.19500000383704902,0.02788180112838745,526.8056768417358,-3.951389741897583,-0.005580739529686962,0.008105829,0.9058610796928406,0.0003,0.2,440,367.87359619140625,3.0,2.4332351684570312
45,2124,1800,2.2,0,21.98658387,,,,,,,,,,,,,
46,2141,1840,2.18,0,19.9580893,0.20000000428408385,-0.02717900276184082,1563.0773910522462,-3.946967217326164,-0.021004984789033187,0.019171622,0.9037684798240662,0.0003,0.2,450,2906.173828125,,
47,2161,1880,2.11,0,21.4365091,0.21250000409781933,0.02405548095703125,773.0738052368164,-3.9396088153123854,0.0008407760693080579,0.014793498,0.9015474319458008,0.0003,0.2,460,291.521728515625,,
,,1900,,,,0.07250000108033419,-0.0037916898727416992,3970.1496007919313,-3.9322988629341125,-0.0047874263765697814,0.014214331,0.8995589017868042,0.0003,0.2,470,3391.8935546875,2.0,50.47411346435547
48,2186,1920,2.23,0,25.812924740000003,,,,,,,,,,,,,
49,2210,1960,2.19,0,28.26852669,0.19750000331550838,0.00982135534286499,4230.389492797852,-3.9272020131349565,-0.005256552229984645,0.010718984,0.8983578681945801,0.0003,0.2,480,3158.418212890625,,
,,2000,,,,0.2425000060349703,-0.02548372745513916,5373.31113319397,-3.924142822623253,-0.038190689131843106,0.017862178,0.8984103202819824,0.0003,0.2,490,756.4422607421875,3.0,41.95317268371582
50,2237,2000,2.2,0,29.471231780000004,,,,,,,,,,,,,
51,2260,2040,2.24,0,34.27893156,0.18250000458210708,-0.041060805320739746,1314.558676147461,-3.924775096774101,-0.021846355578882138,0.033522192,0.8980857133865356,0.0003,0.2,500,1092.6220703125,,
52,2290,2080,2.09,0,31.071841520000007,0.0,-0.0006361007690429688,4753.368438720703,-3.9202177256345747,-0.00254946611974447,0.002006881,0.8958403468132019,0.0003,0.2,510,1453.864501953125,,
,,2100,,,,0.1325000027194619,-0.004138350486755371,1304.393702697754,-3.9142615526914595,-0.00971250760565454,0.01673481,0.8949791193008423,0.0003,0.2,520,233.35491943359375,2.0,33.6892204284668
53,2456,2120,1.94,0,27.518014340000004,,,,,,,,,,,,,
54,2586,2160,1.97,0,29.472967019999995,0.2750000050291419,-0.001785874366760254,1902.7875314712524,-3.9132864981889726,-0.027801778821303746,0.017220676,0.8951584696769714,0.0003,0.2,530,2721.80029296875,,
,,2200,,,,0.22500000502914191,-0.0019000768661499023,1510.1424785614013,-3.9088250279426573,-0.019815966304668108,0.007011409,0.8924790620803833,0.0003,0.2,540,308.09625244140625,3.0,43.73161029815674
55,2659,2200,2.14,0,35.70258852,,,,,,,,,,,,,
56,2736,2240,2.05,0,29.983624560000003,0.07000000104308128,0.01090770959854126,4134.180618667602,-3.899324780702591,-0.0030717488218215292,0.010394383,0.890637993812561,0.0003,0.2,550,3700.284423828125,,
57,2816,2280,2.16,0,32.38584789,0.1775000037625432,-0.0098038911819458,2067.9385986328125,-3.894120016694069,-0.034626249277835086,0.016751904,0.8892029523849487,0.0003,0.2,560,1635.7110595703125,,
,,2300,,,,0.20750000458210707,0.00397491455078125,3376.372983932495,-3.887968909740448,0.0011517465580254793,0.012151738,0.8867904543876648,0.0003,0.2,570,2627.831787109375,2.0,-3.136115550994873
58,3042,2320,2.18,0,31.489732429999993,,,,,,,,,,,,,
59,3134,2360,2.27,0,29.405053600000002,0.17500000316649675,0.010775625705718994,2442.2038539886476,-3.882445204257965,-0.033035845578997414,0.009971393,0.8855891227722168,0.0003,0.2,580,1326.2884521484375,,
,,2400,,,,0.2725000068545341,0.0011063218116760254,1170.369140625,-3.877314791083336,-0.0066232356044929495,0.024929285,0.884845495223999,0.0003,0.2,590,834.8230590820312,5.0,64.48891258239746
60,3493,2400,2.22,0,26.644502780000003,,,,,,,,,,,,,
61,3600,2440,2.09,0,21.92440988,0.3350000074133277,0.016030490398406982,1316.5222400665284,-3.8728571742773057,-0.012138386134465695,0.021536302,0.8839868307113647,0.0003,0.2,600,308.5290222167969,,
62,3756,2480,2.03,0,20.962814969999997,0.26500000450760125,0.00031304359436035156,3777.825740814209,-3.8691775292158126,-0.024574295815582438,0.023876486,0.8815969824790955,0.0003,0.2,610,809.5089721679688,,
,,2500,,,,0.17500000316649675,-0.029911160469055176,1793.1689178466797,-3.862361791729927,-0.016625520710367714,0.0077801244,0.8811003565788269,0.0003,0.2,620,268.6933898925781,3.0,31.284584045410156
63,3890,2520,2.09,0,20.46948709,,,,,,,,,,,,,
64,3988,2560,2.03,0,21.067028419999996,0.287500006519258,0.015559732913970947,1408.5665637969971,-3.8568406224250795,-0.008005047937331256,0.01259542,0.8787655830383301,0.0003,0.2,630,1890.3992919921875,,
,,2600,,,,0.09750000219792128,0.02981501817703247,2930.7206815719605,-3.8490700840950014,0.003516239048258285,0.0043572965,0.8767282366752625,0.0003,0.2,640,331.03619384765625,3.0,54.7204532623291
65,4127,2600,2.08,0,23.933087419999996,,,,,,,,,,,,,
66,4216,2640,2.17,0,27.29186737,0.11250000223517417,0.016086697578430176,1180.72904586792,-3.8427767872810366,-0.011397317110840955,0.010403688,0.8756272792816162,0.0003,0.2,650,605.7268676757812,,
67,4334,2680,2.17,0,29.63327873,0.09750000163912773,-0.012945055961608887,3870.959020233154,-3.8370165646076204,-0.0032779052857949908,0.0068455236,0.8735634684562683,0.0003,0.2,660,1333.3475341796875,,
,,2700,,,,0.15750000290572644,-0.004863142967224121,1241.5650287628173,-3.8312481552362443,-0.010347915784586803,0.0076735113,0.8735765218734741,0.0003,0.2,670,1496.8023681640625,5.0,128.79833936691284
68,4493,2720,2.15,0,31.65689332,,,,,,,,,,,,,
69,4657,2760,2.25,0,36.4639239,0.37750000935047867,-0.0027168989181518555,2960.3970832824707,-3.8254102230072022,0.005942372572171739,0.09242753,0.8703030347824097,0.0003,0.2,680,3434.2626953125,,
,,2800,,,,0.25000000577419995,0.01190561056137085,2732.8892051696776,-3.814781832695007,-0.007354043683153577,0.024059687,0.8664668798446655,0.0003,0.2,690,1089.8702392578125,5.0,109.91107559204102
70,4829,2800,2.34,0,36.66985533,,,,,,,,,,,,,
71,4913,2840,2.41,0,38.180913770000004,0.14250000286847353,-0.015337467193603516,1900.9868606567384,-3.8054193645715713,-0.01392935857453268,0.015455757,0.8659100532531738,0.0003,0.2,700,462.3252868652344,,
72,5013,2880,2.37,0,31.425583140000004,0.2750000054016709,0.02896636724472046,2026.5636352539063,-3.798691949248314,-0.021726852790725372,0.02525604,0.8625829219818115,0.0003,0.2,710,2090.733154296875,,
,,2900,,,,0.14000000301748514,0.02567756175994873,2781.474306488037,-3.788342761993408,-0.013962662660924252,0.010728396,0.8593897223472595,0.0003,0.2,720,609.953369140625,5.0,1.850811243057251
73,5152,2920,2.48,0,34.29213994,,,,,,,,,,,,,
74,5444,2960,2.5,0,34.194493269999995,0.21000000424683093,0.01385033130645752,4018.8266368865966,-3.7798104166984556,-0.029176459959489875,0.025159013,0.8581790924072266,0.0003,0.2,730,598.4581909179688,,
,,3000,,,,0.05500000081956387,0.0018511414527893066,2597.674544906616,-3.7777855664491655,-0.011164090107849911,0.008320227,0.8582147359848022,0.0003,0.2,740,2605.146484375,5.0,36.67289441823959
75,5603,3000,2.42,0,31.910858859999998,,,,,,,,,,,,,
76,5690,3040,2.32,0,36.082160089999995,0.3700000084936619,0.011930763721466064,4670.242620849609,-3.7767307668924333,-0.01789788080670405,0.021278176,0.857437252998352,0.0003,0.2,750,1798.05615234375,,
77,5804,3080,2.2,0,34.91219952,0.16500000320374966,-0.0009261369705200195,7652.790412139892,-3.7745945662260056,-0.01968497230336652,0.0066111344,0.857099711894989,0.0003,0.2,760,5015.24462890625,,
,,3100,,,,0.29250000678002835,-0.012363910675048828,1123.4154823303222,-3.771317261457443,-0.017642897020341476,0.08759728,0.8551308512687683,0.0003,0.2,770,284.2942199707031,1.0,-5.0
78,5926,3120,2.07,0,29.56744806,,,,,,,,,,,,,
79,6025,3160,2.11,0,31.634964959999998,0.14500000327825546,0.07794296741485596,681.1042970657348,-3.762507623434067,-0.010539858859265117,0.0109471865,0.8533774614334106,0.0003,0.2,780,210.55113220214844,,
,,3200,,,,0.33250000774860383,0.051295459270477295,2901.010258102417,-3.7575352072715758,-0.017638442676688994,0.026823185,0.853225827217102,0.0003,0.2,790,1027.7318115234375,5.0,186.00147438049316
80,6164,3200,2.23,0,35.68194895999999,,,,,,,,,,,,,
81,6270,3240,2.2,0,34.5715844,0.16500000283122063,0.029769718647003174,3941.203722381592,-3.754922977089882,0.004268896067660543,0.012644276,0.8524079322814941,0.0003,0.2,800,6223.31396484375,,
82,6399,3280,2.24,0,36.04218272,0.247500004991889,0.016642868518829346,2444.924306106567,-3.7536754667758943,-0.013534774025902151,0.026667051,0.8527311086654663,0.0003,0.2,810,1369.3282470703125,,
,,3300,,,,0.2775000061839819,-0.0014911890029907227,4217.240101623535,-3.7520212918519973,-0.030305497725930764,0.02479993,0.851622462272644,0.0003,0.2,820,3378.5615234375,5.0,44.213335037231445
83,6514,3320,2.36,0,38.46852305,,,,,,,,,,,,,
84,6603,3360,2.3,0,38.88303037,0.4775000108405948,-0.013938069343566895,675.4463790893554,-3.7504271656274795,-0.017019277102372145,0.081763186,0.8509159088134766,0.0003,0.2,830,472.6864929199219,,
,,3400,,,,0.20000000465661288,0.02248215675354004,1874.4589267730712,-3.7438024252653124,-0.0219257180526256,0.02006032,0.8496519327163696,0.0003,0.2,840,360.6166687011719,2.0,10.44619083404541
85,6633,3400,2.28,0,34.24998443,,,,,,,,,,,,,
86,6676,3440,2.28,0,38.27493893,0.21500000450760126,0.01629352569580078,985.5126735687256,-3.736461451649666,-0.021745283704949527,0.012021606,0.8483260869979858,0.0003,0.2,850,408.8399658203125,,
87,6723,3480,2.41,0,39.35434238,0.16250000353902577,-0.010851740837097168,5729.682111358643,-3.7327097207307816,-0.014764348537537452,0.0087077515,0.8478280305862427,0.0003,0.2,860,752.3577270507812,,
,,3500,,,,0.23500000424683093,0.05582350492477417,1124.534423828125,-3.733408597111702,-0.00397104565272457,0.018306596,0.849097490310669,0.0003,0.2,870,345.3466491699219,3.0,74.85212135314941
88,6752,3520,2.4,0,37.61285319,,,,,,,,,,,,,
89,6773,3560,2.45,0,41.174162689999996,0.32750000674277546,0.016108214855194092,3640.0794651031492,-3.737669962644577,0.008579777989943981,0.0147227775,0.8493762016296387,0.0003,0.2,880,2697.60595703125,,
,,3600,,,,0.0800000011920929,0.018114984035491943,3631.1094497680665,-3.7326592057943344,-0.005427986568101917,0.007994517,0.8473443984985352,0.0003,0.2,890,2053.073974609375,5.0,227.347900390625
90,6804,3600,2.5,0,45.00913755,,,,,,,,,,,,,
91,6826,3640,2.53,0,48.295716500000005,0.2175000049173832,-0.07640945911407471,3610.290299987793,-3.7268932551145553,-0.01969222911910038,0.014305033,0.8467041850090027,0.0003,0.2,900,2262.51171875,,
92,6846,3680,2.48,0,45.52957482,0.17750000432133675,-0.0034149885177612305,7011.685127258301,-3.7256918758153916,-0.030507371707935826,0.016351826,0.8464624881744385,0.0003,0.2,910,580.849853515625,,
,,3700,,,,0.362500006146729,0.01943451166152954,3536.3303522109986,-3.7236534267663957,-0.0009967983814931358,0.04582975,0.8464354276657104,0.0003,0.2,920,1724.18115234375,5.0,175.10280799865723
93,6876,3720,2.47,0,48.5468888,,,,,,,,,,,,,
94,6892,3760,2.51,0,50.004661610000014,0.28500000704079864,-0.010615825653076172,5412.108792877198,-3.7240604013204575,-0.012892750457649527,0.017170798,0.8469189405441284,0.0003,0.2,930,5232.83203125,,
,,3800,,,,0.17000000290572642,0.020372986793518066,2771.754023551941,-3.7243520468473434,-0.01656369275558973,0.016167631,0.8464719653129578,0.0003,0.2,940,486.97662353515625,1.0,-5.0
95,6915,3800,2.49,0,47.95695654,,,,,,,,,,,,,
96,6935,3840,2.52,0,47.157400710000005,0.16250000298023223,0.05230504274368286,2103.4457008361815,-3.717958188056946,-0.019128282850579124,0.017624691,0.8439356684684753,0.0003,0.2,950,832.5526123046875,,
97,6964,3880,2.34,0,37.26252848,0.15250000301748515,0.059154629707336426,1880.5122150421143,-3.7086809903383253,0.0008771779560993286,0.0054382607,0.8419588804244995,0.0003,0.2,960,799.287353515625,,
,,3900,,,,0.21500000469386576,-0.058800697326660156,1465.1224864959718,-3.7023563355207445,-0.004380670718424007,0.029747058,0.8407019376754761,0.0003,0.2,970,576.6145629882812,5.0,148.93279457092285
98,7020,3920,2.48,0,41.13199012,,,,,,,,,,,,,
99,7034,3960,2.6,0,41.66687736000001,0.2650000061839819,0.03997868299484253,5038.191722488404,-3.6985373169183733,-0.04373012703417771,0.020751284,0.8399204015731812,0.0003,0.2,980,1834.7230224609375,,
,,4000,,,,0.340000007674098,0.041243791580200195,3027.248627471924,-3.6961845636367796,-0.008507859498786274,0.04417128,0.8404568433761597,0.0003,0.2,990,2292.361083984375,5.0,16.098036766052246
100,7063,4000,2.6,0,40.40791897,,,,,,,,,,,,,
101,7182,4040,2.38,0,32.64867195,0.10500000175088645,0.02056044340133667,1274.6155075073243,-3.6936277568340303,-0.008655024635081655,0.0070194574,0.8374561071395874,0.0003,0.2,1000,602.5316772460938,,
102,7297,4080,2.37,0,33.99104111,0.23250000476837157,-0.07745707035064697,2272.423027801514,-3.6789220005273817,-0.014152185071725398,0.013423829,0.8346028327941895,0.0003,0.2,1010,1554.5379638671875,,
,,4100,,,,0.16250000316649676,0.032539427280426025,1660.1197864532471,-3.6766342133283616,-0.011277504899926493,0.014020553,0.8356349468231201,0.0003,0.2,1020,635.1437377929688,4.0,92.86488819122314
103,7355,4120,2.5,0,39.727804119999995,,,,,,,,,,,,,
104,7372,4160,2.6,0,41.84746508,0.2800000047311187,0.022033870220184326,2591.7256450653076,-3.6767106264829637,-0.007584631992067442,0.16013381,0.8329622149467468,0.0003,0.2,1030,2535.5498046875,,
,,4200,,,,0.31000000722706317,0.05051535367965698,1046.567412185669,-3.66486037671566,-0.04083731755366897,0.035774052,0.829571008682251,0.0003,0.2,1040,448.557861328125,3.0,98.27270889282227
105,7423,4200,2.43,0,30.54402111,,,,,,,,,,,,,
106,7437,4240,2.58,0,34.63111352,0.287500006146729,0.051647186279296875,811.3660346984864,-3.6572222739458082,-0.030937703525269165,0.054565426,0.8290213942527771,0.0003,0.2,1050,514.5515747070312,,
107,7453,4280,2.64,0,35.099224590000006,0.19750000350177288,0.1525799036026001,1378.6207235336303,-3.649405074119568,-0.025586089086791608,0.03795918,0.8245214223861694,0.0003,0.2,1060,1173.8170166015625,,
,,4300,,,,0.4500000083819032,-0.057651638984680176,980.4421843886375,-3.6471002072095873,0.027866126288354276,0.05909522,0.831300675868988,0.0003,0.2,1070,233.94699096679688,5.0,92.38113594055176
108,7474,4320,2.75,0,38.804029850000006,,,,,,,,,,,,,
109,7489,4360,2.79,0,63.03745716,0.17250000312924385,0.07772338390350342,4083.7389225006104,-3.6594591677188872,-0.016164701093366603,0.019559806,0.8304188251495361,0.0003,0.2,1080,1231.192626953125,,
,,4400,,,,0.16500000339001417,-7.82012939453125e-05,354393.0185853958,-3.658687862753868,0.00345693868606759,0.03609451,0.8315443992614746,0.0003,0.2,1090,516.73193359375,5.0,162.7391529083252
110,7511,4400,2.87,0,66.03040433999999,,,,,,,,,,,,,
111,7528,4440,2.86,0,69.57112305,0.042500000633299354,0.07496976852416992,3614.2914154052733,-3.6586287409067153,-0.002015462231292986,0.008111896,0.829870879650116,0.0003,0.2,1100,1579.11474609375,,
112,7544,4480,2.86,0,79.41518502000001,0.2950000064447522,-0.003025650978088379,1947.6843711853028,-3.645729050040245,-0.013308281044483006,0.04005931,0.824492335319519,0.0003,0.2,1110,907.376708984375,,
,,4500,,,,0.08250000141561031,0.017196059226989746,4398.145225524902,-3.632346361875534,-0.013759845219537969,0.0073001534,0.823853611946106,0.0003,0.2,1120,2760.882080078125,3.0,100.2819709777832
113,7564,4520,2.83,0,86.62346714000002,,,,,,,,,,,,,
114,7583,4560,2.79,0,91.44781502,0.15250000339001418,0.011930882930755615,8535.050975036622,-3.6296646863222124,-0.02339794276424072,0.014004022,0.8227556943893433,0.0003,0.2,1130,2851.8115234375,,
,,4600,,,,0.3225000072270632,0.02522033452987671,4098.611823272705,-3.6276817351579664,0.003276912171313595,0.025272228,0.8228819370269775,0.0003,0.2,1140,2245.132568359375,5.0,125.71599960327148
115,7610,4600,2.62,0,86.90878562,,,,,,,,,,,,,
116,7627,4640,2.57,0,67.46111845,0.3925000099465251,-0.04726231098175049,4123.478233337402,-3.627524769306183,-0.0306190359959146,0.034421787,0.8228201270103455,0.0003,0.2,1150,1062.5272216796875,,
117,7645,4680,2.57,0,68.26341388,0.16000000294297934,0.03224289417266846,6797.9694175720215,-3.6206829816102983,-0.010288326454174235,0.0034391927,0.8199170827865601,0.0003,0.2,1160,7630.21142578125,,
,,4700,,,,0.33750000726431606,0.05462247133255005,3771.5977996826173,-3.6147588402032853,-0.03042488910366954,0.049572933,0.8193184733390808,0.0003,0.2,1170,2103.18017578125,5.0,196.07010078430176
118,7708,4720,2.51,0,61.90050443,,,,,,,,,,,,,
119,7727,4760,2.47,0,56.64316994,0.1900000035762787,-0.006509304046630859,3996.269297790527,-3.6097168236970902,-0.016626765224282282,0.049294796,0.8163827657699585,0.0003,0.2,1180,2697.400634765625,,
