eval/mean_ep_length,time/total_timesteps,eval/mean_reward,time/fps,time/iterations,rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,train/loss,train/policy_gradient_loss,train/n_updates,train/clip_range,train/entropy_loss,train/explained_variance,train/std,train/approx_kl,train/clip_fraction,train/learning_rate,train/value_loss
,13160,,2,329,91.2660143,6057,4.44,,,,,,,,,,,
5.0,13200,111.80613136291504,,,,,,34.354339599609375,-0.032028427674740456,3290,0.2,-2.3935709416866304,0.556989461183548,0.611018717288971,0.020371933,0.4075000090524554,0.0003,511.6327586174011
,13200,,2,330,88.95936794,6074,4.37,,,,,,,,,,,
5.0,13240,95.67173194885254,,,,,,675.2335205078125,-0.06348474852653455,3300,0.2,-2.3893178164958955,0.14655184745788574,0.6113028526306152,0.050853163,0.45250001084059477,0.0003,1352.7149675369262
,13240,,2,331,89.110539,6093,4.39,,,,,,,,,,,
5.0,13280,120.17714881896973,,,,,,260.1770935058594,0.08477946765095112,3310,0.2,-2.384179124236107,0.37918901443481445,0.6088865995407104,0.20350857,0.5475000081583857,0.0003,724.7106977462769
,13280,,2,332,90.89377459,6108,4.47,,,,,,,,,,,
5.0,13320,112.11368370056152,,,,,,551.3623657226562,-0.013080950501389443,3320,0.2,-2.3767523586750032,0.37288999557495117,0.6090957522392273,0.028539296,0.28500000666826963,0.0003,708.6328924179077
,13320,,2,333,89.33063807,6127,4.43,,,,,,,,,,,
5.0,13360,111.24416542053223,,,,,,399.3122253417969,-0.015093331479292793,3330,0.2,-2.3775724858045577,0.27863311767578125,0.6093724370002747,0.023850631,0.4325000109151006,0.0003,1065.7906241416931
,13360,,2,334,89.39449076999998,6144,4.44,,,,,,,,,,,
5.0,13400,113.04732418060303,,,,,,259.0801696777344,-0.002415098752135236,3340,0.2,-2.373996305465698,0.47031134366989136,0.6085259914398193,0.13246255,0.6050000118091703,0.0003,539.5309670448303
,13400,,2,335,89.95011430999999,6160,4.45,,,,,,,,,,,
5.0,13440,117.04758644104004,,,,,,308.1696472167969,0.01819710692368979,3350,0.2,-2.3657580465078354,0.3220137357711792,0.6058117747306824,0.1790775,0.4825000070035458,0.0003,663.3190677642822
,13440,,2,336,91.40761729999998,6175,4.51,,,,,,,,,,,
5.0,13480,111.7805061340332,,,,,,160.09979248046875,-0.012007021906902083,3360,0.2,-2.356518033146858,0.5241125524044037,0.6041797995567322,0.026241839,0.24500000514090062,0.0003,487.67652320861816
,13480,,2,337,93.47567207999998,6190,4.56,,,,,,,,,,,
4.0,13520,66.9576301574707,,,,,,87.13330078125,0.004597672788659102,3370,0.2,-2.3449002653360367,0.48563915491104126,0.6012880206108093,0.028180715,0.32500000577419996,0.0003,530.71663980484
,13520,,2,338,92.94008273000001,6207,4.54,,,,,,,,,,,
5.0,13560,101.45205879211426,,,,,,337.7433776855469,-0.014370487996784509,3380,0.2,-2.3338456988334655,0.40715551376342773,0.6017248034477234,0.008472513,0.32500000651925803,0.0003,767.8663018703461
,13560,,2,339,95.25652229,6223,4.61,,,,,,,,,,,
5.0,13600,110.08324813842773,,,,,,242.92633056640625,-0.0006108588652568913,3390,0.2,-2.3332582265138626,0.2862432599067688,0.5992194414138794,0.051507257,0.4775000102818012,0.0003,779.0462634086609
,13600,,2,340,96.44243622999998,6239,4.66,,,,,,,,,,,
5.0,13640,110.555251121521,,,,,,103.19274139404297,-0.029895684233279107,3400,0.2,-2.321148520708084,0.5559239685535431,0.5956624746322632,0.014555484,0.38500000797212125,0.0003,441.36343107223513
,13640,,2,341,95.29518021999998,6256,4.63,,,,,,,,,,,
4.0,13680,53.65521717071533,,,,,,179.36929321289062,-0.03097039464788396,3410,0.2,-2.3114021748304365,0.24092203378677368,0.5952194333076477,0.035475813,0.43250000923871995,0.0003,1021.5902704238891
,13680,,2,342,97.08974954999998,6275,4.68,,,,,,,,,,,
5.0,13720,110.58448219299316,,,,,,786.5568237304688,0.04026711306301878,3420,0.2,-2.3075018167495727,0.28889000415802,0.5943125486373901,0.009091018,0.3300000077113509,0.0003,937.9829548835754
,13720,,2,343,97.64476267000002,6290,4.68,,,,,,,,,,,
5.0,13760,123.05880737304688,,,,,,288.4386901855469,-0.023734449774201492,3430,0.2,-2.3021383464336393,0.39532405138015747,0.5936605930328369,0.044279955,0.3525000086054206,0.0003,696.4420141220093
,13760,,2,344,98.50871268000003,6305,4.71,,,,,,,,,,,
5.0,13800,102.80825233459473,,,,,,147.72393798828125,-0.03549124393157399,3440,0.2,-2.2990955382585527,0.5141902565956116,0.5932563543319702,0.085117936,0.42250001039355994,0.0003,479.21727619171145
,13800,,2,345,101.60306551,6320,4.79,,,,,,,,,,,
5.0,13840,96.03150463104248,,,,,,112.94884490966797,0.00407975256362989,3450,0.2,-2.2988465547561647,0.5665038228034973,0.5944905877113342,0.07576755,0.2750000052154064,0.0003,437.3138312101364
,13840,,2,346,102.57848713999998,6336,4.8,,,,,,,,,,,
5.0,13880,120.73168563842773,,,,,,204.22503662109375,-0.0037532816850580296,3460,0.2,-2.30230527818203,0.5136149525642395,0.5945017337799072,0.1468436,0.4600000085309148,0.0003,430.5713857412338
,13880,,2,347,101.39289156,6351,4.78,,,,,,,,,,,
5.0,13920,102.30605506896973,,,,,,771.5090942382812,0.006450527799024708,3470,0.2,-2.30428187251091,0.15930968523025513,0.5967535972595215,0.021868646,0.3200000060722232,0.0003,1191.1201332092285
,13920,,2,348,101.55853445000001,6367,4.77,,,,,,,,,,,
5.0,13960,89.29257583618164,,,,,,529.0709228515625,-0.0016038844865397528,3480,0.2,-2.3058517575263977,0.350649356842041,0.5951152443885803,0.07034692,0.36750000771135094,0.0003,777.5714963197709
,13960,,2,349,100.33705299000002,6383,4.75,,,,,,,,,,,
5.0,14000,122.55609130859375,,,,,,52.46080780029297,0.014079641498101392,3490,0.2,-2.3081576764583587,0.4219939708709717,0.5979171991348267,0.019015279,0.5050000110641122,0.0003,656.5701852798462
,14000,,2,350,100.15413744000001,6400,4.74,,,,,,,,,,,
3.0,14040,39.67412567138672,,,,,,238.5587921142578,-0.029223002703511157,3500,0.2,-2.314045140147209,0.3681885600090027,0.5992001295089722,0.119823284,0.4475000109523535,0.0003,672.9952501296997
,14040,,2,351,99.88981796999998,6415,4.74,,,,,,,,,,,
5.0,14080,117.65303421020508,,,,,,353.8171691894531,-0.03230567635275292,3510,0.2,-2.3165862798690795,0.27142441272735596,0.59856116771698,0.057899266,0.4675000121816993,0.0003,927.686758518219
,14080,,2,352,99.63918887000001,6430,4.73,,,,,,,,,,,
5.0,14120,124.04487037658691,,,,,,257.88897705078125,-0.03452618998140679,3520,0.2,-2.313743609189987,0.5063109397888184,0.6008784174919128,0.06299357,0.4100000087171793,0.0003,495.4613995552063
,14120,,2,353,98.94610947,6447,4.72,,,,,,,,,,,
5.0,14160,111.57125091552734,,,,,,327.2851867675781,-0.005230385285121919,3530,0.2,-2.317967268824577,0.16576439142227173,0.6015125513076782,0.027904527,0.3125000076368451,0.0003,1114.3416688919067
,14160,,2,354,99.44729652,6463,4.73,,,,,,,,,,,
5.0,14200,111.56279373168945,,,,,,108.15432739257812,0.003033436554687796,3540,0.2,-2.3216468662023546,0.4468994736671448,0.6027554869651794,0.054479674,0.3000000067055225,0.0003,619.9743069648742
,14200,,2,355,99.48431409999999,6480,4.72,,,,,,,,,,,
5.0,14240,110.03022766113281,,,,,,505.27642822265625,0.0004390729416627437,3550,0.2,-2.3256199091672896,0.4805348515510559,0.6030435562133789,0.013278512,0.40250000897794963,0.0003,548.0043669223785
,14240,,2,356,97.99098723000003,6495,4.69,,,,,,,,,,,
5.0,14280,86.12693786621094,,,,,,333.02703857421875,0.0004654979635233758,3560,0.2,-2.3239092767238616,0.3048979640007019,0.6024437546730042,0.026846102,0.2525000056251884,0.0003,792.3622623443604
,14280,,2,357,96.70500940999999,6511,4.69,,,,,,,,,,,
5.0,14320,102.06225967407227,,,,,,196.15673828125,-0.0463509487878764,3570,0.2,-2.3228857427835465,0.4471626877784729,0.6026214957237244,0.027123265,0.49000001084059475,0.0003,588.2133253097534
,14320,,2,358,96.05408182,6526,4.69,,,,,,,,,,,
5.0,14360,102.4256763458252,,,,,,227.88870239257812,-0.027270971844263837,3580,0.2,-2.3241631597280503,0.42854106426239014,0.6033378839492798,0.039693423,0.4425000097602606,0.0003,642.5800553321839
,14360,,2,359,97.26771641,6542,4.74,,,,,,,,,,,
5.0,14400,114.55636978149414,,,,,,157.75892639160156,-0.01693767208809731,3590,0.2,-2.320507121086121,0.44179320335388184,0.6014337539672852,0.075020455,0.37750000711530446,0.0003,541.669237613678
,14400,,2,360,98.44976981000002,6557,4.77,,,,,,,,,,,
5.0,14440,109.58120155334473,,,,,,334.98028564453125,0.02356569411495002,3600,0.2,-2.314401298761368,0.4123372435569763,0.6007676124572754,0.18482545,0.5925000108778476,0.0003,538.3481360435486
,14440,,2,361,99.71430692,6573,4.79,,,,,,,,,,,
5.0,14480,108.0506649017334,,,,,,340.31024169921875,-0.04191328591201454,3610,0.2,-2.3147181421518326,0.4643307328224182,0.601008951663971,0.026770752,0.37000000905245545,0.0003,496.68462390899657
,14480,,2,362,99.02796106000001,6590,4.8,,,,,,,,,,,
