eval/mean_reward,time/total_timesteps,eval/mean_ep_length,time/time_elapsed,time/fps,time/iterations,rollout/ep_rew_mean,rollout/ep_len_mean,train/value_loss,train/entropy_loss,train/n_updates,train/explained_variance,train/clip_fraction,train/policy_gradient_loss,train/std,train/clip_range,train/learning_rate,train/loss,train/approx_kl,,,
122.082428,4760,3,,,,,,6563.731049,-4.172231197,118,-0.056735396,0,-0.003249637,0.97261256,0.2,0.0003,8073.027832,0.000121786,,,
,4760,,4930,0,119,106.6799713,2.83,,,,,,,,,,,,,,
5.405404091,4800,2,,,,,,9614.035217,-4.172111392,119,0.046561539,0,-0.000244331,0.972685039,0.2,0.0003,2559.922607,0.000270768,,,
,4800,,4951,0,120,107.0196435,2.8,,,,,,,,,,,,,,
101.5179739,4840,4,,,,,,18262.2951,-4.172632694,120,0.00309664,0,0.005492298,0.97289294,0.2,0.0003,2288.819824,0.000907235,,,
,4840,,4971,0,121,108.8449047,2.84,,,,,,,,,,,,,,
183.6010399,4880,4,,,,,,11603.70602,-4.173114836,121,-0.004576921,0,-0.000665149,0.97300446,0.2,0.0003,1254.050781,0.000194895,,,
,4880,,5021,0,122,104.5047894,2.74,,,,,,,,,,,,,,
122.2563105,4920,4,,,,,,6631.445557,-4.173289716,122,-0.079063416,0,0.000416209,0.973020256,0.2,0.0003,4002.186279,0.000219588,,,
,4920,,5039,0,123,112.3699108,2.91,,,,,,,,,,,,,,
262.942358,4960,5,,,,,,8690.391907,-4.173298836,123,-0.002263665,0,-0.004859436,0.97302568,0.2,0.0003,5386.175293,7.78E-05,,,
,4960,,5059,0,124,118.7180827,2.95,,,,,,,,,,,,,,
240.7384682,5000,4,,,,,,14826.07898,-4.173317373,124,-0.001143932,0,-0.001167326,0.973015547,0.2,0.0003,1134.303345,0.000141104,,,
,5000,,5088,0,125,117.6377914,2.87,,,,,,,,,,,,,,
81.55383682,5040,5,,,,,,15267.35632,-4.173185349,125,-0.02724719,0,-0.000714253,0.972948313,0.2,0.0003,11001.49805,6.16E-05,,,
,5040,,5110,0,126,113.919005,2.85,,,,,,,,,,,,,,
29.55398178,5080,5,,,,,,11496.30469,-4.172942102,126,-0.017197013,0,0.000285193,0.97286582,0.2,0.0003,7105.084961,4.48E-05,,,
,5080,,5129,0,127,105.9608384,2.9,,,,,,,,,,,,,,
-15,5120,3,,,,,,2797.481716,-4.172770202,127,0.109590948,0.025,-0.011329039,0.972858191,0.2,0.0003,2522.057861,0.002186364,,,
,5120,,5188,0,128,96.69512384,2.83,,,,,,,,,,,,,,
126.5522795,5160,4,,,,,,9075.881073,-4.172846258,128,0.002816796,0,-0.005500062,0.973015726,0.2,0.0003,8107.453613,0.000969091,,,
,5160,,5262,0,129,90.2833523,2.73,,,,,,,,,,,,,,
331.6397915,5200,5,,,,,,7349.436829,-4.173433721,129,0.003706455,0,-0.004083218,0.973188043,0.2,0.0003,3620.311279,0.000503191,,,
,5200,,5282,0,130,93.46418846,2.73,,,,,,,,,,,,,,
20.60969353,5240,2,,,,,,11515.978,-4.173884809,130,-0.008455038,0,-0.002782238,0.973309696,0.2,0.0003,2869.69043,0.000169702,,,
,5240,,5304,0,131,88.24808664,2.72,,,,,,,,,,,,,,
474.5895081,5280,5,,,,,,9105.739685,-4.174185693,131,-0.024725199,0,-0.004520036,0.973409891,0.2,0.0003,7855.371094,0.000111611,,,
,5280,,5327,0,132,90.13088724,2.83,,,,,,,,,,,,,,
193.2100434,5320,5,,,,,,10250.79175,-4.174493015,132,0.043519616,0,0.004025729,0.973593414,0.2,0.0003,2314.795654,0.000197196,,,
,5320,,5351,0,133,98.81376419,2.95,,,,,,,,,,,,,,
366.1681976,5360,5,,,,,,11980.14413,-4.175763428,133,0.037968636,0.075000001,0.006076263,0.974117696,0.2,0.0003,11162.54102,0.005215153,,,
,5360,,5372,0,134,103.0866306,2.96,,,,,,,,,,,,,,
84.65711975,5400,4,,,,,,9365.100403,-4.176824391,134,-0.011345267,0,-0.001307338,0.974300265,0.2,0.0003,3449.637207,0.001013963,,,
,5400,,5395,1,135,114.7078539,3,,,,,,,,,,,,,,
201.1046982,5440,3,,,,,,11231.49539,-4.177266657,135,0.043572903,0,-0.006490236,0.974382102,0.2,0.0003,3798.786865,0.000639194,,,
,5440,,5415,1,136,115.3896124,2.99,,,,,,,,,,,,,,
110.2406387,5480,3,,,,,,11127.83105,-4.17721051,136,0.016418099,0,0.001353177,0.974294782,0.2,0.0003,5138.03418,0.000183058,,,
,5480,,5439,1,137,114.3306847,2.96,,,,,,,,,,,,,,
90.69412041,5520,3,,,,,,9333.773804,-4.177088559,137,-0.003624439,0,0.000813135,0.974355817,0.2,0.0003,2844.208252,4.96E-05,,,
,5520,,5503,1,138,113.3474258,2.95,,,,,,,,,,,,,,
-5,5560,1,,,,,,7249.919273,-4.17727071,138,-0.022255063,0,-9.84E-05,0.97440064,0.2,0.0003,5749.206055,0.000340925,,,
,5560,,5521,1,139,113.4315934,2.95,,,,,,,,,,,,,,
371.5953293,5600,5,,,,,,8316.126644,-4.17740339,139,-0.01003325,0,-0.004112434,0.974453151,0.2,0.0003,1840.827148,0.000349627,,,
,5600,,5542,1,140,116.5687488,2.94,,,,,,,,,,,,,,
131.3511848,5640,3,,,,,,12454.21747,-4.17730993,140,0.031079292,0,0.006788416,0.974302173,0.2,0.0003,10558.55176,0.000493793,,,
,5640,,5568,1,141,114.4345007,2.82,,,,,,,,,,,,,,
82.19888306,5680,4,,,,,,14075.56314,-4.176795661,141,-0.005239606,0,-0.008561977,0.974095106,0.2,0.0003,2487.294189,0.001169746,,,
,5680,,5591,1,142,106.5698891,2.77,,,,,,,,,,,,,,
213.1926136,5720,5,,,,,,4544.144791,-4.175993145,142,0.011508107,0,0.004767924,0.973767996,0.2,0.0003,1261.485352,0.002324736,,,
,5720,,5612,1,143,117.3671237,2.94,,,,,,,,,,,,,,
181.1183128,5760,5,,,,,,16493.28014,-4.175065935,143,0.018732131,0,-0.001482038,0.973574758,0.2,0.0003,8679.231445,0.000657059,,,
,5760,,5634,1,144,122.788437,2.98,,,,,,,,,,,,,,
234.9631538,5800,5,,,,,,16318.75848,-4.174554884,144,0.011909664,0,0.003652748,0.973406971,0.2,0.0003,12471.44531,0.000243717,,,
,5800,,5653,1,145,121.3592206,3.06,,,,,,,,,,,,,,
188.6549854,5840,4,,,,,,5495.142227,-4.174010277,145,0.069567204,0,-0.000194427,0.973293662,0.2,0.0003,828.7608643,0.000110219,,,
,5840,,5674,1,146,120.5127376,3.13,,,,,,,,,,,,,,
330.2773228,5880,5,,,,,,6271.198242,-4.173659205,146,0.055341005,0,-0.001235389,0.973182857,0.2,0.0003,6029.215332,0.000208019,,,
,5880,,5691,1,147,131.0444304,3.26,,,,,,,,,,,,,,
200.7712746,5920,5,,,,,,18039.54147,-4.173372209,147,0.039595127,0,-0.005160767,0.973085046,0.2,0.0003,3301.145752,0.000233875,,,
,5920,,5716,1,148,118.615915,3.14,,,,,,,,,,,,,,
3.557881355,5960,2,,,,,,5041.99939,-4.173105597,148,-0.073621154,0,-0.001308836,0.973065734,0.2,0.0003,2248.030029,0.000543679,,,
,5960,,5735,1,149,121.1351479,3.3,,,,,,,,,,,,,,
43.06438065,6000,2,,,,,,10902.76544,-4.173134565,149,0.006399691,0,-0.001481754,0.973037481,0.2,0.0003,2673.189697,0.000109208,,,
,6000,,5754,1,150,120.2579161,3.28,,,,,,,,,,,,,,
89.584095,6040,4,,,,,,8762.478271,-4.172833562,150,0.030364513,0,0.000182729,0.972913027,0.2,0.0003,3776.95874,0.000389274,,,
,6040,,5808,1,151,123.8039509,3.28,,,,,,,,,,,,,,
268.5459194,6080,5,,,,,,11088.74713,-4.172658086,151,0.019352496,0,-0.001800862,0.972989738,0.2,0.0003,12409.46777,0.000307471,,,
,6080,,5830,1,152,128.3469933,3.37,,,,,,,,,,,,,,
53.17354965,6120,4,,,,,,13954.98181,-4.17271024,152,0.061342657,0.025,-0.001542945,0.972875357,0.2,0.0003,10810.95605,0.001924524,,,
,6120,,5908,1,153,127.7176626,3.44,,,,,,,,,,,,,,
128.9094276,6160,3,,,,,,6296.823608,-4.172248423,153,0.045396566,0,-0.010855235,0.972688913,0.2,0.0003,3873.967773,0.002561314,,,
,6160,,5924,1,154,133.455411,3.4,,,,,,,,,,,,,,
226.1200638,6200,5,,,,,,7290.314606,-4.171660364,154,0.058934152,0,0.013559243,0.972512007,0.2,0.0003,6448.225098,0.001141207,,,
,6200,,5944,1,155,128.9274406,3.33,,,,,,,,,,,,,,
-5,6240,1,,,,,,7264.49324,-4.171125174,155,0.040202379,0,-0.000574916,0.972319782,0.2,0.0003,2620.326416,0.000112621,,,
,6240,,5960,1,156,129.7691568,3.35,,,,,,,,,,,,,,
-1.068164825,6280,2,,,,,,10485.66003,-4.170526147,156,-0.040579557,0,0.001464659,0.972176909,0.2,0.0003,3371.739014,0.000543052,,,
,6280,,5979,1,157,124.2214903,3.26,,,,,,,,,,,,,,
90.283566,6320,5,,,,,,6885.820862,-4.170186341,157,0.04984808,0,0.003836735,0.972100377,0.2,0.0003,2124.240967,0.000393468,,,
,6320,,5998,1,158,131.5314089,3.39,,,,,,,,,,,,,,
164.9975815,6360,3,,,,,,8317.342072,-4.169973254,158,0.043568909,0,-0.00046182,0.972008348,0.2,0.0003,2605.607422,7.18E-05,,,
,6360,,6023,1,159,122.042554,3.29,,,,,,,,,,,,,,
84.36336994,6400,5,,,,,,6963.902283,-4.169687629,159,0.037176788,0,0.003020731,0.971941352,0.2,0.0003,2994.730225,5.98E-05,,,
,6400,,6042,1,160,107.947199,3.17,,,,,,,,,,,,,,
258.8734455,6440,5,,,,,,3533.756775,-4.169467866,160,0.00432831,0,-0.003412861,0.971876085,0.2,0.0003,1303.369629,0.000398426,,,
,6440,,6112,1,161,108.2579501,3.1,,,,,,,,,,,,,,
93.90297699,6480,2,,,,,,11183.24399,-4.169317424,161,-0.004925966,0,0.003386132,0.971821666,0.2,0.0003,2938.116699,0.0014442,,,
,6480,,6131,1,162,107.796065,3.1,,,,,,,,,,,,,,
344.9520721,6520,4,,,,,,10596.57581,-4.169055104,162,0.065369725,0,0.005597167,0.971703649,0.2,0.0003,3691.117432,0.001038133,,,
,6520,,6198,1,163,113.3711258,3.21,,,,,,,,,,,,,,
594.2933273,6560,5,,,,,,6815.081512,-4.168747127,163,0.091191292,0,0.005761294,0.971641302,0.2,0.0003,1880.749146,0.000480022,,,
,6560,,6225,1,164,119.0413472,3.2,,,,,,,,,,,,,,
49.24501419,6600,2,,,,,,18231.91248,-4.168555319,164,-0.023146749,0,0.000951809,0.971547604,0.2,0.0003,2280.112061,7.67E-06,,,
,6600,,6241,1,165,126.3019008,3.26,,,,,,,,,,,,,,
367.4805641,6640,5,,,,,,10116.04002,-4.168196917,165,-0.086094499,0,-0.000173001,0.971380591,0.2,0.0003,4824.933594,0.00011829,,,
,6640,,6259,1,166,127.2759647,3.27,,,,,,,,,,,,,,
83.27266121,6680,3,,,,,,10603.07637,-4.167450368,166,0.045547903,0,0.003658432,0.971105754,0.2,0.0003,892.6957397,0.000247106,,,
,6680,,6282,1,167,129.7641696,3.3,,,,,,,,,,,,,,
328.5581913,6720,5,,,,,,5026.588028,-4.166867137,167,-0.011697173,0,-0.000752652,0.971096873,0.2,0.0003,1687.51355,8.60E-05,,,
,6720,,6302,1,168,138.4402635,3.33,,,,,,,,,,,,,,
247.9843369,6760,4,,,,,,19975.09656,-4.167046487,168,-0.006893992,0,0.003155335,0.971140802,0.2,0.0003,9951.829102,0.002388114,,,
,6760,,6324,1,169,147.7156222,3.39,,,,,,,,,,,,,,
362.4056242,6800,5,,,,,,10074.73715,-4.167078972,169,-0.001248121,0,0.002805594,0.971131206,0.2,0.0003,4558.810547,0.000332211,,,
,6800,,6350,1,170,139.0214326,3.29,,,,,,,,,,,,,,
241.8345795,6840,3,,,,,,7563.745667,-4.167215049,170,-0.014606237,0,0.001248233,0.971251011,0.2,0.0003,2354.256104,0.001295233,,,
,6840,,6370,1,171,139.4192062,3.27,,,,,,,,,,,,,,
147.441474,6880,5,,,,,,17834.18231,-4.16743803,171,0.009470403,0,0.00118037,0.971275806,0.2,0.0003,6729.121582,0.000183944,,,
,6880,,6385,1,172,153.9788233,3.43,,,,,,,,,,,,,,
319.6925945,6920,5,,,,,,10427.27888,-4.167523503,172,0.033224344,0.025,0.021705509,0.971403599,0.2,0.0003,4650.37207,0.004507945,,,
,6920,,6416,1,173,146.7121834,3.42,,,,,,,,,,,,,,
88.00396681,6960,5,,,,,,13598.25275,-4.167947292,173,0.054298043,0,0.002859009,0.971495032,0.2,0.0003,2713.507568,0.000630874,,,
,6960,,6435,1,174,145.0272744,3.52,,,,,,,,,,,,,,
-5,7000,1,,,,,,5728.544983,-4.16804713,174,0.060916007,0,0.005794956,0.971469402,0.2,0.0003,2775.061768,0.000196278,,,
,7000,,6460,1,175,128.6017814,3.22,,,,,,,,,,,,,,
-5,7040,1,,,,,,7168.859436,-4.167907715,175,0.026906967,0,-0.005091433,0.971395016,0.2,0.0003,3514.118408,0.001058167,,,
,7040,,6478,1,176,115.2549398,3.17,,,,,,,,,,,,,,
132.7695427,7080,4,,,,,,5928.033691,-4.167364359,176,0.093343675,0.025,0.012850363,0.971164882,0.2,0.0003,1553.118652,0.003049769,,,
,7080,,6498,1,177,118.8644814,3.23,,,,,,,,,,,,,,
183.0662212,7120,4,,,,,,6773.152359,-4.166664362,177,0.132332623,0,-6.49E-05,0.971046925,0.2,0.0003,4947.447266,0.000888722,,,
,7120,,6520,1,178,116.2016252,3.23,,,,,,,,,,,,,,
49.3448143,7160,5,,,,,,4613.434326,-4.166674912,178,0.016660631,0,-0.000427641,0.971095204,0.2,0.0003,2144.79541,0.000313123,,,
,7160,,6542,1,179,109.1505592,3.21,,,,,,,,,,,,,,
490.8494186,7200,5,,,,,,4249.881271,-4.166718125,179,0.025836527,0,0.000483684,0.971100092,0.2,0.0003,1633.223267,6.00E-05,,,
,7200,,6565,1,180,105.4351627,3.09,,,,,,,,,,,,,,
244.186554,7240,4,,,,,,19489.50394,-4.166653991,180,0.020754516,0,0.001425289,0.971059322,0.2,0.0003,8308.625977,4.55E-05,,,
,7240,,6588,1,181,104.7146023,3,,,,,,,,,,,,,,
24.55259323,7280,3,,,,,,15433.53061,-4.166546345,181,-4.12E-05,0,-0.001432104,0.971063018,0.2,0.0003,1753.03833,4.92E-05,,,
,7280,,6604,1,182,112.5148568,3.1,,,,,,,,,,,,,,
120.8858547,7320,5,,,,,,4581.860916,-4.166728973,182,0.032193244,0,0.004575899,0.971139669,0.2,0.0003,1461.633179,0.000254077,,,
,7320,,6622,1,183,120.8890882,3.22,,,,,,,,,,,,,,
221.562212,7360,5,,,,,,15279.76193,-4.16679436,183,0.066861928,0,0.010404535,0.97112596,0.2,0.0003,1027.550537,0.001120341,,,
,7360,,6643,1,184,129.609275,3.33,,,,,,,,,,,,,,
26.25571823,7400,3,,,,,,8754.912628,-4.166758955,184,0.054157197,0,0.002305923,0.971132517,0.2,0.0003,834.8348389,5.61E-05,,,
,7400,,6663,1,185,132.8848938,3.37,,,,,,,,,,,,,,
55.76970196,7440,4,,,,,,9488.173195,-4.166697145,185,0.014031827,0,0.001689278,0.970862091,0.2,0.0003,508.3729858,0.000292139,,,
,7440,,6688,1,186,133.2584863,3.37,,,,,,,,,,,,,,
216.3620377,7480,5,,,,,,13879.60533,-4.164067984,186,0.037059188,0.075000001,-0.001328558,0.969681144,0.2,0.0003,20307.24219,0.010761317,,,
,7480,,6715,1,187,137.1171027,3.46,,,,,,,,,,,,,,
9.730316162,7520,4,,,,,,5949.954163,-4.161395252,187,0.033053637,0,-0.000995376,0.969127178,0.2,0.0003,2648.584473,0.000979129,,,
,7520,,6740,1,188,139.5876416,3.48,,,,,,,,,,,,,,
252.2051635,7560,5,,,,,,9568.306458,-4.160104871,188,0.0115605,0,0.005387523,0.968934178,0.2,0.0003,8905.994141,0.001242896,,,
,7560,,6765,1,189,137.0194241,3.5,,,,,,,,,,,,,,
121.012188,7600,3,,,,,,15737.98859,-4.15973866,189,0.019924164,0,-0.003620958,0.968865395,0.2,0.0003,6588.061035,0.00021577,,,
,7600,,6785,1,190,141.1010384,3.56,,,,,,,,,,,,,,
235.2646432,7640,5,,,,,,16343.96028,-4.159508288,190,0.039999783,0,-0.005033632,0.96881485,0.2,0.0003,3652.144043,0.000188321,,,
,7640,,6810,1,191,131.791036,3.41,,,,,,,,,,,,,,
126.1320496,7680,2,,,,,,8694.381531,-4.159431279,191,-0.024770975,0,-0.000589893,0.96883297,0.2,0.0003,12012.25391,9.02E-05,,,
,7680,,6831,1,192,125.1235624,3.43,,,,,,,,,,,,,,
258.9158773,7720,5,,,,,,7673.540497,-4.159453869,192,0.011127651,0,0.000231536,0.968808115,0.2,0.0003,4141.746582,7.31E-05,,,
,7720,,6852,1,193,119.3727386,3.39,,,,,,,,,,,,,,
-5.101946749,7760,2,,,,,,6747.104065,-4.159294307,193,-0.074747443,0,0.002000187,0.968720794,0.2,0.0003,2461.529785,7.05E-05,,,
,7760,,6879,1,194,109.2232122,3.25,,,,,,,,,,,,,,
16.30073166,7800,3,,,,,,4832.391846,-4.15899229,194,0.08762908,0,0.002099207,0.968629956,0.2,0.0003,2781.74292,3.11E-05,,,
,7800,,6899,1,195,111.5892682,3.23,,,,,,,,,,,,,,
334.4954338,7840,5,,,,,,14170.44571,-4.158731937,195,0.018491447,0,0.002990304,0.968567133,0.2,0.0003,1312.966553,0.000190079,,,
,7840,,6922,1,196,116.2271202,3.16,,,,,,,,,,,,,,
166.5492315,7880,5,,,,,,18947.49841,-4.158696771,196,-0.005147219,0,-0.00158366,0.968618095,0.2,0.0003,5697.13623,0.000473006,,,
,7880,,6943,1,197,119.0831361,3.19,,,,,,,,,,,,,,
18.91814423,7920,2,,,,,,20758.51352,-4.158803463,197,0.039302886,0,-0.000203053,0.968622804,0.2,0.0003,11338.61914,0.001391563,,,
,7920,,6962,1,198,112.9116248,3.17,,,,,,,,,,,,,,
201.4212818,7960,5,,,,,,7433.740906,-4.158565044,198,0.017090321,0.025,0.005389332,0.968421817,0.2,0.0003,2257.095703,0.001192375,,,
,7960,,6983,1,199,119.891685,3.22,,,,,,,,,,,,,,
43.64577866,8000,2,,,,,,7193.586029,-4.157741368,199,0.057393789,0,-0.0009524,0.968169153,0.2,0.0003,1355.161011,0.000129223,,,
,8000,,7002,1,200,127.2456686,3.16,,,,,,,,,,,,,,
74.08015442,8040,5,,,,,,10105.02582,-4.15711081,200,0.027150333,0,-0.001790177,0.968012094,0.2,0.0003,8623.000977,0.001065742,,,
,8040,,7025,1,201,135.7208918,3.13,,,,,,,,,,,,,,
123.0960388,8080,5,,,,,,9675.651962,-4.156641066,201,0.074687839,0,-0.002155185,0.96785295,0.2,0.0003,3543.947754,0.000711025,,,
,8080,,7046,1,202,146.7133483,3.25,,,,,,,,,,,,,,
129.6646309,8120,5,,,,,,16788.08905,-4.156295419,202,0.025725067,0,-0.001734191,0.967731357,0.2,0.0003,1070.150757,0.000284813,,,
,8120,,7105,1,203,143.4494238,3.23,,,,,,,,,,,,,,
-5,8160,1,,,,,,11923.24538,-4.155403018,203,0.01026988,0.075000001,0.007149654,0.967338741,0.2,0.0003,11574.4873,0.004693383,,,
,8160,,7125,1,204,141.7335496,3.3,,,,,,,,,,,,,,
89.23122406,8200,2,,,,,,5964.292831,-4.154385269,204,0.101039767,0,0.001188634,0.967053771,0.2,0.0003,3521.739746,0.000585915,,,
,8200,,7167,1,205,131.772339,3.22,,,,,,,,,,,,,,
131.9739339,8240,5,,,,,,6144.132324,-4.1535151,205,0.095305264,0,-0.000235122,0.966823041,0.2,0.0003,1137.959839,8.31E-05,,,
,8240,,7192,1,206,126.1427943,3.19,,,,,,,,,,,,,,
102.7939739,8280,4,,,,,,6423.408203,-4.152836442,206,-0.000737906,0,-0.005872963,0.966622293,0.2,0.0003,1424.718262,0.000868437,,,
,8280,,7215,1,207,123.9598126,3.13,,,,,,,,,,,,,,
13.85233569,8320,4,,,,,,16287.0177,-4.152335525,207,0.060730696,0,-0.006015775,0.966526926,0.2,0.0003,5902.557129,0.001062641,,,
,8320,,7238,1,208,119.47181,3.17,,,,,,,,,,,,,,
343.9841003,8360,5,,,,,,6670.707825,-4.152160823,208,-0.01553452,0,0.005653732,0.966509283,0.2,0.0003,3106.804443,0.00028545,,,
,8360,,7256,1,209,117.6308312,3.22,,,,,,,,,,,,,,
284.4647427,8400,5,,,,,,9299.980499,-4.152037442,209,0.034434438,0,-0.000512125,0.966452539,0.2,0.0003,3137.158203,7.77E-05,,,
,8400,,7283,1,210,113.7712737,3.18,,,,,,,,,,,,,,
-2.850277185,8440,4,,,,,,9361.511963,-4.151897311,210,0.003397346,0,-0.00034281,0.966436863,0.2,0.0003,8988.018555,0.000501785,,,
,8440,,7305,1,211,105.4276383,3.18,,,,,,,,,,,,,,
81.94256592,8480,3,,,,,,5117.395264,-4.151828289,211,-0.0834378,0,-0.008689667,0.966395795,0.2,0.0003,2277.003906,0.000457239,,,
,8480,,7330,1,212,111.4789757,3.2,,,,,,,,,,,,,,
109.3303022,8520,3,,,,,,14708.46951,-4.151767194,212,0.01590097,0,-0.000739554,0.966404796,0.2,0.0003,1935.35144,0.000114873,,,
,8520,,7348,1,213,111.6670016,3.2,,,,,,,,,,,,,,
63.00672626,8560,5,,,,,,9416.139557,-4.151680589,213,-0.024998546,0,0.00062155,0.966339111,0.2,0.0003,5203.153809,8.06E-05,,,
,8560,,7368,1,214,113.1264966,3.15,,,,,,,,,,,,,,
46.39378548,8600,3,,,,,,8449.913361,-4.151426375,214,-0.076197147,0,-0.002006803,0.966240585,0.2,0.0003,3496.598145,3.63E-05,,,
,8600,,7388,1,215,121.3890394,3.24,,,,,,,,,,,,,,
405.595273,8640,5,,,,,,22713.6546,-4.151099265,215,0.057326198,0,-0.003829972,0.966136575,0.2,0.0003,13904.10352,0.000557382,,,
,8640,,7413,1,216,118.4857647,3.22,,,,,,,,,,,,,,
246.1028137,8680,5,,,,,,9690.66214,-4.150711536,216,0.040569603,0,0.000659544,0.966035783,0.2,0.0003,4364.57959,8.23E-05,,,
,8680,,7429,1,217,123.0428066,3.27,,,,,,,,,,,,,,
235.6857185,8720,4,,,,,,8708.102661,-4.150512397,217,0.064655006,0,0.001087752,0.965991259,0.2,0.0003,2255.745605,7.44E-05,,,
,8720,,7451,1,218,124.6526474,3.27,,,,,,,,,,,,,,
143.5316677,8760,5,,,,,,7509.052246,-4.150234401,218,0.040850639,0,0.001755801,0.965769649,0.2,0.0003,2206.726074,0.000106679,,,
,8760,,7472,1,219,132.1882807,3.21,,,,,,,,,,,,,,
102.2510746,8800,5,,,,,,15570.26431,-4.149248004,219,0.011525571,0,-0.001723081,0.965468347,0.2,0.0003,1757.214111,0.000696728,,,
,8800,,7492,1,220,136.9171837,3.29,,,,,,,,,,,,,,
127.3235893,8840,5,,,,,,23418.45117,-4.148425221,220,0.041966677,0,0.0032939,0.965258777,0.2,0.0003,34775.03906,0.000196038,,,
,8840,,7510,1,221,135.6776408,3.33,,,,,,,,,,,,,,
395.3861771,8880,5,,,,,,8431.371674,-4.14789933,221,0.058540344,0,-0.001329294,0.965159297,0.2,0.0003,2574.699707,4.90E-05,,,
,8880,,7529,1,222,146.5361372,3.47,,,,,,,,,,,,,,
116.4016876,8920,5,,,,,,12058.06046,-4.147695124,222,0.098287106,0,-0.000412048,0.965112209,0.2,0.0003,3144.979492,1.65E-05,,,
,8920,,7547,1,223,150.8925231,3.58,,,,,,,,,,,,,,
217.6978245,8960,5,,,,,,4369.996033,-4.14738524,223,0.019582808,0.025,-0.01136256,0.964940965,0.2,0.0003,1903.088867,0.001297158,,,
,8960,,7631,1,224,144.6415055,3.6,,,,,,,,,,,,,,
157.9370804,9000,4,,,,,,7978.11145,-4.146799922,224,0.038594723,0,0.001382138,0.964755416,0.2,0.0003,3395.649658,0.001229902,,,
,9000,,7682,1,225,149.3794494,3.62,,,,,,,,,,,,,,
108.5518723,9040,3,,,,,,7688.500122,-4.146115839,225,0.061519861,0,0.002506939,0.964558363,0.2,0.0003,1708.679321,5.97E-05,,,
,9040,,7702,1,226,148.2755912,3.63,,,,,,,,,,,,,,
132.7711272,9080,5,,,,,,10819.54114,-4.145622253,226,0.070056498,0,0.004632132,0.964483202,0.2,0.0003,6799.117676,0.000189875,,,
,9080,,7724,1,227,148.5192705,3.66,,,,,,,,,,,,,,
138.9047804,9120,5,,,,,,7535.091217,-4.145097554,227,0.01611352,0,0.003891773,0.964170694,0.2,0.0003,2223.024658,0.000644138,,,
,9120,,7743,1,228,146.8279798,3.74,,,,,,,,,,,,,,
171.7147274,9160,5,,,,,,7729.807098,-4.143961072,228,0.024483562,0,0.002613076,0.963767707,0.2,0.0003,3177.054932,0.0006102,,,
,9160,,7761,1,229,160.7220172,3.88,,,,,,,,,,,,,,
414.8070641,9200,5,,,,,,10659.56781,-4.142888248,229,0.05273658,0,-0.004984211,0.963547409,0.2,0.0003,567.0886841,0.000355846,,,
,9200,,7783,1,230,155.7955631,3.8,,,,,,,,,,,,,,
278.8316841,9240,5,,,,,,11584.99854,-4.142352045,230,0.036028147,0,-0.00893334,0.963409364,0.2,0.0003,3220.309814,0.001360166,,,
,9240,,7802,1,231,148.2801412,3.7,,,,,,,,,,,,,,
275.804245,9280,5,,,,,,8683.254913,-4.141692996,231,0.017783761,0,0.003068299,0.963137031,0.2,0.0003,4150.901855,0.001491203,,,
,9280,,7822,1,232,147.2553927,3.55,,,,,,,,,,,,,,
-5,9320,1,,,,,,6193.168152,-4.140913904,232,-0.001197219,0.025,-0.014051837,0.962942004,0.2,0.0003,6119.17041,0.004999946,,,
,9320,,7843,1,233,150.5288759,3.53,,,,,,,,,,,,,,
183.0860271,9360,4,,,,,,11771.08746,-4.14043051,233,0.063049793,0,-0.00133269,0.962822199,0.2,0.0003,3054.714355,0.001371549,,,
,9360,,7865,1,234,148.1977616,3.53,,,,,,,,,,,,,,
18.26599312,9400,2,,,,,,4820.988129,-4.140293479,234,0.097960293,0.050000001,-0.011038726,0.962555766,0.2,0.0003,4828.272461,0.00336806,,,
,9400,,7882,1,235,152.631711,3.54,,,,,,,,,,,,,,
257.1956692,9440,5,,,,,,11371.68408,-4.138414741,235,0.056396604,0.100000001,0.021168473,0.961999893,0.2,0.0003,2431.084473,0.00940204,,,
,9440,,7911,1,236,148.4481891,3.44,,,,,,,,,,,,,,
-5,9480,1,,,,,,8021.179855,-4.137178183,236,-0.00173378,0.025,0.016299301,0.96171999,0.2,0.0003,5490.432129,0.002444926,,,
,9480,,7931,1,237,141.2864871,3.33,,,,,,,,,,,,,,
267.841383,9520,5,,,,,,8795.576233,-4.136265397,237,0.068694413,0,-0.012358559,0.961477757,0.2,0.0003,6718.746582,0.000566748,,,
,9520,,7950,1,238,138.6564397,3.35,,,,,,,,,,,,,,
115.6382704,9560,4,,,,,,6530.578674,-4.135555804,238,0.102167368,0,0.003291875,0.9612813,0.2,0.0003,2933.229492,0.002270106,,,
,9560,,7971,1,239,137.639103,3.33,,,,,,,,,,,,,,
-5,9600,1,,,,,,13910.39917,-4.13526082,239,-1.57E-05,0.050000001,-0.00311519,0.961324394,0.2,0.0003,10789.40039,0.003561548,,,
,9600,,7990,1,240,134.6444379,3.4,,,,,,,,,,,,,,
415.6539116,9640,5,,,,,,6569.600372,-4.135551155,240,0.051921248,0.050000001,-0.031820508,0.961413324,0.2,0.0003,3083.819824,0.003505657,,,
,9640,,8010,1,241,138.2283674,3.49,,,,,,,,,,,,,,
