time/total_timesteps,eval/mean_reward,eval/mean_ep_length,time/iterations,time/fps,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,train/clip_fraction,train/explained_variance,train/learning_rate,train/policy_gradient_loss,train/value_loss,train/loss,train/entropy_loss,train/approx_kl,train/std,train/clip_range,train/n_updates
3960,179.49915313720703,4.0,,,,,,0.14750000275671482,0.16274964809417725,0.0003,-0.017354513974350994,7307.77479019165,2016.624755859375,-4.006371116638183,0.021476844,0.9235352277755737,0.2,980
3960,,,99,0,3.86,4207,167.84795083,,,,,,,,,,,
4000,64.51758575439453,2.0,,,,,,0.15750000309199094,0.16485798358917236,0.0003,-0.017314012809656543,8337.956086730957,2354.522216796875,-4.0037777364254,0.00961454,0.9238027334213257,0.2,990
4000,,,100,0,3.64,4251,158.58455277000002,,,,,,,,,,,
4040,11.10952377319336,2.0,,,,,,0.1850000038743019,0.07196402549743652,0.0003,-0.02915616605314426,8256.476463317871,4476.92529296875,-4.003465980291367,0.017661076,0.9231060743331909,0.2,1000
4040,,,101,0,3.49,4277,155.09131890000003,,,,,,,,,,,
4080,-17.293256044387817,5.0,,,,,,0.20000000353902578,0.044709861278533936,0.0003,-0.02561637298225833,8439.688416290282,5772.3818359375,-3.997529447078705,0.027422018,0.9204530715942383,0.2,1010
4080,,,102,0,3.49,4309,161.60569485,,,,,,,,,,,
4120,221.77444171905518,5.0,,,,,,0.14500000216066838,0.02895665168762207,0.0003,-0.03403359095944323,16937.013705444337,3770.59912109375,-3.9982251822948456,0.009395599,0.9237057566642761,0.2,1020
4120,,,103,0,3.49,4340,167.67568408,,,,,,,,,,,
4160,-15.0,3.0,,,,,,0.3675000075250864,0.07778424024581909,0.0003,-0.05333415111264914,11845.838241577148,2562.8525390625,-4.006825178861618,0.046101503,0.9251928329467773,0.2,1030
4160,,,104,0,3.54,4363,166.45924958,,,,,,,,,,,
4200,260.9186820983887,5.0,,,,,,0.26500000562518833,0.2788237929344177,0.0003,-0.021015988316503354,4310.7115676879885,1113.8919677734375,-4.005518454313278,0.030253705,0.9235128164291382,0.2,1040
4200,,,105,0,3.43,4388,155.01360873,,,,,,,,,,,
4240,18.195439040660858,5.0,,,,,,0.21000000406056643,0.03932690620422363,0.0003,-0.021380535924508882,11418.13592224121,6861.89794921875,-4.001074346899986,0.017354375,0.9227542281150818,0.2,1050
4240,,,106,0,3.36,4411,144.17034875,,,,,,,,,,,
4280,198.16431999206543,5.0,,,,,,0.17250000350177289,0.02594602108001709,0.0003,-0.004801486185706372,8621.025341796874,2784.070556640625,-3.998726433515549,0.019614711,0.9226179122924805,0.2,1060
4280,,,107,0,3.33,4523,141.79808285,,,,,,,,,,,
4320,10.768691062927246,2.0,,,,,,0.23750000465661286,0.07854527235031128,0.0003,-0.011411109535256403,9790.663026428223,2253.64892578125,-3.9980319917201994,0.034807894,0.9227782487869263,0.2,1070
4320,,,108,0,3.38,4545,142.76431012000003,,,,,,,,,,,
4360,302.26022148132324,5.0,,,,,,0.2750000054016709,0.06723445653915405,0.0003,-0.03041116705426248,9390.303955078125,5266.03369140625,-3.98953962624073,0.018353269,0.918940544128418,0.2,1080
4360,,,109,0,3.47,4642,148.94929202999998,,,,,,,,,,,
4400,62.954559326171875,4.0,,,,,,0.46000000946223735,0.048986077308654785,0.0003,-0.034811434083967474,13518.062059783935,705.5624389648438,-3.981117716431618,0.04237844,0.9176739454269409,0.2,1090
4400,,,110,0,3.6,4664,158.01276305,,,,,,,,,,,
4440,268.3339023590088,5.0,,,,,,0.23250000458210707,0.14168065786361694,0.0003,-0.015439442006172577,11191.2123046875,8886.4287109375,-3.9750801026821136,0.020615807,0.9145492315292358,0.2,1100
4440,,,111,0,3.55,4688,151.97619938000003,,,,,,,,,,,
4480,90.00432968139648,3.0,,,,,,0.33000000678002833,0.02038443088531494,0.0003,-0.014529166284701222,9857.5452545166,8750.837890625,-3.964257451891899,0.022285212,0.9126914739608765,0.2,1110
4480,,,112,0,3.63,4712,155.62556767,,,,,,,,,,,
4520,297.6347427368164,4.0,,,,,,0.33750000800937413,0.22955453395843506,0.0003,-0.03351868149184156,6853.7239639282225,5217.169921875,-3.9583271980285644,0.03411228,0.9111737608909607,0.2,1120
4520,,,113,0,3.57,4737,155.88506955,,,,,,,,,,,
4560,179.4588394165039,3.0,,,,,,0.29250000659376385,0.14417988061904907,0.0003,-0.031170965607088874,11018.126104736328,6768.73681640625,-3.951656296849251,0.012930097,0.908482015132904,0.2,1130
4560,,,114,0,3.63,4761,159.69022071999999,,,,,,,,,,,
4600,134.07145404815674,5.0,,,,,,0.17250000387430192,0.0883171558380127,0.0003,-0.004953548494522697,9307.277684020995,3146.368896484375,-3.9435840427875517,0.009208316,0.9066504240036011,0.2,1140
4600,,,115,0,3.62,4783,166.55316328,,,,,,,,,,,
4640,416.16627311706543,5.0,,,,,,0.557500009611249,0.08555406332015991,0.0003,0.022640307436231532,15879.529553222656,16131.9873046875,-3.940326860547066,0.022852924,0.9066242575645447,0.2,1150
4640,,,116,0,3.55,4810,169.07450587,,,,,,,,,,,
4680,295.4054183959961,5.0,,,,,,0.35750000830739737,0.0603792667388916,0.0003,-0.02243419103913764,9126.50954360962,4658.3427734375,-3.9395218014717104,0.03866897,0.9062528610229492,0.2,1160
4680,,,117,0,3.59,4833,179.50832322,,,,,,,,,,,
4720,211.27056503295898,4.0,,,,,,0.30500000771135094,0.11009430885314941,0.0003,-0.012692534091984254,19024.37321472168,10991.20703125,-3.9386707067489626,0.017663049,0.9066594839096069,0.2,1170
4720,,,118,0,3.55,4856,175.76890172000003,,,,,,,,,,,
4760,360.52026557922363,5.0,,,,,,0.44500001017004254,0.13375627994537354,0.0003,-0.011165050388372033,6188.979851531983,1376.8011474609375,-3.942335471510887,0.062138915,0.9077572822570801,0.2,1180
4760,,,119,0,3.39,4879,166.63601158,,,,,,,,,,,
4800,461.6315231323242,5.0,,,,,,0.25000000540167094,0.0853225588798523,0.0003,-0.004224600607994944,11196.110675048829,2432.954833984375,-3.942265033721924,0.011270981,0.9072520136833191,0.2,1190
4800,,,120,0,3.42,4902,170.18759553000004,,,,,,,,,,,
4840,332.47977447509766,5.0,,,,,,0.27000000681728126,0.09706616401672363,0.0003,-0.017063844693766407,12979.228524780274,1263.1856689453125,-3.940806692838669,0.030015726,0.907500147819519,0.2,1200
4840,,,121,0,3.45,4931,176.8049473,,,,,,,,,,,
4880,-5.0,1.0,,,,,,0.3175000073388219,0.04958862066268921,0.0003,-0.018688833270571192,14541.005349731446,10140.328125,-3.942291224002838,0.035510723,0.9076868295669556,0.2,1210
4880,,,122,0,3.51,4955,184.20888771999998,,,,,,,,,,,
4920,341.79526138305664,5.0,,,,,,0.3225000072270632,0.023917973041534424,0.0003,-0.0024533472326584206,11259.644180297852,3548.991943359375,-3.939859452843666,0.0250098,0.9065126180648804,0.2,1220
4920,,,123,0,3.49,4981,188.45606049000003,,,,,,,,,,,
4960,147.69020652770996,5.0,,,,,,0.33250000700354576,0.09333157539367676,0.0003,-0.028584870281765686,17839.59318084717,3305.643798828125,-3.936914971470833,0.020098671,0.9053516387939453,0.2,1230
4960,,,124,0,3.52,5003,190.56070973000004,,,,,,,,,,,
5000,77.85298919677734,2.0,,,,,,0.27500000707805156,0.012050747871398926,0.0003,-0.01510371282072811,16925.538763427736,9715.833984375,-3.929327356815338,0.033899784,0.9020133018493652,0.2,1240
5000,,,125,0,3.5,5128,185.23448449,,,,,,,,,,,
5040,91.78309059143066,3.0,,,,,,0.22750000469386578,0.2008184790611267,0.0003,-0.01804630748098134,7943.871095275879,2077.53076171875,-3.919909769296646,0.02789449,0.9011120796203613,0.2,1250
5040,,,126,0,3.45,5153,183.31681437,,,,,,,,,,,
5080,54.32681655883789,2.0,,,,,,0.32500000707805154,0.2734442353248596,0.0003,-0.021133464361191723,9564.062686157227,4414.19580078125,-3.916090968251228,0.033111703,0.899750828742981,0.2,1260
5080,,,127,0,3.43,5175,183.95412797999998,,,,,,,,,,,
5120,234.51642227172852,4.0,,,,,,0.24500000569969416,0.1213957667350769,0.0003,-0.009171515718262534,13116.356323242188,17374.197265625,-3.9074173986911775,0.036827546,0.895139217376709,0.2,1270
5120,,,128,0,3.46,5197,192.99463038000002,,,,,,,,,,,
5160,282.28232192993164,4.0,,,,,,0.567500009946525,0.08597719669342041,0.0003,-0.005132818443416909,17167.828424072264,20725.3515625,-3.889833503961563,0.058913887,0.8913728594779968,0.2,1280
5160,,,129,0,3.43,5223,187.81450504,,,,,,,,,,,
5200,295.1832275390625,5.0,,,,,,0.30500000678002837,0.1460179090499878,0.0003,-0.022561244258249645,10349.67515258789,5743.1748046875,-3.8829214364290237,0.009225225,0.8908690214157104,0.2,1290
5200,,,130,0,3.42,5248,190.73945555000006,,,,,,,,,,,
5240,459.71656799316406,5.0,,,,,,0.16750000342726706,0.10988426208496094,0.0003,0.013309537937311688,19191.845248413087,3881.805908203125,-3.878025221824646,0.01902565,0.8888369798660278,0.2,1300
5240,,,131,0,3.49,5273,196.73676098000004,,,,,,,,,,,
5280,100.80269241333008,4.0,,,,,,0.16500000283122063,0.04518413543701172,0.0003,-0.00856233063779655,14440.738081359863,5103.4384765625,-3.8708995461463926,0.017679563,0.887679934501648,0.2,1310
5280,,,132,0,3.45,5353,195.93076030000003,,,,,,,,,,,
5320,151.6760597229004,4.0,,,,,,0.47750000972300766,0.16265606880187988,0.0003,-0.04784537232599177,11914.328079223633,4182.5029296875,-3.8653483241796494,0.032589525,0.8860467672348022,0.2,1320
5320,,,133,0,3.35,5380,187.25387981000003,,,,,,,,,,,
5360,439.25401306152344,5.0,,,,,,0.35250000692903993,0.16593575477600098,0.0003,-0.03985067271794833,8892.028958129882,2479.93115234375,-3.8581283926963805,0.020841736,0.8834654688835144,0.2,1330
5360,,,134,0,3.36,5409,185.96243072000001,,,,,,,,,,,
5400,296.15403747558594,5.0,,,,,,0.22750000488013028,-0.004935860633850098,0.0003,-0.02141113678480906,12345.297261047363,3555.892822265625,-3.852183222770691,0.0097302925,0.8830363750457764,0.2,1340
5400,,,135,0,3.38,5436,189.46945277999998,,,,,,,,,,,
5440,121.22311401367188,2.0,,,,,,0.7250000044703484,0.09689629077911377,0.0003,0.15974965135828825,18426.77388458252,4639.18603515625,-3.8554224133491517,1.0763085,0.8834835886955261,0.2,1350
5440,,,136,0,3.36,5464,176.58654856,,,,,,,,,,,
5480,83.53618621826172,2.0,,,,,,0.23250000532716514,0.2929394245147705,0.0003,-0.040004811341859715,13048.956030273437,3733.279296875,-3.8549705922603605,0.021416428,0.8831101655960083,0.2,1360
5480,,,137,0,3.17,5497,158.70690891,,,,,,,,,,,
5520,66.8510971069336,3.0,,,,,,0.44500000942498447,0.36343467235565186,0.0003,-0.07640067379194079,5372.320205307007,1288.3543701171875,-3.8558039158582686,0.07516304,0.8843905925750732,0.2,1370
5520,,,138,0,3.03,5530,146.95312742000002,,,,,,,,,,,
5560,258.5796661376953,4.0,,,,,,0.26250000614672897,0.04612302780151367,0.0003,-0.006864597885578405,17965.607093811035,6984.91748046875,-3.860233020782471,0.0278392,0.8860799670219421,0.2,1380
5560,,,139,0,2.92,5596,142.76407213000002,,,,,,,,,,,
5600,219.18324279785156,3.0,,,,,,0.21500000525265933,0.12687242031097412,0.0003,-0.016877294235746375,10798.626763916016,3133.62060546875,-3.8665120750665665,0.010669579,0.8877050280570984,0.2,1390
5600,,,140,0,2.85,5629,138.7700825,,,,,,,,,,,
5640,-5.0,1.0,,,,,,0.23250000458210707,0.21749567985534668,0.0003,-0.022940139942729733,5431.219444274902,1007.694091796875,-3.870652475953102,0.038921665,0.8893197774887085,0.2,1400
5640,,,141,0,2.68,5659,125.08594253,,,,,,,,,,,
5680,343.4077033996582,5.0,,,,,,0.5375000104308129,0.20718884468078613,0.0003,-0.0534378149647091,4406.88917388916,1051.5177001953125,-3.8773697912693024,0.056266204,0.891944408416748,0.2,1410
5680,,,142,0,2.54,5780,111.83827232,,,,,,,,,,,
5720,433.4850273132324,5.0,,,,,,0.41000000983476637,-0.22820556163787842,0.0003,-0.05379963227023836,8209.703787231445,1794.368896484375,-3.883118689060211,0.032368205,0.8934081792831421,0.2,1420
5720,,,143,0,2.66,5803,127.12177167,,,,,,,,,,,
5760,247.54233741760254,5.0,,,,,,0.24250000510364772,0.09356689453125,0.0003,0.005986663476360299,21516.166305541992,1692.87939453125,-3.8814691424369814,0.017101813,0.8912389278411865,0.2,1430
5760,,,144,0,2.78,5827,139.59932978,,,,,,,,,,,
5800,-5.0,1.0,,,,,,0.2800000060349703,0.08822757005691528,0.0003,-0.00524549509304052,12437.57413635254,6549.08203125,-3.872724488377571,0.011106417,0.8891116380691528,0.2,1440
5800,,,145,0,2.8,5850,136.09304889999999,,,,,,,,,,,
5840,453.21915435791016,5.0,,,,,,0.22750000450760127,-0.021648883819580078,0.0003,-0.03331114769462147,12082.224816894532,2459.841064453125,-3.8590614974498747,0.028625451,0.883335530757904,0.2,1450
5840,,,146,0,2.85,5874,134.7041408,,,,,,,,,,,
5880,324.3464050292969,5.0,,,,,,0.1450000025331974,0.0973062515258789,0.0003,0.010242033988179178,10244.066026306153,2536.37744140625,-3.850505542755127,0.009475172,0.8833596706390381,0.2,1460
5880,,,147,0,3.05,5896,150.71995762,,,,,,,,,,,
5920,415.59764862060547,5.0,,,,,,0.4000000083819032,0.2756831645965576,0.0003,-0.039618841579686,10367.50345840454,20084.701171875,-3.8468228012323378,0.010014615,0.881825864315033,0.2,1470
5920,,,148,0,3.14,5948,160.29837039000003,,,,,,,,,,,
5960,442.0281410217285,5.0,,,,,,0.27750000543892384,0.09775346517562866,0.0003,-0.023207243912911513,14841.32341003418,5959.7177734375,-3.8418545573949814,0.021897703,0.8818826079368591,0.2,1480
5960,,,149,0,3.26,5999,171.99572983000002,,,,,,,,,,,
6000,319.56576919555664,5.0,,,,,,0.2525000054389238,0.09813952445983887,0.0003,-0.02246492725564167,10144.66847076416,4439.99755859375,-3.834639373421669,0.007818769,0.8781682252883911,0.2,1490
6000,,,150,0,3.46,6021,188.11346390999998,,,,,,,,,,,
6040,219.755352973938,5.0,,,,,,0.30250000599771737,0.2760331630706787,0.0003,-0.017037446964359337,6938.45262298584,5245.4052734375,-3.824010121822357,0.010212806,0.874553918838501,0.2,1500
6040,,,151,0,3.58,6043,196.86387808000003,,,,,,,,,,,
6080,39.959293365478516,2.0,,,,,,0.22750000432133674,0.013691127300262451,0.0003,-0.012644196980036248,8441.450750732422,2536.97265625,-3.81485079228878,0.009643018,0.8736929893493652,0.2,1510
6080,,,152,1,3.58,6065,192.28255875000002,,,,,,,,,,,
6120,292.0272750854492,5.0,,,,,,0.12750000208616258,0.043237268924713135,0.0003,-0.01507541237944679,10348.948806762695,2944.038330078125,-3.812194302678108,0.021593954,0.8731385469436646,0.2,1520
6120,,,153,1,3.7,6117,195.09132723,,,,,,,,,,,
6160,469.53117752075195,5.0,,,,,,0.342500008456409,0.21667146682739258,0.0003,-0.03328839325164155,6062.057973480225,2813.376708984375,-3.8104484736919404,0.026867663,0.8728753924369812,0.2,1530
6160,,,154,1,3.68,6145,192.82093143999998,,,,,,,,,,,
6200,147.61681365966797,3.0,,,,,,0.20250000432133675,-0.04722285270690918,0.0003,-0.003333818703031266,18481.17286682129,6544.7783203125,-3.8060036838054656,0.030839698,0.8714965581893921,0.2,1540
6200,,,155,1,3.76,6175,202.83414467,,,,,,,,,,,
6240,190.61812210083008,5.0,,,,,,0.36250000838190316,0.17897427082061768,0.0003,-0.01223576318239793,11303.257070922851,2691.74658203125,-3.8022769719362257,0.03973417,0.870393693447113,0.2,1550
6240,,,156,1,3.8,6196,208.14415245999996,,,,,,,,,,,
6280,103.79778385162354,5.0,,,,,,0.2825000053271651,0.2342989444732666,0.0003,-0.019829499845000088,9148.289889526368,2991.419677734375,-3.7980027973651884,0.01635121,0.8697172403335571,0.2,1560
6280,,,157,1,3.7,6224,192.29972587,,,,,,,,,,,
6320,62.395392417907715,5.0,,,,,,0.09000000152736902,0.004536926746368408,0.0003,0.002317280924180487,14116.058486938477,2771.73876953125,-3.7937755674123763,0.005515775,0.8678581118583679,0.2,1570
6320,,,158,1,3.74,6246,186.37700093000004,,,,,,,,,,,
6360,184.0144500732422,5.0,,,,,,0.41500001065433023,0.018960952758789062,0.0003,-0.025963827670348105,7097.283614349365,1426.4007568359375,-3.7867114901542664,0.04052389,0.8672053813934326,0.2,1580
6360,,,159,1,3.8,6267,189.31051804999998,,,,,,,,,,,
6400,61.592803955078125,2.0,,,,,,0.26250000596046447,0.30649900436401367,0.0003,-0.004914120736357291,7580.653201293945,3596.306640625,-3.7839519381523132,0.040212914,0.8660692572593689,0.2,1590
6400,,,160,1,3.71,6293,186.66103727,,,,,,,,,,,
6440,48.220787048339844,2.0,,,,,,0.1875000050291419,0.13937455415725708,0.0003,0.009490316464871284,12756.750942993163,9286.900390625,-3.7746027559041977,0.005305731,0.8621907234191895,0.2,1600
6440,,,161,1,3.63,6344,187.50684612999999,,,,,,,,,,,
6480,485.9916000366211,5.0,,,,,,0.24500000514090062,-0.04510366916656494,0.0003,-0.005813162646518322,25678.864169311524,8937.0146484375,-3.763721337914467,0.0050328504,0.8597020506858826,0.2,1610
6480,,,162,1,3.53,6384,185.54181643,,,,,,,,,,,
6520,415.9307632446289,5.0,,,,,,0.18250000346451997,0.12091058492660522,0.0003,-0.015254650989809304,10165.110392761231,4341.60107421875,-3.7601557046175005,0.0159272,0.8598925471305847,0.2,1620
6520,,,163,1,3.68,6412,195.45756803,,,,,,,,,,,
6560,398.6880569458008,5.0,,,,,,0.2950000060722232,-0.048126220703125,0.0003,-0.0004306980436376784,10278.206882476807,5919.22900390625,-3.758420816063881,0.021823991,0.859528660774231,0.2,1630
6560,,,164,1,3.68,6436,185.71552481999998,,,,,,,,,,,
6600,235.5464849472046,5.0,,,,,,0.3950000101700425,0.09153193235397339,0.0003,-0.04086757545301225,10636.658740234376,5999.154296875,-3.7538682013750075,0.06142203,0.8571537733078003,0.2,1640
6600,,,165,1,3.79,6457,195.24360131000006,,,,,,,,,,,
6640,521.0652160644531,5.0,,,,,,0.3175000065937638,0.2819947600364685,0.0003,-0.013862855324805422,9899.535249328614,8726.380859375,-3.7438614279031754,0.03531737,0.8546687364578247,0.2,1650
6640,,,166,1,3.81,6486,199.31152905,,,,,,,,,,,
6680,158.98695373535156,3.0,,,,,,0.3425000080838799,0.24127477407455444,0.0003,0.003602185613417541,11433.39122543335,10508.0146484375,-3.737312000989914,0.021465793,0.8544904589653015,0.2,1660
6680,,,167,1,3.86,6510,211.25122242,,,,,,,,,,,
6720,353.6332664489746,5.0,,,,,,0.11000000182539224,0.2100505232810974,0.0003,-0.00354044105268258,15308.593621826172,5987.72998046875,-3.7336208432912827,0.012860453,0.853212833404541,0.2,1670
6720,,,168,1,3.79,6587,210.38877726,,,,,,,,,,,
6760,210.2703503370285,5.0,,,,,,0.44250000938773154,0.20569443702697754,0.0003,-0.006097015082705182,11237.867977905273,1539.0018310546875,-3.7271670669317247,0.05995018,0.8512883186340332,0.2,1680
6760,,,169,1,3.81,6612,211.76631625000005,,,,,,,,,,,
6800,191.2153720855713,5.0,,,,,,0.33250000681728126,0.22375178337097168,0.0003,-0.00606405247353905,5739.961944580078,3169.013916015625,-3.7160899966955183,0.025535421,0.8466581106185913,0.2,1690
6800,,,170,1,3.8,6636,200.9204933,,,,,,,,,,,
6840,106.3377685546875,2.0,,,,,,0.30750000700354574,0.0283658504486084,0.0003,-0.00925938337197294,10051.261727905274,6983.5732421875,-3.7008809030056,0.04453149,0.8448099493980408,0.2,1700
6840,,,171,1,3.88,6674,202.98580317,,,,,,,,,,,
6880,-5.0,1.0,,,,,,0.1400000026449561,0.1286441683769226,0.0003,-0.017575848705455432,10906.075061035157,2090.42333984375,-3.694963926076889,0.008886535,0.8408912420272827,0.2,1710
6880,,,172,1,3.8,6698,201.39608599999997,,,,,,,,,,,
6920,174.98476028442383,5.0,,,,,,0.35000000689178706,-0.046907663345336914,0.0003,0.0028014822421937426,14281.366052246094,9536.9912109375,-3.690501743555069,0.008476603,0.8425251841545105,0.2,1720
6920,,,173,1,3.58,6730,194.55571538999996,,,,,,,,,,,
6960,4.402257919311523,4.0,,,,,,0.10750000197440386,-0.14791560173034668,0.0003,0.003330832298379427,14669.030447387695,9035.8271484375,-3.6898374795913695,0.011337332,0.8393372297286987,0.2,1730
6960,,,174,1,3.54,6751,189.73945519,,,,,,,,,,,
7000,240.37823104858398,5.0,,,,,,0.2700000053271651,0.18613779544830322,0.0003,-0.004197334980271994,6115.258355712891,4288.86669921875,-3.6768063753843307,0.010677357,0.8372959494590759,0.2,1740
7000,,,175,1,3.27,6810,161.87304469,,,,,,,,,,,
7040,222.99095916748047,3.0,,,,,,0.37750000804662703,-0.32072126865386963,0.0003,-0.019517864757726787,12584.31143798828,9360.087890625,-3.6767956048250197,0.019590426,0.8386437296867371,0.2,1750
7040,,,176,1,3.26,6836,156.83121573,,,,,,,,,,,
7080,290.33551025390625,4.0,,,,,,0.3875000074505806,0.14742088317871094,0.0003,-0.012063141222606644,12704.5133934021,1653.6453857421875,-3.6743415772914885,0.036125522,0.8364394903182983,0.2,1760
7080,,,177,1,3.29,6856,162.05270106,,,,,,,,,,,
7120,140.59293746948242,5.0,,,,,,0.5550000078976154,0.15986335277557373,0.0003,0.06595825194730427,10178.280352783204,5075.45068359375,-3.6562965005636214,0.28520566,0.8297685980796814,0.2,1770
7120,,,178,1,3.38,6877,176.56502375,,,,,,,,,,,
7160,209.17885208129883,5.0,,,,,,0.19250000417232513,0.1700853705406189,0.0003,-0.03111333719301911,14539.989003753662,2216.905517578125,-3.638656437397003,0.017839374,0.8277993202209473,0.2,1780
7160,,,179,1,3.46,6896,178.88096044999998,,,,,,,,,,,
7200,48.38730239868164,2.0,,,,,,0.2950000070035458,0.20868819952011108,0.0003,-0.00659754761089062,7605.737498474121,3486.5498046875,-3.6284835785627365,0.035397295,0.8241693377494812,0.2,1790
7200,,,180,1,3.48,6915,175.74410783,,,,,,,,,,,
7240,178.21203899383545,5.0,,,,,,0.16000000331550837,0.07317864894866943,0.0003,-0.015349297639859283,7445.279672241211,3065.394775390625,-3.619927686452866,0.018725533,0.8237094879150391,0.2,1800
7240,,,181,1,3.55,6936,180.93746362000005,,,,,,,,,,,
7280,142.2606716156006,4.0,,,,,,0.302500007674098,0.08769571781158447,0.0003,-0.013639083304587985,19942.717971801758,2584.7890625,-3.6174522191286087,0.03187975,0.8232282996177673,0.2,1810
7280,,,182,1,3.68,6985,191.34808808000003,,,,,,,,,,,
7320,185.90074789524078,5.0,,,,,,0.11250000204890967,0.23731094598770142,0.0003,-0.009585507275846793,9121.472268676758,4252.59375,-3.612470564246178,0.0154860215,0.8208106756210327,0.2,1820
7320,,,183,1,3.67,7007,195.18941529,,,,,,,,,,,
7360,350.4964408874512,5.0,,,,,,0.3600000090897083,0.2129179835319519,0.0003,-0.018767910675887834,8385.024533843995,2406.375,-3.6078796595335008,0.035905346,0.8210147619247437,0.2,1830
7360,,,184,1,3.77,7031,208.93496313000003,,,,,,,,,,,
7400,416.41159439086914,5.0,,,,,,0.3825000079348683,0.092232346534729,0.0003,-0.016735357808647676,13061.387075042725,879.9878540039062,-3.605594354867935,0.034413308,0.8197929263114929,0.2,1840
7400,,,185,1,3.88,7055,217.20855401,,,,,,,,,,,
7440,417.4993209838867,5.0,,,,,,0.3475000085309148,0.14090996980667114,0.0003,-0.03418204035435339,13708.726373291016,10017.1611328125,-3.5993282973766325,0.022182003,0.8175737261772156,0.2,1850
7440,,,186,1,3.85,7077,219.21280140000002,,,,,,,,,,,
7480,232.93346786499023,4.0,,,,,,0.4425000064074993,0.028234422206878662,0.0003,-0.013087015665087165,16400.291482543944,10250.2734375,-3.5899637043476105,0.1026458,0.8142120838165283,0.2,1860
7480,,,187,1,3.88,7100,219.11152950999997,,,,,,,,,,,
7520,427.39587020874023,5.0,,,,,,0.12500000204890965,0.31504738330841064,0.0003,-0.0017499778514320496,7598.884184265136,2751.653076171875,-3.581172341108322,0.009129027,0.8130810260772705,0.2,1870
7520,,,188,1,3.84,7119,218.37247666000002,,,,,,,,,,,
7560,154.4153289794922,3.0,,,,,,0.6450000071898103,0.2480732798576355,0.0003,0.07854949788597879,8909.892833709717,3037.59228515625,-3.5812732726335526,0.24248144,0.8154326677322388,0.2,1880
7560,,,189,1,3.51,7147,205.50176377,,,,,,,,,,,
7600,368.24510955810547,4.0,,,,,,0.34500000923871993,-0.20277190208435059,0.0003,-0.036164873189081834,29358.48145751953,13356.5732421875,-3.5853684902191163,0.013789005,0.8155614137649536,0.2,1890
7600,,,190,1,3.38,7174,192.56562759000005,,,,,,,,,,,
7640,360.9296760559082,5.0,,,,,,0.16750000342726706,-0.07343089580535889,0.0003,-0.011333297790918096,24573.864135742188,24498.533203125,-3.5836589843034745,0.017775655,0.814664363861084,0.2,1900
7640,,,191,1,3.15,7205,175.55747626999997,,,,,,,,,,,
7680,159.59056091308594,3.0,,,,,,0.12000000197440386,-0.11057376861572266,0.0003,0.0027887126088171677,22152.719201660155,7134.45458984375,-3.582454165816307,0.012529632,0.8155373930931091,0.2,1910
7680,,,192,1,3.17,7339,178.59740349,,,,,,,,,,,
7720,466.52414321899414,5.0,,,,,,0.38250000700354575,0.12148904800415039,0.0003,-0.019413469784194604,15447.330187988282,7596.66259765625,-3.5798766911029816,0.0513618,0.8130784034729004,0.2,1920
7720,,,193,1,3.09,7365,170.83978102999998,,,,,,,,,,,
7760,96.13495635986328,3.0,,,,,,0.14750000275671482,0.12522685527801514,0.0003,0.00576705681742169,12090.673808288575,7019.9482421875,-3.5693753570318223,0.024430862,0.8106454610824585,0.2,1930
7760,,,194,1,2.92,7394,151.81570710000003,,,,,,,,,,,
7800,49.962467193603516,2.0,,,,,,0.27250000573694705,-0.147957444190979,0.0003,-0.009885398465303296,16522.470166015624,5122.0966796875,-3.5639796406030655,0.025551096,0.810177743434906,0.2,1940
7800,,,195,1,2.8,7412,144.74878425,,,,,,,,,,,
7840,240.65211868286133,5.0,,,,,,0.2950000066310167,0.010351419448852539,0.0003,-0.01948109149874653,22941.845404052736,30086.189453125,-3.5627355575561523,0.010200921,0.8097249865531921,0.2,1950
7840,,,196,1,2.94,7434,157.51376596000003,,,,,,,,,,,
7880,346.45337677001953,5.0,,,,,,0.2575000060722232,-0.019505858421325684,0.0003,-0.008114878187188878,18726.864239501952,14409.1669921875,-3.5630521357059477,0.019841954,0.809705376625061,0.2,1960
7880,,,197,1,3.1,7460,169.78757156000003,,,,,,,,,,,
7920,315.1454200744629,5.0,,,,,,0.300000006146729,0.24478036165237427,0.0003,-0.014422543276014044,9259.472326660156,4704.0888671875,-3.5610016852617266,0.03974396,0.8090073466300964,0.2,1970
7920,,,198,1,3.05,7487,161.58199232,,,,,,,,,,,
7960,310.8797492980957,5.0,,,,,,0.0900000013411045,-0.01715087890625,0.0003,-0.003423413832279043,12846.123922729492,4027.376953125,-3.5570361226797105,0.008298546,0.8077071905136108,0.2,1980
7960,,,199,1,3.22,7506,175.10596251000004,,,,,,,,,,,
8000,316.2507209777832,5.0,,,,,,0.420000009983778,0.21984034776687622,0.0003,-0.007135446011252489,8735.396185302734,2408.14599609375,-3.5493609219789506,0.027527124,0.805335521697998,0.2,1990
8000,,,200,1,3.21,7529,169.65010422999995,,,,,,,,,,,
