time/episodes,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/fps,eval/mean_reward,eval/mean_ep_length,train/critic_loss,train/n_updates,train/actor_loss,train/learning_rate
1032,5073,-17.12520929,3.45,2099,0,,,7.806809616088867,1994,7.942757606506348,0.001
1036,5080,-17.62520929,3.55,2117,0,,,6.812561702728272,2013,7.539111137390137,0.001
,,,,2120,,-20.0,4.0,6.162732720375061,2017,7.882385730743408,0.001
1040,5093,-18.27520929,3.68,2135,0,,,8.79068570137024,2032,8.033486366271973,0.001
1044,5100,-18.57362547,3.73,2155,0,,,13.476428079605103,2050,7.810322920481364,0.001
,,,,2160,,-25.0,5.0,22.971499633789062,2055,8.491058588027954,0.001
1048,5116,-18.973625469999998,3.81,2171,0,,,23.595361328125,2070,8.831100781758627,0.001
1052,5121,-19.02362547,3.82,2185,0,,,15.452972412109375,2082,8.533962885538736,0.001
,,,,2200,,-15.0,3.0,23.880396525065105,2098,10.248488426208496,0.001
1056,5134,-19.17362547,3.85,2201,0,,,,,,
1060,5140,-19.27362547,3.87,2217,0,,,14.954411506652832,2112,8.212836265563965,0.001
1064,5143,-18.973625469999998,3.81,2225,0,,,11.970434951782227,2124,8.675862630208334,0.001
1068,5148,-18.82362547,3.78,2238,0,,,12.187429237365723,2137,9.189442157745361,0.001
,,,,2240,,-25.0,5.0,8.874913215637207,2138,10.051104545593262,0.001
1072,5161,-18.723625469999998,3.76,2254,0,,,9.789015674591065,2153,8.776460647583008,0.001
1076,5168,-18.92362547,3.8,2270,0,,,8.835655117034912,2165,8.511768817901611,0.001
,,,,2280,,-25.0,5.0,10.695087814331055,2176,8.281400839487711,0.001
1080,5178,-18.62362547,3.74,2282,0,,,14.110699081420899,2181,7.957381725311279,0.001
1084,5184,-19.12362547,3.84,2302,0,,,20.080506324768066,2197,7.902640342712402,0.001
,,,,2320,,-25.0,5.0,12.16112823486328,2217,8.829965114593506,0.001
1088,5195,-19.42362547,3.9,2322,0,,,,,,
1092,5200,-19.62362547,3.94,2338,0,,,10.537050819396972,2237,9.439589023590088,0.001
1096,5206,-19.82362547,3.98,2354,0,,,16.75370955467224,2253,10.18229341506958,0.001
,,,,2360,,-25.0,5.0,13.647718811035157,2259,10.037780284881592,0.001
1100,5229,-20.15,4.03,2374,0,,,20.079833602905275,2269,9.554861545562744,0.001
1104,5235,-20.3,4.06,2394,0,,,13.490274333953858,2289,9.598113536834717,0.001
,,,,2400,,-25.0,5.0,6.2153472900390625,2295,10.031037330627441,0.001
1108,5247,-20.45,4.09,2410,0,,,12.235747718811036,2305,10.379818439483643,0.001
1112,5253,-20.65,4.13,2430,0,,,14.689787101745605,2325,10.638021469116211,0.001
,,,,2440,,-25.0,5.0,8.505873870849609,2335,10.433562755584717,0.001
1116,5286,-20.85,4.17,2450,0,,,8.474488639831543,2345,10.441756248474121,0.001
1120,5344,-21.15,4.23,2470,0,,,15.99518632888794,2365,10.450408935546875,0.001
,,,,2480,,-25.0,5.0,9.841388320922851,2375,10.521806240081787,0.001
1124,5356,-20.95,4.19,2486,0,,,14.741699075698852,2385,11.167024612426758,0.001
1128,5361,-21.05,4.21,2502,0,,,14.685959148406983,2401,10.869944095611572,0.001
,,,,2520,,-25.0,5.0,20.487149238586426,2417,10.729132652282715,0.001
1132,5421,-21.15,4.23,2522,0,,,,,,
1136,5427,-21.05,4.21,2538,0,,,27.109396934509277,2433,10.536322116851807,0.001
1140,5529,-20.75,4.15,2550,0,,,11.608770370483398,2445,10.297731399536133,0.001
,,,,2560,,-25.0,5.0,21.533162593841553,2455,10.750194549560547,0.001
1144,5541,-20.75,4.15,2570,0,,,13.54128656387329,2465,10.997546672821045,0.001
1148,5547,-20.95,4.19,2590,0,,,13.400625801086425,2485,11.868354320526123,0.001
,,,,2600,,-25.0,5.0,17.432158851623534,2495,11.375002384185791,0.001
1152,5559,-21.25,4.25,2610,0,,,20.425290489196776,2505,11.228271961212158,0.001
1156,5565,-21.25,4.25,2626,0,,,18.613067626953125,2521,11.854026794433594,0.001
,,,,2640,,-25.0,5.0,28.36388397216797,2537,11.676396052042643,0.001
1160,5576,-21.25,4.25,2642,0,,,,,,
1164,5583,-21.85,4.37,2662,0,,,30.39174747467041,2557,11.441572189331055,0.001
1168,5588,-22.0,4.4,2678,0,,,10.261406898498535,2573,11.40260378519694,0.001
,,,,2680,,-25.0,5.0,24.63342456817627,2578,11.350268046061197,0.001
1172,5600,-22.2,4.44,2698,0,,,25.924235153198243,2593,10.823405742645264,0.001
1176,5606,-22.4,4.48,2718,0,,,28.701448440551758,2613,11.894650936126709,0.001
,,,,2720,,-25.0,5.0,16.254249382019044,2618,11.583747863769531,0.001
1180,5618,-22.8,4.56,2738,0,,,16.090623760223387,2633,12.226428031921387,0.001
1184,5624,-22.8,4.56,2758,0,,,17.99533920288086,2653,11.874707698822021,0.001
,,,,2760,,-25.0,5.0,18.6436146736145,2658,12.292601585388184,0.001
1188,5635,-22.6,4.52,2774,0,,,20.323636627197267,2673,12.067826747894287,0.001
1192,5641,-22.8,4.56,2794,0,,,36.34480667114258,2689,12.434748649597168,0.001
,,,,2800,,-25.0,5.0,23.273255920410158,2699,12.190476894378662,0.001
1196,5652,-23.0,4.6,2814,0,,,40.77706336975098,2709,11.936710357666016,0.001
1200,5660,-23.0,4.6,2834,0,,,27.649738311767578,2729,12.03540325164795,0.001
,,,,2840,,-25.0,5.0,22.09905586242676,2739,12.723625183105469,0.001
1204,5672,-22.8,4.56,2850,0,,,46.478485107421875,2745,13.137197812398275,0.001
1208,5730,-23.0,4.6,2870,0,,,31.546940803527832,2765,12.346575736999512,0.001
,,,,2880,,-25.0,5.0,47.87376403808594,2776,12.90893268585205,0.001
1212,5740,-22.8,4.56,2886,0,,,41.59421634674072,2781,12.239460945129395,0.001
1216,5745,-22.6,4.52,2902,0,,,60.404075622558594,2797,13.144943237304688,0.001
,,,,2920,,-25.0,5.0,28.66743450164795,2817,12.765222072601318,0.001
1220,5756,-22.6,4.52,2922,0,,,,,,
1224,5762,-22.8,4.56,2942,0,,,22.55403881072998,2837,12.349587440490723,0.001
1228,5767,-22.8,4.56,2958,0,,,55.87153244018555,2853,13.924598375956217,0.001
,,,,2960,,-25.0,5.0,15.441986846923829,2858,14.011068344116211,0.001
1232,5781,-22.8,4.56,2978,0,,,27.95784111022949,2873,13.405084133148193,0.001
1236,5786,-23.0,4.6,2998,0,,,39.15046558380127,2893,12.500288009643555,0.001
,,,,3000,,-25.0,5.0,41.22418212890625,2898,11.929893493652344,0.001
1240,5798,-23.4,4.68,3018,0,,,41.356455612182614,2913,12.020391941070557,0.001
1244,5802,-23.2,4.64,3034,0,,,44.847343826293944,2933,13.970067024230957,0.001
,,,,3040,,-25.0,5.0,33.763895416259764,2939,13.513034343719482,0.001
1248,5813,-23.2,4.64,3054,0,,,43.555077362060544,2949,13.093149185180664,0.001
1252,5818,-22.8,4.56,3066,0,,,35.57036247253418,2961,12.856073379516602,0.001
,,,,3080,,-25.0,5.0,56.34535217285156,2977,11.387271563212076,0.001
1256,5829,-22.8,4.56,3082,0,,,,,,
1260,5835,-23.0,4.6,3102,0,,,46.05455780029297,2997,13.7636137008667,0.001
1264,5840,-22.8,4.56,3118,0,,,30.830845499038695,3017,14.468476295471191,0.001
,,,,3120,,-25.0,5.0,11.515969276428223,3018,14.1666841506958,0.001
1268,5852,-22.8,4.56,3134,0,,,22.57085790634155,3033,14.12190580368042,0.001
1272,5856,-22.2,4.44,3142,0,,,36.19540023803711,3037,13.685858726501465,0.001
,,,,3160,,-25.0,5.0,65.26382064819336,3057,12.921192169189453,0.001
1276,5868,-22.2,4.44,3162,0,,,,,,
1280,5873,-21.8,4.36,3174,0,,,47.981405639648436,3073,12.87096643447876,0.001
1284,5879,-21.8,4.36,3194,0,,,34.12675876617432,3089,15.13304328918457,0.001
,,,,3200,,-25.0,5.0,38.554118919372556,3099,14.081926345825195,0.001
1288,5890,-22.0,4.4,3214,0,,,31.734593772888182,3109,13.820615291595459,0.001
1292,5894,-21.8,4.36,3230,0,,,45.47442855834961,3125,14.160918235778809,0.001
,,,,3240,,-25.0,5.0,36.4811315536499,3135,15.331957340240479,0.001
1296,5907,-21.8,4.36,3250,0,,,26.613417625427246,3145,15.847777366638184,0.001
1300,5913,-21.8,4.36,3270,0,,,40.540601348876955,3165,13.828309059143066,0.001
,,,,3280,,-25.0,5.0,36.17352733612061,3175,14.671648025512695,0.001
1304,5925,-22.0,4.4,3290,0,,,50.10563507080078,3185,13.743171215057373,0.001
1308,5931,-21.6,4.32,3302,0,,,52.449650573730466,3201,14.022168159484863,0.001
,,,,3320,,-25.0,5.0,86.73448028564454,3217,13.534478187561035,0.001
1312,5992,-21.8,4.36,3322,0,,,,,,
1316,5997,-22.0,4.4,3342,0,,,64.39304809570312,3237,13.439326763153076,0.001
,,,,3360,,-25.0,5.0,30.45463333129883,3257,13.324019432067871,0.001
1320,6058,-22.0,4.4,3362,0,,,,,,
1324,6063,-21.8,4.36,3378,0,,,44.721275329589844,3277,13.69730520248413,0.001
1328,6069,-22.0,4.4,3398,0,,,31.298261642456055,3293,14.670947551727295,0.001
,,,,3400,,-25.0,5.0,56.23644943237305,3298,14.225068728129068,0.001
1332,6083,-22.0,4.4,3418,0,,,39.30347442626953,3313,14.382691383361816,0.001
1336,6087,-21.8,4.36,3434,0,,,62.48375701904297,3329,15.000998497009277,0.001
,,,,3440,,-25.0,5.0,43.400856018066406,3335,13.549327532450357,0.001
1340,6099,-21.45,4.29,3447,0,,,34.06399669647217,3345,15.658042430877686,0.001
1344,6104,-21.25,4.25,3459,0,,,79.85414505004883,3354,13.704718589782715,0.001
1348,6109,-20.95,4.19,3473,0,,,40.56456298828125,3371,11.9548659324646,0.001
,,,,3480,,-10.0,2.0,27.847597122192383,3379,15.153613090515137,0.001
1352,6119,-21.0,4.2,3486,0,,,54.336904525756836,3381,11.657797813415527,0.001
1356,6172,-20.6,4.12,3494,0,,,59.72087860107422,3393,12.356432914733887,0.001
1360,6229,-20.3,4.06,3508,0,,,52.571298599243164,3403,14.9666109085083,0.001
,,,,3520,,-25.0,5.0,65.64180501302083,3415,11.036389350891113,0.001
1364,6240,-20.35,4.07,3525,0,,,58.414770889282224,3420,11.87292226155599,0.001
1368,6245,-20.55,4.11,3545,0,,,55.05626373291015,3440,11.668912887573242,0.001
,,,,3560,,-25.0,5.0,66.85444984436035,3456,13.985785166422525,0.001
1372,6255,-20.95,4.19,3561,0,,,,,,
1376,6260,-20.75,4.15,3577,0,,,66.74038982391357,3476,15.123540878295898,0.001
1380,6266,-21.15,4.23,3597,0,,,52.65050354003906,3492,13.503032366434732,0.001
,,,,3600,,-10.0,2.0,168.070556640625,3498,15.113428115844727,0.001
1384,6322,-20.45,4.09,3603,0,,,38.858795166015625,3501,14.228100776672363,0.001
1388,6328,-20.3,4.06,3620,0,,,223.53912658691405,3515,17.940218925476074,0.001
1392,6335,-20.3,4.06,3636,0,,,167.917236328125,3531,19.871209462483723,0.001
,,,,3640,,-25.0,5.0,272.4477813720703,3536,22.928381601969402,0.001
1396,6347,-20.1,4.02,3652,0,,,431.990478515625,3547,23.419623692830402,0.001
1400,6353,-19.9,3.98,3668,0,,,98.83921813964844,3563,26.810330708821613,0.001
,,,,3680,,-25.0,5.0,326.0598571777344,3578,26.961806615193684,0.001
1404,6364,-19.9,3.98,3688,0,,,295.69652557373047,3583,22.431066513061523,0.001
1408,6370,-20.3,4.06,3708,0,,,318.16412963867185,3603,22.171598434448242,0.001
,,,,3720,,-25.0,5.0,358.7469482421875,3618,26.18058713277181,0.001
1412,6382,-20.3,4.06,3728,0,,,261.81531219482423,3623,23.19534397125244,0.001
1416,6388,-20.25,4.05,3747,0,,,273.2122283935547,3643,21.931501388549805,0.001
,,,,3760,,-15.0,3.0,269.3384552001953,3657,20.64865779876709,0.001
1420,6400,-20.15,4.03,3765,0,,,150.0039265950521,3660,20.181302070617676,0.001
1424,6407,-20.35,4.07,3785,0,,,99.50342254638672,3680,16.16187063852946,0.001
,,,,3800,,-25.0,5.0,73.41033782958985,3695,13.664306640625,0.001
1428,6420,-20.35,4.07,3805,0,,,61.8239387512207,3700,14.313090642293295,0.001
1432,6428,-20.35,4.07,3825,0,,,60.88428497314453,3720,13.414945284525553,0.001
,,,,3840,,-25.0,5.0,42.43143577575684,3736,16.073126792907715,0.001
1436,6439,-20.35,4.07,3841,0,,,,,,
1440,6444,-20.5,4.1,3857,0,,,73.51605224609375,3752,14.699963887532553,0.001
1444,6449,-20.7,4.14,3873,0,,,87.60342102050781,3768,12.800666809082031,0.001
,,,,3880,,-25.0,5.0,50.893603515625,3778,15.586559295654297,0.001
1448,6461,-21.0,4.2,3893,0,,,40.06316375732422,3788,17.263765970865887,0.001
1452,6467,-21.15,4.23,3909,0,,,69.68687515258789,3804,14.36156431833903,0.001
,,,,3920,,-25.0,5.0,61.62470397949219,3819,12.874650001525879,0.001
1456,6535,-21.75,4.35,3929,0,,,73.30564346313477,3824,13.283647537231445,0.001
1460,6542,-22.05,4.41,3949,0,,,50.79945793151855,3844,15.132230440775553,0.001
,,,,3960,,-25.0,5.0,34.98758163452148,3859,16.8255615234375,0.001
1464,6552,-22.0,4.4,3965,0,,,60.677727699279785,3864,16.485973993937176,0.001
1468,6577,-21.8,4.36,3981,0,,,80.05809631347657,3876,13.529337247212728,0.001
,,,,4000,,-25.0,5.0,58.197329711914065,3896,16.394927342732746,0.001
1472,6588,-22.0,4.4,4001,0,,,,,,
1476,6593,-22.2,4.44,4021,0,,,47.608453369140626,3916,16.10474745432536,0.001
,,,,4040,,-25.0,5.0,66.08501071929932,3936,15.734566688537598,0.001
1480,6607,-22.2,4.44,4041,0,,,,,,
1484,6613,-22.7,4.54,4057,0,,,52.85097732543945,3956,16.161344528198242,0.001
1488,6619,-22.85,4.57,4077,0,,,65.78577423095703,3972,15.748810450236002,0.001
,,,,4080,,-25.0,5.0,57.858419036865236,3977,14.826696872711182,0.001
1492,6632,-23.05,4.61,4097,0,,,53.32421035766602,3992,15.11962604522705,0.001
1496,6638,-23.25,4.65,4117,0,,,54.44107093811035,4012,16.18491013844808,0.001
,,,,4120,,-25.0,5.0,58.17117614746094,4017,18.12082290649414,0.001
1500,6649,-23.45,4.69,4137,0,,,59.81753082275391,4032,16.251124382019043,0.001
1504,6658,-23.25,4.65,4153,0,,,90.86570739746094,4048,16.37574577331543,0.001
,,,,4160,,-25.0,5.0,75.0732810974121,4058,16.4603853225708,0.001
1508,6670,-23.05,4.61,4169,0,,,68.38275451660157,4068,17.141969045003254,0.001
1512,6675,-22.9,4.58,4186,0,,,108.01968688964844,4081,14.63193130493164,0.001
1516,6684,-22.6,4.52,4199,0,,,65.28005981445312,4095,13.060087203979492,0.001
,,,,4200,,-20.0,4.0,74.6083755493164,4099,13.55013656616211,0.001
1520,6699,-22.65,4.53,4218,0,,,61.50714340209961,4113,13.933127880096436,0.001
1524,6706,-22.65,4.53,4238,0,,,21.706289100646973,4133,11.092959880828857,0.001
,,,,4240,,-25.0,5.0,14.854376029968261,4138,11.749339739481607,0.001
1528,6722,-22.65,4.53,4258,0,,,14.768011093139648,4153,10.926904201507568,0.001
1532,6728,-22.65,4.53,4278,0,,,12.410326385498047,4173,11.490533351898193,0.001
,,,,4280,,-25.0,5.0,11.98835334777832,4178,11.381762186686197,0.001
1536,6741,-22.65,4.53,4294,0,,,23.456320095062257,4189,12.311999320983887,0.001
1540,6748,-22.65,4.53,4310,0,,,27.18650245666504,4205,11.83891487121582,0.001
,,,,4320,,-25.0,5.0,44.40315055847168,4215,11.93790864944458,0.001
1544,6760,-22.45,4.49,4322,0,,,24.90272331237793,4221,11.673344612121582,0.001
1548,6767,-22.45,4.49,4342,0,,,33.38726234436035,4237,12.471472263336182,0.001
1552,6773,-22.45,4.49,4358,0,,,52.21777114868164,4257,11.816839694976807,0.001
,,,,4360,,-25.0,5.0,85.47543334960938,4258,12.91544246673584,0.001
1556,6803,-22.45,4.49,4378,0,,,37.661573791503905,4273,11.644949436187744,0.001
1560,6807,-22.25,4.45,4394,0,,,44.43516235351562,4289,13.00338888168335,0.001
,,,,4400,,-25.0,5.0,25.351913070678712,4299,12.085928916931152,0.001
1564,6821,-22.45,4.49,4414,0,,,40.02930183410645,4309,13.029711246490479,0.001
1568,6826,-22.45,4.49,4430,0,,,39.36843471527099,4329,12.86230754852295,0.001
,,,,4440,,-25.0,5.0,33.83544998168945,4335,12.81331729888916,0.001
1572,6839,-22.45,4.49,4450,0,,,58.91041221618652,4345,13.033777713775635,0.001
1576,6845,-22.45,4.49,4470,0,,,27.25462646484375,4365,14.188629150390625,0.001
,,,,4480,,-25.0,5.0,117.04052734375,4376,15.511996269226074,0.001
1580,6856,-22.25,4.45,4486,0,,,33.560056114196776,4381,14.778267860412598,0.001
1584,6861,-22.25,4.45,4502,0,,,51.844093322753906,4401,12.976452350616455,0.001
1588,6866,-22.05,4.41,4518,0,,,36.197052001953125,4417,12.505583763122559,0.001
,,,,4520,,-25.0,5.0,32.256813049316406,4418,14.740389823913574,0.001
1592,6878,-21.85,4.37,4534,0,,,39.690429496765134,4429,13.16889762878418,0.001
1596,6884,-21.85,4.37,4554,0,,,58.453468322753906,4449,12.934655666351318,0.001
,,,,4560,,-25.0,5.0,26.821155548095703,4455,12.972638130187988,0.001
1600,6895,-21.45,4.29,4566,0,,,62.5903434753418,4461,13.13239828745524,0.001
1604,6901,-21.45,4.29,4582,0,,,23.81997299194336,4477,12.419160842895508,0.001
,,,,4600,,-25.0,5.0,42.86831779479981,4497,13.318955421447754,0.001
1608,6918,-21.65,4.33,4602,0,,,,,,
1612,6924,-21.8,4.36,4622,0,,,32.31241416931152,4517,14.213833808898926,0.001
1616,6930,-21.95,4.39,4638,0,,,39.968532180786134,4533,14.264599800109863,0.001
,,,,4640,,-5.0,1.0,31.38010025024414,4539,13.510794639587402,0.001
1620,6939,-21.6,4.32,4650,0,,,83.48539733886719,4545,13.447319984436035,0.001
1624,6944,-21.2,4.24,4662,0,,,48.31842041015625,4557,11.753996849060059,0.001
1628,6951,-21.0,4.2,4678,0,,,59.68012390136719,4573,13.223105430603027,0.001
,,,,4680,,-25.0,5.0,65.20910530090332,4578,12.545750935872396,0.001
1632,6964,-21.0,4.2,4698,0,,,52.90466079711914,4593,13.113259315490723,0.001
1636,6969,-20.8,4.16,4710,0,,,52.16942253112793,4605,14.420616626739502,0.001
,,,,4720,,-25.0,5.0,32.5958755493164,4616,14.658919016520182,0.001
1640,6982,-20.8,4.16,4726,0,,,42.1361780166626,4621,14.33080005645752,0.001
1644,6991,-21.2,4.24,4746,0,,,28.23111763000488,4641,14.372273921966553,0.001
,,,,4760,,-25.0,5.0,50.747344207763675,4656,14.542715708414713,0.001
1648,7007,-21.2,4.24,4766,0,,,18.46207752227783,4661,15.11814022064209,0.001
1652,7011,-21.0,4.2,4778,0,,,10.723371505737305,4677,14.65916379292806,0.001
1656,7017,-20.8,4.16,4794,0,,,52.41679573059082,4689,15.367764949798584,0.001
,,,,4800,,-25.0,5.0,54.6399486541748,4699,13.143901824951172,0.001
1660,7030,-21.0,4.2,4814,0,,,41.911730003356936,4709,13.902098178863525,0.001
1664,7040,-21.0,4.2,4834,0,,,35.02378616333008,4729,13.584422588348389,0.001
,,,,4840,,-25.0,5.0,57.60652656555176,4739,14.479102611541748,0.001
1668,7056,-21.2,4.24,4854,0,,,34.4968279838562,4749,15.52992057800293,0.001
1672,7063,-21.2,4.24,4874,0,,,55.0803035736084,4769,14.904356479644775,0.001
,,,,4880,,-25.0,5.0,45.30076313018799,4779,14.701548099517822,0.001
1676,7076,-21.0,4.2,4890,0,,,15.768777847290039,4785,15.433234214782715,0.001
1680,7083,-21.2,4.24,4910,0,,,61.01548194885254,4805,13.51023530960083,0.001
,,,,4920,,-25.0,5.0,55.81298828125,4815,14.494287967681885,0.001
1684,7101,-21.4,4.28,4930,0,,,27.063330841064452,4825,15.650200843811035,0.001
1688,7106,-21.4,4.28,4946,0,,,55.906922340393066,4841,16.5464506149292,0.001
,,,,4960,,-25.0,5.0,62.377505493164065,4856,13.445858001708984,0.001
1692,7122,-21.6,4.32,4966,0,,,80.14569549560547,4861,13.166305541992188,0.001
1696,7128,-21.4,4.28,4982,0,,,27.794231414794922,4881,14.861835956573486,0.001
1700,7135,-21.6,4.32,4998,0,,,102.54801177978516,4893,14.836959838867188,0.001
,,,,5000,,-25.0,5.0,66.46287994384765,4898,14.0195099512736,0.001
1704,7150,-21.6,4.32,5014,0,,,26.25423240661621,4909,15.667948404947916,0.001
1708,7157,-21.4,4.28,5030,0,,,85.39033432006836,4925,14.67797040939331,0.001
,,,,5040,,-25.0,5.0,61.392041015625,4935,12.630815029144287,0.001
1712,7174,-21.4,4.28,5050,0,,,47.4546501159668,4945,12.800699234008789,0.001
1716,7180,-21.6,4.32,5070,0,,,42.48089332580567,4965,14.69262170791626,0.001
,,,,5080,,-25.0,5.0,50.1864595413208,4976,15.817692438761393,0.001
1720,7192,-21.8,4.36,5086,0,,,50.728807067871095,4981,15.145393371582031,0.001
1724,7199,-22.2,4.44,5106,0,,,61.0139720916748,5001,15.484781742095947,0.001
,,,,5120,,-25.0,5.0,81.05979461669922,5017,15.911938667297363,0.001
1728,7210,-22.2,4.44,5122,0,,,,,,
1732,7284,-22.0,4.4,5138,0,,,108.66881561279297,5033,14.34019915262858,0.001
1736,7291,-22.4,4.48,5158,0,,,35.47022457122803,5053,15.3837890625,0.001
,,,,5160,,-25.0,5.0,34.556990432739255,5058,15.623677571614584,0.001
1740,7359,-22.6,4.52,5178,0,,,60.1736457824707,5073,14.496220588684082,0.001
1744,7366,-22.4,4.48,5194,0,,,45.19405975341797,5093,15.448843479156494,0.001
,,,,5200,,-25.0,5.0,44.92098503112793,5099,15.588577270507812,0.001
1748,7378,-22.3,4.46,5212,0,,,93.10788472493489,5107,16.17947769165039,0.001
1752,7387,-22.6,4.52,5230,0,,,58.39296646118164,5125,14.855952739715576,0.001
,,,,5240,,-25.0,5.0,47.55761604309082,5135,16.972740173339844,0.001
1756,7399,-22.7,4.54,5248,0,,,55.36433347066244,5143,16.697980880737305,0.001
1760,7407,-22.55,4.51,5265,0,,,37.25882787704468,5160,18.33723513285319,0.001
,,,,5280,,-20.0,4.0,140.33611297607422,5176,19.411273956298828,0.001
1764,7420,-22.3,4.46,5280,0,,,,,,
1768,7429,-22.05,4.41,5295,0,,,140.62817840576173,5193,19.305850982666016,0.001
1772,7433,-21.35,4.27,5301,0,,,181.47345733642578,5200,19.903860092163086,0.001
1776,7439,-21.1,4.22,5312,0,,,180.51010131835938,5210,19.85333251953125,0.001
1780,7443,-20.45,4.09,5319,0,,,313.72412872314453,5217,20.647024154663086,0.001
,,,,5320,,-5.0,1.0,190.96290588378906,5219,19.715314865112305,0.001
1784,7450,-19.8,3.96,5326,0,,,258.281494140625,5224,17.998743057250977,0.001
1788,7455,-19.05776368,3.88,5334,0,,,102.28610229492188,5232,14.010174751281738,0.001
1792,7460,-18.2596914,3.75,5341,0,,,74.0898208618164,5238,11.13045883178711,0.001
1796,7463,-17.7096914,3.64,5346,0,,,248.0758514404297,5245,10.606074333190918,0.001
1800,7467,-17.109691400000003,3.52,5350,0,,,93.96562194824219,5249,11.5628662109375,0.001
1804,7470,-16.685043120000003,3.44,5358,0,,,83.5309066772461,5253,10.573975563049316,0.001
,,,,5360,,-25.0,5.0,99.05036087036133,5258,9.899329821268717,0.001
1808,7481,-16.73504312,3.45,5375,0,,,61.32347412109375,5270,9.203759670257568,0.001
1812,7486,-16.48504312,3.4,5390,0,,,77.51421966552735,5289,8.144434690475464,0.001
,,,,5400,,-16.818252086639404,5.0,66.36817016601563,5296,8.879554430643717,0.001
1816,7499,-15.46856824,3.36,5406,0,,,35.00839347839356,5301,10.150826454162598,0.001
1820,7503,-12.81718475,3.27,5413,0,,,1683.102126121521,5312,12.56605052947998,0.001
1824,7507,-12.117184750000002,3.13,5419,0,,,116.92591857910156,5317,10.648117065429688,0.001
1828,7511,-11.517184750000002,3.01,5423,0,,,72.89352416992188,5322,9.657289505004883,0.001
1832,7514,-9.985161560000002,2.9,5428,0,,,1520.193359375,5326,7.11726713180542,0.001
1836,7518,-9.23516156,2.75,5433,0,,,61.506378173828125,5331,6.760446071624756,0.001
1840,7521,-8.43516156,2.59,5437,0,,,2497.11572265625,5336,5.139862060546875,0.001
,,,,5440,,-5.0,1.0,719.488561630249,5339,4.492602825164795,0.001
1844,7531,-7.885161559999999,2.48,5442,0,,,323.12322998046875,5341,4.029071807861328,0.001
1848,7536,-7.185161559999999,2.34,5446,0,,,231.47113037109375,5345,3.1579201221466064,0.001
1852,7540,-6.485161559999999,2.2,5450,0,,,1419.45068359375,5349,2.8170394897460938,0.001
1856,7545,-5.785161559999999,2.06,5454,0,,,27.834897994995117,5353,2.650420904159546,0.001
1860,7548,-5.135161559999999,1.93,5458,0,,,13.378532409667969,5357,2.8892757892608643,0.001
1864,7552,-4.5851615599999995,1.82,5462,0,,,10.999229431152344,5361,2.5655605792999268,0.001
1868,7555,-4.135161559999999,1.73,5468,0,,,116.50284576416016,5367,2.874455451965332,0.001
1872,7561,-4.03516156,1.71,5472,0,,,183.84869384765625,5371,3.699101209640503,0.001
1876,7565,-3.73516156,1.65,5477,0,,,0.6630235910415649,5376,4.4099650382995605,0.001
,,,,5480,,-5.0,1.0,159.07857513427734,5379,4.6131510734558105,0.001
1880,7573,-3.63516156,1.63,5482,0,,,150.983154296875,5381,4.288089275360107,0.001
1884,7579,-2.2431446799999994,1.62,5488,0,,,136.55352783203125,5386,5.250556945800781,0.001
1888,7583,-1.6709419399999998,1.59,5493,0,,,133.01856994628906,5392,5.470346450805664,0.001
1892,7587,-0.08415927999999993,1.58,5499,0,,,1854.8860683441162,5398,4.492846488952637,0.001
1896,7593,6.867738859999999,1.66,5512,0,,,2648.423811340332,5410,1.6304786602656047,0.001
,,,,5520,,79.33450317382812,2.0,4613.132507324219,5419,-1.5784889459609985,0.001
1900,7603,11.07585606,1.71,5521,0,,,,,,
1904,7623,11.25120778,1.67,5525,0,,,5019.6953125,5424,-4.8059797286987305,0.001
1908,7629,11.90120778,1.54,5529,0,,,992.1859130859375,5428,-6.563385009765625,0.001
1912,7636,14.041506359999998,1.45,5535,0,,,4326.936279296875,5434,-11.350312232971191,0.001
1916,7640,15.527968179999998,1.35,5541,0,,,4264.1865234375,5439,-17.402084350585938,0.001
1920,7647,18.805554569999998,1.39,5552,0,,,2358.6371256510415,5447,-24.52956199645996,0.001
1924,7651,18.805554569999998,1.39,5558,0,,,3212.855712890625,5457,-28.646020889282227,0.001
,,,,5560,,-5.0,1.0,1821.3175048828125,5459,-25.329833984375,0.001
1928,7660,18.805554569999998,1.39,5562,0,,,1709.78515625,5461,-25.33735466003418,0.001
1932,7664,17.87353138,1.38,5566,0,,,2917.178955078125,5465,-22.83892822265625,0.001
1936,7668,17.72353138,1.41,5574,0,,,2335.564453125,5469,-18.905092239379883,0.001
1940,7673,17.72353138,1.41,5578,0,,,681.07958984375,5477,-13.186358451843262,0.001
1944,7677,17.773531379999998,1.4,5582,0,,,774.1287231445312,5481,-11.421382904052734,0.001
1948,7680,17.773531379999998,1.4,5586,0,,,786.859619140625,5485,-7.448146820068359,0.001
1952,7683,17.773531379999998,1.4,5590,0,,,473.396728515625,5489,-6.80110502243042,0.001
1956,7688,17.773531379999998,1.4,5594,0,,,179.035400390625,5493,-5.164502143859863,0.001
,,,,5600,,-25.0,5.0,155.3459930419922,5497,-4.236005783081055,0.001
1960,7699,17.57353138,1.44,5602,0,,,,,,
1964,7703,17.57353138,1.44,5606,0,,,277.81256103515625,5505,-1.241571307182312,0.001
