rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations,time/fps,time/time_elapsed,time/total_timesteps,train/value_loss,train/std,train/n_updates,train/explained_variance,train/clip_range,train/loss,train/clip_fraction,train/learning_rate,train/entropy_loss,train/policy_gradient_loss,train/approx_kl
305.61453411,10.07,28,3,2570,8960,29577.182690429687,0.9160940051078796,270,-0.08404827117919922,0.2,13247.16015625,0.08812500175554305,0.0003,-3.9978239089250565,-0.008464731450749241,0.0070519107
292.30180872999995,9.68,29,3,2715,9280,24963.615118408205,0.9096376299858093,280,-0.023203730583190918,0.2,17026.431640625,0.18375000341329722,0.0003,-3.981019251048565,-0.0023342896623034905,0.012758144
305.48313239000004,9.63,30,3,2787,9600,28637.399816894533,0.9039071798324585,290,-0.08224070072174072,0.2,16331.376953125,0.13031250280328094,0.0003,-3.963930846750736,-0.0018349985520671908,0.005182527
328.32042784000004,10.33,31,3,2858,9920,34038.21693115235,0.9004713296890259,300,0.010522305965423584,0.2,17296.701171875,0.08406250176485627,0.0003,-3.9465788647532465,-0.0029551252124925043,0.011425881
327.18890194000005,9.97,32,3,2929,10240,36844.82417602539,0.8976212739944458,310,-0.1069180965423584,0.2,16174.1884765625,0.06312500117346645,0.0003,-3.9371596947312355,-0.0035054427844443126,0.0056150085
340.19484127000004,10.49,33,3,2996,10560,31600.730310058592,0.8923813104629517,320,-0.010345101356506348,0.2,14262.4267578125,0.09437500166241079,0.0003,-3.9226858884096147,-0.0005732912912563392,0.0054476084
356.53621669,10.91,34,3,3124,10880,33286.41854248047,0.8933841586112976,330,-0.013212800025939941,0.2,8816.44921875,0.12656250214204193,0.0003,-3.9163772836327553,-0.00889051154936169,0.0066253482
364.53880264000014,11.06,35,3,3188,11200,25485.450732421876,0.8916157484054565,340,-0.01909768581390381,0.2,20746.466796875,0.12875000240746887,0.0003,-3.915768502652645,-0.0062816906979435315,0.017940093
373.77283297,11.04,36,3,3398,11520,32795.862139892575,0.8879222869873047,350,-0.035299062728881836,0.2,13633.787109375,0.1481250026728958,0.0003,-3.9033806681632996,-0.009233252640740375,0.01916888
349.48477073999993,10.23,37,3,3714,11840,35666.6974609375,0.8847650289535522,360,-0.041132211685180664,0.2,9699.732421875,0.07468750150874257,0.0003,-3.8963200852274893,0.0008344892281229477,0.0050454037
332.0850528099999,9.56,38,3,3821,12160,34696.23710327149,0.8837908506393433,370,-0.05963623523712158,0.2,21813.642578125,0.1984375034691766,0.0003,-3.887186329066753,-0.019043414119892077,0.011454383
342.52939251000004,9.82,39,3,3886,12480,40663.93330078125,0.8832813501358032,380,-0.047583699226379395,0.2,22235.75390625,0.12843750214669852,0.0003,-3.8840205863118173,-0.005137788314505088,0.008813712
339.4609936800001,9.73,40,3,4047,12800,32242.169519042967,0.8804354071617126,390,0.007990479469299316,0.2,12734.4052734375,0.17718750357162208,0.0003,-3.8806753382086754,-0.0033990748408541547,0.0050212634
350.9006418,10.09,41,3,4111,13120,34722.54838867187,0.8727628588676453,400,-0.08078217506408691,0.2,11716.2236328125,0.07531250114552676,0.0003,-3.8617241472005843,-0.007751595191325578,0.005048441
395.32595426,11.14,42,3,4271,13440,37915.99098510742,0.8679561614990234,410,-0.10445582866668701,0.2,14467.8056640625,0.1275000019464642,0.0003,-3.8380148321390153,-0.0065893505509393435,0.0068185655
388.19307496,10.77,43,3,4380,13760,40766.121520996094,0.8683964014053345,420,-0.017707467079162598,0.2,21228.3515625,0.06687500141561031,0.0003,-3.831672157347202,-0.00016181064830789182,0.0033104236
412.20678745000004,11.34,44,3,4450,14080,46509.15236816406,0.86554354429245,430,-0.009044289588928223,0.2,22371.40625,0.09156250169035048,0.0003,-3.828273206949234,-0.0051433599773588416,0.00704158
413.03543576,11.21,45,3,4529,14400,38484.68388671875,0.8672170042991638,440,-0.04661691188812256,0.2,16052.365234375,0.1565625038696453,0.0003,-3.825551877915859,0.006088714810209695,0.0058748852
374.3352417000001,10.3,46,3,4646,14720,37015.891918945315,0.8657810091972351,450,0.007435917854309082,0.2,16005.4208984375,0.18250000320840626,0.0003,-3.824485197663307,-0.005207282016840509,0.01155963
358.35983360000006,9.79,47,3,4716,15040,34982.12463378906,0.8626974821090698,460,-0.039653897285461426,0.2,15428.58984375,0.11093750251457095,0.0003,-3.8185263112187386,-0.004529622480077933,0.010860626
365.59123003,9.96,48,3,4789,15360,42492.95439453125,0.8607585430145264,470,0.01777064800262451,0.2,25354.53515625,0.10750000206753611,0.0003,-3.8089935898780825,-0.008577450786356166,0.008428549
387.3941426199999,10.24,49,3,4901,15680,45146.52012939453,0.8619579076766968,480,-0.09012484550476074,0.2,17095.923828125,0.04437500087078661,0.0003,-3.80665849596262,-0.0038497194270803448,0.0031976772
371.73125689,9.79,50,3,5178,16000,41667.39765625,0.852017879486084,490,0.0010064244270324707,0.2,14553.8818359375,0.04281250084750354,0.0003,-3.7931518658995627,-0.003405632333806352,0.005684793
341.4217949000001,8.87,51,3,5250,16320,36609.992126464844,0.8414136171340942,500,-0.040161848068237305,0.2,22424.033203125,0.14687500258442016,0.0003,-3.7565848782658575,-0.005905033804060622,0.0124008255
353.47858311999994,9.08,52,3,5321,16640,40184.848205566406,0.8359734416007996,510,-0.0259859561920166,0.2,19743.58984375,0.12218750182073564,0.0003,-3.7279042094945907,0.00283901218751339,0.008016053
370.71272453,9.49,53,3,5448,16960,47203.830529785155,0.8362056612968445,520,-0.006563782691955566,0.2,28623.498046875,0.10875000220257788,0.0003,-3.717994733154774,-0.008206646775289528,0.0030605693
393.07156180000004,9.93,54,3,5517,17280,40908.65213623047,0.837462306022644,530,0.02809542417526245,0.2,24074.1796875,0.10750000181142241,0.0003,-3.720947602391243,0.001144770208600221,0.008234108
363.80703331000007,9.28,55,3,5604,17600,44966.50148925781,0.834813117980957,540,0.03598976135253906,0.2,24523.181640625,0.19875000310130417,0.0003,-3.7168156415224076,-0.016556374978472378,0.01387402
393.44780642999996,9.39,56,3,5674,17920,43250.00181884765,0.8289527297019958,550,0.047160983085632324,0.2,19438.369140625,0.08906250132713467,0.0003,-3.7048887103796004,-0.004962888741101778,0.022426102
412.09086253000004,9.69,57,3,5821,18240,184394.1115966797,0.827049195766449,560,-0.013658761978149414,0.2,156318.984375,0.1450000025331974,0.0003,-3.6885296151041986,-0.006097993938351465,0.00702003
457.31012698,10.7,58,3,5967,18560,52682.633288574216,0.8269171118736267,570,0.007720828056335449,0.2,27902.15234375,0.021250000270083547,0.0003,-3.6860566258430483,0.00010242051391742279,0.0034723561
405.17276256,10.09,59,3,6081,18880,46817.922631835936,0.8285562992095947,580,0.08194339275360107,0.2,21985.599609375,0.12031250256113708,0.0003,-3.68814135491848,-0.0015970534734833564,0.008831751
383.05569492999996,9.71,60,3,6147,19200,42497.61867675781,0.8290929794311523,590,-0.019405603408813477,0.2,25029.04296875,0.17250000238418578,0.0003,-3.6906627774238587,-0.0076192836405653,0.013861226
354.25049298,9.15,61,3,6219,19520,41235.09393310547,0.8281911611557007,600,0.01187986135482788,0.2,24721.318359375,0.25218750424683095,0.0003,-3.6891300305724144,0.015536324039749161,0.026463324
395.97029727999995,10.11,62,3,6301,19840,41996.24033203125,0.8216368556022644,610,-0.004313111305236816,0.2,19038.2734375,0.06812500131782144,0.0003,-3.6761304900050162,-0.002343036397161313,0.021196943
445.83088256999997,11.34,63,3,6365,20160,44667.25594482422,0.8208125829696655,620,0.0025829076766967773,0.2,25075.025390625,0.030000000516884028,0.0003,-3.6631863936781883,-0.0023294630873692767,0.006825054
463.13147146000006,11.87,64,3,6437,20480,43007.632080078125,0.8202910423278809,630,-0.00683283805847168,0.2,22688.3046875,0.029687500465661286,0.0003,-3.660342162847519,-0.001947043709978402,0.0047293557
475.60568328,12.44,65,3,6545,20800,43951.5328491211,0.8195800185203552,640,0.019357264041900635,0.2,17910.384765625,0.12218750247266144,0.0003,-3.6585308358073236,-0.00730478418789744,0.012857519
414.07955117,11.22,66,3,6616,21120,38570.34462890625,0.81777423620224,650,-0.004622817039489746,0.2,17721.89453125,0.15625000295694919,0.0003,-3.6526044994592666,0.0016317375527748368,0.013305258
405.2098288700001,10.85,67,3,6685,21440,35159.44486694336,0.814842700958252,660,-0.015574932098388672,0.2,19888.921875,0.04843750069849193,0.0003,-3.644582140445709,-0.0016859062275358383,0.0047251135
378.85216112,10.14,68,3,6756,21760,39005.42532348633,0.8126691579818726,670,0.034013211727142334,0.2,26219.068359375,0.19375000305008144,0.0003,-3.6329546555876733,-0.008061102764509087,0.014120998
366.02693232999997,9.85,69,3,6874,22080,44796.73581542969,0.810154139995575,680,-0.02062094211578369,0.2,17752.158203125,0.11125000219326467,0.0003,-3.62447254806757,-0.005699194448129674,0.0057216967
400.22525926999987,10.57,70,3,6944,22400,39094.66840820313,0.8083890676498413,690,-0.08501052856445312,0.2,14467.7939453125,0.08687500183004886,0.0003,-3.616984760761261,-0.005786647518779375,0.005699517
399.4977965,10.54,71,3,7013,22720,39698.5514831543,0.8065503835678101,700,0.07908684015274048,0.2,20395.958984375,0.09000000164378434,0.0003,-3.6100389629602434,-0.0005881875323041185,0.00774566
390.98325329999994,10.24,72,3,7083,23040,51175.637915039064,0.8063837289810181,710,-0.0535128116607666,0.2,25761.1875,0.13343750189524145,0.0003,-3.604427267611027,0.0012267946261601992,0.019680724
379.08539322,9.98,73,3,7151,23360,38550.04584960938,0.8030896186828613,720,-0.020319342613220215,0.2,24254.994140625,0.1309375028591603,0.0003,-3.5992286548018457,-0.007486140039475231,0.016109098
331.56506876,9.24,74,3,7263,23680,32425.608483886717,0.7997250556945801,730,0.03759431838989258,0.2,20805.2265625,0.18093750278931112,0.0003,-3.5866980880498884,-0.008516159711120963,0.017628372
343.11722005999997,9.65,75,3,7329,24000,33226.805419921875,0.8001534938812256,740,-0.034149765968322754,0.2,18679.486328125,0.08312500154133887,0.0003,-3.5798608675599097,7.816496779469161e-05,0.0051588854
376.53422786000004,10.4,76,3,7393,24320,35237.52552490235,0.7981383800506592,750,-0.014896035194396973,0.2,17113.859375,0.18031250359490514,0.0003,-3.576823019981384,-0.011877288251271167,0.01620195
397.45629248999995,10.92,77,3,7541,24640,44078.077905273436,0.7964908480644226,760,-0.06546425819396973,0.2,24622.177734375,0.06781250145286322,0.0003,-3.569590224325657,-0.005044506664671644,0.005375127
382.68669301,10.48,78,3,7614,24960,44064.73790283203,0.7922460436820984,770,0.007065892219543457,0.2,26682.1484375,0.02875000056810677,0.0003,-3.559344547986984,-0.0006701762717398196,0.0037738765
343.46947127999994,9.7,79,3,7685,25280,40318.4619934082,0.7907199263572693,780,-0.05985581874847412,0.2,16600.181640625,0.1468750022817403,0.0003,-3.545597220957279,-0.004352354192238295,0.008122394
330.67993861,9.34,80,3,7784,25600,28304.08088989258,0.7932820320129395,790,0.06962865591049194,0.2,21199.8515625,0.13156250221654772,0.0003,-3.546794608235359,0.0016780991820098735,0.0044445912
339.3123287099999,9.55,81,3,7995,25920,37327.417028808595,0.787566602230072,800,-0.05332005023956299,0.2,25990.4296875,0.07937500153202563,0.0003,-3.5413919761776924,-0.0011733563478401265,0.007046002
336.30798987000003,9.47,82,3,8065,26240,37201.62806396485,0.7846609950065613,810,-0.001139521598815918,0.2,20052.169921875,0.10812500212341547,0.0003,-3.5250249579548836,-0.011396282741043252,0.006429521
377.34242866000005,10.43,83,3,8129,26560,33987.95766601562,0.7860347628593445,820,0.024510562419891357,0.2,20609.5859375,0.1678125024307519,0.0003,-3.522118477523327,-0.007776195279234344,0.010076257
388.19010127999985,10.8,84,3,8217,26880,40771.75477294922,0.7865489721298218,830,-0.025728940963745117,0.2,20125.7578125,0.05781250111758709,0.0003,-3.5276754662394523,5.210568178881658e-05,0.0014763323
384.69141617,10.58,85,3,8318,27200,34295.81442871094,0.7866230010986328,840,0.04753595590591431,0.2,20675.52734375,0.16156250180210918,0.0003,-3.5273817434906958,-0.007512963698025033,0.010786554
379.3118226099999,10.59,86,3,8386,27520,36572.60872802734,0.7854700088500977,850,-0.009740352630615234,0.2,15480.107421875,0.13750000239815563,0.0003,-3.52454484552145,-0.006085781677302293,0.011647919
355.77402279999995,10.23,87,3,8452,27840,34777.91629638672,0.7874552011489868,860,0.012163102626800537,0.2,18698.296875,0.11875000197906047,0.0003,-3.5245309323072433,-0.0006940529386156413,0.019865694
331.6922265999999,9.87,88,3,8818,28160,32768.57240600586,0.7871131896972656,870,0.009478092193603516,0.2,17402.658203125,0.11500000222586096,0.0003,-3.528397910296917,-0.011898640980791696,0.009683758
351.22984734,10.33,89,3,8883,28480,37558.978454589844,0.7813445925712585,880,-0.04639303684234619,0.2,14534.5205078125,0.08062500150408596,0.0003,-3.519040513038635,0.00187226356008523,0.008219551
338.54293718,10.14,90,3,8956,28800,33972.36967773437,0.7765264511108398,890,-0.0423814058303833,0.2,17676.30859375,0.08437500162981451,0.0003,-3.496111571788788,-0.005390598301218574,0.0073287813
367.57030842999995,10.78,91,3,9035,29120,30344.69973144531,0.7763452529907227,900,-0.04866921901702881,0.2,11506.0927734375,0.1771875031525269,0.0003,-3.4877776101231577,0.0007766685704723386,0.007713387
380.32240497,11.27,92,3,9155,29440,36724.8151550293,0.775104284286499,910,-0.05260586738586426,0.2,19054.259765625,0.19187500309199096,0.0003,-3.485207234323025,-0.00985779303007348,0.011993937
389.39337806000003,11.5,93,3,9215,29760,30535.0185546875,0.7773324251174927,920,-0.07632160186767578,0.2,13281.5888671875,0.09125000170897693,0.0003,-3.4868688374757766,-0.004193086902364485,0.004372515
377.60945031000006,11.28,94,3,9375,30080,30682.17431640625,0.7760875225067139,930,0.027871251106262207,0.2,18579.796875,0.11781250215135515,0.0003,-3.4916955858469008,-0.008683123882110521,0.007796509
405.58786551,12.07,95,3,9441,30400,35721.239166259766,0.7727770805358887,940,-0.0453493595123291,0.2,17875.9140625,0.08562500139232725,0.0003,-3.4838610008358954,-5.1803293899865824e-06,0.010268515
414.43690476999996,12.16,96,3,9602,30720,32433.63151855469,0.7727479338645935,950,-0.0082014799118042,0.2,10010.9794921875,0.19937500339001418,0.0003,-3.477602541446686,0.007694232586581506,0.010656587
394.1977519500001,11.97,97,3,9674,31040,38738.39776611328,0.7683188319206238,960,-0.0738760232925415,0.2,27301.234375,0.13562500185798854,0.0003,-3.46508646607399,0.0009893807669413945,0.022822922
377.0539647100002,11.79,98,3,9741,31360,26232.268591308595,0.765693187713623,970,0.03985863924026489,0.2,12798.8818359375,0.12781250246334822,0.0003,-3.4520445868372915,0.004088449925052373,0.0038553139
364.04318989000006,11.84,99,3,9878,31680,21754.748474121094,0.762873649597168,980,0.16023576259613037,0.2,12761.1748046875,0.3806250073481351,0.0003,-3.4428214147686957,0.017299824596182133,0.027338572
314.70503026,10.62,100,3,10024,32000,21247.274829101563,0.7594017386436462,990,0.03389334678649902,0.2,8367.73046875,0.10468750153668224,0.0003,-3.4283609434962274,0.0011321397135930055,0.014602528
