eval/mean_reward,time/total_timesteps,eval/mean_ep_length,rollout/ep_len_mean,time/fps,time/iterations,time/time_elapsed,rollout/ep_rew_mean,train/std,train/approx_kl,train/clip_range,train/n_updates,train/learning_rate,train/value_loss,train/policy_gradient_loss,train/clip_fraction,train/loss,train/explained_variance,train/entropy_loss
,1480,,1.82,0,37,1897,24.965056490000002,,,,,,,,,,,
239.33889877796173,1520,4.0,,,,,,0.9371973872184753,0.011936983,0.2,370,0.0003,9475.466736984254,-0.019283929293851542,0.08000000137835742,13550.48828125,-0.014541029930114746,-4.0592142879962925
,1520,,1.82,0,38,1979,27.09431436,,,,,,,,,,,
28.262527465820312,1560,2.0,,,,,,0.9354193210601807,0.012051731,0.2,380,0.0003,4608.613998031617,-0.008477037546526844,0.09750000182539224,543.0625610351562,0.0064865946769714355,-4.05462879538536
,1560,,2.05,0,39,2006,31.72491384,,,,,,,,,,,
112.42819952964783,1600,4.0,,,,,,0.9342000484466553,0.009428741,0.2,390,0.0003,12030.155071258545,0.0014996469760080843,0.0700000012293458,2895.42724609375,-0.02229166030883789,-4.049954909086227
,1600,,2.21,0,40,2082,38.15040891,,,,,,,,,,,
457.8779754638672,1640,5.0,,,,,,0.9336804747581482,0.017045256,0.2,400,0.0003,3881.2037216186523,-0.025560565368205057,0.17250000312924385,1957.1033935546875,-0.013563394546508789,-4.047053831815719
,1640,,2.26,0,41,2110,44.51912477,,,,,,,,,,,
-5.0,1680,1.0,,,,,,0.9328263998031616,0.0034883888,0.2,410,0.0003,13931.440463256837,-0.0044071387845178835,0.005000000074505806,1036.9012451171875,-0.011020302772521973,-4.0440717995166775
,1680,,2.19,0,42,2171,47.62143177,,,,,,,,,,,
121.79627346992493,1720,4.0,,,,,,0.9325908422470093,0.012999209,0.2,420,0.0003,10768.273712921142,-0.023746800553217363,0.13250000234693288,668.3611450195312,0.0076122283935546875,-4.0424939930439
,1720,,2.18,0,43,2208,46.91856947,,,,,,,,,,,
-5.0,1760,1.0,,,,,,0.9320659041404724,0.002894874,0.2,430,0.0003,5779.0736633300785,-0.0045384610444853205,0.005000000074505806,1629.78857421875,-0.016952991485595703,-4.041641569137573
,1760,,2.17,0,44,2236,48.48953306000001,,,,,,,,,,,
-5.0,1800,1.0,,,,,,0.9322688579559326,0.006486449,0.2,440,0.0003,10082.86861038208,-0.008343254815076761,0.02500000037252903,9078.046875,-0.00985097885131836,-4.040622764825821
,1800,,2.05,0,45,2266,47.79107051,,,,,,,,,,,
-5.0,1840,1.0,,,,,,0.9313238859176636,0.011794761,0.2,450,0.0003,5087.776612854004,-0.01159847127764806,0.05000000074505806,857.7174682617188,-0.02205657958984375,-4.039699709415435
,1840,,1.93,0,46,2336,40.30815129999999,,,,,,,,,,,
285.2381172180176,1880,5.0,,,,,,0.9316256046295166,0.009963088,0.2,460,0.0003,15463.721281433105,-0.004670709667279871,0.06500000134110451,18873.595703125,0.013225376605987549,-4.037926286458969
,1880,,2.05,0,47,2416,46.91449543999999,,,,,,,,,,,
-5.0,1920,1.0,,,,,,0.9309543371200562,0.012773215,0.2,470,0.0003,9842.033434295654,-0.005731344465111765,0.10750000197440386,10918.4482421875,-0.019822001457214355,-4.037692040205002
,1920,,2.06,0,48,2567,51.69001249,,,,,,,,,,,
130.0220127105713,1960,5.0,,,,,,0.9306433200836182,0.017380174,0.2,480,0.0003,8035.244277954102,-0.018774442964495396,0.13500000219792127,2021.6263427734375,-0.02246689796447754,-4.035865873098373
,1960,,2.03,0,49,2597,47.6846235,,,,,,,,,,,
123.29989194869995,2000,4.0,,,,,,0.9308522939682007,0.027365979,0.2,490,0.0003,5408.08201751709,-0.0238989681363455,0.2750000059604645,1724.307861328125,0.007932126522064209,-4.035894358158112
,2000,,2.17,0,50,2637,58.154904689999995,,,,,,,,,,,
262.10666275024414,2040,5.0,,,,,,0.9313950538635254,0.008459216,0.2,500,0.0003,10711.57232208252,-0.004369778997715912,0.032500000484287736,4870.001953125,-0.019731760025024414,-4.036521542072296
,2040,,2.27,0,51,2665,58.91161183,,,,,,,,,,,
102.87892150878906,2080,2.0,,,,,,0.9316970705986023,0.013151038,0.2,510,0.0003,4511.629818725586,-0.018904672058670257,0.05500000081956387,1734.8411865234375,-0.0804145336151123,-4.037803810834885
,2080,,2.15,0,52,2690,54.803434440000004,,,,,,,,,,,
-5.0,2120,1.0,,,,,,0.9318358898162842,0.022185829,0.2,520,0.0003,8658.840881347656,-0.02218175223591956,0.16000000312924384,1148.7418212890625,-0.036960601806640625,-4.038565784692764
,2120,,2.18,0,53,2717,52.91409996,,,,,,,,,,,
-5.0,2160,1.0,,,,,,0.9300411939620972,0.01893289,0.2,530,0.0003,7580.311083984375,-0.018236454832585867,0.12250000238418579,1062.88427734375,-0.0358121395111084,-4.036001521348953
,2160,,2.21,0,54,2740,49.81944485,,,,,,,,,,,
-5.0,2200,1.0,,,,,,0.9313382506370544,0.01759847,0.2,540,0.0003,5933.201679229736,-0.01669712189264828,0.17000000402331353,1757.8106689453125,-0.02345752716064453,-4.034171742200852
,2200,,2.21,0,55,2764,85.66775360999998,,,,,,,,,,,
263.66575622558594,2240,5.0,,,,,,0.9313849806785583,0.0088736415,0.2,550,0.0003,1136248.060974121,-0.0029337639019695327,0.03500000052154064,1052636.875,-0.004073977470397949,-4.036776918172836
,2240,,2.15,0,56,2806,85.93202333,,,,,,,,,,,
12.103250503540039,2280,2.0,,,,,,0.9313926100730896,0.0028006136,0.2,560,0.0003,12201.205700683593,-0.007735855921218904,0.012500000186264515,4149.04345703125,0.003622591495513916,-4.03684012889862
,2280,,2.17,0,57,2849,87.61305149,,,,,,,,,,,
543.9838104248047,2320,5.0,,,,,,0.9309241771697998,0.0069559636,0.2,570,0.0003,8999.918688964844,-0.01326950241971645,0.037500000558793545,4833.80908203125,-0.013015270233154297,-4.0358799517154695
,2320,,2.36,0,58,2873,106.97432457999999,,,,,,,,,,,
181.54971182346344,2360,5.0,,,,,,0.9305915832519531,0.008335888,0.2,580,0.0003,31082.67647705078,-0.012324203753523767,0.042500000633299354,20276.921875,-0.011351704597473145,-4.034447056055069
,2360,,2.28,0,59,2929,103.87269373999999,,,,,,,,,,,
39.835092067718506,2400,3.0,,,,,,0.9296283721923828,0.023587879,0.2,590,0.0003,5829.979107666016,-0.023002808075143565,0.182500003837049,1742.97900390625,0.009103536605834961,-4.032053786516189
,2400,,2.31,0,60,2951,108.92563349999999,,,,,,,,,,,
179.58363723754883,2440,5.0,,,,,,0.9285778999328613,0.01537014,0.2,600,0.0003,8954.524101257324,-0.01411048205105544,0.09500000178813935,9578.7041015625,-0.005316734313964844,-4.029041659832001
,2440,,2.28,0,61,2978,70.98010072000001,,,,,,,,,,,
-5.0,2480,1.0,,,,,,0.9275730848312378,0.022977408,0.2,610,0.0003,6823.867388916015,-0.038394059147462946,0.2725000068545341,3275.885009765625,-0.012178421020507812,-4.025326991081238
,2480,,2.31,0,62,3002,77.80112604,,,,,,,,,,,
237.50587272644043,2520,5.0,,,,,,0.9266130328178406,0.018923646,0.2,620,0.0003,12673.703900146484,-0.026996479819572417,0.1400000026449561,2362.178466796875,-0.027492284774780273,-4.0219098925590515
,2520,,2.49,0,63,3022,82.21497828,,,,,,,,,,,
192.73054122924805,2560,4.0,,,,,,0.9258834719657898,0.030434396,0.2,630,0.0003,6830.905673980713,-0.022513085964419588,0.30500000696629287,1373.5723876953125,0.027412116527557373,-4.018810725212097
,2560,,2.64,0,64,3072,97.29457624000001,,,,,,,,,,,
231.1527328491211,2600,5.0,,,,,,0.924934983253479,0.01536952,0.2,640,0.0003,11963.19197692871,-0.021432408044674923,0.22250000443309545,3773.768798828125,-0.00698697566986084,-4.0162165522575375
,2600,,2.54,0,65,3100,85.61456370999998,,,,,,,,,,,
16.479940176010132,2640,3.0,,,,,,0.9243285655975342,0.016258452,0.2,650,0.0003,16905.197512817384,-0.023763864908287368,0.11000000219792128,3454.58740234375,-0.0001919269561767578,-4.01371945142746
,2640,,2.45,0,66,3127,80.54668807,,,,,,,,,,,
157.43468856811523,2680,4.0,,,,,,0.9251849055290222,0.010448521,0.2,660,0.0003,11517.698809814454,-0.010728465696920476,0.08500000126659871,2679.1435546875,-0.016446828842163086,-4.014048260450363
,2680,,2.52,0,67,3148,85.81118085000001,,,,,,,,,,,
-5.0,2720,1.0,,,,,,0.9251448512077332,0.01407692,0.2,670,0.0003,9025.23740234375,-0.01867292567869299,0.11000000163912774,7146.06884765625,0.0031197071075439453,-4.015856480598449
,2720,,2.45,0,68,3204,76.47105287000001,,,,,,,,,,,
-5.0,2760,1.0,,,,,,0.9240939021110535,0.01435552,0.2,680,0.0003,7365.616299438477,-0.01785300336750879,0.11000000201165676,2094.3349609375,0.04933786392211914,-4.01370250582695
,2760,,2.16,0,69,3248,60.53650122,,,,,,,,,,,
123.057373046875,2800,3.0,,,,,,0.9233800768852234,0.015327478,0.2,690,0.0003,5655.061796569824,-0.01639978032793806,0.18750000409781933,3580.548828125,-0.02149677276611328,-4.010414552688599
,2800,,2.22,0,70,3271,62.76056603999999,,,,,,,,,,,
343.7007865905762,2840,5.0,,,,,,0.9207015037536621,0.006493823,0.2,700,0.0003,7810.057060241699,-0.013756346084837789,0.047500000707805155,2237.6591796875,-0.04767310619354248,-4.005885910987854
,2840,,2.27,0,71,3296,65.05038479000001,,,,,,,,,,,
12.552701950073242,2880,5.0,,,,,,0.9193024039268494,0.026685944,0.2,710,0.0003,12030.52984161377,-0.02189387729828014,0.22750000488013028,5118.205078125,-0.008614182472229004,-3.997866302728653
,2880,,2.33,0,72,3319,68.23721927000001,,,,,,,,,,,
43.861388206481934,2920,3.0,,,,,,0.9203734397888184,0.030153304,0.2,720,0.0003,5240.2337867736815,-0.04465836305811536,0.38000000808387996,2128.550048828125,-0.009424924850463867,-3.996995121240616
,2920,,2.28,0,73,3343,59.59584339999999,,,,,,,,,,,
32.129005432128906,2960,2.0,,,,,,0.9172142744064331,0.010235317,0.2,730,0.0003,6010.97174987793,-0.004126302060376475,0.08500000145286321,1895.0340576171875,0.003332793712615967,-3.9951919704675674
,2960,,2.36,0,74,3375,64.70885689,,,,,,,,,,,
39.73331546783447,3000,3.0,,,,,,0.9163584113121033,0.0118260905,0.2,740,0.0003,7286.221600341797,-0.019252812773993357,0.2725000062957406,1715.3504638671875,0.02548152208328247,-3.9866065233945847
,3000,,2.51,0,75,3398,77.65549947,,,,,,,,,,,
30.660369873046875,3040,3.0,,,,,,0.9152151346206665,0.023882648,0.2,750,0.0003,12748.33564453125,-0.02601677240554636,0.2150000050663948,9037.7421875,-0.0012531280517578125,-3.98360233604908
,3040,,2.58,0,76,3426,84.30380027999999,,,,,,,,,,,
271.8830614089966,3080,5.0,,,,,,0.9150121212005615,0.008668315,0.2,760,0.0003,12087.786108398437,-0.004222182192561386,0.1450000025331974,3674.7685546875,-0.04566919803619385,-3.98116739988327
,3080,,2.61,0,77,3463,95.25294202,,,,,,,,,,,
156.45886325836182,3120,4.0,,,,,,0.9157793521881104,0.013186455,0.2,770,0.0003,26137.321884155273,-0.009658244795982684,0.11750000193715096,10653.4833984375,-0.04087555408477783,-3.9823805183172225
,3120,,2.58,0,78,3487,92.25651712999999,,,,,,,,,,,
-5.0,3160,1.0,,,,,,0.9172812700271606,0.030815274,0.2,780,0.0003,11915.7763671875,-0.04336181381186179,0.2800000060349703,4349.22900390625,-0.031357645988464355,-3.986179921030998
,3160,,2.55,0,79,3505,96.41985792,,,,,,,,,,,
-9.927167892456055,3200,5.0,,,,,,0.9175829887390137,0.0013938412,0.2,790,0.0003,11645.943207550048,-5.695716922673455e-05,0.0,8891.7080078125,-0.01020193099975586,-3.9893296718597413
,3200,,2.55,0,80,3532,99.93616204999998,,,,,,,,,,,
345.0899200439453,3240,5.0,,,,,,0.9167120456695557,0.03479275,0.2,800,0.0003,8000.601272583008,-0.04392570064199388,0.31250000819563867,1856.88134765625,-0.007672667503356934,-3.9878501534461974
,3240,,2.43,0,81,3558,94.20325924999999,,,,,,,,,,,
40.357115030288696,3280,4.0,,,,,,0.9160892963409424,0.0002841264,0.2,810,0.0003,17012.408154296874,6.370018265442479e-05,0.0,4686.38427734375,-0.0035806894302368164,-3.9852508068084718
,3280,,2.49,0,82,3582,91.65536197,,,,,,,,,,,
350.5643844604492,3320,5.0,,,,,,0.9133390784263611,0.002215892,0.2,820,0.0003,7355.021794128418,0.0031892817985498924,0.005000000074505806,3119.291748046875,-0.00832986831665039,-3.9801313817501067
,3320,,2.47,0,83,3605,84.83039558,,,,,,,,,,,
566.5687522888184,3360,5.0,,,,,,0.9121774435043335,0.03458961,0.2,830,0.0003,10885.169331359863,-0.021294802898773925,0.2600000061094761,7952.693359375,-0.0010200738906860352,-3.9734532594680787
,3360,,2.54,0,84,3634,97.39817008999998,,,,,,,,,,,
382.9566955566406,3400,5.0,,,,,,0.9116749167442322,0.007593048,0.2,840,0.0003,39559.92034606934,-0.013196716545535314,0.030000000447034835,16986.73828125,-0.0021605491638183594,-3.970300501585007
,3400,,2.55,0,85,3659,105.36857974000003,,,,,,,,,,,
322.21295166015625,3440,5.0,,,,,,0.9103744029998779,0.013349269,0.2,850,0.0003,24217.912591552733,-0.020259543462307184,0.11000000201165676,12622.67578125,-0.03224003314971924,-3.9676134258508684
,3440,,2.67,0,86,3728,113.71379763,,,,,,,,,,,
256.0546112060547,3480,3.0,,,,,,0.9077843427658081,0.0033640834,0.2,860,0.0003,8054.073233032226,-0.010818423224482121,0.01750000026077032,3677.85546875,0.07409757375717163,-3.9609367579221724
,3480,,2.73,0,87,3751,118.20722809,,,,,,,,,,,
-5.0,3520,1.0,,,,,,0.9071863889694214,0.013213625,0.2,870,0.0003,14008.977067565918,-0.014763000858292807,0.09500000197440386,4606.853515625,0.011764764785766602,-3.955078887939453
,3520,,2.71,0,88,3778,117.65326307,,,,,,,,,,,
53.50806640088558,3560,4.0,,,,,,0.9048646688461304,0.020656414,0.2,880,0.0003,10879.410513305664,-0.03103908924298594,0.17500000298023224,3521.3447265625,0.027155578136444092,-3.9511677116155624
,3560,,2.84,0,89,3804,123.13650573,,,,,,,,,,,
245.26166534423828,3600,5.0,,,,,,0.9048718810081482,0.029412132,0.2,890,0.0003,9778.105892944335,-0.04432312201024615,0.3600000085309148,2788.2724609375,-0.011708855628967285,-3.9458402365446092
,3600,,2.87,0,90,3897,124.25467843000003,,,,,,,,,,,
39.06061553955078,3640,3.0,,,,,,0.9053312540054321,0.016691964,0.2,900,0.0003,8363.818719482422,-0.031608335010713515,0.15500000342726708,2317.66552734375,0.006543517112731934,-3.9469726592302323
,3640,,2.83,0,91,4169,112.00613209,,,,,,,,,,,
445.9047317504883,3680,5.0,,,,,,0.9029250144958496,0.025729958,0.2,910,0.0003,9268.720748901367,-0.018104593438110893,0.2650000054389238,1640.03515625,-0.02140641212463379,-3.943053549528122
,3680,,2.75,0,92,4194,98.91543657000003,,,,,,,,,,,
178.56427764892578,3720,5.0,,,,,,0.9012396335601807,0.003053716,0.2,920,0.0003,8134.232597351074,-0.0022055697952055196,0.06250000130385161,6348.853515625,-0.0685495138168335,-3.935977503657341
,3720,,2.82,0,93,4211,107.39108615,,,,,,,,,,,
73.35869598388672,3760,4.0,,,,,,0.900804877281189,0.038834915,0.2,930,0.0003,21263.36259613037,-0.028885375667523406,0.18000000435858965,2581.252197265625,0.04520446062088013,-3.9326929330825804
,3760,,2.75,0,94,4235,106.55045207,,,,,,,,,,,
-5.0,3800,1.0,,,,,,0.9013791084289551,0.013690514,0.2,940,0.0003,26131.263986206053,-0.008653188957759994,0.170000003837049,18195.15625,-0.009218335151672363,-3.9332098394632338
,3800,,2.8,0,95,4304,115.07929625000001,,,,,,,,,,,
122.77986121177673,3840,5.0,,,,,,0.9010370969772339,0.021429526,0.2,950,0.0003,31079.678338623045,-0.016061473954255234,0.24250000547617673,11378.2841796875,-0.0007569789886474609,-3.933062481880188
,3840,,2.86,0,96,4327,122.24265067000002,,,,,,,,,,,
236.850248336792,3880,4.0,,,,,,0.9025297164916992,0.0063145356,0.2,960,0.0003,13584.421627807616,-0.006230784107901855,0.13000000268220901,5852.42578125,-0.07104372978210449,-3.934829920530319
,3880,,2.83,0,97,4352,119.00645479,,,,,,,,,,,
338.37675857543945,3920,5.0,,,,,,0.9021738767623901,0.012713535,0.2,970,0.0003,7906.541873168945,-0.01817913488681371,0.24750000536441802,2411.898681640625,0.09154635667800903,-3.9359950542449953
,3920,,2.84,0,98,4374,120.84969027999999,,,,,,,,,,,
232.0358371734619,3960,5.0,,,,,,0.9039263725280762,0.012160886,0.2,980,0.0003,14680.743258666993,-0.008459347889502178,0.1375000024214387,10558.2333984375,0.003987312316894531,-3.938041216135025
,3960,,2.92,0,99,4399,127.00212263999998,,,,,,,,,,,
237.34867668151855,4000,5.0,,,,,,0.9048125147819519,0.0072063003,0.2,990,0.0003,7807.508692932129,-0.010395062784155019,0.17250000331550835,5289.51220703125,0.019481539726257324,-3.943155959248543
,4000,,2.91,0,100,4454,125.36302641999998,,,,,,,,,,,
108.73542785644531,4040,3.0,,,,,,0.9056507349014282,0.014937311,0.2,1000,0.0003,19547.293521118165,-0.02490683588839602,0.2200000049546361,10335.46484375,-0.032462239265441895,-3.945352679491043
,4040,,2.95,0,101,4476,127.13314951999999,,,,,,,,,,,
305.34261322021484,4080,5.0,,,,,,0.9040027856826782,0.04503065,0.2,1010,0.0003,8536.056238555908,-0.038904433780826364,0.30750000607222316,7547.49365234375,0.09017962217330933,-3.944377514719963
,4080,,3.12,0,102,4496,138.29885004000002,,,,,,,,,,,
47.979530334472656,4120,2.0,,,,,,0.9022709727287292,0.01181535,0.2,1020,0.0003,27671.707293701173,-0.0041938086575464715,0.19750000387430192,62952.02734375,0.05937850475311279,-3.938328114151955
,4120,,3.09,0,103,4519,131.39479935,,,,,,,,,,,
50.29975509643555,4160,2.0,,,,,,0.9001767039299011,0.044461455,0.2,1030,0.0003,9549.608120727538,-0.00908079352305322,0.24750000555068255,7583.89892578125,0.007395923137664795,-3.9329535871744157
,4160,,3.1,0,104,4541,136.80951931,,,,,,,,,,,
314.38156509399414,4200,5.0,,,,,,0.8994209170341492,0.035775796,0.2,1040,0.0003,23051.58950881958,-0.004016571446190919,0.312500006519258,17284.935546875,-0.0005068778991699219,-3.9257554531097414
,4200,,3.09,0,105,4565,137.63853339000002,,,,,,,,,,,
64.804443359375,4240,2.0,,,,,,0.8981844186782837,0.010283129,0.2,1050,0.0003,9154.726894378662,-0.017963819780270573,0.20500000454485418,2371.43505859375,0.014083385467529297,-3.9232944935560226
,4240,,3.16,0,106,4586,143.65011654,,,,,,,,,,,
43.36128616333008,4280,5.0,,,,,,0.8964276313781738,0.01272306,0.2,1060,0.0003,20044.53417663574,-0.022553439462717505,0.10750000178813934,14110.0224609375,-0.02026522159576416,-3.9179015040397642
,4280,,3.24,0,107,4615,145.34555886,,,,,,,,,,,
204.22955322265625,4320,5.0,,,,,,0.8967165946960449,0.018984584,0.2,1070,0.0003,10256.354229736327,-0.026338386350325926,0.24250000547617673,7549.033203125,-0.08861279487609863,-3.9151846140623094
,4320,,3.26,0,108,4641,155.05846126,,,,,,,,,,,
456.1461944580078,4360,5.0,,,,,,0.8965696096420288,0.010209207,0.2,1080,0.0003,24093.762843322755,-0.003913183884560567,0.16750000324100256,25137.93359375,0.04804736375808716,-3.9154908299446105
,4360,,3.27,0,109,4665,158.65846501000001,,,,,,,,,,,
-5.0,4400,1.0,,,,,,0.894987940788269,0.024307095,0.2,1090,0.0003,14980.500772094727,-0.021288824264993345,0.2900000065565109,4021.525390625,0.04318511486053467,-3.9127035945653916
,4400,,3.19,0,110,4686,151.62181422,,,,,,,,,,,
453.47667694091797,4440,5.0,,,,,,0.8948149681091309,0.008256301,0.2,1100,0.0003,17740.112818908692,0.003441276108515012,0.09250000212341547,18069.486328125,0.03137403726577759,-3.90861094892025
,4440,,3.3,0,111,4706,158.26457828000002,,,,,,,,,,,
25.036921501159668,4480,5.0,,,,,,0.8935508728027344,0.024843987,0.2,1110,0.0003,11690.02679901123,-0.0384632628646159,0.3825000084936619,4728.37255859375,0.11900901794433594,-3.9050561398267747
,4480,,3.37,0,112,4729,166.42705647000003,,,,,,,,,,,
51.83987045288086,4520,2.0,,,,,,0.8924495577812195,0.009963447,0.2,1120,0.0003,14550.644566345214,-0.005831888480461201,0.19000000394880773,5804.744140625,0.004015505313873291,-3.9009011566638945
,4520,,3.43,0,113,4749,177.52029531,,,,,,,,,,,
265.10861587524414,4560,5.0,,,,,,0.894110381603241,0.02006406,0.2,1130,0.0003,14998.749655151367,-0.025518316975355892,0.2950000068172812,10554.708984375,0.02642267942428589,-3.900916799902916
,4560,,3.45,0,114,4811,172.25969283999999,,,,,,,,,,,
363.89540100097656,4600,5.0,,,,,,0.8890911340713501,0.06619426,0.2,1140,0.0003,9554.99397277832,-0.011531912880709571,0.20250000488013029,3838.68505859375,0.04735356569290161,-3.894516921043396
,4600,,3.56,0,115,4868,174.96121607000003,,,,,,,,,,,
203.02227783203125,4640,3.0,,,,,,0.8885402083396912,0.03030786,0.2,1150,0.0003,8078.177514648438,-0.03539913608903589,0.29250000659376385,1750.7550048828125,0.10116463899612427,-3.8835809141397477
,4640,,3.46,0,116,4891,175.12990387,,,,,,,,,,,
-5.0,4680,1.0,,,,,,0.890666663646698,0.018736953,0.2,1160,0.0003,12067.850994873046,-0.004937997723463922,0.2825000062584877,6161.8095703125,-0.022320985794067383,-3.8849168539047243
,4680,,3.35,0,117,4912,160.92819289,,,,,,,,,,,
321.7670249938965,4720,5.0,,,,,,0.8893832564353943,0.032583673,0.2,1170,0.0003,10735.176663970948,-0.01624572898828771,0.31000000741332767,4900.60107421875,0.054779112339019775,-3.887245237827301
,4720,,3.34,0,118,4932,157.06938498000002,,,,,,,,,,,
285.80602264404297,4760,5.0,,,,,,0.8875253200531006,0.025514672,0.2,1180,0.0003,8702.63376159668,0.006104101112723581,0.21250000465661287,2554.0029296875,0.048253417015075684,-3.8792617350816725
,4760,,3.28,0,119,4990,148.52672519,,,,,,,,,,,
215.16089630126953,4800,4.0,,,,,,0.8904858827590942,0.06166181,0.2,1190,0.0003,10098.155067443848,-0.008200921209354417,0.35250000804662707,7383.609375,0.024397730827331543,-3.8793434500694275
,4800,,3.32,0,120,5053,138.46293506,,,,,,,,,,,
18.006307125091553,4840,3.0,,,,,,0.8896163702011108,0.0064553274,0.2,1200,0.0003,6145.267488861084,-0.007971401050908756,0.0875000013038516,1231.0599365234375,0.034652769565582275,-3.88222730755806
,4840,,3.3,0,121,5101,137.25088005,,,,,,,,,,,
79.34438467025757,4880,5.0,,,,,,0.8900947570800781,0.072310686,0.2,1210,0.0003,11809.729444885254,-0.032708725837092056,0.4350000102072954,6791.71240234375,-0.012382984161376953,-3.8811822444200517
,4880,,3.27,0,122,5123,131.32931511000004,,,,,,,,,,,
177.06585502624512,4920,4.0,,,,,,0.8859562873840332,0.009796429,0.2,1220,0.0003,5815.294847869873,-0.012368532614200378,0.18500000294297933,1784.148681640625,0.04633420705795288,-3.8759937822818755
,4920,,3.27,0,123,5147,133.19613915,,,,,,,,,,,
146.80621433258057,4960,5.0,,,,,,0.883353590965271,0.021553962,0.2,1230,0.0003,8699.247158050537,-0.02418639611801381,0.31000000685453416,1556.284912109375,0.10733097791671753,-3.8630961298942568
,4960,,3.34,0,124,5169,128.77485252999998,,,,,,,,,,,
