time/total_timesteps,time/iterations,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,train/std,train/n_updates,train/clip_range,train/value_loss,train/entropy_loss,train/explained_variance,train/policy_gradient_loss,train/clip_fraction,train/loss,train/learning_rate,train/approx_kl,eval/mean_reward,eval/mean_ep_length
170,17,130,34.77488739506173,2.074074074074074,1,0.978039026260376,16,0.2,592.9668350219727,-4.1899144649505615,0.012086868286132812,-0.0006109804031440014,0.0,535.9078979492188,0.0003,1.0108948e-05,,
180,18,136,34.987128372093025,2.0930232558139537,1,0.9779725074768066,17,0.2,320.485164642334,-4.189832448959351,0.00559234619140625,0.0024921298027038574,0.0,34.522560119628906,0.0003,3.526211e-05,,
190,19,145,33.59553256043956,2.065934065934066,1,0.9779192209243774,18,0.2,1666.3477172851562,-4.189620733261108,-0.005401492118835449,-0.0019179881317539227,0.0,600.460205078125,0.0003,6.341338e-05,,
200,,,,,,0.9779075980186462,19,0.2,716.6100006103516,-4.189495801925659,-0.01365971565246582,0.0002035260287813756,0.0,494.68096923828125,0.0003,2.9784442e-05,-5.0,1.0
200,20,152,35.9016176,2.1052631578947367,1,,,,,,,,,,,,,
210,21,158,35.486130929292926,2.101010101010101,1,0.9778867959976196,20,0.2,8497.17822265625,-4.1894450187683105,-0.0029627084732055664,-0.0006537258508618748,0.0,4834.01806640625,0.0003,2.2411348e-06,,
220,22,164,35.3857355,2.13,1,0.977820873260498,21,0.2,726.053638458252,-4.189338445663452,-0.015050768852233887,-0.0012016415363191868,0.0,682.78662109375,0.0003,2.013445e-05,,
230,23,168,35.89116466,2.13,1,0.977756679058075,22,0.2,163.6707305908203,-4.1891913414001465,0.007984757423400879,-0.0007109761238099921,0.0,80.09098052978516,0.0003,0.00012719631,,
240,,,,,,0.9776298403739929,23,0.2,19633.421875,-4.188879013061523,-0.0004400014877319336,-0.0008533418178560126,0.0,10555.2138671875,0.0003,1.2719632e-05,10.156391143798828,3.0
240,24,179,34.46868167,2.09,1,,,,,,,,,,,,,
250,25,218,36.85251792,2.12,1,0.9775161147117615,24,0.2,211.5528335571289,-4.188502311706543,-0.001073598861694336,0.0014788032276555896,0.0,64.8226547241211,0.0003,1.3023615e-05,,
260,26,255,37.14351313,2.12,1,0.9773508906364441,25,0.2,5590.000823974609,-4.1881608963012695,-0.007625699043273926,-0.0016193509800359607,0.0,344.5903625488281,0.0003,1.6647578e-05,,
270,27,260,37.26765745000001,2.14,1,0.9771468043327332,26,0.2,5943.5460205078125,-4.1875622272491455,-0.006872653961181641,-0.0059975385665893555,0.0,1938.9866943359375,0.0003,7.064343e-05,,
280,,,,,,0.9769825339317322,27,0.2,1800.09716796875,-4.186961650848389,-0.005844473838806152,-0.0014397323364390147,0.0,1460.0538330078125,0.0003,4.64797e-05,19.2570858001709,2.0
280,28,270,35.0682473,2.14,1,,,,,,,,,,,,,
290,29,277,31.172948699999996,2.05,1,0.9768664836883545,28,0.2,900.9024887084961,-4.186479806900024,0.000862419605255127,-0.004629450943320901,0.0,65.9853286743164,0.0003,7.8088044e-05,,
300,30,283,30.78186037,2.04,1,0.9767370223999023,29,0.2,108.61134338378906,-4.1861207485198975,0.02004241943359375,0.006699150707571988,0.0,41.24372100830078,0.0003,0.00013420582,,
310,31,290,25.609034850000004,1.94,1,0.9766024351119995,30,0.2,345.4898872375488,-4.185694217681885,-0.006466269493103027,-0.0024683357216419566,0.0,299.2695617675781,0.0003,3.644228e-05,,
320,,,,,,0.976549506187439,31,0.2,424.2253189086914,-4.185346603393555,-0.003638744354248047,0.0012424409156661653,0.0,379.808349609375,0.0003,5.517006e-05,40.55166053771973,5.0
320,32,301,25.529874819999996,1.97,1,,,,,,,,,,,,,
330,33,308,23.87423527,1.98,1,0.9764911532402039,32,0.2,571.7966613769531,-4.1851770877838135,0.00016260147094726562,-0.0015414118533954024,0.0,429.9361877441406,0.0003,0.00010460615,,
340,34,313,26.93517746,2.02,1,0.976396918296814,33,0.2,141.55744552612305,-4.1849753856658936,-0.02082192897796631,-0.0012582123046769311,0.0,80.73457336425781,0.0003,5.312562e-05,,
350,35,319,23.79435388,1.92,1,0.9762921333312988,34,0.2,7347.106689453125,-4.18465781211853,-0.0018700361251831055,0.00018470884242560714,0.0,4664.6884765625,0.0003,6.396771e-05,,
