eval/mean_ep_length,eval/mean_reward,time/total_timesteps,time/iterations,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,time/fps,train/approx_kl,train/policy_gradient_loss,train/explained_variance,train/std,train/clip_fraction,train/clip_range,train/entropy_loss,train/value_loss,train/n_updates,train/learning_rate,train/loss
20.0,1173.058219909668,20200,,,,,,0.006993359,-0.003740836868419706,-0.019850730895996094,0.8400895595550537,0.10312500181607902,0.2,-3.7302541568875314,90169.16235351562,630,0.0003,50873.9921875
20.0,1564.9762840270996,20300,,,,,,,,,,,,,,,,
20.0,1379.3987121582031,20400,,,,,,,,,,,,,,,,
,,20480,64,646.25029377,12.47,56838,0,,,,,,,,,,,
20.0,912.089352607727,20500,,,,,,0.012782617,-0.005473994455746834,-0.014357566833496094,0.8381754755973816,0.20093750439118593,0.2,-3.7238724142313004,98700.06740722657,640,0.0003,46174.359375
20.0,1152.9185876846313,20600,,,,,,,,,,,,,,,,
12.0,646.522533416748,20700,,,,,,,,,,,,,,,,
20.0,1213.740894317627,20800,,,,,,,,,,,,,,,,
,,20800,65,692.68333538,13.16,57023,0,,,,,,,,,,,
15.0,526.193567276001,20900,,,,,,0.050645117,0.006081606869929601,-0.049863338470458984,0.8369941711425781,0.15093750229571015,0.2,-3.718800513446331,105690.38342285156,650,0.0003,53133.9609375
20.0,1405.682804107666,21000,,,,,,,,,,,,,,,,
20.0,1145.045779466629,21100,,,,,,,,,,,,,,,,
,,21120,66,697.9937514999999,13.23,57153,0,,,,,,,,,,,
5.0,132.76031160354614,21200,,,,,,0.0030701912,-0.0034312973097257783,-0.08587515354156494,0.8330540657043457,0.1956250035436824,0.2,-3.7095005407929422,108363.92739257813,660,0.0003,45033.8671875
9.0,290.2440071105957,21300,,,,,,,,,,,,,,,,
5.0,180.2413215637207,21400,,,,,,,,,,,,,,,,
,,21440,67,700.0299290400002,13.2,57262,0,,,,,,,,,,,
12.0,637.543342590332,21500,,,,,,0.011099696,-0.004029033708638963,-0.009111285209655762,0.8325504064559937,0.0709375012665987,0.2,-3.701583144068718,111218.99079589844,670,0.0003,69864.640625
16.0,612.5726234912872,21600,,,,,,,,,,,,,,,,
20.0,1394.420036315918,21700,,,,,,,,,,,,,,,,
,,21760,68,706.0949481499999,13.07,57427,0,,,,,,,,,,,
20.0,1212.3405578136444,21800,,,,,,0.018060006,-0.006543776332773632,-0.02102673053741455,0.8305519819259644,0.13468750270549207,0.2,-3.694341465830803,106163.82121582031,680,0.0003,41150.2265625
12.0,622.7243919372559,21900,,,,,,,,,,,,,,,,
17.0,818.618127822876,22000,,,,,,,,,,,,,,,,
,,22080,69,697.5751909799998,12.88,57664,0,,,,,,,,,,,
14.0,779.335506439209,22100,,,,,,0.014948411,-0.002236078323221591,-0.04711651802062988,0.8277616500854492,0.15562500255182385,0.2,-3.687547767162323,101887.35693359375,690,0.0003,36035.26953125
20.0,1176.5167064666748,22200,,,,,,,,,,,,,,,,
20.0,1399.0639953613281,22300,,,,,,,,,,,,,,,,
16.0,1150.190673828125,22400,,,,,,,,,,,,,,,,
,,22400,70,655.8203384200001,12.03,57843,0,,,,,,,,,,,
20.0,1199.476604104042,22500,,,,,,0.0077548595,-0.00012117529723241205,-0.04730057716369629,0.8250840902328491,0.16875000328291206,0.2,-3.675016251206398,124462.84995117187,700,0.0003,49111.6328125
9.0,336.46427845954895,22600,,,,,,,,,,,,,,,,
7.0,260.41826248168945,22700,,,,,,,,,,,,,,,,
,,22720,71,719.09822084,12.88,57960,0,,,,,,,,,,,
20.0,1501.8511562347412,22800,,,,,,0.0054693636,0.0004789382524904795,-0.018227458000183105,0.8196538686752319,0.11062500192783772,0.2,-3.6588025003671647,111494.69958496094,710,0.0003,45336.671875
20.0,1591.9759101867676,22900,,,,,,,,,,,,,,,,
16.0,581.5733069181442,23000,,,,,,,,,,,,,,,,
,,23040,72,675.4191381999999,12.35,58157,0,,,,,,,,,,,
15.0,680.920295715332,23100,,,,,,0.007556582,-0.013094946354817694,0.008459746837615967,0.816055417060852,0.19781250313390047,0.2,-3.6419954657554627,101253.76726074218,720,0.0003,44875.88671875
20.0,1129.5795364379883,23200,,,,,,,,,,,,,,,,
20.0,1245.217300415039,23300,,,,,,,,,,,,,,,,
,,23360,73,662.71477434,12.03,58300,0,,,,,,,,,,,
19.0,1183.2641906738281,23400,,,,,,0.024669865,-0.0026722418240751724,-0.034839749336242676,0.8144771456718445,0.198125003115274,0.2,-3.6341380402445793,125766.69755859375,730,0.0003,61083.19140625
20.0,1578.2289924621582,23500,,,,,,,,,,,,,,,,
20.0,1569.7534675598145,23600,,,,,,,,,,,,,,,,
,,23680,74,571.57064035,10.84,58489,0,,,,,,,,,,,
17.0,1158.9003677368164,23700,,,,,,0.009070545,-0.0052427335325774035,-0.0929039716720581,0.8075112104415894,0.14968750206753612,0.2,-3.6177100732922556,107801.45346679687,740,0.0003,45882.640625
10.0,351.8004083633423,23800,,,,,,,,,,,,,,,,
20.0,1376.869083404541,23900,,,,,,,,,,,,,,,,
20.0,1335.5255336761475,24000,,,,,,,,,,,,,,,,
,,24000,75,597.38562637,11.1,58724,0,,,,,,,,,,,
20.0,1412.0596237182617,24100,,,,,,0.015503449,0.003024734991663536,-0.0627208948135376,0.8036805987358093,0.11062500157859176,0.2,-3.5984028324484827,114007.80324707032,750,0.0003,46904.5234375
20.0,1353.432704925537,24200,,,,,,,,,,,,,,,,
20.0,1523.3111019134521,24300,,,,,,,,,,,,,,,,
,,24320,76,661.1334715300001,11.72,58865,0,,,,,,,,,,,
20.0,1274.3032722473145,24400,,,,,,0.018081535,-1.3127150123182218e-05,-0.01622462272644043,0.7993800044059753,0.1612500028219074,0.2,-3.5827637642621992,120519.2369140625,760,0.0003,57451.19140625
15.0,783.6712417602539,24500,,,,,,,,,,,,,,,,
18.0,1198.7499389648438,24600,,,,,,,,,,,,,,,,
,,24640,77,718.3997803999998,12.5,59049,0,,,,,,,,,,,
5.0,105.26264762878418,24700,,,,,,0.019864008,-0.0034973871969214087,-0.06216740608215332,0.7955648899078369,0.19156250345986336,0.2,-3.56929148286581,121340.1838623047,770,0.0003,64460.26953125
20.0,1300.05810546875,24800,,,,,,,,,,,,,,,,
15.0,851.7689971923828,24900,,,,,,,,,,,,,,,,
,,24960,78,750.5428864900001,12.82,59170,0,,,,,,,,,,,
9.0,377.5575752258301,25000,,,,,,0.009546495,-0.00460583421740921,-0.03888893127441406,0.7982572317123413,0.13718750232364982,0.2,-3.5655475720763206,127829.66701660157,780,0.0003,43486.2578125
17.0,706.3154029846191,25100,,,,,,,,,,,,,,,,
20.0,1344.9620323181152,25200,,,,,,,,,,,,,,,,
,,25280,79,743.03756173,12.73,59342,0,,,,,,,,,,,
20.0,890.2848158478737,25300,,,,,,0.008938599,-0.003499067144957735,-0.11558032035827637,0.7941936254501343,0.099375001876615,0.2,-3.5646296247839926,118127.34619140625,790,0.0003,57355.37890625
20.0,786.9245381355286,25400,,,,,,,,,,,,,,,,
20.0,1455.262222290039,25500,,,,,,,,,,,,,,,,
8.0,455.3294219970703,25600,,,,,,,,,,,,,,,,
,,25600,80,721.4834415299999,12.48,59544,0,,,,,,,,,,,
20.0,1129.764313697815,25700,,,,,,0.005746814,0.00612115068345247,-0.022833704948425293,0.7915246486663818,0.16218750250991434,0.2,-3.551505620777607,95872.75037841797,800,0.0003,44720.37109375
20.0,1299.6753692626953,25800,,,,,,,,,,,,,,,,
20.0,1230.412712097168,25900,,,,,,,,,,,,,,,,
,,25920,81,764.23439195,13.13,59731,0,,,,,,,,,,,
20.0,1411.4296836853027,26000,,,,,,0.031566054,-0.008647925720038075,0.05687206983566284,0.7902277708053589,0.1968750031199306,0.2,-3.5436011642217635,96673.97517089844,810,0.0003,44014.77734375
4.0,137.2138328552246,26100,,,,,,,,,,,,,,,,
20.0,1601.0436534881592,26200,,,,,,,,,,,,,,,,
,,26240,82,779.48071691,13.28,59883,0,,,,,,,,,,,
11.0,377.8460750579834,26300,,,,,,0.0030024452,-0.002007603877359543,-0.03512310981750488,0.7897660732269287,0.09625000129453838,0.2,-3.5404147490859033,128383.27998046875,820,0.0003,34489.46484375
10.0,612.8341751098633,26400,,,,,,,,,,,,,,,,
20.0,1379.5158042907715,26500,,,,,,,,,,,,,,,,
,,26560,83,1606.93332784,12.53,60010,0,,,,,,,,,,,
20.0,978.6043071746826,26600,,,,,,0.0072751334,0.001259491756263742,-0.0008615255355834961,0.7886213660240173,0.07500000158324838,0.2,-3.538639226555824,123845755.73754883,830,0.0003,51740.84375
20.0,1366.6557159423828,26700,,,,,,,,,,,,,,,,
20.0,1308.84743309021,26800,,,,,,,,,,,,,,,,
,,26880,84,1644.8926284099998,12.78,60160,0,,,,,,,,,,,
4.0,120.22562408447266,26900,,,,,,0.0069172997,-0.005742278317950422,-0.07441067695617676,0.7844035625457764,0.09187500185798854,0.2,-3.526738014817238,126190.81459960938,840,0.0003,48829.40625
14.0,846.811092376709,27000,,,,,,,,,,,,,,,,
15.0,935.6652679443359,27100,,,,,,,,,,,,,,,,
17.0,1209.1843757629395,27200,,,,,,,,,,,,,,,,
,,27200,85,1548.7818325099997,11.54,60329,0,,,,,,,,,,,
20.0,1402.000186920166,27300,,,,,,0.0064280536,-0.006270769367233697,-0.03267693519592285,0.7829768061637878,0.14281250298954545,0.2,-3.5181624099612234,100648.0082397461,850,0.0003,38447.58203125
15.0,969.1223182678223,27400,,,,,,,,,,,,,,,,
20.0,1274.3474807739258,27500,,,,,,,,,,,,,,,,
,,27520,86,681.9377936300001,11.63,60453,0,,,,,,,,,,,
20.0,1069.606704711914,27600,,,,,,0.009178679,-0.011225631276920467,0.03005063533782959,0.7789957523345947,0.13843750215601175,0.2,-3.5032430320978163,117341.63798828125,860,0.0003,31713.833984375
14.0,590.6301879882812,27700,,,,,,,,,,,,,,,,
17.0,1063.6121311187744,27800,,,,,,,,,,,,,,,,
,,27840,87,668.30731168,11.53,60627,0,,,,,,,,,,,
5.0,170.03528213500977,27900,,,,,,0.0062387073,0.006650495172698357,0.019810736179351807,0.7766470909118652,0.2265625044936314,0.2,-3.4926669508218766,102938.64372558593,870,0.0003,44786.58203125
20.0,1283.8450469970703,28000,,,,,,,,,,,,,,,,
20.0,1538.1523780822754,28100,,,,,,,,,,,,,,,,
,,28160,88,681.4449113100001,11.92,60799,0,,,,,,,,,,,
10.0,653.0322685241699,28200,,,,,,0.0075674504,-0.000674488600134282,-0.034522294998168945,0.7719923853874207,0.07687500116880983,0.2,-3.4775578290224076,102229.66508789062,880,0.0003,56455.80859375
20.0,1053.8784408569336,28300,,,,,,,,,,,,,,,,
6.0,309.39085388183594,28400,,,,,,,,,,,,,,,,
,,28480,89,651.3485419,11.52,60952,0,,,,,,,,,,,
10.0,507.6117248535156,28500,,,,,,0.08375041,-0.00036757602747456987,0.033856987953186035,0.7680890560150146,0.17562500275671483,0.2,-3.4615477502346037,95944.20759277344,890,0.0003,53472.29296875
20.0,494.64335680007935,28600,,,,,,,,,,,,,,,,
20.0,1152.711721420288,28700,,,,,,,,,,,,,,,,
20.0,1299.4719333648682,28800,,,,,,,,,,,,,,,,
,,28800,90,643.9675521700001,11.79,61133,0,,,,,,,,,,,
20.0,1185.9419236183167,28900,,,,,,0.012348443,-0.013185529717588906,-0.044586896896362305,0.7664092779159546,0.19187500432599336,0.2,-3.4465686991810798,101069.89309082032,900,0.0003,25547.078125
20.0,1720.5197372436523,29000,,,,,,,,,,,,,,,,
20.0,1066.7806434631348,29100,,,,,,,,,,,,,,,,
,,29120,91,707.8006879199999,12.62,61304,0,,,,,,,,,,,
12.0,606.3552112579346,29200,,,,,,0.006174136,0.00029459393090291996,-0.004375457763671875,0.7648624777793884,0.10718750196974725,0.2,-3.4415536552667616,105449.54436035156,910,0.0003,46866.1015625
17.0,963.2989959716797,29300,,,,,,,,,,,,,,,,
20.0,1185.7690544128418,29400,,,,,,,,,,,,,,,,
,,29440,92,680.1009499999999,12.4,61459,0,,,,,,,,,,,
20.0,1081.094087600708,29500,,,,,,0.045719337,-0.005537623189024998,-0.005823254585266113,0.7607242465019226,0.16187500255182385,0.2,-3.431286120414734,108454.67287597657,920,0.0003,46888.23046875
20.0,1095.9923830032349,29600,,,,,,,,,,,,,,,,
10.0,448.935302734375,29700,,,,,,,,,,,,,,,,
,,29760,93,711.0144737099997,13.05,61615,0,,,,,,,,,,,
14.0,788.8897285461426,29800,,,,,,0.018018119,0.0009048116540270712,-0.020246505737304688,0.7539700269699097,0.17468750313855708,0.2,-3.4107843533158304,91244.38071289062,930,0.0003,48568.16015625
5.0,209.27954483032227,29900,,,,,,,,,,,,,,,,
5.0,181.65095710754395,30000,,,,,,,,,,,,,,,,
,,30080,94,708.01707041,12.89,61758,0,,,,,,,,,,,
20.0,1339.6546592712402,30100,,,,,,0.008455922,-0.007009099884999159,0.004136383533477783,0.7532305121421814,0.12625000197440386,0.2,-3.3920116901397703,83757.06918945312,940,0.0003,51380.95703125
20.0,1443.4830875396729,30200,,,,,,,,,,,,,,,,
16.0,1065.1497116088867,30300,,,,,,,,,,,,,,,,
17.0,1054.8623867034912,30400,,,,,,,,,,,,,,,,
,,30400,95,745.34468658,13.46,61910,0,,,,,,,,,,,
12.0,478.9935073852539,30500,,,,,,0.0073445877,-0.0032001281605062103,-0.0472642183303833,0.7481396198272705,0.15187500272877513,0.2,-3.3820750549435616,100747.50520019532,950,0.0003,60998.9140625
20.0,1531.702142715454,30600,,,,,,,,,,,,,,,,
20.0,1257.211495399475,30700,,,,,,,,,,,,,,,,
,,30720,96,798.2387076299998,13.96,62027,0,,,,,,,,,,,
11.0,584.2427577972412,30800,,,,,,0.0067993654,-0.003308263780081688,0.04186809062957764,0.7457379698753357,0.12843750268220902,0.2,-3.3663106486201286,113937.1171875,960,0.0003,52402.03125
20.0,1121.4971046447754,30900,,,,,,,,,,,,,,,,
13.0,769.050666809082,31000,,,,,,,,,,,,,,,,
,,31040,97,814.98153022,13.91,62140,0,,,,,,,,,,,
20.0,1432.2905349731445,31100,,,,,,0.013750995,-0.017429237057804414,0.022429049015045166,0.7444491386413574,0.2075000030687079,0.2,-3.360524295270443,117758.303515625,970,0.0003,56522.33984375
20.0,1198.8854446411133,31200,,,,,,,,,,,,,,,,
20.0,1282.5491995811462,31300,,,,,,,,,,,,,,,,
,,31360,98,867.6535836500001,14.29,62401,0,,,,,,,,,,,
19.0,1225.4447059631348,31400,,,,,,0.00751604,-0.0005312277483426441,-0.09489107131958008,0.7403415441513062,0.08843750155065208,0.2,-3.3496922358870505,128092.3701171875,980,0.0003,68495.5625
20.0,1415.5061416625977,31500,,,,,,,,,,,,,,,,
4.0,149.34169006347656,31600,,,,,,,,,,,,,,,,
,,31680,99,843.57751349,13.72,62525,0,,,,,,,,,,,
20.0,1173.048469543457,31700,,,,,,0.008062683,-0.00119362416455715,0.004900932312011719,0.737177848815918,0.1584375028964132,0.2,-3.3339533641934396,132534.41518554688,990,0.0003,63902.15625
20.0,1133.5540091991425,31800,,,,,,,,,,,,,,,,
20.0,1571.1099700927734,31900,,,,,,,,,,,,,,,,
14.0,880.5899963378906,32000,,,,,,,,,,,,,,,,
,,32000,100,787.7980085000002,12.78,62699,0,,,,,,,,,,,
