eval/mean_reward,time/total_timesteps,eval/mean_ep_length,time/iterations,rollout/ep_len_mean,time/time_elapsed,time/fps,rollout/ep_rew_mean,train/n_updates,train/std,train/clip_fraction,train/entropy_loss,train/explained_variance,train/policy_gradient_loss,train/loss,train/learning_rate,train/approx_kl,train/clip_range,train/value_loss
86.08801651000977,40,4.0,,,,,,,,,,,,,,,,
,40,,1,2.7142857142857144,28,1,1.1559695714285698,,,,,,,,,,,
-15.0,80,3.0,,,,,,10,0.9960631728172302,0.3925000075250864,-4.2502843081951145,-0.0009186267852783203,-0.040153493240650276,924.5586547851562,0.0003,0.015017332,0.2,934.2549139022827
,80,,2,2.962962962962963,90,0,14.06196362962963,,,,,,,,,,,
-20.0,120,4.0,,,,,,20,0.9949836730957031,0.2550000062212348,-4.2419982075691225,0.0005450844764709473,-0.01882435923158482,1482.1217041015625,0.0003,0.022314984,0.2,1792.0871725082397
,120,,3,2.7674418604651163,118,1,8.001576023255813,,,,,,,,,,,
-5.0,160,1.0,,,,,,30,0.9879106283187866,0.19250000435858966,-4.231073099374771,-0.01982712745666504,-0.011804304399629473,24.762298583984375,0.0003,0.010966267,0.2,276.2220413684845
,160,,4,2.807017543859649,139,1,7.344736842105265,,,,,,,,,,,
65.80623531341553,200,5.0,,,,,,40,0.9887852668762207,0.1925000037997961,-4.223605370521545,-0.009052276611328125,-0.03397849299552043,58.45676040649414,0.0003,0.018231776,0.2,674.0483256340027
,200,,5,2.6052631578947367,181,1,7.681806842105263,,,,,,,,,,,
16.728153824806213,240,3.0,,,,,,50,0.9835686683654785,0.2350000048056245,-4.2147716104984285,0.0022190213203430176,-0.03449227954026355,90.67593383789062,0.0003,0.030288868,0.2,1290.6730714797973
,240,,6,2.5319148936170213,205,1,5.843917244680851,,,,,,,,,,,
47.90769577026367,280,2.0,,,,,,60,0.9766526222229004,0.41000000964850186,-4.195774656534195,-0.018021225929260254,-0.0322510800568125,59.27801513671875,0.0003,0.03310698,0.2,130.9286657333374
,280,,7,2.57,266,1,9.705015,,,,,,,,,,,
191.16417503356934,320,5.0,,,,,,70,0.9738379716873169,0.11250000186264515,-4.18170707821846,-0.0011593103408813477,-0.015220255166859719,1649.9405517578125,0.0003,0.010534811,0.2,3295.393572473526
,320,,8,2.46,289,1,10.485366449999999,,,,,,,,,,,
56.99993896484375,360,3.0,,,,,,80,0.9720199108123779,0.01750000026077032,-4.176080405712128,-0.0007272958755493164,-0.0014467044498087667,5091.61474609375,0.0003,0.00188912,0.2,9131.471708679199
,360,,9,2.36,335,1,13.89281296,,,,,,,,,,,
-10.0,400,2.0,,,,,,90,0.9705908298492432,0.12000000197440386,-4.168352597951889,0.025819838047027588,-0.01011208590014583,1110.405517578125,0.0003,0.009921505,0.2,1377.8673305511475
,400,,10,2.36,408,0,18.22153387,,,,,,,,,,,
50.87135124206543,440,3.0,,,,,,100,0.9688350558280945,0.28500000666826963,-4.16471454501152,0.017341136932373047,-0.024073605929443142,988.7894287109375,0.0003,0.036004674,0.2,2660.155613517761
,440,,11,2.37,437,1,22.373109580000005,,,,,,,,,,,
-5.0,480,1.0,,,,,,110,0.9676288366317749,0.18250000346451997,-4.15964726805687,0.001128077507019043,-0.010688405107321164,760.2147216796875,0.0003,0.021496013,0.2,3696.699168586731
,480,,12,2.47,461,1,27.983601590000003,,,,,,,,,,,
118.75733423233032,520,4.0,,,,,,120,0.9670120477676392,0.21750000435858965,-4.157730084657669,-0.024115443229675293,-0.01888253734516183,399.2308349609375,0.0003,0.009640902,0.2,2089.098957824707
,520,,13,2.4,489,1,24.954099669999994,,,,,,,,,,,
134.4541563987732,560,5.0,,,,,,130,0.9645111560821533,0.26000000555068253,-4.152771145105362,-0.009675741195678711,-0.03015029535017675,213.89273071289062,0.0003,0.029193578,0.2,1440.4594772338867
,560,,14,2.33,518,1,23.49390179,,,,,,,,,,,
-5.0,600,1.0,,,,,,140,0.9627348184585571,0.1950000036507845,-4.145541149377823,0.011722266674041748,-0.009603579224349224,594.5396728515625,0.0003,0.016177066,0.2,2507.1281044006346
,600,,15,2.25,553,1,21.784898469999998,,,,,,,,,,,
12.167572021484375,640,5.0,,,,,,150,0.961115837097168,0.03500000052154064,-4.140784239768982,-0.03063678741455078,-0.002465736666272278,220.68313598632812,0.0003,0.005691713,0.2,1186.4529539108275
,640,,16,2.22,588,1,20.60360874,,,,,,,,,,,
32.045538902282715,680,5.0,,,,,,160,0.9578914642333984,0.22250000480562449,-4.133240234851837,0.004835903644561768,-0.02908543726499374,150.5548858642578,0.0003,0.047392193,0.2,2623.8712026596068
,680,,17,2.08,619,1,16.49624993,,,,,,,,,,,
112.69289493560791,720,5.0,,,,,,170,0.9554452300071716,0.35500000789761543,-4.125442230701447,-0.028808951377868652,-0.008657477337710584,132.7806854248047,0.0003,0.092646234,0.2,807.6526021957397
,720,,18,1.95,652,1,14.21663452,,,,,,,,,,,
72.03730010986328,760,5.0,,,,,,180,0.9501890540122986,0.3650000078603625,-4.1117728590965275,-0.000493168830871582,-0.024645590073923883,306.1526794433594,0.0003,0.03469667,0.2,941.6881601333619
,760,,19,2.11,679,1,18.468046349999998,,,,,,,,,,,
185.55144119262695,800,5.0,,,,,,190,0.9452266097068787,0.11500000208616257,-4.09527377486229,0.0219460129737854,-0.0029603817276438347,926.7208251953125,0.0003,0.013158684,0.2,2915.5085245132445
,800,,20,2.12,710,1,17.32933052,,,,,,,,,,,
-3.5100841522216797,840,3.0,,,,,,200,0.9439572691917419,0.2550000060349703,-4.085592848062515,0.02371734380722046,-0.03514171438459016,2090.676513671875,0.0003,0.029994594,0.2,4336.192049026489
,840,,21,2.2,755,1,18.75171562,,,,,,,,,,,
265.0135245323181,880,5.0,,,,,,210,0.9421157836914062,0.04000000059604645,-4.081602847576141,-0.06957089900970459,0.002351784728343764,100.51458740234375,0.0003,0.013216487,0.2,560.0912403106689
,880,,22,2.23,780,1,23.180451279999996,,,,,,,,,,,
-5.0,920,1.0,,,,,,220,0.940699577331543,0.19000000320374966,-4.075397539138794,-0.03490424156188965,-0.0007700390547688563,6341.54248046875,0.0003,0.009344217,0.2,6722.206899642944
,920,,23,2.26,805,1,20.823402590000004,,,,,,,,,,,
-5.0,960,1.0,,,,,,230,0.9413629770278931,0.2175000051036477,-4.074099892377854,-0.05233967304229736,-0.015514035420783334,245.20480346679688,0.0003,0.015746087,0.2,1054.840026473999
,960,,24,2.19,858,1,19.31777736,,,,,,,,,,,
-5.0,1000,1.0,,,,,,240,0.9474219679832458,0.28500000610947607,-4.084406518936158,-0.02130126953125,-0.02248605432534532,232.7349090576172,0.0003,0.040097255,0.2,702.9553760528564
,1000,,25,2.14,881,1,16.46065995,,,,,,,,,,,
-3.197092890739441,1040,2.0,,,,,,250,0.9484400749206543,0.11250000204890967,-4.0981055200099945,-0.015816330909729004,-0.00964765729382635,1095.3748779296875,0.0003,0.010251386,0.2,1517.3847723007202
,1040,,26,2.08,921,1,16.090723060000002,,,,,,,,,,,
95.9682559967041,1080,5.0,,,,,,260,0.9435656070709229,0.21250000447034836,-4.09176344871521,-0.0230940580368042,-0.016871003763117186,2381.2958984375,0.0003,0.03422485,0.2,1327.3995609283447
,1080,,27,1.91,950,1,9.34042094,,,,,,,,,,,
99.43581771850586,1120,3.0,,,,,,270,0.9404136538505554,0.2750000063329935,-4.076201581954956,0.01721775531768799,0.01068849678209518,1498.8525390625,0.0003,0.0135536315,0.2,2006.3942525863647
,1120,,28,2.0,974,1,17.86982179,,,,,,,,,,,
135.89634704589844,1160,5.0,,,,,,280,0.9392291903495789,0.12250000275671483,-4.070318573713303,-0.016468405723571777,-0.00770518976241874,8878.544921875,0.0003,0.014371648,0.2,7254.377441978455
,1160,,29,2.02,1006,1,16.38600457,,,,,,,,,,,
-5.0,1200,1.0,,,,,,290,0.9364871382713318,0.16000000424683095,-4.064248239994049,0.00862962007522583,-0.0042243596233311085,411.0020446777344,0.0003,0.028504018,0.2,1856.4112453460693
,1200,,30,2.11,1048,1,18.311288630000004,,,,,,,,,,,
126.92520141601562,1240,5.0,,,,,,300,0.9374446868896484,0.12250000201165676,-4.061814904212952,0.0104714035987854,-0.0021868305394309616,824.0385131835938,0.0003,0.014399539,0.2,2580.6516437530518
,1240,,31,2.08,1084,1,22.85019491,,,,,,,,,,,
123.11762619018555,1280,3.0,,,,,,310,0.9362239837646484,0.1925000036135316,-4.060502398014068,0.014249265193939209,0.0003176248662202674,565.1571044921875,0.0003,0.010828879,0.2,4737.842024230957
,1280,,32,2.25,1113,1,24.374095680000003,,,,,,,,,,,
-5.0,1320,1.0,,,,,,320,0.9365291595458984,0.3225000072270632,-4.058916944265365,-0.06932699680328369,-0.03679519965706277,261.904296875,0.0003,0.034924377,0.2,1208.3077194213868
,1320,,33,2.26,1136,1,25.133018080000003,,,,,,,,,,,
