eval/mean_ep_length,time/total_timesteps,eval/mean_reward,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations,time/fps,train/explained_variance,train/policy_gradient_loss,train/loss,train/learning_rate,train/n_updates,train/std,train/clip_range,train/entropy_loss,train/clip_fraction,train/value_loss,train/approx_kl
,520,,631,28.288006409999998,2.46,13,0,,,,,,,,,,,
3.0,560,24.45564079284668,,,,,,-0.05723857879638672,-0.015383501706601254,659.3016357421875,0.0003,130,0.9752049446105957,0.2,-4.17927508354187,0.08750000167638064,1274.3526500701905,0.014017303
,560,,650,32.2820105,2.59,14,0,,,,,,,,,,,
1.0,600,-5.0,,,,,,-0.03943479061126709,-0.024661456650928802,732.9098510742188,0.0003,140,0.9747719764709473,0.2,-4.18025574684143,0.2425000060349703,1404.6201599121093,0.025952931
,600,,889,33.14514836,2.73,15,0,,,,,,,,,,,
5.0,640,100.94136810302734,,,,,,-0.10335993766784668,-0.02427681206172565,1078.537841796875,0.0003,150,0.9750353097915649,0.2,-4.180545377731323,0.09500000178813935,1607.3510982513428,0.013243135
,640,,911,32.56697983,2.75,16,0,,,,,,,,,,,
5.0,680,23.099635124206543,,,,,,-0.08128643035888672,-0.009724461158020859,837.900390625,0.0003,160,0.9791067838668823,0.2,-4.185436975955963,0.09750000145286322,1211.2649269104004,0.011006029
,680,,986,29.342597410000003,2.72,17,0,,,,,,,,,,,
5.0,720,149.88563919067383,,,,,,-0.04872572422027588,0.011074732728520775,176.7096405029297,0.0003,170,0.9813176989555359,0.2,-4.197630667686463,0.1375000026077032,1191.141569519043,0.0058779195
,720,,1057,27.994408380000003,2.69,18,0,,,,,,,,,,,
5.0,760,52.37395477294922,,,,,,-0.026265978813171387,-0.054948651115246314,2058.157958984375,0.0003,180,0.979214072227478,0.2,-4.196230429410934,0.3100000085309148,1887.9506189346314,0.03617575
,760,,1076,31.772706780000004,2.75,19,0,,,,,,,,,,,
1.0,800,-5.0,,,,,,-0.008945584297180176,0.02120933303685888,1536.2052001953125,0.0003,190,0.9779610633850098,0.2,-4.189979404211044,0.2425000049173832,4579.56860961914,0.015943743
,800,,1095,33.77003541,2.76,20,0,,,,,,,,,,,
2.0,840,14.66212272644043,,,,,,-0.0555957555770874,-0.03150465152630204,372.5734558105469,0.0003,200,0.9774650931358337,0.2,-4.18763238787651,0.27750000581145284,2072.659901809692,0.018283155
,840,,1160,33.139365930000004,2.64,21,0,,,,,,,,,,,
5.0,880,192.33638381958008,,,,,,0.03245943784713745,-0.031762984385022716,605.9359741210938,0.0003,210,0.9774760603904724,0.2,-4.185958856344223,0.2650000050663948,2001.2835575103759,0.015885895
,880,,1181,36.71009053,2.78,22,0,,,,,,,,,,,
2.0,920,15.556642532348633,,,,,,-0.0792236328125,-0.010738090942068079,2162.29296875,0.0003,220,0.9778181910514832,0.2,-4.187406188249588,0.2000000039115548,2373.836332321167,0.006545934
,920,,1262,37.52901488,2.75,23,0,,,,,,,,,,,
4.0,960,92.15661811828613,,,,,,0.0010170340538024902,-0.02916245117931795,1948.608642578125,0.0003,230,0.976249635219574,0.2,-4.18540078997612,0.2175000049173832,5063.816502571106,0.024854608
,960,,1322,42.08032521,2.82,24,0,,,,,,,,,,,
3.0,1000,13.68196153640747,,,,,,-0.06778407096862793,-0.0065041932594613215,810.6175537109375,0.0003,240,0.9724540114402771,0.2,-4.176994812488556,0.04500000085681677,1538.3602176666259,0.012579238
,1000,,1377,47.01281894000001,2.93,25,0,,,,,,,,,,,
5.0,1040,218.56024360656738,,,,,,-0.03795480728149414,-0.013344577529605606,2195.404052734375,0.0003,250,0.9695221781730652,0.2,-4.164970052242279,0.09750000145286322,6853.432339096069,0.009931114
,1040,,1417,42.88337042999999,2.93,26,0,,,,,,,,,,,
5.0,1080,106.66667366027832,,,,,,-0.0442577600479126,-0.013800328175639143,306.683837890625,0.0003,260,0.9676926136016846,0.2,-4.158015334606171,0.13500000294297934,2097.6664785385133,0.022504026
,1080,,1474,39.88296269,2.85,27,0,,,,,,,,,,,
5.0,1120,153.3781242966652,,,,,,-0.08421683311462402,-0.010105828281775753,387.8790283203125,0.0003,270,0.9648210406303406,0.2,-4.152396732568741,0.17250000387430192,1634.6879585266113,0.0026985705
,1120,,1494,40.00908379,2.81,28,0,,,,,,,,,,,
3.0,1160,71.65318298339844,,,,,,-0.012503743171691895,-0.013614173257428775,2099.358642578125,0.0003,280,0.9633268117904663,0.2,-4.1426275193691255,0.12250000182539225,3288.9376110076905,0.009239371
,1160,,1550,45.31787616999999,2.8,29,0,,,,,,,,,,,
1.0,1200,-5.0,,,,,,-0.038025617599487305,-0.03379023394232714,246.52340698242188,0.0003,290,0.9625809192657471,0.2,-4.139470726251602,0.19750000350177288,5986.533442687988,0.024083156
,1200,,1581,46.68603779,2.83,30,0,,,,,,,,,,,
2.0,1240,13.002765655517578,,,,,,-0.01940929889678955,0.001881154688308051,4619.54443359375,0.0003,300,0.9618133306503296,0.2,-4.136476457118988,0.20250000450760125,3460.2949867248535,0.011725401
,1240,,1600,46.28157409000001,2.81,31,0,,,,,,,,,,,
5.0,1280,155.57498836517334,,,,,,-0.005491375923156738,-0.019076103645784315,889.5659790039062,0.0003,310,0.9636241793632507,0.2,-4.13804566860199,0.3175000065937638,2058.5566703796385,0.020815292
,1280,,1623,41.84403614,2.64,32,0,,,,,,,,,,,
3.0,1320,21.365875244140625,,,,,,-0.06242716312408447,-0.029002580725100414,2736.04443359375,0.0003,320,0.9639327526092529,0.2,-4.141048204898834,0.26250000540167095,2835.479246520996,0.025738165
,1320,,1647,43.73253808,2.67,33,0,,,,,,,,,,,
5.0,1360,244.86289024353027,,,,,,-0.016779065132141113,-0.02706563780055149,693.15576171875,0.0003,330,0.9620461463928223,0.2,-4.138571643829346,0.23250000439584256,4045.3824768066406,0.022484958
,1360,,1670,46.024913770000005,2.64,34,0,,,,,,,,,,,
1.0,1400,-5.0,,,,,,-0.03570997714996338,-0.01641597039473709,5031.70654296875,0.0003,340,0.9616720676422119,0.2,-4.134812527894974,0.08500000163912773,6071.84231338501,0.012782534
,1400,,1686,49.67606008999999,2.72,35,0,,,,,,,,,,,
3.0,1440,27.463790893554688,,,,,,-0.039127469062805176,-0.017661664375918918,9836.7958984375,0.0003,350,0.961804986000061,0.2,-4.134439319372177,0.16750000342726706,7392.813390350342,0.016600303
,1440,,1706,45.44193891,2.6,36,0,,,,,,,,,,,
3.0,1480,26.582412719726562,,,,,,-0.03964853286743164,-0.0015577070201834408,974.0084228515625,0.0003,360,0.9604377746582031,0.2,-4.132492345571518,0.0,3595.860953903198,0.00045329484
,1480,,1728,50.75175752000001,2.61,37,0,,,,,,,,,,,
3.0,1520,106.43303871154785,,,,,,-0.05481839179992676,-0.008228086926210377,2870.80078125,0.0003,370,0.9591522216796875,0.2,-4.127697670459748,0.06250000111758709,8409.679418945312,0.009416007
,1520,,1780,54.43294217,2.59,38,0,,,,,,,,,,,
4.0,1560,17.95295524597168,,,,,,0.010202884674072266,-0.014104219901673787,2047.6563720703125,0.0003,380,0.9598101377487183,0.2,-4.125762623548508,0.12750000264495612,2818.3004936218263,0.009261087
,1560,,1802,57.0099921,2.66,39,0,,,,,,,,,,,
5.0,1600,115.87596702575684,,,,,,-0.04977607727050781,-0.014397642177145831,1187.763671875,0.0003,390,0.9597525596618652,0.2,-4.126243233680725,0.11750000268220902,2499.777359008789,0.012463599
,1600,,1899,52.3818746,2.57,40,0,,,,,,,,,,,
2.0,1640,25.534305572509766,,,,,,-0.11055529117584229,-0.005846914822541294,1614.89501953125,0.0003,400,0.9578790664672852,0.2,-4.1235899209976195,0.33250000812113284,2416.2291694641112,0.023920644
,1640,,1924,47.11670524000001,2.49,41,0,,,,,,,,,,,
3.0,1680,-12.264779329299927,,,,,,-0.012673258781433105,-0.005892580217223442,1035.3826904296875,0.0003,410,0.9554893970489502,0.2,-4.115686708688736,0.16000000275671483,2713.2444911956786,0.026797049
,1680,,1943,48.90434970000001,2.47,42,0,,,,,,,,,,,
3.0,1720,34.0943717956543,,,,,,-0.010008811950683594,0.0004910856252536178,4943.70166015625,0.0003,420,0.9550110101699829,0.2,-4.110968667268753,0.10250000171363353,4936.814940261841,0.009071723
,1720,,1980,44.808722190000005,2.5,43,0,,,,,,,,,,,
2.0,1760,44.42265319824219,,,,,,-0.04827594757080078,-0.015028325166495016,2100.719482421875,0.0003,430,0.9511639475822449,0.2,-4.103977876901626,0.37250000815838574,2837.5719747543335,0.016655698
,1760,,1996,48.07377812,2.62,44,0,,,,,,,,,,,
2.0,1800,33.18272018432617,,,,,,-0.05532526969909668,-0.016922244251218223,356.0806579589844,0.0003,440,0.9489943385124207,0.2,-4.094822138547897,0.15750000290572644,2167.3362571716307,0.028911248
,1800,,2043,43.54198248999999,2.61,45,0,,,,,,,,,,,
2.0,1840,-10.0,,,,,,-0.00038802623748779297,-0.022496074543960277,448.20263671875,0.0003,450,0.9475580453872681,0.2,-4.0870854139328,0.3600000085309148,1791.2983207702637,0.030265752
,1840,,2062,50.57683567999999,2.67,46,0,,,,,,,,,,,
1.0,1880,-5.0,,,,,,-0.008554935455322266,-0.01126541566631204,2840.6416015625,0.0003,460,0.9474514722824097,0.2,-4.085099101066589,0.08000000137835742,7251.261452484131,0.013998518
,1880,,2084,53.74633578,2.72,47,0,,,,,,,,,,,
5.0,1920,59.95096015930176,,,,,,-0.044077396392822266,-0.019113736822600914,507.4605712890625,0.0003,470,0.9476227164268494,0.2,-4.08519691824913,0.18250000346451997,4578.117206573486,0.027653793
,1920,,2102,58.436586240000004,2.88,48,0,,,,,,,,,,,
5.0,1960,153.93907928466797,,,,,,-0.011804342269897461,-0.049891579710674705,3995.481201171875,0.0003,480,0.9470838308334351,0.2,-4.084706056118011,0.47500001043081286,3852.42075843811,0.050978255
,1960,,2120,58.54332716,2.93,49,0,,,,,,,,,,,
3.0,2000,85.7119026184082,,,,,,-0.06095850467681885,-0.004662290798773938,537.21533203125,0.0003,490,0.9455716013908386,0.2,-4.080248343944549,0.07500000111758709,3816.111396408081,0.005281684
,2000,,2185,54.35323371,2.75,50,0,,,,,,,,,,,
3.0,2040,42.5663423538208,,,,,,0.023737549781799316,-0.03187636987990117,202.8524169921875,0.0003,500,0.9433702230453491,0.2,-4.075420218706131,0.32500000707805154,2081.2806858062745,0.008601973
,2040,,2204,52.96340899,2.65,51,0,,,,,,,,,,,
5.0,2080,284.0478057861328,,,,,,-0.0347672700881958,0.018596953049445798,739.4947509765625,0.0003,510,0.943211555480957,0.2,-4.070527136325836,0.26250000558793546,4474.9186912536625,0.006895992
,2080,,2221,60.71401998,2.79,52,0,,,,,,,,,,,
4.0,2120,35.02164554595947,,,,,,-0.012726187705993652,-0.007523632159645776,428.1387023925781,0.0003,520,0.9442815780639648,0.2,-4.072437506914139,0.18500000480562448,4773.17021484375,0.042518526
,2120,,2244,57.20813822,2.79,53,0,,,,,,,,,,,
2.0,2160,-10.0,,,,,,-0.07493674755096436,-0.010562521718638895,724.520263671875,0.0003,530,0.9448000192642212,0.2,-4.073258733749389,0.2875000063329935,1958.22258644104,0.020370815
,2160,,2267,56.19680273,2.81,54,0,,,,,,,,,,,
5.0,2200,92.06543737649918,,,,,,-0.0615311861038208,0.006464085268671626,474.891357421875,0.0003,540,0.9448260068893433,0.2,-4.076856333017349,0.3200000075623393,3360.5175214767455,0.009141176
,2200,,2327,55.925169589999996,2.72,55,0,,,,,,,,,,,
1.0,2240,-5.0,,,,,,0.010057270526885986,-0.0004885554219072219,5349.630859375,0.0003,550,0.9416269659996033,0.2,-4.07194738984108,0.11500000189989805,4168.742811584472,0.010518873
,2240,,2686,56.185119979999996,2.69,56,0,,,,,,,,,,,
3.0,2280,58.80754470825195,,,,,,-0.034227848052978516,-0.019652187178016912,625.7863159179688,0.0003,560,0.9355779886245728,0.2,-4.051317268610001,0.2700000047683716,3295.8502906799317,0.026710406
,2280,,2706,59.67941551,2.8,57,0,,,,,,,,,,,
5.0,2320,75.77094930410385,,,,,,-0.017224550247192383,-0.003960428637328728,1474.2586669921875,0.0003,570,0.9317483305931091,0.2,-4.039237076044083,0.06500000152736903,3551.496627807617,0.008368742
,2320,,2768,57.34947314,2.84,58,0,,,,,,,,,,,
5.0,2360,162.66533279418945,,,,,,-0.09088480472564697,-0.0016277362067194546,1125.8759765625,0.0003,580,0.9282629489898682,0.2,-4.027225798368454,0.21000000443309547,2013.112802886963,0.013256922
,2360,,2790,56.00074308,2.82,59,0,,,,,,,,,,,
5.0,2400,108.73370170593262,,,,,,-0.00036787986755371094,-0.010586130703161344,1545.2830810546875,0.0003,590,0.928883969783783,0.2,-4.0187255382537845,0.26750000603497026,2736.864137649536,0.05156606
,2400,,2848,57.98814692,2.8,60,0,,,,,,,,,,,
5.0,2440,124.88333129882812,,,,,,-0.04854154586791992,-0.019687443064831313,1384.40673828125,0.0003,600,0.9276725053787231,0.2,-4.019904679059982,0.2300000052899122,3235.1980583190916,0.03139022
,2440,,2866,55.51727633999999,2.8,61,0,,,,,,,,,,,
5.0,2480,151.45433902740479,,,,,,-0.042597293853759766,0.017614673604912222,2458.500732421875,0.0003,610,0.9246896505355835,0.2,-4.012248170375824,0.21000000443309547,2369.1454837799074,0.012756829
,2480,,2925,56.58492298,2.89,62,0,,,,,,,,,,,
5.0,2520,132.9680871963501,,,,,,-0.06207597255706787,-0.015283500337391159,1297.579345703125,0.0003,620,0.9241217374801636,0.2,-4.007250547409058,0.15250000301748515,2474.7930671691893,0.028189281
,2520,,2944,53.210099220000004,2.97,63,0,,,,,,,,,,,
5.0,2560,169.38169288635254,,,,,,-0.07046854496002197,-0.011539898850023711,471.8764953613281,0.0003,630,0.9225414991378784,0.2,-4.00209949016571,0.1350000027567148,1883.7518270492553,0.013084546
,2560,,2960,53.63218804999999,3.03,64,0,,,,,,,,,,,
1.0,2600,-5.0,,,,,,-0.027280092239379883,-0.05084143444553772,474.12200927734375,0.0003,640,0.9243413805961609,0.2,-4.00217986702919,0.3625000087544322,3975.384342956543,0.041329768
,2600,,2977,55.206080269999994,3.11,65,0,,,,,,,,,,,
1.0,2640,-5.0,,,,,,-0.08985209465026855,-0.01938092317286646,2940.28955078125,0.0003,650,0.9257106184959412,0.2,-4.006570482254029,0.3575000071898103,3051.588856506348,0.021898298
,2640,,2994,55.51004562,3.11,66,0,,,,,,,,,,,
5.0,2680,95.62992632389069,,,,,,-0.04244399070739746,-0.02039432385154214,1055.27392578125,0.0003,660,0.9268729090690613,0.2,-4.010650116205215,0.17750000320374965,3757.438991546631,0.007798736
,2680,,3056,51.78541713,3.12,67,0,,,,,,,,,,,
3.0,2720,4.2407026290893555,,,,,,-0.05599319934844971,0.006198948548426414,466.90826416015625,0.0003,670,0.921451210975647,0.2,-4.003161090612411,0.26750000528991225,2284.7263244628907,0.002129464
,2720,,3161,51.56687143999999,3.12,68,0,,,,,,,,,,,
5.0,2760,40.06743049621582,,,,,,-0.030191540718078613,0.005754996069008378,801.8973999023438,0.0003,680,0.9192888736724854,0.2,-3.9859490782022475,0.2575000053271651,2199.622673034668,0.021682153
,2760,,3185,50.13515853,3.06,69,0,,,,,,,,,,,
5.0,2800,127.00586700439453,,,,,,-0.03608715534210205,-0.020743349870026594,1758.959716796875,0.0003,690,0.9193892478942871,0.2,-3.9826989829540254,0.25000000558793545,2972.5079124450685,0.0063314186
,2800,,3250,50.42779888000001,2.96,70,0,,,,,,,,,,,
4.0,2840,79.45258316397667,,,,,,0.006966948509216309,-0.017714628114845254,1336.4925537109375,0.0003,700,0.9216458201408386,0.2,-3.987211564183235,0.49750001057982446,2436.6942111968992,0.030574381
,2840,,3327,49.91434550000001,2.84,71,0,,,,,,,,,,,
4.0,2880,117.90116882324219,,,,,,-0.0012950897216796875,-0.01585055209327031,349.1298522949219,0.0003,710,0.9205276370048523,0.2,-3.9893955111503603,0.15750000309199094,2592.5451347351072,0.018346924
,2880,,3347,47.782683039999995,2.81,72,0,,,,,,,,,,,
2.0,2920,43.098426818847656,,,,,,-0.039655089378356934,-0.014496020382648567,915.6268310546875,0.0003,720,0.9165420532226562,0.2,-3.981892931461334,0.15750000327825547,4582.378080749511,0.0040634545
,2920,,3439,51.074046980000006,2.75,73,0,,,,,,,,,,,
3.0,2960,38.555710792541504,,,,,,-0.02168405055999756,-0.018209864959794687,1538.72119140625,0.0003,730,0.9146934747695923,0.2,-3.9709037214517595,0.11000000201165676,5558.549759674072,0.011898009
,2960,,3484,52.92310848,2.73,74,0,,,,,,,,,,,
5.0,3000,119.6129150390625,,,,,,-0.029451608657836914,-0.018935862474902487,782.93603515625,0.0003,740,0.9129654765129089,0.2,-3.9659845739603043,0.16250000298023223,3829.60107421875,0.018594924
,3000,,3533,55.850649870000005,2.78,75,0,,,,,,,,,,,
4.0,3040,8.218876838684082,,,,,,-0.11050844192504883,-0.022936864355287977,2202.27685546875,0.0003,750,0.910061240196228,0.2,-3.9576839059591293,0.250000006519258,3393.9671592712402,0.025594154
,3040,,3554,54.35948306,2.78,76,0,,,,,,,,,,,
5.0,3080,147.6800832748413,,,,,,-0.03463423252105713,-0.006717781044426374,525.4622802734375,0.0003,760,0.9084359407424927,0.2,-3.949003830552101,0.2975000061094761,1347.0330642700196,0.03552998
,3080,,3616,54.75553154,2.84,77,0,,,,,,,,,,,
3.0,3120,64.49996948242188,,,,,,-0.009554386138916016,0.03638989190221764,616.1144409179688,0.0003,770,0.9106508493423462,0.2,-3.950904926657677,0.45750001035630705,6342.864735412598,0.037860133
,3120,,3637,54.32410085000001,2.82,78,0,,,,,,,,,,,
3.0,3160,40.26049041748047,,,,,,-0.0510936975479126,-0.0005410236195893869,8620.4677734375,0.0003,780,0.9073893427848816,0.2,-3.946226754784584,0.16750000286847352,4876.059463119507,0.012597252
,3160,,3864,56.55475877999999,2.88,79,0,,,,,,,,,,,
1.0,3200,-5.0,,,,,,-0.0677562952041626,-0.010169190277010787,364.50970458984375,0.0003,790,0.9000615477561951,0.2,-3.929207816720009,0.08250000141561031,3547.71813659668,0.010364233
,3200,,3884,55.225057840000005,2.85,80,0,,,,,,,,,,,
3.0,3240,36.886188983917236,,,,,,-0.009791135787963867,0.03001714065845591,1573.2349853515625,0.0003,800,0.8996274471282959,0.2,-3.914564460515976,0.3450000071898103,5335.268992233277,0.012938583
,3240,,4052,49.15040405,2.76,81,0,,,,,,,,,,,
4.0,3280,74.08259201049805,,,,,,0.006309628486633301,-0.021211343682371077,755.2626953125,0.0003,810,0.8970681428909302,0.2,-3.9125166952610018,0.23250000420957803,1390.3070194244385,0.015776316
,3280,,4171,51.32077968000001,2.79,82,0,,,,,,,,,,,
4.0,3320,67.93501281738281,,,,,,-0.00930333137512207,-0.01670891363639384,436.7574157714844,0.0003,820,0.8931407928466797,0.2,-3.898670274019241,0.34250000640749934,4226.206230926514,0.017884746
,3320,,4193,55.89126204,2.78,83,0,,,,,,,,,,,
5.0,3360,73.07016086578369,,,,,,-0.04133152961730957,-0.019016417245438788,2267.47314453125,0.0003,830,0.8923569917678833,0.2,-3.892118376493454,0.17750000357627868,3182.244347000122,0.011925799
,3360,,4259,51.23457477000001,2.74,84,0,,,,,,,,,,,
3.0,3400,39.001407623291016,,,,,,0.005115330219268799,-0.01566271076533665,1177.6787109375,0.0003,840,0.8904702663421631,0.2,-3.886146607995033,0.2725000062957406,2851.5603412628175,0.021301255
,3400,,4277,56.65307635,2.81,85,0,,,,,,,,,,,
5.0,3440,42.70252704620361,,,,,,0.02485734224319458,-0.017987475003974396,1172.277099609375,0.0003,850,0.8914417028427124,0.2,-3.884341698884964,0.2150000050663948,1980.060306930542,0.022471331
,3440,,4335,54.03949495,2.81,86,0,,,,,,,,,,,
2.0,3480,33.35614776611328,,,,,,-0.0019437074661254883,-0.01923411418400065,397.68072509765625,0.0003,860,0.8928474187850952,0.2,-3.8862855583429337,0.522500011138618,1795.0687017440796,0.045590617
,3480,,4354,52.20512005999999,2.81,87,0,,,,,,,,,,,
2.0,3520,1.9645285606384277,,,,,,-0.026653051376342773,-0.03627729722316871,595.8922729492188,0.0003,870,0.8900736570358276,0.2,-3.883799323439598,0.29750000666826965,3352.488026428223,0.02461901
,3520,,4371,62.69594180999999,3.04,88,0,,,,,,,,,,,
5.0,3560,185.02821159362793,,,,,,-0.03530073165893555,-0.0076762604313262315,4359.8349609375,0.0003,880,0.8903602361679077,0.2,-3.8761793226003647,0.027500000409781934,5637.613594055176,0.0063469606
,3560,,4391,67.80975608,3.04,89,0,,,,,,,,,,,
5.0,3600,57.847510159015656,,,,,,-0.040282607078552246,-0.03649027837803711,2220.50830078125,0.0003,890,0.8907901644706726,0.2,-3.8789398223161697,0.26750000547617675,5482.712127685547,0.05235076
,3600,,4444,67.33680771,3.07,90,0,,,,,,,,,,,
5.0,3640,216.6936264038086,,,,,,-0.011185407638549805,-0.0216654622083297,2823.80517578125,0.0003,900,0.8888432383537292,0.2,-3.875449484586716,0.1700000036507845,6096.811883544922,0.019583795
,3640,,4467,65.46226028000001,3.05,91,0,,,,,,,,,,,
4.0,3680,45.73225784301758,,,,,,0.01863473653793335,-0.024288702993726475,849.664306640625,0.0003,910,0.8880839347839355,0.2,-3.8706443518400193,0.27500000651925804,3406.4385467529296,0.032190196
,3680,,4486,63.785885960000016,2.99,92,0,,,,,,,,,,,
5.0,3720,234.88352394104004,,,,,,-0.11394107341766357,-0.023959385410926192,3958.2197265625,0.0003,920,0.887362003326416,0.2,-3.8667677104473115,0.27250000517815354,3016.419827270508,0.027238125
,3720,,4569,66.9111707,3.04,93,0,,,,,,,,,,,
5.0,3760,163.88749885559082,,,,,,-0.045075416564941406,-0.019445666401443306,853.188232421875,0.0003,930,0.8855859637260437,0.2,-3.8644589096307755,0.3200000062584877,4344.787400054932,0.008261593
,3760,,4594,71.64546680000001,3.03,94,0,,,,,,,,,,,
1.0,3800,-5.0,,,,,,-0.035192131996154785,-0.03183019494681503,3132.519287109375,0.0003,940,0.8885893821716309,0.2,-3.863477647304535,0.4225000087171793,4201.307192993164,0.031468574
,3800,,4613,64.34664067,2.9,95,0,,,,,,,,,,,
2.0,3840,48.864017486572266,,,,,,-0.04947972297668457,-0.006664154709542347,2946.411865234375,0.0003,950,0.8880183100700378,0.2,-3.8682402998209,0.16750000398606063,2974.231555175781,0.01193868
,3840,,4678,63.91071483999999,2.96,96,0,,,,,,,,,,,
4.0,3880,77.94785022735596,,,,,,-0.08517920970916748,-0.026370428039081163,3150.537353515625,0.0003,960,0.8857004046440125,0.2,-3.8624666541814805,0.17000000271946192,6146.808876037598,0.018907629
,3880,,4695,64.53253666,3.05,97,0,,,,,,,,,,,
2.0,3920,47.27701187133789,,,,,,-0.05005800724029541,-0.04733420545115223,767.5428466796875,0.0003,970,0.8852269053459167,0.2,-3.8559409230947495,0.37000000942498446,3345.9389102935793,0.022056453
,3920,,4712,68.27473189999999,3.13,98,0,,,,,,,,,,,
5.0,3960,91.03117418289185,,,,,,-0.04361462593078613,-0.016273692506947556,2245.962890625,0.0003,980,0.8840596675872803,0.2,-3.8528802335262298,0.20000000465661288,4377.362813568116,0.018829739
,3960,,4732,70.63351211999999,3.18,99,0,,,,,,,,,,,
5.0,4000,58.4635066986084,,,,,,0.03817027807235718,-0.025651972735613527,1040.8289794921875,0.0003,990,0.881973147392273,0.2,-3.8478873550891874,0.2325000051409006,4450.607897949219,0.029313924
,4000,,4753,71.60364855,3.24,100,0,,,,,,,,,,,
5.0,4040,171.21660137176514,,,,,,-0.1457843780517578,-0.012742836723883788,1229.384033203125,0.0003,1000,0.880157470703125,0.2,-3.8409194529056547,0.1250000024214387,3623.4842277526855,0.022520188
,4040,,4857,70.79581774000002,3.18,101,0,,,,,,,,,,,
2.0,4080,36.8939094543457,,,,,,-0.033768415451049805,-0.02134972698841011,968.9827880859375,0.0003,1010,0.8774601817131042,0.2,-3.8340471029281615,0.22500000540167092,3004.383878326416,0.019942269
,4080,,4919,67.76451046999999,3.1,102,0,,,,,,,,,,,
5.0,4120,9.085971713066101,,,,,,-0.08472025394439697,-0.04261202004097868,3181.292724609375,0.0003,1020,0.8756183385848999,0.2,-3.8230707377195357,0.3350000085309148,3387.4747749328612,0.037952177
,4120,,4941,69.59151422,3.18,103,0,,,,,,,,,,,
