time/fps,rollout/ep_rew_mean,time/time_elapsed,time/episodes,time/total_timesteps,rollout/ep_len_mean,train/critic_loss,train/n_updates,train/learning_rate,train/actor_loss
0,1.1706821,15195,2352,5883,1.85,391.2625274658203,5781,0.001,-8.734842300415039
0,1.3482947000000005,15206,2356,5890,1.87,431.9007568359375,5787,0.001,-9.279626846313477
0,1.4570292500000002,15471,2360,5898,1.87,637.1573486328125,5796,0.001,-8.261046409606934
0,1.7590364200000002,15487,2364,5906,1.88,396.4814910888672,5804,0.001,-9.205099105834961
0,1.76430456,15500,2368,5913,1.89,389.6897277832031,5811,0.001,-8.396930694580078
0,1.7003660499999997,15525,2372,5921,1.9,445.6215362548828,5819,0.001,-8.826626777648926
0,1.80248703,15536,2376,5928,1.89,642.8161010742188,5825,0.001,-5.291701793670654
0,1.7001123100000002,15541,2380,5933,1.87,509.67645263671875,5832,0.001,-7.454429626464844
0,1.8939944699999998,15555,2384,5942,1.89,578.2999267578125,5841,0.001,-4.685532093048096
0,1.7827946499999996,15564,2388,5949,1.91,375.5040588378906,5848,0.001,0.23307982087135315
0,1.8361730699999999,15571,2392,5955,1.91,359.3080291748047,5853,0.001,-1.9606707096099854
0,2.2703925000000003,15811,2396,5965,1.94,450.02032470703125,5862,0.001,-8.220647811889648
0,2.3052924200000002,15913,2400,5973,1.93,371.437744140625,5872,0.001,-2.213669776916504
0,1.7796702500000001,15924,2404,5980,1.91,351.1867370605469,5878,0.001,-7.2260026931762695
0,1.63118306,15945,2408,5986,1.9,313.1747741699219,5884,0.001,-2.6303985118865967
0,1.90920461,15957,2412,5993,1.91,473.4025115966797,5891,0.001,-5.293736457824707
0,1.2258527399999999,15971,2416,6001,1.86,472.7957458496094,5898,0.001,-4.372157096862793
0,0.8609576299999998,15991,2420,6011,1.88,480.23191833496094,5907,0.001,-4.531373500823975
0,0.8890331699999997,16359,2424,6019,1.87,370.0716145833333,5917,0.001,-7.566429138183594
0,0.41055857999999984,16369,2428,6026,1.87,382.7388000488281,5925,0.001,-2.8450207710266113
0,0.99242138,16380,2432,6033,1.89,415.87196858723956,5932,0.001,-3.5333709716796875
0,0.9808136900000002,16392,2436,6041,1.9,533.0813903808594,5938,0.001,-7.847270488739014
0,1.86539987,16409,2440,6052,1.9,451.1982828776042,5951,0.001,-0.6089324355125427
0,2.7207962199999995,16426,2444,6062,1.94,256.5630340576172,5959,0.001,-8.587503433227539
0,3.45886484,16441,2448,6071,1.97,331.46571858723956,5968,0.001,-7.358525514602661
0,3.6252758099999998,16460,2452,6081,1.98,478.88592529296875,5979,0.001,-6.530545473098755
0,3.7439372300000002,16474,2456,6090,2.0,377.4429931640625,5989,0.001,-9.556937217712402
0,4.2459564599999995,16619,2460,6102,2.04,511.60584513346356,6000,0.001,-2.5161761045455933
0,4.420401569999999,16634,2464,6111,2.05,360.9109649658203,6008,0.001,-9.109843254089355
0,4.14413555,16647,2468,6119,2.06,304.0974311828613,6018,0.001,-3.7781509160995483
0,4.279681249999999,16668,2472,6130,2.09,369.68212890625,6026,0.001,-7.104083061218262
0,4.60162333,16740,2476,6139,2.11,321.42364501953125,6036,0.001,-1.2057847380638123
0,5.25029639,16754,2480,6148,2.15,352.10992431640625,6046,0.001,-7.295060157775879
0,4.775125,16768,2484,6157,2.15,252.59807840983072,6055,0.001,-3.8043267726898193
0,4.82006323,16789,2488,6169,2.2,345.8005798339844,6068,0.001,-7.283602873484294
0,5.16338179,16806,2492,6180,2.25,341.0822448730469,6078,0.001,-7.798082113265991
0,5.07642246,16825,2496,6191,2.26,279.80782318115234,6087,0.001,-4.651608467102051
0,4.60189152,16840,2500,6201,2.28,324.2829182942708,6100,0.001,-8.888622760772705
0,4.4491725099999995,16861,2504,6212,2.32,302.3123830159505,6110,0.001,-5.866597890853882
0,4.76246032,16876,2508,6222,2.36,354.16845703125,6118,0.001,-8.640929222106934
0,4.48193665,16890,2512,6231,2.38,346.4446830749512,6128,0.001,-4.298885941505432
0,4.30898759,17505,2516,6243,2.42,196.30523173014322,6138,0.001,-3.1113041639328003
0,5.074665490000001,17529,2520,6256,2.45,266.76219177246094,6152,0.001,-5.317538738250732
0,4.878321929999999,17546,2524,6268,2.49,269.19865798950195,6166,0.001,-5.773853182792664
0,5.3641861099999995,17571,2528,6283,2.57,234.84925079345703,6181,0.001,-4.4634153842926025
0,5.53434592,17583,2532,6292,2.59,248.36004638671875,6189,0.001,-5.554457426071167
0,6.401552389999999,17686,2536,6309,2.68,207.30026245117188,6204,0.001,-5.833794593811035
0,5.587875889999999,17709,2540,6321,2.69,201.0955017089844,6220,0.001,-5.120567321777344
0,4.9666247100000005,17720,2544,6329,2.67,171.79611206054688,6226,0.001,-3.227421998977661
0,5.8238956900000005,17743,2548,6341,2.7,229.57186889648438,6238,0.001,-2.614787220954895
0,4.849807579999999,17764,2552,6351,2.7,144.90493774414062,6246,0.001,-0.5466412305831909
0,5.03648171,17779,2556,6360,2.7,349.0287322998047,6258,0.001,-5.026444911956787
0,5.135184819999999,17799,2560,6371,2.69,238.97980753580728,6269,0.001,-3.7952606678009033
0,5.01925507,17811,2564,6379,2.68,220.79647827148438,6278,0.001,-6.214990854263306
0,4.9496905,17818,2568,6385,2.66,187.41720581054688,6284,0.001,-2.983149528503418
0,4.642142799999999,17841,2572,6397,2.67,296.34999084472656,6294,0.001,-5.5080448389053345
0,4.322153650000001,17856,2576,6406,2.67,230.1690216064453,6304,0.001,-5.8816856145858765
0,4.36854103,17874,2580,6416,2.68,307.1817741394043,6313,0.001,-2.810634732246399
0,5.21216798,17899,2584,6429,2.72,211.67745971679688,6327,0.001,-4.665916442871094
0,5.908948849999999,17920,2588,6440,2.71,259.0778503417969,6338,0.001,-3.2891260981559753
0,5.44528089,17935,2592,6449,2.69,174.58867899576822,6348,0.001,-0.7240114808082581
0,6.2183464200000005,17955,2596,6460,2.69,127.35763168334961,6357,0.001,-0.5076997876167297
0,6.45451471,17976,2600,6471,2.7,173.8925577799479,6368,0.001,-4.513169765472412
0,7.445372089999999,17996,2604,6482,2.7,153.40579223632812,6379,0.001,-3.5029561519622803
0,8.02227603,18016,2608,6493,2.71,318.3935546875,6390,0.001,-3.840228319168091
0,8.141208720000002,18029,2612,6501,2.7,461.7126770019531,6400,0.001,-2.4846887588500977
0,9.194722870000001,18057,2616,6515,2.72,176.1137580871582,6411,0.001,-5.083553493022919
0,9.188337950000001,18074,2620,6525,2.69,152.05077107747397,6424,0.001,-2.7254252433776855
0,9.82454424,18095,2624,6536,2.68,229.6867446899414,6432,0.001,-4.38440477848053
0,11.00957339,18116,2628,6547,2.64,213.37176513671875,6445,0.001,-0.9941489398479462
0,10.82403884,18137,2632,6558,2.66,180.70570373535156,6456,0.001,-3.364464282989502
0,10.876954430000001,18154,2636,6568,2.59,183.31108856201172,6465,0.001,-3.1377687454223633
0,11.87956995,18180,2640,6581,2.6,188.69832229614258,6477,0.001,-2.8030664920806885
0,12.23626483,18197,2644,6591,2.62,214.99883842468262,6490,0.001,-3.056777596473694
0,11.905328949999998,18495,2648,6603,2.62,249.75593948364258,6500,0.001,-4.493615508079529
0,13.208436610000001,18513,2652,6613,2.62,190.3240966796875,6511,0.001,-5.211872816085815
0,13.599372010000002,18525,2656,6621,2.61,286.7275085449219,6519,0.001,-1.5738771706819534
0,13.17399539,18545,2660,6632,2.61,209.01568222045898,6529,0.001,-5.775252103805542
0,12.851149880000003,18559,2664,6641,2.62,278.0710144042969,6538,0.001,-2.1753947734832764
0,13.930547370000001,18575,2668,6653,2.68,180.9563446044922,6550,0.001,-3.5903091430664062
0,14.877003159999997,18589,2672,6662,2.65,128.48590087890625,6559,0.001,-2.7020429372787476
0,14.45231362,18595,2676,6668,2.62,239.3438949584961,6567,0.001,-4.040848731994629
0,14.0543838,18609,2680,6677,2.61,195.74577840169272,6576,0.001,-6.299882173538208
0,14.339566600000001,18633,2684,6690,2.61,237.62493896484375,6587,0.001,-5.21345853805542
0,15.598304390000003,18663,2688,6704,2.64,220.26781717936197,6601,0.001,-3.075554847717285
0,16.79885988,18681,2692,6713,2.64,231.77297973632812,6609,0.001,-2.787839889526367
0,16.658636499999997,18698,2696,6725,2.65,250.50945027669272,6622,0.001,-6.356207370758057
0,17.252046439999997,18739,2700,6736,2.65,167.51725387573242,6632,0.001,-2.346564769744873
0,16.047018249999997,18744,2704,6741,2.59,265.5637512207031,6640,0.001,-3.879610776901245
0,15.745286799999999,18826,2708,6752,2.59,247.74486287434897,6649,0.001,-3.869640350341797
0,16.594526600000002,18842,2712,6762,2.61,213.71385701497397,6661,0.001,-6.348252773284912
0,15.92950243,18858,2716,6772,2.57,236.6051025390625,6669,0.001,-4.714511871337891
0,15.907491079999998,18882,2720,6785,2.6,221.5771484375,6682,0.001,-5.426553726196289
0,16.722734579999997,19080,2724,6799,2.63,239.50630798339844,6695,0.001,-2.1974103450775146
0,16.20986981,19098,2728,6809,2.62,249.68894958496094,6708,0.001,-5.328688383102417
0,16.23421991,19107,2732,6816,2.58,296.8820495605469,6715,0.001,-1.6667848825454712
0,15.122446250000001,19111,2736,6821,2.53,269.263671875,6719,0.001,-2.556630849838257
0,14.142493830000003,19123,2740,6829,2.48,120.77984619140625,6727,0.001,-4.354490280151367
0,14.647092130000003,19138,2744,6837,2.46,178.47186279296875,6736,0.001,-2.8933002948760986
0,13.940479029999999,19157,2748,6846,2.43,289.03204345703125,6745,0.001,-6.314562797546387
0,13.41986911,19181,2752,6857,2.44,226.70237731933594,6754,0.001,-4.078624248504639
0,13.149512650000002,19424,2756,6865,2.44,245.42662811279297,6762,0.001,-4.946511268615723
0,13.30096379,19438,2760,6874,2.42,375.6955261230469,6771,0.001,-4.964695930480957
0,14.087996610000003,19455,2764,6884,2.43,279.684076944987,6780,0.001,-3.298344135284424
0,14.365790550000002,19477,2768,6896,2.43,281.0880940755208,6793,0.001,-5.5904860496521
0,13.842736420000001,19487,2772,6903,2.41,196.05859375,6801,0.001,-5.786405563354492
0,14.9150391,19503,2776,6913,2.45,330.1927032470703,6811,0.001,-3.606410264968872
0,17.160668310000002,19529,2780,6928,2.51,350.43641357421876,6825,0.001,-5.7683494091033936
0,16.52590476,19543,2784,6937,2.47,316.7559814453125,6834,0.001,-3.8240548372268677
0,15.25314512,19564,2788,6948,2.44,323.4234924316406,6845,0.001,-10.276850700378418
0,15.01818262,19585,2792,6960,2.47,351.46495564778644,6856,0.001,-4.632890462875366
0,14.051114079999998,19918,2796,6970,2.45,298.81360626220703,6868,0.001,-4.668397426605225
0,14.548522140000003,19945,2800,6984,2.48,358.9286918640137,6881,0.001,-7.893361330032349
0,16.02594583,19963,2804,6995,2.54,350.18914794921875,6892,0.001,-3.1162476539611816
0,17.34013488,19989,2808,7008,2.56,240.6331583658854,6905,0.001,-5.265662670135498
0,17.044153740000002,20003,2812,7018,2.56,350.5200602213542,6917,0.001,-4.940289497375488
0,18.76538313,20026,2816,7032,2.6,343.3811264038086,6927,0.001,-4.301031470298767
0,19.32921338,20048,2820,7044,2.59,396.02635701497394,6941,0.001,-6.403367519378662
0,19.015349399999998,20066,2824,7057,2.58,271.3340555826823,6954,0.001,-8.847853660583496
0,18.493774050000003,20081,2828,7068,2.59,406.51600646972656,6965,0.001,-6.556147813796997
0,17.78002282,20086,2832,7073,2.57,338.1865234375,6972,0.001,-10.284933090209961
0,19.550543169999997,20118,2836,7087,2.66,278.61265055338544,6984,0.001,-4.926830291748047
0,20.64985983,20149,2840,7101,2.72,330.5161641438802,6997,0.001,-6.71245813369751
0,20.274355749999998,20164,2844,7112,2.75,379.83058166503906,7010,0.001,-9.197617769241333
0,20.86141136,20175,2848,7121,2.75,272.11065673828125,7017,0.001,-2.229038715362549
0,21.89017272,20193,2852,7134,2.77,426.21262613932294,7030,0.001,-6.825185298919678
0,23.27234436,20216,2856,7147,2.82,318.0362548828125,7044,0.001,-4.170064449310303
0,23.307383889999997,20229,2860,7155,2.81,315.42271423339844,7053,0.001,-4.939549446105957
0,23.331506960000002,20244,2864,7164,2.8,371.57161712646484,7063,0.001,-8.011235475540161
0,23.521934260000002,20263,2868,7174,2.78,307.5172424316406,7073,0.001,-7.009129524230957
0,23.817999000000004,20278,2872,7183,2.8,401.9627278645833,7081,0.001,-4.947438716888428
0,23.752299020000006,20301,2876,7195,2.82,376.63791910807294,7091,0.001,-5.21033239364624
0,21.27854018,20306,2880,7200,2.72,270.348876953125,7099,0.001,-8.139683723449707
0,21.43360204,20320,2884,7209,2.72,545.8029378255209,7107,0.001,-7.675360202789307
0,21.21137511,20331,2888,7216,2.68,355.75339762369794,7115,0.001,-6.142711162567139
0,22.226698909999996,20356,2892,7229,2.69,303.4462890625,7126,0.001,-9.09464168548584
0,22.46645082,20368,2896,7237,2.67,253.47442626953125,7134,0.001,-4.848697662353516
0,22.57567627,20389,2900,7248,2.64,463.8801676432292,7145,0.001,-12.925050735473633
0,21.822021340000003,20646,2904,7258,2.63,311.0092468261719,7155,0.001,-3.1586580872535706
0,20.26418722,20659,2908,7267,2.59,550.9790649414062,7165,0.001,-5.7340662479400635
0,19.860453210000003,20672,2912,7277,2.59,472.2687683105469,7175,0.001,-6.88141393661499
0,17.987706080000002,20684,2916,7286,2.54,326.9173990885417,7185,0.001,-3.3089921474456787
0,17.228186089999998,21093,2920,7295,2.51,452.54803466796875,7193,0.001,-6.3405115604400635
0,17.88896696,21124,2924,7309,2.52,371.84119415283203,7205,0.001,-6.6231772899627686
0,17.740994190000002,21136,2928,7317,2.49,442.49619547526044,7216,0.001,-6.706590890884399
0,19.5841748,21160,2932,7330,2.57,371.6808675130208,7226,0.001,-5.539653778076172
0,17.92566447,21174,2936,7338,2.51,446.9729919433594,7236,0.001,-6.711146831512451
0,16.626348540000002,21186,2940,7346,2.45,420.47364298502606,7244,0.001,-8.975409984588623
0,16.931944270000002,21209,2944,7358,2.46,397.1578776041667,7256,0.001,-5.572194337844849
0,16.506506,21228,2948,7368,2.47,342.0860290527344,7265,0.001,-3.9548680782318115
0,15.705435950000002,21244,2952,7378,2.44,319.46131896972656,7277,0.001,-9.019532203674316
0,14.41864894,21256,2956,7386,2.39,432.04010009765625,7283,0.001,-8.487306594848633
0,14.884057630000004,21272,2960,7396,2.41,301.90851974487305,7295,0.001,-4.170625686645508
0,14.40733016,21290,2964,7406,2.42,585.6026000976562,7303,0.001,-10.41448974609375
0,13.56059994,21310,2968,7417,2.43,437.8274332682292,7314,0.001,-5.455839395523071
0,13.27471288,21322,2972,7426,2.43,431.24053955078125,7323,0.001,-5.6964335441589355
0,12.842224490000001,21333,2976,7434,2.39,332.8410237630208,7333,0.001,-4.711700916290283
0,13.064733110000002,21342,2980,7441,2.41,253.06541442871094,7340,0.001,-7.108508110046387
0,13.501438330000001,21363,2984,7453,2.44,361.65134048461914,7351,0.001,-8.79878854751587
0,13.828917239999999,21383,2988,7464,2.48,464.94793701171875,7362,0.001,-7.985546350479126
0,12.288537569999999,21392,2992,7471,2.42,421.03668212890625,7370,0.001,-7.219218730926514
0,12.97121077,21414,2996,7483,2.46,335.482177734375,7379,0.001,-10.33942461013794
0,11.296917549999998,21419,3000,7488,2.4,556.74853515625,7387,0.001,-4.539733409881592
0,11.168591050000002,21434,3004,7498,2.4,433.4765930175781,7397,0.001,-9.641188621520996
0,11.051257190000001,21445,3008,7506,2.39,386.9096374511719,7404,0.001,-8.413586616516113
0,10.87677283,21454,3012,7513,2.36,469.5845947265625,7412,0.001,-8.996734619140625
0,12.500991039999999,21482,3016,7527,2.41,405.02576904296876,7425,0.001,-10.892498970031738
0,12.262025920000001,21493,3020,7535,2.4,241.7834014892578,7432,0.001,-7.278027534484863
0,10.547867900000004,21512,3024,7546,2.37,395.9175618489583,7445,0.001,-6.462594509124756
0,11.011752020000001,21534,3028,7558,2.41,331.3248977661133,7456,0.001,-7.6589319705963135
0,9.365966100000001,21543,3032,7565,2.35,300.7818145751953,7464,0.001,-6.195852041244507
0,10.912399650000003,21565,3036,7577,2.39,349.4908752441406,7475,0.001,-4.897340893745422
0,11.984001769999999,21589,3040,7590,2.44,361.3574625651042,7487,0.001,-6.523471832275391
0,12.651025960000002,21614,3044,7603,2.45,475.6663411458333,7500,0.001,-10.0020112991333
0,12.537834170000002,21623,3048,7610,2.42,363.5635274251302,7509,0.001,-7.939361572265625
0,13.38047009,21658,3052,7622,2.44,430.7311096191406,7521,0.001,-5.423520803451538
0,13.472697900000004,21678,3056,7632,2.46,499.3462219238281,7530,0.001,-8.496116399765015
0,13.58608692,21707,3060,7644,2.48,483.2379862467448,7542,0.001,-5.552672266960144
0,13.70622531,21732,3064,7655,2.49,359.2610371907552,7552,0.001,-8.678204536437988
0,14.83021971,21755,3068,7668,2.51,397.2177022298177,7566,0.001,-4.962144136428833
0,15.3145271,21769,3072,7677,2.51,458.0857238769531,7576,0.001,-7.775699138641357
0,15.655075280000004,21785,3076,7687,2.53,288.37282307942706,7585,0.001,-8.071537971496582
0,15.73896118,21797,3080,7695,2.54,491.75555419921875,7592,0.001,-8.5139799118042
0,15.35350756,21809,3084,7704,2.51,526.1659444173177,7603,0.001,-5.749362945556641
0,14.75763423,21823,3088,7713,2.49,322.97670491536456,7610,0.001,-6.280109882354736
0,14.371657659999999,21832,3092,7720,2.49,421.85516357421875,7619,0.001,-4.934707164764404
0,13.701732709999998,22197,3096,7728,2.45,330.1410827636719,7627,0.001,-4.485991954803467
0,14.540495489999998,22212,3100,7737,2.49,394.66522216796875,7634,0.001,-4.0503830909729
0,15.52330902,22235,3104,7749,2.51,357.7819519042969,7645,0.001,-8.573160171508789
0,15.878644790000001,22250,3108,7758,2.52,313.42449951171875,7655,0.001,-2.5173966884613037
0,16.69171967,22271,3112,7769,2.56,365.7140197753906,7665,0.001,-8.520742416381836
0,14.941122770000002,22300,3116,7779,2.52,453.8840738932292,7676,0.001,-5.390056133270264
0,15.243279849999999,22318,3120,7788,2.53,263.9732971191406,7687,0.001,-6.202651500701904
0,15.44260609,22342,3124,7798,2.52,416.0157470703125,7695,0.001,-4.420540809631348
0,15.10288157,22360,3128,7807,2.49,349.1575622558594,7706,0.001,-8.373274803161621
0,15.622591860000002,22375,3132,7815,2.5,397.2286376953125,7714,0.001,-3.8980743885040283
0,14.09224898,22385,3136,7823,2.46,478.3279317220052,7721,0.001,-5.235446929931641
0,12.607273070000002,22390,3140,7828,2.38,360.84405517578125,7726,0.001,-13.061248779296875
0,13.059956080000001,22412,3144,7841,2.38,496.5629089355469,7739,0.001,-5.466719746589661
0,14.136496479999998,22434,3148,7853,2.43,479.43798828125,7750,0.001,-4.711523532867432
0,13.71349577,22454,3152,7865,2.43,362.4246368408203,7760,0.001,-7.970335245132446
0,13.03816452,22464,3156,7872,2.4,249.6705118815104,7771,0.001,-4.398069381713867
0,13.232787120000001,22489,3160,7885,2.41,386.8036285400391,7783,0.001,-6.764725208282471
0,13.76807377,22512,3164,7898,2.43,342.5482482910156,7795,0.001,-3.0510003566741943
0,12.949697200000001,22532,3168,7910,2.42,327.7294209798177,7806,0.001,-3.0362839698791504
0,12.13326325,22541,3172,7917,2.4,436.65903727213544,7815,0.001,-7.742015361785889
0,12.1829377,22556,3176,7926,2.39,338.1923828125,7824,0.001,-4.81371545791626
0,12.42974665,22577,3180,7937,2.42,384.58892313639325,7834,0.001,-7.4010796546936035
0,13.145602359999998,22601,3184,7949,2.45,294.97515869140625,7846,0.001,-7.93694806098938
0,13.55495929,22614,3188,7957,2.44,768.782958984375,7855,0.001,-5.594882011413574
0,15.121171450000002,22639,3192,7970,2.5,363.92230224609375,7866,0.001,-5.582945108413696
0,15.428291549999999,22653,3196,7978,2.5,389.73936971028644,7877,0.001,-8.173181533813477
0,16.714784180000002,22678,3200,7990,2.53,370.51990763346356,7888,0.001,-4.041695713996887
0,16.629351260000004,22698,3204,8001,2.52,339.17041015625,7899,0.001,-4.135001063346863
0,17.349477810000003,22715,3208,8011,2.53,401.7088165283203,7910,0.001,-8.944480419158936
0,17.95225671,22742,3212,8024,2.55,366.95521545410156,7922,0.001,-1.4661806225776672
0,18.36148688,22762,3216,8036,2.57,336.6103515625,7933,0.001,-9.953495979309082
0,18.96598203,22781,3220,8048,2.6,385.51173909505206,7944,0.001,-4.738016843795776
0,18.94960006,22795,3224,8057,2.59,340.105224609375,7955,0.001,-7.762355327606201
0,19.78969055,22819,3228,8071,2.64,353.2522888183594,7968,0.001,-7.796727180480957
0,19.43930884,22825,3232,8077,2.62,257.92901611328125,7974,0.001,-7.971282958984375
0,19.590973369999997,22841,3236,8087,2.64,377.56634521484375,7983,0.001,-7.995081424713135
0,20.747351120000005,22858,3240,8097,2.69,357.44000244140625,7993,0.001,-9.174002647399902
0,19.57835841,22873,3244,8107,2.66,325.9564208984375,8005,0.001,-3.2928237915039062
0,18.728653639999997,22893,3248,8119,2.66,388.37762451171875,8016,0.001,-12.750833511352539
0,17.84312649,22914,3252,8130,2.65,473.9513473510742,8027,0.001,-3.695170521736145
0,18.309699549999998,23226,3256,8141,2.69,280.1187744140625,8038,0.001,-6.982933044433594
0,18.106904500000002,23254,3260,8154,2.69,371.0657501220703,8050,0.001,-8.101957321166992
0,18.25184217,23283,3264,8167,2.69,434.5325241088867,8065,0.001,-7.775215148925781
0,17.697222940000003,23326,3268,8178,2.68,384.3222351074219,8074,0.001,-6.536806583404541
0,18.064431470000002,23342,3272,8188,2.71,332.62107849121094,8087,0.001,-8.016098499298096
0,18.32881672,23360,3276,8199,2.73,369.39405314127606,8097,0.001,-3.7077338695526123
0,17.78540563,23367,3280,8205,2.68,329.8297627766927,8104,0.001,-7.820512771606445
0,17.01144197,23379,3284,8214,2.65,425.75146484375,8113,0.001,-10.052395820617676
0,16.643558099999996,23399,3288,8225,2.68,314.1066487630208,8123,0.001,-6.326232433319092
0,16.582237650000003,23432,3292,8237,2.67,439.84095255533856,8132,0.001,-4.441617012023926
0,16.40260945,23664,3296,8246,2.68,357.0985412597656,8145,0.001,-8.375707626342773
0,14.663716120000002,23670,3300,8252,2.62,463.6475524902344,8151,0.001,-5.216623783111572
0,14.28578719,23681,3304,8261,2.6,429.4403076171875,8158,0.001,-6.364625692367554
0,14.33898156,23704,3308,8273,2.62,392.883544921875,8171,0.001,-6.868246078491211
0,13.325093299999999,23719,3312,8282,2.58,394.6726379394531,8179,0.001,-1.586517572402954
0,13.31717951,23732,3316,8290,2.54,322.90074666341144,8189,0.001,-9.78386402130127
0,12.66180848,23829,3320,8297,2.49,478.87884521484375,8196,0.001,-7.569539546966553
0,12.82512802,23847,3324,8307,2.5,393.1255569458008,8206,0.001,-5.235585927963257
0,12.848041109999999,23871,3328,8321,2.5,482.62813568115234,8217,0.001,-6.766118288040161
0,13.37616364,23998,3332,8333,2.56,373.30519104003906,8232,0.001,-3.722880244255066
0,13.71650281,24015,3336,8343,2.56,327.311279296875,8239,0.001,-7.596938610076904
0,13.47074796,24036,3340,8354,2.57,315.1943244934082,8252,0.001,-4.476436138153076
0,13.27265518,24059,3344,8366,2.59,436.0147298177083,8264,0.001,-12.1417236328125
0,13.164453939999996,24088,3348,8380,2.61,341.55187606811523,8277,0.001,-6.931912899017334
0,13.502972190000001,24111,3352,8391,2.61,384.9910380045573,8288,0.001,-1.7542107999324799
0,13.48666759,24240,3356,8401,2.6,404.3808364868164,8298,0.001,-9.88819408416748
0,13.136884120000001,24413,3360,8411,2.57,390.8807779947917,8307,0.001,-2.6317176818847656
0,13.150024819999999,24430,3364,8422,2.55,460.83970642089844,8319,0.001,-10.801948547363281
0,13.94095738,24446,3368,8433,2.55,392.94068908691406,8332,0.001,-7.124529123306274
0,14.61532157,24468,3372,8445,2.57,368.2552604675293,8343,0.001,-3.9857404232025146
0,14.221740700000003,24488,3376,8455,2.56,485.2335662841797,8354,0.001,-6.611489772796631
0,15.391177879999997,24510,3380,8467,2.62,316.71099853515625,8363,0.001,-8.455530881881714
0,14.7353242,24517,3384,8474,2.6,307.7081298828125,8373,0.001,-5.220597982406616
0,15.91826163,24540,3388,8486,2.61,499.9991760253906,8382,0.001,-9.341646194458008
0,15.691925699999999,24558,3392,8498,2.61,354.53282674153644,8395,0.001,-6.920304298400879
0,16.201979689999998,24571,3396,8508,2.62,379.47528076171875,8406,0.001,-9.447734832763672
0,17.35152264,24589,3400,8521,2.69,397.14295959472656,8418,0.001,-1.100238412618637
0,17.42723668,24602,3404,8531,2.7,415.6309814453125,8426,0.001,-10.483006477355957
0,17.44507087,24619,3408,8543,2.7,448.34912109375,8440,0.001,-8.19963788986206
0,17.88580558,24636,3412,8555,2.73,274.48028564453125,8451,0.001,-6.585659027099609
0,18.70550844,24661,3416,8569,2.79,318.12697347005206,8467,0.001,-6.302468776702881
0,19.09113239,24684,3420,8584,2.87,380.78708902994794,8481,0.001,-5.616335391998291
0,19.42540221,24699,3424,8595,2.88,324.44663492838544,8494,0.001,-7.803973913192749
0,19.009166079999996,24721,3428,8607,2.86,304.69647216796875,8506,0.001,-8.425323724746704
0,19.66413023,24736,3432,8618,2.85,218.3927459716797,8514,0.001,-7.655104160308838
0,20.330869889999995,24753,3436,8630,2.87,388.3656768798828,8529,0.001,-11.785469055175781
0,19.90416924,24760,3440,8637,2.83,380.8056182861328,8536,0.001,-5.311542987823486
0,20.032659699999996,24773,3444,8647,2.81,280.38067626953125,8545,0.001,-10.505502700805664
0,19.901707279999997,24782,3448,8655,2.75,366.498046875,8554,0.001,-12.24118709564209
0,19.88159986,24793,3452,8664,2.73,326.73252360026044,8562,0.001,-9.630021095275879
0,19.956598430000003,24808,3456,8674,2.73,296.16131591796875,8570,0.001,-10.076229095458984
0,20.2166241,24824,3460,8685,2.74,444.2740783691406,8583,0.001,-5.100024700164795
0,19.46375555,24841,3464,8694,2.72,388.57700602213544,8592,0.001,-7.967353820800781
0,20.13460556,24862,3468,8707,2.74,339.6991678873698,8603,0.001,-9.057398796081543
0,20.02253344,24878,3472,8718,2.73,299.2272644042969,8616,0.001,-6.080920219421387
0,20.203645069999997,24894,3476,8730,2.75,376.18663533528644,8626,0.001,-5.152615547180176
0,19.342057479999998,24904,3480,8738,2.71,309.3717956542969,8635,0.001,-6.480923652648926
0,19.63769868,24916,3484,8748,2.74,274.44976806640625,8645,0.001,-6.210977792739868
0,18.747538770000002,24928,3488,8757,2.71,270.32140096028644,8656,0.001,-7.490829944610596
0,19.68516108,24946,3492,8770,2.72,336.2184244791667,8668,0.001,-8.114517450332642
0,21.248094599999998,24970,3496,8785,2.77,287.7334671020508,8682,0.001,-4.869059324264526
0,21.318232130000002,24991,3500,8799,2.78,318.33729553222656,8694,0.001,-6.625425815582275
0,21.453213499999997,25008,3504,8811,2.8,401.5675048828125,8708,0.001,-5.177602052688599
0,22.171518969999997,25030,3508,8826,2.83,368.95694732666016,8721,0.001,-7.9887237548828125
0,22.922665379999998,25053,3512,8841,2.86,394.80645751953125,8736,0.001,-8.605681657791138
0,22.441749460000004,25072,3516,8853,2.84,352.4873758951823,8749,0.001,-11.126370429992676
0,21.970968029999998,25082,3520,8861,2.77,330.8834228515625,8758,0.001,-8.129378318786621
0,21.586592940000006,25098,3524,8873,2.78,357.98626708984375,8769,0.001,-3.7527942657470703
0,21.80528853,25115,3528,8885,2.78,350.8095194498698,8782,0.001,-6.916303873062134
0,21.306900709999994,25138,3532,8897,2.79,348.38934326171875,8793,0.001,-6.400013208389282
0,21.14808603000001,25155,3536,8908,2.78,342.93267822265625,8804,0.001,-6.232673168182373
0,21.408612170000005,25244,3540,8918,2.81,418.64227294921875,8816,0.001,-8.610108613967896
0,22.237097199999994,25269,3544,8930,2.83,343.693603515625,8825,0.001,-2.020711660385132
0,22.609371899999996,25285,3548,8939,2.84,325.6969807942708,8837,0.001,-10.244071006774902
