time/total_timesteps,eval/mean_reward,eval/mean_ep_length,rollout/ep_len_mean,time/iterations,time/time_elapsed,rollout/ep_rew_mean,time/fps,train/value_loss,train/loss,train/explained_variance,train/n_updates,train/std,train/clip_range,train/approx_kl,train/policy_gradient_loss,train/entropy_loss,train/learning_rate,train/clip_fraction
12200,60.164573669433594,2.0,,,,,,12839.841543579101,5108.0791015625,0.064186692237854,3040,0.7173696756362915,0.2,0.032161307,-0.006820562879147474,-3.139716336131096,0.0003,0.21500000413507223
12200,,,3.97,305,16684,220.96969180999997,0,,,,,,,,,,,
12240,72.52776336669922,2.0,,,,,,11026.237965393066,2958.51708984375,0.16309374570846558,3050,0.7153021097183228,0.2,0.029557578,-0.016302798938122587,-3.129090803861618,0.0003,0.2725000062957406
12240,,,3.91,306,16707,222.03127569999998,0,,,,,,,,,,,
12280,286.14142417907715,5.0,,,,,,17282.447193145752,14103.2197265625,0.03275930881500244,3060,0.7153254747390747,0.2,0.034481652,0.005270147796836699,-3.1254401028156282,0.0003,0.21000000443309547
12280,,,3.94,307,16726,228.81124288000004,0,,,,,,,,,,,
12320,303.07019424438477,5.0,,,,,,11392.053039550781,4721.248046875,0.06589549779891968,3070,0.7146763205528259,0.2,0.03964129,-0.012565756326803235,-3.123356541991234,0.0003,0.2325000051409006
12320,,,3.91,308,16746,225.39936575000004,0,,,,,,,,,,,
12360,297.5199966430664,5.0,,,,,,8677.679078674317,5379.26953125,0.09940874576568604,3080,0.7183518409729004,0.2,0.10525744,-0.003860392090864484,-3.126159206032753,0.0003,0.27500000558793547
12360,,,3.89,309,16765,220.22199878000004,0,,,,,,,,,,,
12400,109.89163661003113,5.0,,,,,,9031.165960693359,2091.54296875,0.09781485795974731,3090,0.7154446840286255,0.2,0.008756701,-0.013099059060368744,-3.1291186690330504,0.0003,0.2525000048801303
12400,,,3.93,310,49522,225.00257685,0,,,,,,,,,,,
12440,390.0321922302246,5.0,,,,,,14705.540259933472,8631.275390625,0.0888332724571228,3100,0.7162229418754578,0.2,0.022840489,-0.008106496164109555,-3.1232806742191315,0.0003,0.2375000048428774
12440,,,3.99,311,49542,221.23959076999995,0,,,,,,,,,,,
12480,303.6970405578613,5.0,,,,,,6747.270763969422,3017.699462890625,0.2521703243255615,3110,0.7175776958465576,0.2,0.056708723,-0.003782902502716756,-3.1278055191040037,0.0003,0.43250000923871995
12480,,,4.02,312,49579,224.06016610999998,0,,,,,,,,,,,
12520,381.17053985595703,5.0,,,,,,13850.823651123046,10494.0830078125,0.15918117761611938,3120,0.7207748293876648,0.2,0.0047640326,0.03962597282838942,-3.1410929590463637,0.0003,0.3850000064820051
12520,,,3.93,313,49623,215.53415548,0,,,,,,,,,,,
12560,70.02934646606445,3.0,,,,,,14304.507818603515,14494.8916015625,0.14373010396957397,3130,0.7197989225387573,0.2,0.019389564,-0.010392823442289246,-3.142199882864952,0.0003,0.17250000387430192
12560,,,3.95,314,49645,223.45855958,0,,,,,,,,,,,
12600,250.03412628173828,4.0,,,,,,8559.122131347656,2982.89306640625,0.3258821964263916,3140,0.7208137512207031,0.2,0.01735244,0.0031240420858193786,-3.1397844702005386,0.0003,0.09500000141561031
12600,,,3.93,315,49724,220.96788744999998,0,,,,,,,,,,,
12640,302.530460357666,5.0,,,,,,11231.618409729004,5230.052734375,-0.006380438804626465,3150,0.721464991569519,0.2,0.010580363,0.013965552155805194,-3.1413538962602616,0.0003,0.19500000383704902
12640,,,3.98,316,49745,219.60079310000003,0,,,,,,,,,,,
12680,131.81819534301758,3.0,,,,,,5463.340034484863,2362.064453125,0.2657708525657654,3160,0.719270646572113,0.2,0.06110181,-0.057871002457250145,-3.1371242731809614,0.0003,0.522500011511147
12680,,,4.0,317,49766,225.32125030000003,0,,,,,,,,,,,
12720,347.36857986450195,5.0,,,,,,10755.838356018066,8565.4638671875,0.2191508412361145,3170,0.7194275856018066,0.2,0.015494565,-0.012066352916874624,-3.1341671884059905,0.0003,0.12250000182539225
12720,,,3.94,318,49790,226.23320932,0,,,,,,,,,,,
12760,252.7057318687439,5.0,,,,,,10442.028982543945,3571.880615234375,0.21051108837127686,3180,0.7177610397338867,0.2,0.016835986,-0.033393915892920664,-3.1299461126327515,0.0003,0.2900000071153045
12760,,,3.94,319,49809,229.63207701000002,0,,,,,,,,,,,
12800,120.4177474975586,5.0,,,,,,9435.547473144532,3004.545654296875,0.10923224687576294,3190,0.7205994129180908,0.2,0.20155646,0.038890707571990826,-3.1356611639261245,0.0003,0.5275000091642141
12800,,,3.95,320,49827,220.20349240000004,0,,,,,,,,,,,
12840,402.7555503845215,5.0,,,,,,5009.408599853516,1749.0654296875,0.3382912874221802,3200,0.719083309173584,0.2,0.09485067,0.0017249753951909864,-3.140167957544327,0.0003,0.2700000060722232
12840,,,3.97,321,49846,220.32023319,0,,,,,,,,,,,
12880,179.3840479850769,5.0,,,,,,8957.330899810791,5796.349609375,0.19150853157043457,3210,0.722531795501709,0.2,0.04216314,-0.022890282166190445,-3.1445240408182142,0.0003,0.2600000051781535
12880,,,4.06,322,49867,224.65985385000005,0,,,,,,,,,,,
12920,324.2676658630371,5.0,,,,,,7351.455104064941,2392.763427734375,0.42004358768463135,3220,0.7214758396148682,0.2,0.010918823,-0.01733652356553648,-3.148543494939804,0.0003,0.182500003837049
12920,,,3.95,323,49888,214.55442804999998,0,,,,,,,,,,,
12960,171.07986736297607,5.0,,,,,,16046.40544128418,11309.9755859375,-0.15816843509674072,3230,0.7193657755851746,0.2,0.021422254,-0.00831087819744425,-3.1405986934900283,0.0003,0.1900000037625432
12960,,,3.93,324,49905,207.89122093999998,0,,,,,,,,,,,
13000,177.20569229125977,5.0,,,,,,12631.46640625,10038.9990234375,0.015205085277557373,3240,0.7172408103942871,0.2,0.028627314,-0.014117498036648612,-3.1306643724441527,0.0003,0.3650000084191561
13000,,,4.06,325,49926,222.79416955,0,,,,,,,,,,,
13040,121.18736267089844,4.0,,,,,,14972.977239990234,3648.34130859375,0.15778231620788574,3250,0.717867374420166,0.2,0.03209483,-0.01732709361691377,-3.1272026360034944,0.0003,0.2650000052526593
13040,,,4.07,326,49948,224.33271795000005,0,,,,,,,,,,,
13080,77.06874084472656,2.0,,,,,,12692.17911376953,3022.517333984375,0.09186869859695435,3260,0.7176886796951294,0.2,0.02587017,-0.012095093148054747,-3.1302082657814028,0.0003,0.21750000417232512
13080,,,4.03,327,49965,215.41496392000005,0,,,,,,,,,,,
13120,364.95055770874023,5.0,,,,,,9626.460238647462,6795.18115234375,0.08513957262039185,3270,0.7166640162467957,0.2,0.038227484,-0.028095769734063646,-3.1267132222652436,0.0003,0.31000000685453416
13120,,,4.02,328,49987,214.60604974999998,0,,,,,,,,,,,
13160,388.55692291259766,5.0,,,,,,18602.456221008302,7925.85498046875,-0.005258321762084961,3280,0.7167692184448242,0.2,0.017665092,-0.01021049959264928,-3.1242344051599504,0.0003,0.11750000212341546
13160,,,3.94,329,50010,212.06138600000003,0,,,,,,,,,,,
13200,137.03016102313995,5.0,,,,,,14601.611225128174,8847.3681640625,0.04604291915893555,3290,0.7180798053741455,0.2,0.019327395,-0.004411264880181953,-3.126202955842018,0.0003,0.26000000685453417
13200,,,3.84,330,50030,212.95494906000005,0,,,,,,,,,,,
13240,335.0789337158203,5.0,,,,,,13271.321606445312,13020.716796875,0.13991498947143555,3300,0.7177156805992126,0.2,0.007291116,0.005573345210723346,-3.1285855412483214,0.0003,0.22500000447034835
13240,,,3.78,331,50049,207.89072804,0,,,,,,,,,,,
13280,417.58051681518555,5.0,,,,,,9502.42852935791,2809.698486328125,0.2524915337562561,3310,0.7186175584793091,0.2,0.026905563,-0.019078386301843865,-3.128426083922386,0.0003,0.4925000112503767
13280,,,3.81,332,50071,207.36451346,0,,,,,,,,,,,
13320,372.13962173461914,5.0,,,,,,14479.866989135742,11276.025390625,0.13863682746887207,3320,0.7179428935050964,0.2,0.08094722,0.007469907549675447,-3.1292384415864944,0.0003,0.432500009983778
13320,,,3.89,333,50091,218.37252379999998,0,,,,,,,,,,,
13360,302.8473815917969,5.0,,,,,,12739.586476135253,6732.31982421875,0.2895848751068115,3330,0.7158111333847046,0.2,0.01853924,-0.0031620732914234397,-3.1248727053403855,0.0003,0.20250000432133675
13360,,,4.0,334,50109,224.04297527999998,0,,,,,,,,,,,
13400,293.1756896972656,5.0,,,,,,6526.138710021973,1426.669921875,0.3511253595352173,3340,0.7145062685012817,0.2,0.01396,0.017848235081146413,-3.114073261618614,0.0003,0.2825000062584877
13400,,,3.93,335,50144,217.43762622999995,0,,,,,,,,,,,
13440,205.89561080932617,5.0,,,,,,15772.057223510743,17535.87109375,0.04099631309509277,3350,0.7121785879135132,0.2,0.06820537,-0.015366116409131792,-3.105741786956787,0.0003,0.2700000056996942
13440,,,3.85,336,50166,206.32767660999997,0,,,,,,,,,,,
13480,268.02608621120453,5.0,,,,,,12977.905886840821,4905.11767578125,-0.0866239070892334,3360,0.7121065855026245,0.2,0.020078834,-0.027244273050564517,-3.0990352869033813,0.0003,0.3300000077113509
13480,,,3.95,337,50184,221.54335453999997,0,,,,,,,,,,,
13520,67.51635360717773,3.0,,,,,,12270.466732788085,5826.4462890625,0.271454393863678,3370,0.7110646963119507,0.2,0.014967614,-0.014039662678842425,-3.0979565560817717,0.0003,0.1650000035762787
13520,,,4.01,338,50204,217.40836632000003,0,,,,,,,,,,,
13560,245.19576263427734,5.0,,,,,,8053.8327293396,5365.48095703125,0.2253667712211609,3380,0.710712194442749,0.2,0.03701627,-0.03531504558282905,-3.093224123120308,0.0003,0.40500000938773156
13560,,,4.12,339,50221,224.62044457000005,0,,,,,,,,,,,
13600,-5.0,1.0,,,,,,8435.964867401122,725.8700561523438,0.281039834022522,3390,0.7123386263847351,0.2,0.027133029,-0.014264041422211448,-3.0965585708618164,0.0003,0.49250001087784767
13600,,,4.04,340,50239,219.45660635999997,0,,,,,,,,,,,
13640,95.20632743835449,4.0,,,,,,11584.570477294921,1371.014892578125,0.005003392696380615,3400,0.713899552822113,0.2,0.01368691,-0.0127684319956461,-3.10246846973896,0.0003,0.17250000312924385
13640,,,3.92,341,50257,209.43018985999998,0,,,,,,,,,,,
13680,231.9941635131836,5.0,,,,,,10471.711923217774,2364.84716796875,0.07445979118347168,3410,0.7150453329086304,0.2,0.00890288,0.006815888888741029,-3.107008209824562,0.0003,0.2300000049173832
13680,,,3.92,342,50278,210.74384366000007,0,,,,,,,,,,,
13720,262.70656967163086,5.0,,,,,,9140.880012512207,2051.01513671875,0.22186052799224854,3420,0.7102755904197693,0.2,0.014241638,-0.0011650156494579234,-3.099830815196037,0.0003,0.23750000447034836
13720,,,3.68,343,50300,193.59626857000003,0,,,,,,,,,,,
13760,85.1805956363678,5.0,,,,,,13413.690615844727,12729.6259765625,0.013626277446746826,3430,0.7087003588676453,0.2,0.030288184,-0.03929416961676907,-3.087853679060936,0.0003,0.34250000678002834
13760,,,3.66,344,50318,185.26586526999995,0,,,,,,,,,,,
13800,144.31771850585938,3.0,,,,,,7960.604302215576,5521.17919921875,-0.0118865966796875,3440,0.7038183212280273,0.2,0.41979533,0.14474790564650902,-3.075107607245445,0.0003,0.6525000078603626
13800,,,3.63,345,50346,189.08493062000002,0,,,,,,,,,,,
13840,201.75311279296875,5.0,,,,,,18639.397439575194,6955.1796875,-0.0010014772415161133,3450,0.7057456374168396,0.2,0.008708275,-0.017208080684067685,-3.0701599031686784,0.0003,0.29750000685453415
13840,,,3.42,346,50374,177.52135316,0,,,,,,,,,,,
13880,160.6158447265625,3.0,,,,,,11720.089453125,4697.02490234375,0.13422447443008423,3460,0.7070798277854919,0.2,0.038968533,-0.0382029333425453,-3.079840749502182,0.0003,0.3175000065937638
13880,,,3.41,347,50393,182.88809725999997,0,,,,,,,,,,,
13920,243.81927967071533,5.0,,,,,,19567.72762298584,3829.16748046875,0.08337265253067017,3470,0.7068250179290771,0.2,0.0987314,-0.018530599506630097,-3.0813367664813995,0.0003,0.42500000782310965
13920,,,3.39,348,50433,184.34135090000004,0,,,,,,,,,,,
13960,128.3080825805664,3.0,,,,,,13015.165954589844,12022.234375,0.07638794183731079,3480,0.7082058191299438,0.2,0.010328945,-0.01871175784152001,-3.0821553438901903,0.0003,0.18000000324100257
13960,,,3.53,349,50453,189.66838136,0,,,,,,,,,,,
14000,345.01374530792236,5.0,,,,,,7958.578598022461,1481.7967529296875,0.1257036328315735,3490,0.7063729763031006,0.2,0.017667111,-0.04045884023598774,-3.082168909907341,0.0003,0.34500000830739735
14000,,,3.55,350,50474,197.85302043,0,,,,,,,,,,,
14040,439.2098731994629,5.0,,,,,,12401.114158630371,9874.9853515625,0.17734366655349731,3500,0.7049696445465088,0.2,0.024841292,-0.038149747275324455,-3.0736250072717666,0.0003,0.28000000566244126
14040,,,3.56,351,50526,200.46273566999997,0,,,,,,,,,,,
14080,207.3068027496338,5.0,,,,,,13415.17586669922,7363.74755859375,0.18752604722976685,3510,0.7033690810203552,0.2,0.03642513,-0.03255753294666648,-3.0663020342588423,0.0003,0.32500000689178704
14080,,,3.7,352,50547,208.78669562,0,,,,,,,,,,,
14120,375.10130310058594,5.0,,,,,,7116.006122589111,3159.020263671875,0.2709903120994568,3520,0.7026574611663818,0.2,0.2134696,-0.0010910574591252776,-3.0597047358751297,0.0003,0.6500000078231096
14120,,,3.75,353,50564,218.93330864000004,0,,,,,,,,,,,
14160,397.22036361694336,5.0,,,,,,13571.692034721375,123.96806335449219,0.19990211725234985,3530,0.7023431062698364,0.2,0.024394684,-0.03091415137241711,-3.0534921437501907,0.0003,0.20500000473111868
14160,,,3.79,354,50585,229.4733338,0,,,,,,,,,,,
14200,270.10037994384766,5.0,,,,,,17974.562747192384,12463.244140625,0.12026369571685791,3540,0.70357346534729,0.2,0.01589659,0.00236388997764152,-3.0540057837963106,0.0003,0.287500006146729
14200,,,3.93,355,50605,238.79539407999997,0,,,,,,,,,,,
14240,203.9775047302246,5.0,,,,,,12733.237516784668,1146.7952880859375,0.213966965675354,3550,0.7015128135681152,0.2,0.07309263,-0.018596373713662618,-3.052367541193962,0.0003,0.327500007301569
14240,,,4.0,356,50658,243.65232334,0,,,,,,,,,,,
14280,359.0745429992676,5.0,,,,,,13412.418031692505,12192.1845703125,0.0850871205329895,3560,0.698501467704773,0.2,0.019458283,-0.0016684555557003433,-3.0440156757831573,0.0003,0.15500000379979612
14280,,,4.04,357,50677,245.17396292,0,,,,,,,,,,,
14320,240.95709419250488,5.0,,,,,,13046.865782165527,10304.298828125,0.20651203393936157,3570,0.6983980536460876,0.2,0.015802963,-0.024488633952569217,-3.0367956429719927,0.0003,0.21250000428408383
14320,,,4.18,358,50694,253.70557718999996,0,,,,,,,,,,,
14360,339.6021308898926,5.0,,,,,,8117.032027435303,2407.42724609375,0.28192615509033203,3580,0.6941312551498413,0.2,0.038339484,-0.02588096033927286,-3.0286942780017854,0.0003,0.3525000078603625
14360,,,4.09,359,50717,257.46302852,0,,,,,,,,,,,
14400,324.28821563720703,5.0,,,,,,20957.56428833008,8942.89453125,0.03091573715209961,3590,0.6921095848083496,0.2,0.09077286,0.00884898596457786,-3.0150919437408445,0.0003,0.24750000517815351
14400,,,3.98,360,50745,248.23702058000003,0,,,,,,,,,,,
14440,371.05619049072266,5.0,,,,,,14067.915960693359,2202.460205078125,0.06321561336517334,3600,0.6910883188247681,0.2,0.017402275,-0.019939602152226142,-3.0069737851619722,0.0003,0.2050000039860606
14440,,,4.03,361,50765,253.20236809000002,0,,,,,,,,,,,
14480,368.57494735717773,5.0,,,,,,17082.214192199706,12246.3232421875,0.2181072235107422,3610,0.6912173628807068,0.2,0.020182729,-0.010117265776789286,-3.0036413431167603,0.0003,0.17750000339001418
14480,,,3.88,362,50789,246.85944234000002,0,,,,,,,,,,,
14520,590.9864807128906,5.0,,,,,,16145.813653564453,3493.537109375,-0.0954967737197876,3620,0.6924303770065308,0.2,0.028502023,-0.023959673086356475,-3.0041005313396454,0.0003,0.33750000726431606
14520,,,3.89,363,50812,242.36025974,0,,,,,,,,,,,
14560,116.43001556396484,2.0,,,,,,10522.090849304199,7926.32080078125,0.21004486083984375,3630,0.6912189722061157,0.2,0.021894464,-0.021786631040740755,-3.0060805648565294,0.0003,0.21750000435858965
14560,,,3.73,364,50832,233.91280009000002,0,,,,,,,,,,,
14600,287.39550590515137,5.0,,,,,,17686.29489746094,9101.9951171875,0.09345096349716187,3640,0.6903823614120483,0.2,0.06388988,-0.024367801075713947,-2.9999821931123734,0.0003,0.33750000819563863
14600,,,3.72,365,50852,236.80220235000004,0,,,,,,,,,,,
14640,-5.0,1.0,,,,,,20516.45301208496,10295.904296875,0.10671275854110718,3650,0.6894024610519409,0.2,0.017759655,-0.0021884358873649036,-2.997583395242691,0.0003,0.28500000536441805
14640,,,3.65,366,50873,230.21371802,0,,,,,,,,,,,
14680,312.6454200744629,5.0,,,,,,19941.77105102539,4672.3818359375,0.08250349760055542,3660,0.6903836131095886,0.2,0.013988516,-0.002835151865883745,-2.997382414340973,0.0003,0.14750000257045032
14680,,,3.48,367,50891,216.54391111,0,,,,,,,,,,,
14720,490.6695976257324,5.0,,,,,,15496.524871826172,14194.8798828125,-0.02290666103363037,3670,0.6885435581207275,0.2,0.029544435,-0.014753525271225953,-2.9970680832862855,0.0003,0.25500000584870575
14720,,,3.56,368,50910,218.67593734,0,,,,,,,,,,,
14760,378.00048446655273,5.0,,,,,,17897.49093475342,3898.3837890625,0.09275460243225098,3680,0.6860539317131042,0.2,0.0030329153,0.01369584996609774,-2.985785162448883,0.0003,0.20250000488013029
14760,,,3.65,369,50925,229.05159838,0,,,,,,,,,,,
14800,211.39850997924805,5.0,,,,,,12183.073039245606,8933.66015625,0.18170052766799927,3690,0.686060905456543,0.2,0.032145225,-0.009891754790151008,-2.978820013999939,0.0003,0.1825000040233135
14800,,,3.71,370,50941,227.04478768,0,,,,,,,,,,,
14840,278.04909896850586,5.0,,,,,,8103.266619873047,4829.658203125,0.16245073080062866,3700,0.6852604150772095,0.2,0.058382202,-0.04516283143952023,-2.980154979228973,0.0003,0.44750000946223734
14840,,,3.76,371,51011,231.24919823999994,0,,,,,,,,,,,
14880,619.7866363525391,5.0,,,,,,13834.393060302735,3337.947265625,0.12027698755264282,3710,0.684584379196167,0.2,0.028137062,-0.018183126852804887,-2.976159092783928,0.0003,0.1875000037252903
14880,,,3.81,372,51033,238.20907157,0,,,,,,,,,,,
14920,443.9282684326172,5.0,,,,,,16033.655610656739,10610.861328125,0.06558698415756226,3720,0.6859298944473267,0.2,0.033297375,-0.014006823313884498,-2.977839928865433,0.0003,0.16000000350177288
14920,,,3.82,373,51056,235.78835374000002,0,,,,,,,,,,,
14960,141.56372833251953,3.0,,,,,,10933.13921585083,4727.8193359375,0.2093316912651062,3730,0.684432864189148,0.2,0.032481644,-0.0035385756954928738,-2.9799758583307265,0.0003,0.25000000521540644
14960,,,3.93,374,51077,247.05945673,0,,,,,,,,,,,
15000,324.4657287597656,5.0,,,,,,17125.98063964844,6387.72412109375,0.18759387731552124,3740,0.6836521029472351,0.2,0.023220362,0.0047362811857692535,-2.973334032297134,0.0003,0.33000000659376383
15000,,,3.85,375,51098,234.72572287999995,0,,,,,,,,,,,
15040,193.10735321044922,4.0,,,,,,22459.157305908204,27333.041015625,0.010259687900543213,3750,0.6830298900604248,0.2,0.011721306,-0.005070309902366721,-2.9680311530828476,0.0003,0.1600000025704503
15040,,,3.94,376,51117,244.11767851000002,0,,,,,,,,,,,
15080,332.10608673095703,5.0,,,,,,8409.826602172852,2461.9296875,0.38642722368240356,3760,0.6828736066818237,0.2,0.06213318,-0.04549577660887736,-2.96391818523407,0.0003,0.45250001084059477
15080,,,4.01,377,51136,254.14148139000005,0,,,,,,,,,,,
15120,318.99077224731445,5.0,,,,,,18932.307399749756,17923.345703125,0.08554184436798096,3770,0.6824926137924194,0.2,0.026552277,-0.018897995610896022,-2.960854187607765,0.0003,0.3850000087171793
15120,,,3.99,378,51163,253.21411067,0,,,,,,,,,,,
15160,98.9453125,3.0,,,,,,14397.649179077149,5397.27294921875,0.11435598134994507,3780,0.6813298463821411,0.2,0.038308762,-0.0008244534296545592,-2.9575119107961654,0.0003,0.4400000112131238
15160,,,3.95,379,51222,249.93563847999997,0,,,,,,,,,,,
15200,154.53577423095703,3.0,,,,,,13997.98126525879,6642.73876953125,0.11747521162033081,3790,0.6820206046104431,0.2,0.20199202,-0.013492158913941243,-2.953408846259117,0.0003,0.33250000718981026
15200,,,3.93,380,51241,253.67485373999997,0,,,,,,,,,,,
15240,259.90614318847656,4.0,,,,,,12844.785275268554,13170.46484375,0.08694779872894287,3800,0.6812195777893066,0.2,0.030268392,-0.014716188339371005,-2.954517576098442,0.0003,0.2950000064447522
15240,,,3.9,381,51262,250.28932804,0,,,,,,,,,,,
15280,395.36022186279297,5.0,,,,,,7167.0380783081055,4923.98095703125,0.331398069858551,3810,0.6803985834121704,0.2,0.03964132,-0.026467356194481796,-2.9497555673122404,0.0003,0.30250000692903994
15280,,,3.93,382,51285,248.51604847999997,0,,,,,,,,,,,
15320,314.5437526702881,5.0,,,,,,12131.677978515625,3824.30419921875,0.17051303386688232,3820,0.679847002029419,0.2,0.02240843,-0.026642513855476845,-2.9475373834371568,0.0003,0.2575000062584877
15320,,,4.0,383,51305,253.75646279999998,0,,,,,,,,,,,
15360,240.60919189453125,4.0,,,,,,9242.52077331543,6237.59619140625,0.34167468547821045,3830,0.6796468496322632,0.2,0.08808898,-0.003154681254382008,-2.9482592344284058,0.0003,0.43500001057982446
15360,,,3.89,384,51326,233.02128596999998,0,,,,,,,,,,,
15400,397.05236053466797,5.0,,,,,,14131.85552520752,8340.0205078125,-0.06532323360443115,3840,0.680273175239563,0.2,0.091841996,-0.034035122665663955,-2.947918826341629,0.0003,0.36250000912696123
15400,,,3.95,385,51343,238.47800280000007,0,,,,,,,,,,,
15440,347.14583587646484,5.0,,,,,,11782.3025390625,5207.50146484375,0.257627010345459,3850,0.6797530651092529,0.2,0.023719387,-0.019130627940721755,-2.9454901963472366,0.0003,0.19750000443309546
15440,,,3.94,386,51363,243.68828290000002,0,,,,,,,,,,,
15480,206.6328582763672,5.0,,,,,,19326.240310668945,6710.89599609375,0.18947458267211914,3860,0.6797008514404297,0.2,0.037351217,-0.016530362112971486,-2.944874733686447,0.0003,0.37500000838190317
15480,,,4.03,387,51378,246.99947059,0,,,,,,,,,,,
15520,235.64469146728516,3.0,,,,,,9893.761999511718,3821.461669921875,0.31122297048568726,3870,0.6770401000976562,0.2,0.012917269,-0.019623507593641953,-2.9362891137599947,0.0003,0.41000001057982444
15520,,,4.05,388,51397,247.06837985,0,,,,,,,,,,,
15560,208.7231559753418,5.0,,,,,,12701.760018920899,9408.9912109375,0.15740901231765747,3880,0.6760363578796387,0.2,0.05556353,-0.025821983996138442,-2.928874823451042,0.0003,0.4175000095739961
15560,,,4.07,389,51441,241.24371291000003,0,,,,,,,,,,,
15600,422.6723937988281,5.0,,,,,,6333.231111907959,5427.8544921875,0.300842821598053,3890,0.6771059036254883,0.2,0.01951317,0.002966727563871263,-2.928701400756836,0.0003,0.30000000558793544
15600,,,4.11,390,51473,245.48965303,0,,,,,,,,,,,
15640,351.17619705200195,5.0,,,,,,10837.137023925781,2630.751708984375,0.2875707149505615,3900,0.6772474050521851,0.2,0.038882077,-0.014732501698599665,-2.9297870069742205,0.0003,0.35000000726431607
15640,,,4.2,391,51493,257.37792055000006,0,,,,,,,,,,,
15680,268.4955196380615,5.0,,,,,,12125.022348022461,2752.01611328125,0.22642534971237183,3910,0.6779524683952332,0.2,0.0652713,-0.04322775840963004,-2.929115003347397,0.0003,0.3475000075995922
15680,,,4.24,392,51516,264.48538481,0,,,,,,,,,,,
15720,236.33856773376465,5.0,,,,,,14368.901901245117,8672.328125,0.2137291431427002,3920,0.6792104244232178,0.2,0.08944599,0.020859950582962482,-2.9299476504325868,0.0003,0.39000000767409804
15720,,,4.19,393,51538,262.92678373,0,,,,,,,,,,,
15760,215.04369354248047,5.0,,,,,,15183.612018966674,5933.17626953125,0.04980826377868652,3930,0.6787624359130859,0.2,0.00803334,0.01817233647409012,-2.9323524117469786,0.0003,0.19750000387430192
15760,,,4.23,394,51564,268.34483183,0,,,,,,,,,,,
15800,361.5362014770508,5.0,,,,,,16764.656307983398,6110.6708984375,0.1391669511795044,3940,0.6809003353118896,0.2,0.020476345,-0.0015432270480960186,-2.934126764535904,0.0003,0.23250000476837157
15800,,,4.28,395,51583,273.53227023,0,,,,,,,,,,,
15840,400.01483154296875,5.0,,,,,,19695.804013061523,13789.119140625,0.1115109920501709,3950,0.6795535087585449,0.2,0.14945213,0.20050183688872494,-2.93390671312809,0.0003,0.7250000100582839
15840,,,4.14,396,51606,258.67283911999994,0,,,,,,,,,,,
15880,119.93599700927734,4.0,,,,,,17366.50344238281,2031.24072265625,0.02902597188949585,3960,0.6802393794059753,0.2,0.03484733,0.0020296241879623313,-2.9315922141075133,0.0003,0.2900000063702464
15880,,,4.14,397,51627,255.51997756999998,0,,,,,,,,,,,
15920,158.04088973999023,4.0,,,,,,10590.176090240479,9712.296875,0.154680073261261,3970,0.6786876916885376,0.2,0.03536094,-0.012422830114155658,-2.9313199281692506,0.0003,0.2600000051781535
15920,,,4.03,398,51646,244.62051652999997,0,,,,,,,,,,,
15960,43.812225341796875,2.0,,,,,,11766.640029907227,4633.3251953125,0.09898489713668823,3980,0.6770110130310059,0.2,0.040374853,-0.032636451620455774,-2.9231401294469834,0.0003,0.4125000094994903
15960,,,3.95,399,51666,242.90765318,0,,,,,,,,,,,
16000,312.44675064086914,5.0,,,,,,11783.93959350586,7334.1142578125,0.07091492414474487,3990,0.6762490272521973,0.2,0.032765508,-0.040796498745839925,-2.9155914425849914,0.0003,0.45750001054257156
16000,,,3.85,400,51687,235.94017012,0,,,,,,,,,,,
