time/total_timesteps,eval/mean_reward,eval/mean_ep_length,rollout/ep_len_mean,time/iterations,time/time_elapsed,rollout/ep_rew_mean,time/fps,train/value_loss,train/loss,train/explained_variance,train/n_updates,train/std,train/clip_range,train/approx_kl,train/policy_gradient_loss,train/entropy_loss,train/learning_rate,train/clip_fraction
3960,36.402732849121094,2.0,,,,,,163.1975365161896,51.2104606628418,0.06043118238449097,980,0.850678563117981,0.2,0.031425245,-0.026069409716583315,-3.7616584837436675,0.0003,0.38500000853091476
3960,,,1.91,99,6035,11.581231540000001,0,,,,,,,,,,,
4000,-5.0,1.0,,,,,,301.54633233547213,37.25723648071289,0.015963375568389893,990,0.8525618314743042,0.2,0.009042654,-0.015814569761278107,-3.761112651228905,0.0003,0.2025000039488077
4000,,,1.79,100,6097,5.96333332,0,,,,,,,,,,,
4040,-5.0,1.0,,,,,,778.0058893203735,1027.822998046875,-0.005774974822998047,1000,0.8503398895263672,0.2,0.005894272,0.005797132554871498,-3.762228363752365,0.0003,0.1725000036880374
4040,,,1.72,101,6272,4.977130419999998,0,,,,,,,,,,,
4080,142.92407417297363,5.0,,,,,,769.9944081306458,1340.854248046875,0.0035073161125183105,1010,0.8455671072006226,0.2,0.01778945,0.002469274790528342,-3.7492033511400225,0.0003,0.24750000592321159
4080,,,1.79,102,6333,11.02592886,0,,,,,,,,,,,
4120,2.626084327697754,2.0,,,,,,2144.4965103149416,1960.78125,0.005731523036956787,1020,0.8448246717453003,0.2,0.014037025,-0.016119460345362314,-3.7377381443977358,0.0003,0.14500000290572643
4120,,,1.67,103,6394,12.32634855,0,,,,,,,,,,,
4160,-5.0,1.0,,,,,,484.8972725868225,85.68753051757812,-0.014220476150512695,1030,0.842170000076294,0.2,0.020324117,-0.028812523708038495,-3.7324903517961503,0.0003,0.21250000409781933
4160,,,1.64,104,6458,12.25704113,0,,,,,,,,,,,
4200,6.548559188842773,3.0,,,,,,1262.2012821197509,102.43362426757812,-0.006178617477416992,1040,0.8414312601089478,0.2,0.02251674,-0.008015297573438152,-3.7261442691087723,0.0003,0.13250000234693288
4200,,,1.68,105,6519,14.86956602,0,,,,,,,,,,,
4240,0.20076513290405273,2.0,,,,,,3633.9435216903685,107.1217269897461,0.002578556537628174,1050,0.8387090563774109,0.2,0.042696275,-0.014849471303332385,-3.7201176822185515,0.0003,0.21750000435858965
4240,,,1.61,106,6581,12.83926375,0,,,,,,,,,,,
4280,47.273468017578125,3.0,,,,,,1815.6876940727234,400.0572814941406,0.021629273891448975,1060,0.8390814661979675,0.2,0.015334233,-0.020027287683551533,-3.715825355052948,0.0003,0.2925000064074993
4280,,,1.66,107,6654,12.73233611,0,,,,,,,,,,,
4320,-5.0,1.0,,,,,,602.3597646713257,133.24444580078125,0.018207907676696777,1070,0.8391393423080444,0.2,0.0024617747,0.0015145140852109717,-3.7162915766239166,0.0003,0.24500000532716512
4320,,,1.77,108,6726,18.106729110000003,0,,,,,,,,,,,
4360,55.503135681152344,3.0,,,,,,4008.620348930359,662.1920166015625,-0.014156460762023926,1080,0.838853120803833,0.2,0.0071958723,-0.006067779828881603,-3.7162717789411546,0.0003,0.11500000189989805
4360,,,1.93,109,6860,20.628868810000004,0,,,,,,,,,,,
4400,-5.0,1.0,,,,,,3446.9882167816163,561.300537109375,-0.009117603302001953,1090,0.8361307978630066,0.2,0.025076415,-0.006221165120296068,-3.711086106300354,0.0003,0.1650000035762787
4400,,,1.93,110,6911,17.31554331,0,,,,,,,,,,,
4440,-5.0,1.0,,,,,,385.3645631790161,144.7838592529297,-0.02496325969696045,1100,0.8337011337280273,0.2,0.016303759,0.0027224044892500744,-3.6993610501289367,0.0003,0.1650000039488077
4440,,,1.9,111,7026,17.15738866,0,,,,,,,,,,,
4480,23.34974479675293,2.0,,,,,,1585.4297157287597,2604.31005859375,-0.027341008186340332,1110,0.8313448429107666,0.2,0.025240054,-0.0342555372017523,-3.69107885658741,0.0003,0.367500008828938
4480,,,1.95,112,7092,16.811148720000002,0,,,,,,,,,,,
4520,2.935658276081085,3.0,,,,,,579.4251649856567,250.18618774414062,0.06584042310714722,1120,0.8285009264945984,0.2,0.021799557,-0.01249647401657059,-3.682490810751915,0.0003,0.09000000152736902
4520,,,1.81,113,7217,11.165486820000002,0,,,,,,,,,,,
4560,-10.0,2.0,,,,,,926.1669910430908,2481.007080078125,-0.010589957237243652,1130,0.8261258006095886,0.2,0.011562018,-0.017147801399551098,-3.672586312890053,0.0003,0.1400000026449561
4560,,,1.74,114,7290,8.85052414,0,,,,,,,,,,,
4600,23.570990562438965,3.0,,,,,,498.55288710594175,61.766578674316406,-0.007039785385131836,1140,0.8222019076347351,0.2,0.0043767486,-0.01501673542144999,-3.661110007762909,0.0003,0.35500000789761543
4600,,,1.65,115,7422,5.8681088599999995,0,,,,,,,,,,,
4640,90.67855525016785,5.0,,,,,,132.37226195335387,93.00055694580078,-0.0027246475219726562,1150,0.8181549906730652,0.2,0.04132346,0.0065909136406844485,-3.6479913920164107,0.0003,0.4200000086799264
4640,,,1.65,116,7495,8.19302399,0,,,,,,,,,,,
4680,194.48105239868164,5.0,,,,,,985.3975584983825,424.9049377441406,0.03011554479598999,1160,0.816895604133606,0.2,0.01115157,-0.006479782680398794,-3.6366863936185836,0.0003,0.1400000022724271
4680,,,1.72,117,7590,11.935026370000001,0,,,,,,,,,,,
4720,234.77341270446777,5.0,,,,,,3632.6327533721924,1206.5142822265625,0.004262685775756836,1170,0.8154218196868896,0.2,0.017279731,-0.017523529888785562,-3.6322637647390366,0.0003,0.18500000331550837
4720,,,1.68,118,7739,12.55635193,0,,,,,,,,,,,
4760,-5.0,1.0,,,,,,1019.228212928772,110.84686279296875,0.016888022422790527,1180,0.8129064440727234,0.2,0.014863489,-0.016371434874018865,-3.6226009339094163,0.0003,0.20750000402331353
4760,,,1.73,119,7840,12.98686778,0,,,,,,,,,,,
4800,-5.0,1.0,,,,,,296.34510774612426,115.80162048339844,0.01864933967590332,1190,0.8147457838058472,0.2,0.031360395,-0.040418099425587425,-3.6205911904573442,0.0003,0.38500000834465026
4800,,,1.71,120,7915,15.180006290000001,0,,,,,,,,,,,
4840,-0.7974796295166016,2.0,,,,,,2245.562165927887,1353.6177978515625,0.0015846490859985352,1200,0.8136085271835327,0.2,0.017233033,-0.004385607849144435,-3.622735121846199,0.0003,0.3000000072643161
4840,,,1.74,121,7979,16.965766359999996,0,,,,,,,,,,,
4880,368.96867993474007,5.0,,,,,,5339.739800643921,1022.7739868164062,-0.02076089382171631,1210,0.8119605779647827,0.2,0.026852187,-0.033058361145667806,-3.6175397783517838,0.0003,0.31000000797212124
4880,,,1.71,122,8059,20.076961030000003,0,,,,,,,,,,,
4920,-5.0,1.0,,,,,,11253.004269886016,3090.19384765625,-0.016001462936401367,1220,0.8107386827468872,0.2,0.012715305,-0.016157933676295234,-3.611940139532089,0.0003,0.08250000160187483
4920,,,1.65,123,8134,21.346757000000004,0,,,,,,,,,,,
4960,70.26369094848633,3.0,,,,,,1237.0841003417968,1469.668212890625,-0.003821134567260742,1230,0.8106476068496704,0.2,0.007596372,-0.007464073768896929,-3.6098118096590044,0.0003,0.10750000197440386
4960,,,1.77,124,8267,27.837249439999997,0,,,,,,,,,,,
5000,16.735754251480103,3.0,,,,,,5772.693562698364,5663.61572265625,-0.0007270574569702148,1240,0.8100970983505249,0.2,0.011560433,-0.0003986410891206993,-3.6077407211065293,0.0003,0.08750000149011612
5000,,,1.74,125,8366,26.548241369999992,0,,,,,,,,,,,
5040,16.354151725769043,3.0,,,,,,965.5596410751343,180.5665283203125,-0.0020720958709716797,1250,0.8065799474716187,0.2,0.030519083,-0.0027565492692519953,-3.6017570346593857,0.0003,0.17500000409781932
5040,,,1.74,126,8536,23.44075685,0,,,,,,,,,,,
5080,15.51150131225586,2.0,,,,,,1516.048163986206,93.86199951171875,0.0112648606300354,1260,0.8060519695281982,0.2,0.0042754784,0.0010201970798516368,-3.5928468704223633,0.0003,0.12750000283122062
5080,,,1.77,127,8601,18.96581035,0,,,,,,,,,,,
5120,-0.7186031341552734,3.0,,,,,,1216.5356718063354,178.2886505126953,0.010515809059143066,1270,0.8015860319137573,0.2,0.008301553,-0.007286971796493158,-3.585424453020096,0.0003,0.09250000137835741
5120,,,1.74,128,8670,14.245722270000002,0,,,,,,,,,,,
5160,5.354464530944824,2.0,,,,,,587.558014678955,107.66242218017578,-0.011703014373779297,1280,0.7987864017486572,0.2,0.011601856,-0.005446870982700603,-3.5684404492378237,0.0003,0.15250000283122062
5160,,,1.84,129,8799,18.34822087,0,,,,,,,,,,,
5200,91.60685157775879,4.0,,,,,,7737.3570919036865,1277.4869384765625,-0.017473697662353516,1290,0.7975200414657593,0.2,0.024180103,-0.023461411782718634,-3.5598373025655747,0.0003,0.19750000424683095
5200,,,1.76,130,8862,17.261998440000003,0,,,,,,,,,,,
5240,9.067750930786133,2.0,,,,,,1932.8466161727906,230.4237060546875,-0.011389374732971191,1300,0.7935937643051147,0.2,0.029994812,-0.009135108187474539,-3.5504702389240266,0.0003,0.25000000540167094
5240,,,1.74,131,8920,17.33838688,0,,,,,,,,,,,
5280,-5.0,1.0,,,,,,2743.3051429748534,85.00349426269531,-0.004984021186828613,1310,0.7923738360404968,0.2,0.0171595,-0.02490761769979144,-3.5401364743709562,0.0003,0.2125000037252903
5280,,,1.73,132,8951,22.383314520000003,0,,,,,,,,,,,
5320,2.102053165435791,2.0,,,,,,12743.64819316864,241.46743774414062,-0.015406608581542969,1320,0.7927486896514893,0.2,0.06279711,-0.015677027805068067,-3.5398459643125535,0.0003,0.34500000812113285
5320,,,1.6,133,9004,18.4486167,0,,,,,,,,,,,
5360,-5.0,1.0,,,,,,7559.127081298828,9840.427734375,-0.01750946044921875,1330,0.7914255857467651,0.2,0.02617469,-0.015217492125339049,-3.537782055139542,0.0003,0.18750000409781933
5360,,,1.65,134,9034,19.36085748,0,,,,,,,,,,,
5400,71.38849067687988,3.0,,,,,,1651.9394454956055,152.91673278808594,0.018509626388549805,1340,0.7909385561943054,0.2,0.01552394,-0.005033822577315728,-3.5334628731012345,0.0003,0.17250000331550835
5400,,,1.67,135,9063,21.45208307,0,,,,,,,,,,,
5440,-5.0,1.0,,,,,,1792.4934370994567,720.4254760742188,-0.023692011833190918,1350,0.787738025188446,0.2,0.009305008,-0.010223606649233264,-3.528232365846634,0.0003,0.11500000227242708
5440,,,1.71,136,9095,23.08283664,0,,,,,,,,,,,
5480,10.314027786254883,2.0,,,,,,3350.8200746536254,553.9030151367188,-0.01072394847869873,1360,0.7863668203353882,0.2,0.009383034,-0.018598235527715577,-3.5166800677776338,0.0003,0.1850000038743019
5480,,,1.8,137,9153,18.76242605,0,,,,,,,,,,,
5520,6.666472434997559,2.0,,,,,,868.913557434082,277.8697204589844,-0.03690791130065918,1370,0.7835928201675415,0.2,0.0077361497,-0.012141536659910912,-3.5092954337596893,0.0003,0.21500000469386576
5520,,,1.72,138,9273,15.33129135,0,,,,,,,,,,,
5560,-5.0,1.0,,,,,,586.2852687835693,176.13693237304688,0.01641446352005005,1380,0.7837780714035034,0.2,0.021335242,-0.007411818913606117,-3.5021483182907103,0.0003,0.23000000547617674
5560,,,1.77,139,9360,25.58334697,0,,,,,,,,,,,
5600,-5.0,1.0,,,,,,14302.789384841919,744.3307495117188,-0.019530892372131348,1390,0.7836973667144775,0.2,0.0221899,-0.01409127869323128,-3.503836381435394,0.0003,0.27000000663101675
5600,,,1.73,140,9443,24.767143280000006,0,,,,,,,,,,,
5640,-5.0,1.0,,,,,,2640.751776504517,457.918701171875,0.03340417146682739,1400,0.7841541171073914,0.2,0.037161574,-0.023453080962281093,-3.5032719910144805,0.0003,0.4200000097975135
5640,,,1.77,141,9469,26.19138973,0,,,,,,,,,,,
5680,122.24455642700195,3.0,,,,,,3470.765244293213,148.0850372314453,0.001285851001739502,1410,0.783916175365448,0.2,0.005963007,-0.0038195627712411806,-3.503801569342613,0.0003,0.12500000204890965
5680,,,1.8,142,9504,26.8726876,0,,,,,,,,,,,
5720,63.5319709777832,4.0,,,,,,1409.0202880859374,261.8431701660156,-0.04300260543823242,1420,0.7831372022628784,0.2,0.014669106,-0.007756895194506797,-3.5013382524251937,0.0003,0.06500000115483999
5720,,,1.8,143,9546,20.14807305,0,,,,,,,,,,,
5760,66.5038833618164,2.0,,,,,,478.8808361053467,143.46719360351562,-0.08845126628875732,1430,0.7807075381278992,0.2,0.0072529987,0.010348301394260063,-3.4937823951244353,0.0003,0.13750000279396773
5760,,,1.72,144,9578,12.51833862,0,,,,,,,,,,,
5800,130.42514038085938,3.0,,,,,,812.1127378463746,148.92108154296875,0.041373610496520996,1440,0.7838668823242188,0.2,0.031198101,0.0010747412911177533,-3.491284430027008,0.0003,0.2475000061094761
5800,,,1.65,145,9615,11.04463124,0,,,,,,,,,,,
5840,15.69026780128479,3.0,,,,,,1043.1077220916748,1734.97900390625,0.014741599559783936,1450,0.7847344279289246,0.2,0.03221294,-0.015217053597734776,-3.5021878600120546,0.0003,0.4725000077858567
5840,,,1.57,146,9735,6.894052999999999,0,,,,,,,,,,,
5880,-5.0,1.0,,,,,,490.07484645843505,147.1767578125,0.044323623180389404,1460,0.7870697975158691,0.2,0.008441173,0.002524250755686808,-3.5063251465559007,0.0003,0.09500000160187483
5880,,,1.58,147,9835,8.9340443,0,,,,,,,,,,,
5920,-5.549949884414673,2.0,,,,,,675.3496339797973,83.6630859375,-0.013559341430664062,1470,0.787753701210022,0.2,0.019361451,0.0014755325067380865,-3.509650981426239,0.0003,0.25750000644475224
5920,,,1.58,148,9869,7.094218479999999,0,,,,,,,,,,,
5960,63.551334381103516,3.0,,,,,,480.367308139801,158.8013458251953,0.020464062690734863,1480,0.789093017578125,0.2,0.022360286,0.00965444928835495,-3.5097750961780547,0.0003,0.25750000551342966
5960,,,1.59,149,9902,7.02869055,0,,,,,,,,,,,
6000,132.7522315979004,5.0,,,,,,1149.3039489746093,52.92839813232422,-0.00234830379486084,1490,0.7905404567718506,0.2,0.06542979,0.010073393366210447,-3.5144204586744308,0.0003,0.5425000114366412
6000,,,1.68,150,9941,9.39941292,0,,,,,,,,,,,
6040,87.71267032623291,5.0,,,,,,1182.0128037452698,60.587711334228516,0.003954052925109863,1500,0.7930494546890259,0.2,0.031683512,-0.018083391558611762,-3.5222411423921587,0.0003,0.3000000068917871
6040,,,1.59,151,9979,7.61390095,0,,,,,,,,,,,
6080,35.98946285247803,5.0,,,,,,571.3304065704345,291.06158447265625,-0.009493589401245117,1510,0.789873480796814,0.2,0.0075357393,0.007974207082588692,-3.5214415073394774,0.0003,0.24250000435858965
6080,,,1.65,152,10043,14.86008246,0,,,,,,,,,,,
6120,75.36775207519531,4.0,,,,,,9470.721850681304,3369.9345703125,-0.006488919258117676,1520,0.7902959585189819,0.2,0.05261033,-0.003867890793408146,-3.5160759925842284,0.0003,0.3050000071525574
6120,,,1.74,153,10079,16.87419242,0,,,,,,,,,,,
6160,63.08378601074219,3.0,,,,,,1417.810911846161,250.4379119873047,-0.013081669807434082,1530,0.7907644510269165,0.2,0.017583124,-0.017339659211502288,-3.518004685640335,0.0003,0.25500000473111867
6160,,,1.93,154,10106,22.27545208,0,,,,,,,,,,,
6200,-20.0,4.0,,,,,,3060.042641448975,1289.6585693359375,-0.009225130081176758,1540,0.7872082591056824,0.2,0.026597805,-0.00588617148969206,-3.507386547327042,0.0003,0.22000000402331352
6200,,,1.97,155,10137,26.63044724,0,,,,,,,,,,,
6240,100.63573455810547,3.0,,,,,,6516.351142501831,217.19078063964844,-0.002490520477294922,1550,0.7850691080093384,0.2,0.036147706,-0.021326794162450823,-3.4990723013877867,0.0003,0.3275000074878335
6240,,,1.98,156,10252,25.68861699,0,,,,,,,,,,,
6280,19.258062839508057,3.0,,,,,,671.978409576416,206.6275177001953,-0.016374945640563965,1560,0.7842737436294556,0.2,0.0070759566,-0.017476061941274556,-3.49430036842823,0.0003,0.25500000566244124
6280,,,1.96,157,10346,24.19344202,0,,,,,,,,,,,
6320,-5.0,1.0,,,,,,5250.488610458374,7772.00390625,-0.0034328699111938477,1570,0.7829310894012451,0.2,0.01668832,-0.0027648275066439964,-3.4901034772396087,0.0003,0.16000000331550837
6320,,,1.97,158,10433,24.983511000000004,0,,,,,,,,,,,
6360,-5.0,1.0,,,,,,5631.026134490967,2239.574951171875,-0.006769657135009766,1580,0.783360481262207,0.2,0.03091007,0.0024313878784596454,-3.4883202821016313,0.0003,0.4725000072270632
6360,,,1.78,159,10481,17.56414316,0,,,,,,,,,,,
6400,42.23339891433716,4.0,,,,,,857.2538406372071,202.66317749023438,0.041570842266082764,1590,0.7809611558914185,0.2,0.009251341,-0.0017492276238408877,-3.4835314959287644,0.0003,0.20000000428408385
6400,,,1.75,160,10509,23.224906259999997,0,,,,,,,,,,,
6440,14.829597473144531,2.0,,,,,,10424.161605072022,7819.8544921875,0.009087741374969482,1600,0.7803213000297546,0.2,0.008682195,-0.016725966041558425,-3.4766904175281526,0.0003,0.08500000126659871
6440,,,1.81,161,10592,21.661904529999997,0,,,,,,,,,,,
6480,7.636009216308594,2.0,,,,,,1393.2199681282043,446.8055725097656,-0.040206074714660645,1610,0.7800604701042175,0.2,0.015800443,-0.024552193865311,-3.475133141875267,0.0003,0.24750000536441802
6480,,,1.76,162,10629,18.393016040000003,0,,,,,,,,,,,
6520,20.18103790283203,2.0,,,,,,519.8641870498657,174.8147430419922,0.0021563172340393066,1620,0.7806789875030518,0.2,0.04915151,-0.017501044648315655,-3.4749535381793977,0.0003,0.33750000800937413
6520,,,1.78,163,10809,18.58390021,0,,,,,,,,,,,
6560,15.173416137695312,2.0,,,,,,2802.6794763565063,767.9151611328125,0.00914686918258667,1630,0.7814809679985046,0.2,0.011473916,-0.033578120865277006,-3.4776403337717054,0.0003,0.3175000073388219
6560,,,1.65,164,11041,15.96248538,0,,,,,,,,,,,
6600,32.86355209350586,3.0,,,,,,10015.927897262573,1612.2862548828125,-0.005321145057678223,1640,0.7815307974815369,0.2,0.0144669665,-0.0034250123852689997,-3.4773776650428774,0.0003,0.24750000517815351
6600,,,1.64,165,11149,17.54712517,0,,,,,,,,,,,
6640,-5.0,1.0,,,,,,5539.160961532592,6772.1474609375,-0.01174938678741455,1650,0.780799388885498,0.2,0.006641194,-0.0038211800157296194,-3.475432261824608,0.0003,0.05500000081956387
6640,,,1.67,166,11186,23.85726498,0,,,,,,,,,,,
6680,65.70452880859375,3.0,,,,,,10822.579881286621,31877.4296875,0.003195047378540039,1660,0.7798964381217957,0.2,0.052143008,0.026352833129949425,-3.4709002763032912,0.0003,0.33750000726431606
6680,,,1.67,167,11302,26.229437989999997,0,,,,,,,,,,,
6720,25.632095336914062,2.0,,,,,,3558.300588989258,3584.898681640625,-0.008100271224975586,1670,0.7800854444503784,0.2,0.00776877,-0.015641942498768914,-3.469672533869743,0.0003,0.26250000540167095
6720,,,1.8,168,11352,29.703715780000003,0,,,,,,,,,,,
6760,17.171489715576172,2.0,,,,,,1804.5051834106446,579.9410400390625,-0.027787208557128906,1680,0.7770615816116333,0.2,0.02051475,-0.020424286587331152,-3.4648375302553176,0.0003,0.24500000532716512
6760,,,1.8,169,11383,29.02248815,0,,,,,,,,,,,
6800,-5.0,1.0,,,,,,4729.4986198425295,1080.2130126953125,-0.0003777742385864258,1690,0.7765154838562012,0.2,0.020025227,-0.011968557312502525,-3.4575815826654432,0.0003,0.2825000060722232
6800,,,1.77,170,11422,25.793033299999998,0,,,,,,,,,,,
6840,-5.0,1.0,,,,,,1834.3922183990478,2154.566650390625,-0.009543538093566895,1700,0.773500382900238,0.2,0.013013931,-0.01235822649410694,-3.451657918095589,0.0003,0.15250000283122062
6840,,,1.81,171,11501,25.249660990000002,0,,,,,,,,,,,
6880,79.4253625869751,3.0,,,,,,2713.455767440796,658.9417114257812,0.0020638704299926758,1710,0.7725709676742554,0.2,0.045492187,-0.003192220040509708,-3.4443814277648928,0.0003,0.24500000476837158
6880,,,1.73,172,11537,24.65850684,0,,,,,,,,,,,
6920,14.132865905761719,5.0,,,,,,2854.0694316864015,261.7350769042969,-0.006056308746337891,1720,0.7703069448471069,0.2,0.010146204,0.0014423030974285212,-3.4392711520195007,0.0003,0.16000000350177288
6920,,,1.77,173,11570,25.89373658,0,,,,,,,,,,,
6960,86.00772094726562,3.0,,,,,,2361.7493755340574,398.97589111328125,-0.02966487407684326,1730,0.7667579054832458,0.2,0.021612365,-0.027219791019397022,-3.4262975573539736,0.0003,0.27750000562518834
6960,,,1.79,174,11602,29.604443160000002,0,,,,,,,,,,,
7000,-5.0,1.0,,,,,,5730.922694015503,1514.781005859375,-0.007001519203186035,1740,0.7674779295921326,0.2,0.015377871,-0.02539023705467116,-3.420821249485016,0.0003,0.11250000186264515
7000,,,1.92,175,11626,46.89672635,0,,,,,,,,,,,
7040,-10.0,2.0,,,,,,42329.268384552,47065.7890625,-0.0005897283554077148,1750,0.7676696181297302,0.2,0.010270964,0.011814584853709675,-3.42292400598526,0.0003,0.22000000439584255
7040,,,1.8,176,11714,41.87250263,0,,,,,,,,,,,
7080,-5.0,1.0,,,,,,1682.227102661133,1843.2530517578125,-0.025302410125732422,1760,0.7678790092468262,0.2,0.010375543,-0.023648746537328423,-3.4236147075891497,0.0003,0.11250000186264515
7080,,,1.78,177,11751,38.97832293,0,,,,,,,,,,,
7120,11.889205932617188,2.0,,,,,,2485.1566215515136,3077.39501953125,-0.037609219551086426,1770,0.7692365646362305,0.2,0.017558327,-0.030114314229576868,-3.4263633668422697,0.0003,0.30250000637024643
7120,,,1.73,178,11781,40.32650555,0,,,,,,,,,,,
7160,79.34769058227539,5.0,,,,,,17102.816096496583,8052.05615234375,0.0003885030746459961,1780,0.7688425779342651,0.2,0.0119686425,-0.008684369518596214,-3.429582267999649,0.0003,0.31500000692903996
7160,,,1.77,179,11814,33.08659001,0,,,,,,,,,,,
7200,74.62100982666016,2.0,,,,,,3729.6884742736815,1654.1212158203125,-0.036304354667663574,1790,0.7701951861381531,0.2,0.011433688,-0.01758410411122895,-3.4298104673624037,0.0003,0.07750000152736902
7200,,,1.71,180,11856,26.63203931,0,,,,,,,,,,,
7240,53.351322174072266,2.0,,,,,,1107.5479362487793,386.2422790527344,-0.03813159465789795,1800,0.7704501152038574,0.2,0.01870083,0.0005248715363268097,-3.4321595072746276,0.0003,0.417500008828938
7240,,,1.71,181,11897,28.57479373,0,,,,,,,,,,,
7280,295.2820062637329,5.0,,,,,,3818.052908706665,4237.4306640625,-0.006427288055419922,1810,0.7690447568893433,0.2,0.004341997,-0.004813434126608662,-3.43010191321373,0.0003,0.15000000316649675
7280,,,1.67,182,11934,28.82721309,0,,,,,,,,,,,
7320,200.4335823059082,4.0,,,,,,16297.466110992431,15615.85546875,0.008348524570465088,1820,0.7683936953544617,0.2,0.004121083,-0.007749270467774627,-3.4251341044902803,0.0003,0.015000000223517418
7320,,,1.77,183,12019,31.94052282,0,,,,,,,,,,,
7360,34.192222595214844,3.0,,,,,,3112.0667724609375,1172.060546875,-0.03633689880371094,1830,0.7654678225517273,0.2,0.007180722,-0.01139810634191235,-3.417952498793602,0.0003,0.07000000104308128
7360,,,1.8,184,12059,32.80071904999999,0,,,,,,,,,,,
7400,89.46906280517578,2.0,,,,,,3766.2090389251707,6240.61279296875,-0.006166934967041016,1840,0.7641381621360779,0.2,0.030474842,-0.002352086238133788,-3.409165620803833,0.0003,0.1575000027194619
7400,,,1.8,185,12147,32.25473734,0,,,,,,,,,,,
7440,31.55679702758789,2.0,,,,,,1099.6943634033203,278.8108825683594,-0.068564772605896,1850,0.7627241611480713,0.2,0.031786904,-0.023613742846655583,-3.40358324944973,0.0003,0.2950000068172812
7440,,,1.85,186,12234,38.43331521,0,,,,,,,,,,,
7480,26.420799255371094,2.0,,,,,,25118.290605926515,4473.10986328125,0.003006279468536377,1860,0.7619263529777527,0.2,0.030988984,0.008561502554530299,-3.3977865308523176,0.0003,0.3350000075995922
7480,,,1.68,187,12269,25.802577409999998,0,,,,,,,,,,,
7520,-5.0,1.0,,,,,,826.1700939178467,334.2500915527344,-0.029575347900390625,1870,0.7623373866081238,0.2,0.0600314,-0.02554856971226398,-3.3973658323287963,0.0003,0.3400000074878335
7520,,,1.58,188,12307,26.748534760000002,0,,,,,,,,,,,
7560,261.82614517211914,5.0,,,,,,14045.68755645752,17808.16796875,0.006530404090881348,1880,0.7617748975753784,0.2,0.019253086,-0.009344675006286707,-3.395583963394165,0.0003,0.18500000443309544
7560,,,1.71,189,12340,33.644543629999994,0,,,,,,,,,,,
7600,-5.029353752732277,2.0,,,,,,7392.7270980834965,4547.40625,-0.016359448432922363,1890,0.7613080739974976,0.2,0.016641531,0.0026962593228381238,-3.3914225071668627,0.0003,0.1400000022724271
7600,,,1.76,190,12372,32.53137938,0,,,,,,,,,,,
7640,12.884119033813477,2.0,,,,,,3140.7730247497557,2748.37841796875,0.035596251487731934,1900,0.7614434957504272,0.2,0.010975102,-0.026748770327249094,-3.39011135995388,0.0003,0.19000000320374966
7640,,,1.81,191,12405,34.36504212,0,,,,,,,,,,,
7680,193.3573760986328,5.0,,,,,,6430.495168685913,226.50344848632812,0.02526235580444336,1910,0.7631140947341919,0.2,0.028103083,-0.019761031543312123,-3.3941545695066453,0.0003,0.35000000819563865
7680,,,1.86,192,12445,39.864231,0,,,,,,,,,,,
7720,345.3177795410156,5.0,,,,,,3482.7038188934325,1270.3472900390625,0.012356340885162354,1920,0.767534613609314,0.2,0.061029054,0.008418743120273575,-3.399615225195885,0.0003,0.3350000070407987
7720,,,1.83,193,12530,33.735082430000006,0,,,,,,,,,,,
7760,-0.2218637466430664,2.0,,,,,,4691.7369594573975,232.091064453125,0.022516191005706787,1930,0.7678949236869812,0.2,0.0145484535,-0.015350042215141002,-3.4100803434848785,0.0003,0.25500000510364773
7760,,,1.85,194,12560,31.646141280000002,0,,,,,,,,,,,
7800,-5.0,1.0,,,,,,3057.197184753418,742.54931640625,-0.02072465419769287,1940,0.7668911814689636,0.2,0.015832834,-0.013910123180048684,-3.408457896113396,0.0003,0.18500000294297933
7800,,,1.67,195,12634,22.613645620000007,0,,,,,,,,,,,
7840,53.08312225341797,2.0,,,,,,898.032543182373,319.53985595703125,-0.11822903156280518,1950,0.7672311663627625,0.2,0.006628451,0.008263839909704983,-3.407195743918419,0.0003,0.20000000409781932
7840,,,1.73,196,12663,27.04068922,0,,,,,,,,,,,
7880,18.352980613708496,3.0,,,,,,5375.775192642212,6681.5244140625,0.006009221076965332,1960,0.7673041224479675,0.2,0.040338475,-0.018198999247979374,-3.4084056466817856,0.0003,0.2775000059977174
7880,,,1.63,197,12700,17.62842446,0,,,,,,,,,,,
7920,-5.0,1.0,,,,,,446.65348892211915,237.70755004882812,-0.08104872703552246,1970,0.7639830112457275,0.2,0.040379584,-0.0275798046912314,-3.3997811138629914,0.0003,0.5650000119581818
7920,,,1.54,198,12728,12.955597309999998,0,,,,,,,,,,,
7960,-5.0,1.0,,,,,,3050.561039733887,82.13811492919922,0.01647496223449707,1980,0.7609375715255737,0.2,0.022133851,-0.002405772618221813,-3.388462007045746,0.0003,0.15250000301748515
7960,,,1.71,199,12756,19.998533499999997,0,,,,,,,,,,,
8000,70.7094497680664,5.0,,,,,,6547.314697265625,5554.2490234375,0.0073964595794677734,1990,0.760204017162323,0.2,0.015374967,0.009510447374777863,-3.381927013397217,0.0003,0.2675000064074993
8000,,,1.74,200,12786,24.21918235,0,,,,,,,,,,,
8040,570.9073486328125,5.0,,,,,,7642.902534484863,635.1710815429688,-0.018210887908935547,2000,0.75944584608078,0.2,0.005054318,-0.016737019996362523,-3.377225396037102,0.0003,0.2650000054389238
8040,,,1.79,201,12871,28.35851977,0,,,,,,,,,,,
