time/total_timesteps,time/time_elapsed,time/iterations,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,train/std,train/learning_rate,train/entropy_loss,train/policy_gradient_loss,train/n_updates,train/approx_kl,train/clip_fraction,train/loss,train/clip_range,train/explained_variance,train/value_loss,eval/mean_reward,eval/mean_ep_length
10,5,1,9.9539612,1,1.8,,,,,,,,,,,,,
20,9,2,39.26896375,2,2.375,0.978414893,0.0003,-4.191442728,0.00379411,1,0.000140065,0,265.4104004,0.2,-0.004081011,520.3309021,,
30,13,3,31.8902904,2,2.6,0.978177965,0.0003,-4.190928459,0.003330684,2,2.03E-05,0,4203.089844,0.2,0.001657963,6877.717041,,
40,,,,,,0.977852583,0.0003,-4.190077782,-0.006937766,3,0.000154561,0,47.26344299,0.2,-0.004124522,119.6392479,45.47548008,4
40,22,4,26.859515,1,2.6,,,,,,,,,,,,,
50,24,5,27.31720817,2,2.777777778,0.977710247,0.0003,-4.189223051,-0.008593917,4,0.000232071,0,396.3585205,0.2,-0.007655501,675.3290405,,
60,28,6,33.79485338,2,2.857142857,0.977577329,0.0003,-4.188800812,0.005801594,5,0.000192523,0,1171.870361,0.2,0.013364017,1324.519714,,
70,46,7,37.0516424,1,2.8,0.977465808,0.0003,-4.188412666,0.003299212,6,8.18E-05,0,1302.823853,0.2,-0.00080657,4251.222778,,
80,,,,,,0.977374315,0.0003,-4.188085794,0.001235053,7,1.52E-05,0,3327.317383,0.2,0.005426466,5385.54541,18.88757706,3
80,54,8,38.17145661,1,2.821428571,,,,,,,,,,,,,
90,58,9,42.46300603,1,2.903225806,0.977268875,0.0003,-4.187819242,0.003569776,8,6.08E-05,0,62.55910873,0.2,-0.003453612,1417.56039,,
100,90,10,36.05515167,1,2.722222222,0.977151334,0.0003,-4.187468052,-0.003338236,9,6.64E-05,0,2153.814209,0.2,-0.009278059,7933.305664,,
110,95,11,35.5322525,1,2.619047619,0.977016091,0.0003,-4.187106133,0.001193041,10,1.85E-05,0,264.7015381,0.2,-0.008664608,851.9979248,,
120,,,,,,0.97688663,0.0003,-4.186677694,0.002376223,11,2.37E-05,0,2109.522217,0.2,0.00279665,2143.500553,-5,1
120,101,12,33.69701823,1,2.553191489,,,,,,,,,,,,,
130,104,13,34.09004414,1,2.6,0.976794422,0.0003,-4.186310768,-0.001001537,12,3.11E-05,0,488.2094727,0.2,-0.002442002,599.5307236,,
140,107,14,35.1562183,1,2.58490566,0.976687789,0.0003,-4.186012983,-0.001080453,13,4.25E-05,0,1822.485718,0.2,-0.008463383,1917.611282,,
150,112,15,38.04160481,1,2.586206897,0.976601958,0.0003,-4.185703516,-0.001629937,14,5.18E-06,0,5463.800781,0.2,0.004722416,11636.81543,,
160,,,,,,0.976514697,0.0003,-4.185439825,0.002344978,15,1.68E-05,0,706.7965698,0.2,-0.000765085,2024.894775,189.8887291,5
160,146,16,37.44865363,1,2.532258065,,,,,,,,,,,,,
170,151,17,36.7615743,1,2.537313433,0.976441383,0.0003,-4.18518424,0.000192106,16,8.76E-06,0,626.6714478,0.2,-0.000541091,2763.069031,,
180,153,18,41.1729151,1,2.608695652,0.976383924,0.0003,-4.184957504,-0.00061394,17,9.47E-06,0,265.3390503,0.2,0.005407453,294.907526,,
190,199,19,41.96811015,0,2.61971831,0.976347625,0.0003,-4.184812069,-0.004097819,18,3.68E-05,0,9386.814453,0.2,3.30E-05,14270.43457,,
200,,,,,,0.976317286,0.0003,-4.18470788,6.53E-05,19,1.04E-05,0,4186.601074,0.2,-0.000556111,7820.384766,23.89839935,2
200,207,20,42.97861334,0,2.618421053,,,,,,,,,,,,,
210,210,21,45.38992779,0,2.653846154,0.976298213,0.0003,-4.184625149,-3.67E-05,20,9.27E-06,0,300.2164001,0.2,0.000649273,760.987854,,
220,303,22,46.93213589,0,2.682926829,0.97627759,0.0003,-4.184565067,-0.002619147,21,1.93E-05,0,5464.334473,0.2,-0.000309467,8868.816162,,
230,307,23,46.08747656,0,2.643678161,0.976265132,0.0003,-4.184509516,-0.000440848,22,4.74E-06,0,2259.295654,0.2,-0.009229064,5461.23999,,
240,,,,,,0.976269364,0.0003,-4.18447566,-0.000325602,23,4.98E-06,0,543.4213867,0.2,0.002079189,2041.968567,107.424757,5
240,318,24,46.54155839,0,2.651685393,,,,,,,,,,,,,
250,321,25,48.7226525,0,2.684782609,0.976289928,0.0003,-4.184509754,0.000409073,24,3.14E-06,0,2882.209473,0.2,-0.010654449,6270.44751,,
260,326,26,49.90330711,0,2.680412371,0.976309419,0.0003,-4.184573889,0.000242776,25,2.33E-06,0,6330.058594,0.2,-0.002874374,20828.28369,,
270,329,27,48.0508634,0,2.68,0.976326466,0.0003,-4.184630156,-0.000363415,26,3.39E-06,0,1880.158813,0.2,0.003146708,5243.998657,,
280,,,,,,0.976320624,0.0003,-4.184668064,-0.000922319,27,2.15E-05,0,121.1576996,0.2,0.015282571,366.4700165,14.9965744,3
280,339,28,49.9592915,0,2.75,,,,,,,,,,,,,
290,342,29,51.6138559,0,2.8,0.976309478,0.0003,-4.18464613,0.00023647,28,4.65E-06,0,2183.4104,0.2,-0.00255394,3992.090454,,
300,346,30,50.46590909,0,2.78,0.976298332,0.0003,-4.184614182,-0.000527742,29,4.23E-06,0,1570.499878,0.2,0.006353498,3863.283447,,
310,349,31,51.44423074,0,2.76,0.976280212,0.0003,-4.184573174,-0.000647211,30,8.73E-06,0,164.5675049,0.2,0.008251727,880.5349884,,
320,,,,,,0.976263523,0.0003,-4.184516191,0.000697321,31,1.16E-06,0,1183.330688,0.2,-0.001476645,3064.17395,7.641337395,2
320,358,32,50.32378069,0,2.72,,,,,,,,,,,,,
330,362,33,49.31410185,0,2.7,0.976280868,0.0003,-4.184472084,0.001111758,32,3.13E-06,0,48.48026657,0.2,0.008338034,90.47175217,,
340,365,34,47.73419277,0,2.66,0.976276755,0.0003,-4.184528351,0.001749516,33,2.15E-05,0,1424.208374,0.2,-0.004654765,1529.75695,,
350,370,35,47.46593534,0,2.61,0.976269364,0.0003,-4.184512854,-0.000544316,34,3.46E-06,0,2381.994873,0.2,0.003374636,4221.157349,,
360,,,,,,0.97625488,0.0003,-4.184488535,0.000958806,35,1.06E-05,0,4505.675293,0.2,-0.000663042,6539.462646,221.8374681,5
360,426,36,48.5738388,0,2.63,,,,,,,,,,,,,
370,429,37,52.1426091,0,2.69,0.976248026,0.0003,-4.18445158,0.002234483,36,1.35E-05,0,2759.223389,0.2,2.68E-05,4742.668457,,
380,435,38,52.9458317,0,2.71,0.976241767,0.0003,-4.184432983,-0.001412261,37,5.95E-06,0,2368.853271,0.2,-0.00714457,3696.183228,,
390,437,39,53.86699231,0,2.73,0.976228714,0.0003,-4.18441391,-0.000221807,38,5.79E-06,0,625.6211548,0.2,0.007678688,4617.950439,,
400,,,,,,0.976216018,0.0003,-4.184364319,0.000639564,39,1.05E-05,0,2480.308594,0.2,0.004148006,3892.265747,18.80944085,5
400,450,40,54.73708846,0,2.79,,,,,,,,,,,,,
410,499,41,57.4531908,0,2.87,0.976296127,0.0003,-4.1843431,0.000871074,40,1.34E-05,0,173.9481354,0.2,-0.015013218,1057.254684,,
420,558,42,56.41188466,0,2.84,0.976427317,0.0003,-4.184695244,0.001121053,41,3.63E-05,0,7643.921387,0.2,0.001268983,10485.12573,,
430,561,43,54.16434361,0,2.82,0.976530433,0.0003,-4.185078621,0.002645618,42,2.42E-05,0,1114.963623,0.2,-0.00221622,1533.304901,,
440,,,,,,0.976620853,0.0003,-4.185384989,0.002278543,43,8.39E-06,0,4764.271973,0.2,-0.0015769,6169.778931,-5,1
440,735,44,54.46127073,0,2.84,,,,,,,,,,,,,
450,788,45,54.91311388,0,2.81,0.976700544,0.0003,-4.185643911,-0.000925446,44,7.32E-06,0,72.8059845,0.2,0.059491336,147.099823,,
460,826,46,52.75497603,0,2.78,0.976779342,0.0003,-4.185893059,-0.001232588,45,7.65E-06,0,2351.800293,0.2,-0.001890421,5265.747803,,
470,829,47,51.71742201,0,2.79,0.976853848,0.0003,-4.186133862,0.000535658,46,2.63E-06,0,566.0615845,0.2,-0.005442739,1416.325439,,
480,,,,,,0.976926446,0.0003,-4.186362267,0.000691059,47,1.96E-06,0,509.3063049,0.2,-0.01069057,1348.739685,90.67045593,3
480,838,48,53.99623257,0,2.82,,,,,,,,,,,,,
490,842,49,52.73823896,0,2.8,0.976989985,0.0003,-4.186580896,7.91E-05,48,7.69E-07,0,4154.477539,0.2,0.00111419,10747.22705,,
500,846,50,53.1460186,0,2.78,0.977035701,0.0003,-4.186762333,-1.74E-05,49,5.25E-07,0,2706.580078,0.2,0.003889382,3913.904541,,
510,849,51,53.46921555,0,2.8,0.977072418,0.0003,-4.186897039,0.000576335,50,1.84E-06,0,4447.191895,0.2,0.002430081,10827.40674,,
520,,,,,,0.977094591,0.0003,-4.187000513,-1.43E-05,51,6.32E-07,0,830.697937,0.2,0.003596306,2435.74762,234.399334,5
520,857,52,55.77510872,0,2.87,,,,,,,,,,,,,
530,862,53,51.46553845,0,2.76,0.977108955,0.0003,-4.187059402,0.000109947,52,6.68E-07,0,4814.410156,0.2,-0.002710104,8871.996582,,
540,866,54,53.31027593,0,2.8,0.977123201,0.0003,-4.187106609,0.000288981,53,1.43E-07,0,1308.124512,0.2,-0.00596118,2526.579956,,
550,920,55,52.87371861,0,2.71,0.977132201,0.0003,-4.187145472,5.33E-05,54,1.49E-07,0,2187.856445,0.2,0.009762228,4065.294189,,
560,,,,,,0.977126718,0.0003,-4.187163591,0.000128126,55,5.42E-07,0,1014.388245,0.2,0.002491236,2059.354309,83.66749477,5
560,930,56,51.06380622,0,2.64,,,,,,,,,,,,,
570,935,57,49.76740512,0,2.65,0.977115393,0.0003,-4.187139034,-0.000138515,56,1.85E-07,0,1683.569458,0.2,0.009623408,4779.447632,,
580,939,58,51.14300316,0,2.63,0.977095783,0.0003,-4.187116385,0.000495285,57,4.97E-06,0,134.2540436,0.2,-0.019110799,321.9003143,,
590,996,59,52.83057353,0,2.68,0.977057815,0.0003,-4.187018871,-0.000891513,58,3.41E-05,0,575.8082886,0.2,0.007600784,839.4089966,,
600,,,,,,0.97702539,0.0003,-4.186912298,0.001021337,59,8.90E-06,0,1046.893066,0.2,0.006673634,1945.69635,158.1446075,4
600,1004,60,52.75353797,0,2.67,,,,,,,,,,,,,
610,1057,61,53.68253373,0,2.72,0.976991832,0.0003,-4.186814308,0.001646709,60,2.40E-05,0,1486.202515,0.2,-0.013294816,2257.618286,,
620,1061,62,50.81346504,0,2.7,0.976964235,0.0003,-4.186707258,0.001499534,61,4.95E-06,0,493.4692078,0.2,0.010949254,628.8804016,,
630,1065,63,51.61707962,0,2.76,0.976962745,0.0003,-4.186649323,0.004388368,62,3.74E-05,0,108.6709976,0.2,0.017268777,371.8122177,,
640,,,,,,0.976965547,0.0003,-4.186648369,0.00012362,63,1.78E-06,0,991.9522095,0.2,-0.040805817,2165.091003,87.42648888,5
640,1075,64,47.00332774,0,2.67,,,,,,,,,,,,,
650,1078,65,47.98557223,0,2.72,0.977073133,0.0003,-4.186749458,0.00109306,64,7.47E-06,0,127.6771774,0.2,-0.011930943,248.0722427,,
660,1082,66,48.42335437,0,2.69,0.977159977,0.0003,-4.18705368,0.000198537,65,2.26E-06,0,1569.176514,0.2,-0.007001996,2484.869324,,
670,1087,67,45.84390653,0,2.61,0.977232635,0.0003,-4.187307596,-0.000939938,66,1.51E-06,0,5048.606934,0.2,-0.015350103,5970.031677,,
680,,,,,,0.977294803,0.0003,-4.187518358,-0.000211355,67,1.50E-06,0,93.32000732,0.2,0.005562484,1620.777336,160.9130592,5
680,1098,68,44.94838481,0,2.6,,,,,,,,,,,,,
690,1105,69,42.6565404,0,2.52,0.977319181,0.0003,-4.187674522,-0.002083492,68,2.83E-05,0,1098.143677,0.2,0.008088887,1298.312988,,
700,1108,70,44.34150536,0,2.57,0.977327526,0.0003,-4.187736988,-0.001348591,69,4.36E-05,0,135.4971466,0.2,0.015630245,223.045311,,
710,1124,71,44.13117809,0,2.6,0.977336586,0.0003,-4.187757254,-0.00116266,70,3.10E-05,0,1614.695068,0.2,0.013439178,2290.16925,,
720,,,,,,0.97735852,0.0003,-4.187777281,-0.003450555,71,7.06E-05,0,551.28479,0.2,-0.031456828,1284.40979,144.2906876,4
720,1134,72,43.54259104,0,2.59,,,,,,,,,,,,,
730,1186,73,40.97301613,0,2.52,0.977383554,0.0003,-4.187855244,0.001605028,72,3.23E-05,0,1369.488037,0.2,0.019119084,4818.963867,,
740,1190,74,43.43663224,0,2.57,0.977399945,0.0003,-4.187925577,-0.003796387,73,3.87E-05,0,1462.094482,0.2,0.01138407,2108.368591,,
750,1195,75,44.25984989,0,2.6,0.977409959,0.0003,-4.187963247,0.001098853,74,3.02E-06,0,4030.289307,0.2,-0.009438038,5820.697266,,
760,,,,,,0.97742027,0.0003,-4.187992811,0.000658816,75,1.63E-06,0,1549.875854,0.2,-0.005759239,3789.184814,-10,2
760,1203,76,43.13032081,0,2.62,,,,,,,,,,,,,
770,1208,77,40.67101057,0,2.56,0.977414012,0.0003,-4.188012838,-0.000517231,76,4.28E-06,0,571.5717163,0.2,0.003076494,1077.728088,,
780,1210,78,38.59746025,0,2.53,0.977434516,0.0003,-4.187995434,-0.000588697,77,5.95E-06,0,250.0921326,0.2,0.005662024,628.9178009,,
790,1262,79,41.14919759,0,2.6,0.977464378,0.0003,-4.18807435,0.002264643,78,1.66E-05,0,1751.830688,0.2,-0.013417602,5448.321533,,
800,,,,,,0.977484882,0.0003,-4.188155651,-0.000660217,79,6.40E-06,0,1260.338257,0.2,-0.001951814,2283.970154,16.70695686,3
800,1271,80,41.05742286,0,2.64,,,,,,,,,,,,,
810,1276,81,39.55167935,0,2.62,0.977485299,0.0003,-4.188199043,0.000472501,80,7.43E-06,0,1033.403809,0.2,-0.021474242,1607.56366,,
820,1281,82,41.23232602,0,2.69,0.977487683,0.0003,-4.18820262,0.001003063,81,3.69E-06,0,820.9499512,0.2,-0.016813397,1247.570892,,
830,1358,83,40.24149529,0,2.61,0.97745502,0.0003,-4.188180447,0.000665104,82,1.19E-06,0,396.5241394,0.2,0.010027587,981.8839417,,
840,,,,,,0.977323055,0.0003,-4.187997818,-0.001752841,83,1.15E-05,0,119.0790558,0.2,-0.004816294,363.3341751,65.47024155,3
840,1367,84,39.98656667,0,2.64,,,,,,,,,,,,,
850,1370,85,39.00964058,0,2.59,0.977204084,0.0003,-4.187601328,0.000394404,84,2.95E-05,0,79.76826477,0.2,-0.022812963,824.5207748,,
860,1375,86,40.09509028,0,2.61,0.977104366,0.0003,-4.187244415,-0.001047927,85,1.97E-05,0,4087.891602,0.2,0.01591295,4709.675293,,
870,1378,87,38.17444889,0,2.6,0.977044761,0.0003,-4.186940908,-0.001324552,86,5.91E-06,0,108.332428,0.2,0.033117175,258.5046158,,
880,,,,,,0.977045298,0.0003,-4.186804771,-0.002782935,87,0.000103426,0,208.0290985,0.2,-0.07210815,349.4850159,35.68432999,2
880,1418,88,38.20899296,0,2.56,,,,,,,,,,,,,
890,1422,89,38.63840293,0,2.54,0.977071524,0.0003,-4.186841011,0.005674863,88,0.000131226,0,287.7082214,0.2,0.008183837,454.206665,,
900,1426,90,35.88550827,0,2.46,0.977101088,0.0003,-4.186929941,0.002211854,89,2.53E-05,0,536.4312744,0.2,-0.001431108,991.0469055,,
910,1430,91,34.72167913,0,2.42,0.977125287,0.0003,-4.187016726,-0.001175642,90,6.26E-06,0,3739.783447,0.2,-0.024723887,5909.491699,,
920,,,,,,0.977159739,0.0003,-4.187098026,-0.002279917,91,1.36E-05,0,1886.417358,0.2,0.012458503,3215.877808,54.83763313,4
920,1440,92,36.21688813,0,2.49,,,,,,,,,,,,,
930,1477,93,37.00272491,0,2.47,0.977153778,0.0003,-4.18717432,-0.001456165,92,3.23E-05,0,103.2031326,0.2,-0.009175897,373.9846115,,
940,1481,94,37.13697217,0,2.51,0.977124393,0.0003,-4.187134266,0.001155847,93,2.18E-05,0,2014.112549,0.2,-0.025329709,3033.85498,,
950,1483,95,39.52313926,0,2.6,0.977089763,0.0003,-4.187038183,0.000289637,94,2.09E-05,0,745.3251953,0.2,-0.073986053,912.6819458,,
960,,,,,,0.977062881,0.0003,-4.186938286,-0.000667679,95,8.08E-06,0,1018.809387,0.2,-0.056628942,2087.863098,-5,1
960,1490,96,40.48508789,0,2.61,,,,,,,,,,,,,
970,1493,97,41.14418112,0,2.59,0.977018714,0.0003,-4.186866522,-0.002678454,96,2.65E-05,0,419.4108887,0.2,-0.040375233,2059.865356,,
980,1498,98,42.87421384,0,2.65,0.976956546,0.0003,-4.186696768,0.002753729,97,3.93E-05,0,5685.403809,0.2,-0.007699728,7554.007813,,
990,1501,99,41.43197508,0,2.66,0.976951003,0.0003,-4.186555624,0.000164753,98,1.64E-05,0,324.1007996,0.2,0.013599813,478.3542175,,
1000,,,,,,0.976932287,0.0003,-4.186523438,-0.001918745,99,1.26E-05,0,1215.216919,0.2,-0.023362875,1478.142731,44.56283569,2
1000,1510,100,38.21103111,0,2.58,,,,,,,,,,,,,
1010,1513,101,36.77383167,0,2.54,0.976940632,0.0003,-4.186457634,-0.000293165,100,2.04E-06,0,305.0700073,0.2,0.021120965,1231.364471,,
1020,1576,102,37.29711832,0,2.54,0.977003753,0.0003,-4.186548948,0.000271791,101,6.43E-06,0,1154.98938,0.2,-0.044839859,1472.016693,,
1030,1580,103,38.01099613,0,2.58,0.977068305,0.0003,-4.186729193,-7.18E-05,102,6.90E-06,0,253.5351715,0.2,-0.009440422,413.0823059,,
1040,,,,,,0.977132499,0.0003,-4.186930895,0.004812351,103,8.18E-05,0,355.7716675,0.2,-0.039949656,1003.854034,145.8981972,5
1040,1587,104,38.88262241,0,2.58,,,,,,,,,,,,,
1050,1631,105,39.22857659,0,2.58,0.977178991,0.0003,-4.187102318,-0.000290829,104,2.10E-06,0,7052.005859,0.2,-0.018107295,11083.77368,,
1060,1635,106,40.24788326,0,2.6,0.977214277,0.0003,-4.187231064,-0.000751257,105,1.78E-06,0,3974.37915,0.2,0.002992213,10430.21411,,
1070,1641,107,38.07041698,0,2.54,0.977232814,0.0003,-4.187321663,0.001238227,106,9.92E-06,0,863.9454956,0.2,-0.023011327,3713.897583,,
1080,,,,,,0.977292538,0.0003,-4.187400341,0.000675792,107,6.71E-06,0,392.0288696,0.2,0.031055272,574.2883759,72.54281998,3
1080,1650,108,37.82000449,0,2.52,,,,,,,,,,,,,
1090,1653,109,40.31552396,0,2.56,0.977337837,0.0003,-4.187630415,8.82E-05,108,1.18E-05,0,281.1350098,0.2,-0.006601453,501.4318085,,
1100,1655,110,41.38614807,0,2.58,0.977315187,0.0003,-4.187652588,0.001805821,109,1.44E-05,0,6430.098633,0.2,0.001928389,8937.820557,,
1110,1658,111,42.59201287,0,2.63,0.97729671,0.0003,-4.187582493,0.0004024,110,4.47E-05,0,1060.406006,0.2,-0.010645866,2930.182129,,
1120,,,,,,0.977280378,0.0003,-4.187524319,-0.003160846,111,2.46E-05,0,3305.203857,0.2,0.001855135,4734.308228,27.9633503,5
1120,1667,112,41.71238696,0,2.63,,,,,,,,,,,,,
1130,1671,113,42.3814398,0,2.66,0.977260947,0.0003,-4.187496424,-0.001025233,112,4.41E-05,0,131.0170746,0.2,-0.024683118,264.4025726,,
1140,1674,114,43.50171554,0,2.67,0.977256715,0.0003,-4.187418938,0.003378046,113,5.84E-05,0,958.9754639,0.2,-0.090491652,1056.513336,,
1150,1678,115,43.62852278,0,2.72,0.977256715,0.0003,-4.187410116,-0.001815641,114,3.14E-05,0,326.3406677,0.2,-0.053850174,480.5556793,,
1160,,,,,,0.977202415,0.0003,-4.187357426,-0.000273615,115,5.99E-06,0,307.6440735,0.2,-0.110696435,507.2461395,122.6273766,5
1160,1687,116,44.85798728,0,2.77,,,,,,,,,,,,,
1170,1692,117,44.44637424,0,2.79,0.977141857,0.0003,-4.187178373,-0.001239198,116,6.59E-06,0,3548.831299,0.2,-0.020593405,4053.571838,,
1180,1696,118,43.22955405,0,2.78,0.976957202,0.0003,-4.186892033,0.005251431,117,7.70E-05,0,145.9070129,0.2,-0.0513165,285.6669464,,
1190,1699,119,41.53574466,0,2.78,0.976790905,0.0003,-4.186340094,-0.000873405,118,7.10E-06,0,88.33459473,0.2,-0.077019691,217.5712509,,
1200,,,,,,0.976616621,0.0003,-4.18584919,-0.002351707,119,3.32E-05,0,91.12553406,0.2,-0.104139805,294.2122955,56.59917831,2
1200,1728,120,42.98279456,0,2.78,,,,,,,,,,,,,
1210,1730,121,42.55253817,0,2.76,0.976447821,0.0003,-4.18529892,-0.001436585,120,9.80E-05,0,603.3444214,0.2,-0.002040982,1218.784302,,
1220,1768,122,43.43251281,0,2.81,0.976314723,0.0003,-4.184819221,0.001490748,121,2.76E-05,0,1441.138062,0.2,-0.007132053,2319.154602,,
1230,1772,123,43.37798617,0,2.79,0.976197124,0.0003,-4.184427023,-0.002937234,122,4.06E-05,0,384.447052,0.2,-0.065173268,1010.029022,,
1240,,,,,,0.976104021,0.0003,-4.184083462,-0.002102232,123,2.27E-05,0,1377.15271,0.2,0.018972933,3340.192871,29.16279984,2
1240,1781,124,40.75782487,0,2.79,,,,,,,,,,,,,
1250,1784,125,38.06942391,0,2.73,0.976029277,0.0003,-4.183817148,0.00032655,124,6.45E-06,0,174.9291687,0.2,-0.065654397,455.4521637,,
1260,1787,126,38.41236182,0,2.74,0.976016164,0.0003,-4.183630228,0.001922162,125,3.30E-05,0,80.37584686,0.2,0.003530204,230.5280075,,
1270,1790,127,40.50038383,0,2.78,0.976003528,0.0003,-4.18359828,7.10E-05,126,5.89E-06,0,2537.304688,0.2,-0.022405386,3426.966675,,
1280,,,,,,0.975990653,0.0003,-4.183556557,-0.00037626,127,9.72E-07,0,5110.311523,0.2,0.008540392,7923.99292,95.04387856,4
1280,1799,128,40.17437195,0,2.79,,,,,,,,,,,,,
1290,1802,129,43.34468089,0,2.86,0.975882769,0.0003,-4.183441877,0.000203902,128,3.89E-05,0,1427.817627,0.2,0.031618834,1553.475609,,
1300,1806,130,43.00143169,0,2.88,0.975795865,0.0003,-4.183131218,0.001688445,129,3.04E-05,0,1447.223877,0.2,0.002329648,7058.640869,,
1310,1810,131,45.10124539,0,2.9,0.975718737,0.0003,-4.182878017,-0.003913504,130,0.000111938,0,3693.699951,0.2,-0.004987955,4098.657959,,
1320,,,,,,0.97569108,0.0003,-4.182668447,-0.00430553,131,9.37E-05,0,91.83605194,0.2,0.025082529,368.0281677,132.0878429,5
1320,1820,132,46.10870783,0,2.93,,,,,,,,,,,,,
1330,1824,133,43.37578906,0,2.88,0.975684881,0.0003,-4.182614803,-0.00028137,132,4.60E-05,0,1216.838745,0.2,-0.011715293,6597.987305,,
1340,1827,134,41.42448714,0,2.89,0.975732505,0.0003,-4.182639599,0.005480713,133,0.000110704,0,293.1587524,0.2,-0.043998241,605.006012,,
1350,1830,135,40.95647593,0,2.87,0.975786865,0.0003,-4.182801962,-0.006530565,134,0.000102657,0,196.2723999,0.2,-0.016847491,686.7970886,,
1360,,,,,,0.975823879,0.0003,-4.182946205,0.003714144,135,7.51E-05,0,6598.004883,0.2,0.001517236,7267.184998,47.23713589,3
1360,1839,136,43.79690087,0,2.92,,,,,,,,,,,,,
1370,1842,137,45.05569789,0,2.97,0.975856304,0.0003,-4.183054447,-0.003286833,136,4.45E-05,0,1437.305786,0.2,0.006905556,2803.081055,,
1380,1847,138,47.22011052,0,3.02,0.975817561,0.0003,-4.183099985,0.000566196,137,1.72E-05,0,1033.327881,0.2,-0.007583618,1516.340515,,
1390,1851,139,44.88787011,0,2.98,0.975782394,0.0003,-4.182976961,-0.000881839,138,4.05E-05,0,2049.890625,0.2,-0.035590053,4462.431885,,
1400,,,,,,0.975769937,0.0003,-4.182888508,-0.001596701,139,1.07E-05,0,119.9513474,0.2,0.027985573,280.5495911,192.7539558,5
1400,1859,140,45.27151158,0,3.01,,,,,,,,,,,,,
1410,1862,141,45.35586237,0,2.99,0.975752115,0.0003,-4.182841778,0.000355107,140,2.16E-05,0,2972.524902,0.2,-0.082016349,6220.520996,,
1420,1866,142,46.24002399,0,2.95,0.975741267,0.0003,-4.182790279,0.000732183,141,1.64E-05,0,3531.719971,0.2,-0.01309216,4505.315125,,
1430,1870,143,45.16453821,0,2.94,0.975700378,0.0003,-4.182757854,-8.59E-05,142,1.79E-06,0,654.7555542,0.2,-0.019451261,2168.016479,,
1440,,,,,,0.975658655,0.0003,-4.182584763,-0.001325378,143,1.80E-05,0,54.72720337,0.2,0.227216125,121.2248421,49.89613342,3
1440,1878,144,45.14728473,0,2.93,,,,,,,,,,,,,
1450,1882,145,45.03083648,0,2.88,0.975598991,0.0003,-4.182452917,-0.002294353,144,2.60E-05,0,97.74900818,0.2,-0.059156895,327.0849686,,
1460,1886,146,45.34602268,0,2.88,0.975557923,0.0003,-4.182288647,0.003278599,145,3.68E-05,0,1502.984985,0.2,0.060293436,2146.734924,,
1470,1889,147,48.12412163,0,2.96,0.97550869,0.0003,-4.182157278,0.00115234,146,4.76E-05,0,210.5950775,0.2,-0.007876873,576.0780945,,
1480,,,,,,0.975479782,0.0003,-4.182013512,0.000307268,147,6.96E-06,0,4247.729492,0.2,-0.050263047,8879.339844,67.69631958,3
1480,1897,148,48.23123059,0,3,,,,,,,,,,,,,
1490,1903,149,49.58236531,0,3,0.975449443,0.0003,-4.181923389,-0.000550294,148,6.94E-06,0,116.7868652,0.2,-0.004177451,950.6643677,,
1500,1908,150,48.17476055,0,3.01,0.975407779,0.0003,-4.181815863,-5.54E-05,149,9.28E-06,0,874.1452026,0.2,0.022007644,2237.002747,,
1510,1911,151,50.74875741,0,3.07,0.975370586,0.0003,-4.181691885,0.002098417,150,7.78E-06,0,244.6156769,0.2,-0.005602241,595.6870728,,
1520,,,,,,0.975338578,0.0003,-4.181577444,0.000202191,151,2.04E-06,0,1307.082886,0.2,-0.046927094,5556.757813,128.2700729,4
1520,1920,152,51.29193226,0,3.09,,,,,,,,,,,,,
1530,1924,153,49.24924149,0,3.01,0.975295246,0.0003,-4.181482077,0.001156241,152,4.93E-06,0,711.0283203,0.2,-0.020761609,3410.267212,,
1540,1927,154,49.54823584,0,3.06,0.975254059,0.0003,-4.181337357,0.000770915,153,1.97E-06,0,113.5726013,0.2,-0.044269443,199.7798691,,
1550,1929,155,49.16879972,0,3.1,0.975229263,0.0003,-4.181224346,0.00010314,154,2.62E-06,0,189.3215179,0.2,-0.144919872,569.9616547,,
1560,,,,,,0.975236773,0.0003,-4.181175947,-0.000754356,155,5.98E-06,0,299.7754211,0.2,-0.002810836,915.1154175,11.9414978,4
1560,1939,156,50.06718537,0,3.15,,,,,,,,,,,,,
1570,1975,157,48.01083034,0,3.08,0.975241899,0.0003,-4.181195259,0.000453186,156,1.19E-05,0,505.1213684,0.2,-0.098940849,794.6629944,,
1580,1979,158,45.23725098,0,3.02,0.975265205,0.0003,-4.181231022,-0.000276315,157,2.62E-05,0,217.4802399,0.2,-0.057822347,416.7084351,,
1590,2021,159,45.48622917,0,3.08,0.975281715,0.0003,-4.18129611,0.000524318,158,1.59E-05,0,1011.651855,0.2,-0.047718763,2086.546204,,
1600,,,,,,0.975235105,0.0003,-4.181339979,0.00141412,159,1.02E-05,0,211.690033,0.2,-0.05858922,698.4514618,44.62001705,4
1600,2030,160,44.29218826,0,3.05,,,,,,,,,,,,,
1610,2034,161,41.76562125,0,3,0.975146949,0.0003,-4.181108236,-5.87E-05,160,3.41E-05,0,241.5429688,0.2,-0.063234806,1075.350891,,
1620,2038,162,38.8946711,0,2.95,0.975063682,0.0003,-4.18084693,-0.001993793,161,3.56E-05,0,135.2294617,0.2,-0.010052085,1162.824265,,
