time/total_timesteps,time/time_elapsed,time/iterations,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,train/std,train/learning_rate,train/entropy_loss,train/policy_gradient_loss,train/n_updates,train/approx_kl,train/clip_fraction,train/loss,train/clip_range,train/explained_variance,train/value_loss,eval/mean_reward,eval/mean_ep_length
12560,,,,,,0.942421794,0.0003,-4.074142933,0.000493169,1255,1.84E-05,0,1631.130615,0.2,-0.087930799,3172.13501,94.90735245,3
12560,16255,1256,62.28964906,0,2.93,,,,,,,,,,,,,
12570,16261,1257,58.27739844,0,2.81,0.9423787,0.0003,-4.073895454,-0.000326031,1256,6.36E-06,0,991.427063,0.2,-0.13222754,2584.762329,,
12580,16265,1258,55.94291625,0,2.77,0.942336738,0.0003,-4.073753834,-0.000906777,1257,9.87E-06,0,725.413208,0.2,0.000335336,1735.787781,,
12590,16269,1259,54.39618965,0,2.68,0.942304373,0.0003,-4.073618412,-0.000296217,1258,9.20E-06,0,505.2053833,0.2,-0.08601594,948.4086609,,
12600,,,,,,0.942282677,0.0003,-4.073515654,0.000837713,1259,3.43E-06,0,2284.44043,0.2,0.027986288,4950.913086,78.60301971,3
12600,16277,1260,59.78073918,0,2.75,,,,,,,,,,,,,
12610,16281,1261,57.73093771,0,2.72,0.94228524,0.0003,-4.07344389,-0.001299059,1260,2.35E-06,0,397.6604919,0.2,0.002240002,10185.16309,,
12620,16285,1262,58.08448626,0,2.75,0.942298591,0.0003,-4.073481798,0.005565399,1261,0.000163913,0,469.2368164,0.2,0.041659653,1253.298431,,
12630,16288,1263,56.18532093,0,2.75,0.942302406,0.0003,-4.07351017,0.00106135,1262,5.56E-05,0,615.6941528,0.2,-0.071893454,1448.131897,,
12640,,,,,,0.942308307,0.0003,-4.073517323,0.006268025,1263,5.44E-05,0,424.2272034,0.2,-0.160859346,700.2307129,56.79226494,4
12640,16299,1264,56.12661221,0,2.75,,,,,,,,,,,,,
12650,16302,1265,56.00993003,0,2.76,0.942319393,0.0003,-4.073531389,-0.000604719,1264,4.35E-05,0,1052.183228,0.2,0.185939848,1372.099579,,
12660,16305,1266,58.21988547,0,2.81,0.942330301,0.0003,-4.0735569,0.00103094,1265,4.37E-05,0,3091.608643,0.2,0.109573364,4428.077393,,
12670,16309,1267,59.33329695,0,2.83,0.942337692,0.0003,-4.07358098,0.000971413,1266,2.28E-05,0,1559.742554,0.2,-0.030243158,6143.616089,,
12680,,,,,,0.942343175,0.0003,-4.073586464,-0.001261452,1267,7.10E-06,0,2498.449463,0.2,0.015448213,3994.454468,162.2416611,4
12680,16325,1268,59.11612537,0,2.78,,,,,,,,,,,,,
12690,16374,1269,58.46595929,0,2.77,0.942344546,0.0003,-4.073590755,0.000997788,1268,8.95E-06,0,815.3236694,0.2,0.03775686,2989.008911,,
12700,16378,1270,58.91101589,0,2.73,0.942313612,0.0003,-4.073558569,-0.001680642,1269,3.23E-05,0,2501.054932,0.2,-0.017240882,2929.453094,,
12710,16382,1271,55.29532692,0,2.71,0.942289531,0.0003,-4.073461771,0.001171923,1270,8.33E-06,0,8378.183594,0.2,-0.007369399,12470.87036,,
12720,,,,,,0.942258596,0.0003,-4.073385477,0.000332478,1271,1.32E-06,0,387.7423401,0.2,0.078159451,1289.146759,232.7150917,5
12720,16390,1272,56.83533791,0,2.74,,,,,,,,,,,,,
12730,16393,1273,58.35746035,0,2.76,0.94220078,0.0003,-4.073271751,0.001238614,1272,4.32E-06,0,662.5761108,0.2,0.021418869,7218.827026,,
12740,16397,1274,58.78707688,0,2.77,0.942129493,0.0003,-4.073052168,-0.001291531,1273,1.78E-05,0,4864.35498,0.2,-0.003067732,6118.734009,,
12750,16443,1275,60.14232032,0,2.78,0.942052126,0.0003,-4.072807312,0.000323486,1274,7.28E-06,0,1595.014648,0.2,0.044036746,3130.832275,,
12760,,,,,,0.942015827,0.0003,-4.072608948,0.001903483,1275,5.53E-05,0,912.2630615,0.2,-0.008676171,1552.354919,182.1276197,5
12760,16451,1276,57.95867565,0,2.73,,,,,,,,,,,,,
12770,16454,1277,55.54351553,0,2.67,0.941971779,0.0003,-4.072489023,0.002458614,1276,2.87E-05,0,3192.556885,0.2,-0.04099381,6079.697754,,
12780,16459,1278,56.49343587,0,2.7,0.941937447,0.0003,-4.072371483,-0.001062155,1277,4.94E-06,0,558.2963867,0.2,0.121348739,1220.036743,,
12790,16463,1279,58.14921059,0,2.75,0.941905737,0.0003,-4.072269678,0.000627756,1278,1.72E-05,0,457.8070679,0.2,-0.165324926,1816.060944,,
12800,,,,,,0.941902339,0.0003,-4.072196484,-0.003283072,1279,2.28E-05,0,815.8685913,0.2,0.122490108,1902.145325,15.43224525,2
12800,16471,1280,54.4138332,0,2.66,,,,,,,,,,,,,
12810,16474,1281,54.72284689,0,2.71,0.941908836,0.0003,-4.072206974,0.000503546,1280,3.29E-05,0,1052.984741,0.2,-0.18665123,2028.274292,,
12820,16477,1282,53.16232042,0,2.73,0.941882253,0.0003,-4.072203159,-0.0024073,1281,2.73E-05,0,386.7329712,0.2,-0.62927556,680.4984436,,
12830,16480,1283,53.1220942,0,2.71,0.94182539,0.0003,-4.072099209,-0.001160169,1282,8.95E-06,0,476.0875854,0.2,-0.030005693,1677.612854,,
12840,,,,,,0.941756487,0.0003,-4.071902275,0.003553283,1283,0.00014112,0,3222.030518,0.2,-0.024297953,4591.390503,47.25557375,3
12840,16490,1284,55.32160647,0,2.75,,,,,,,,,,,,,
12850,16518,1285,58.41701249,0,2.79,0.941708565,0.0003,-4.071710825,-0.001781648,1284,2.34E-05,0,1144.702515,0.2,-0.112519383,1712.774414,,
12860,16522,1286,59.09014936,0,2.76,0.941664159,0.0003,-4.071563005,-0.00114008,1285,1.57E-05,0,4228.716797,0.2,-0.068980932,8040.446533,,
12870,16525,1287,61.14349133,0,2.83,0.94163835,0.0003,-4.071438313,0.002083868,1286,4.23E-05,0,1582.48877,0.2,-0.061454892,3809.362305,,
12880,,,,,,0.941620827,0.0003,-4.071365595,-0.001135728,1287,7.00E-06,0,2839.534912,0.2,0.088913321,7024.712402,143.3416281,5
12880,16535,1288,57.87540743,0,2.81,,,,,,,,,,,,,
12890,16539,1289,58.72324206,0,2.83,0.941601932,0.0003,-4.071316004,-0.001379073,1288,4.88E-06,0,514.2177734,0.2,-0.143086553,1116.706787,,
12900,16542,1290,60.16217507,0,2.88,0.941558003,0.0003,-4.071229696,-0.001010001,1289,5.54E-05,0,579.3560791,0.2,-0.183136821,1398.562622,,
12910,16545,1291,60.23806112,0,2.91,0.941517711,0.0003,-4.071096182,0.001758218,1290,4.25E-05,0,1561.333496,0.2,-0.080524802,4611.824829,,
12920,,,,,,0.941468179,0.0003,-4.070963383,-0.001391369,1291,2.34E-05,0,2410.552734,0.2,0.097805083,3036.459167,151.4263077,5
12920,16555,1292,63.87240401,0,2.94,,,,,,,,,,,,,
12930,16559,1293,66.77338644,0,2.92,0.941421211,0.0003,-4.070795298,-0.001148593,1292,1.45E-05,0,3772.437988,0.2,0.032175303,5490.138672,,
12940,16563,1294,63.89827299,0,2.86,0.941387057,0.0003,-4.07065177,0.000386554,1293,4.26E-06,0,689.4561768,0.2,-0.035112143,15080.47784,,
12950,16566,1295,62.15722137,0,2.89,0.941355824,0.0003,-4.070545435,-6.61E-05,1294,1.16E-05,0,589.819397,0.2,-0.076604009,999.802887,,
12960,,,,,,0.941330314,0.0003,-4.070443153,0.003246516,1295,2.54E-05,0,1331.744385,0.2,-0.121687889,2474.38208,70.75136852,4
12960,16576,1296,61.02287603,0,2.9,,,,,,,,,,,,,
12970,16579,1297,61.5980917,0,2.93,0.941280127,0.0003,-4.070340633,0.001270831,1296,2.05E-05,0,1085.268066,0.2,0.039681375,1467.579224,,
12980,16583,1298,61.24710108,0,2.95,0.941231847,0.0003,-4.070172071,0.000323284,1297,7.77E-06,0,405.9311829,0.2,0.134915531,1211.631653,,
12990,16586,1299,58.79610976,0,2.91,0.941196322,0.0003,-4.070023775,0.001509717,1298,6.60E-06,0,405.3226013,0.2,0.125708282,944.4019775,,
13000,,,,,,0.941102982,0.0003,-4.069854498,0.00057986,1299,6.20E-05,0,3206.591064,0.2,-0.055290818,3842.63031,31.35606003,2
13000,16596,1300,60.32598753,0,2.97,,,,,,,,,,,,,
13010,16600,1301,60.38889844,0,2.96,0.941033363,0.0003,-4.06956172,0.003691787,1300,0.000251329,0,609.6062012,0.2,0.140664637,1263.39502,,
13020,16604,1302,58.07005443,0,2.95,0.940966785,0.0003,-4.069332838,-0.008050812,1301,0.000198925,0,593.9667969,0.2,-0.008810043,1590.292664,,
13030,16607,1303,55.66525349,0,2.9,0.940908432,0.0003,-4.069111824,-0.003196311,1302,6.01E-05,0,549.8835449,0.2,0.030442715,1212.199463,,
13040,,,,,,0.94090718,0.0003,-4.068965912,0.01155617,1303,0.000339061,0,4478.745605,0.2,0.020983398,5251.422791,168.0103455,5
13040,16650,1304,57.15267522,0,2.94,,,,,,,,,,,,,
13050,16654,1305,58.27764949,0,2.95,0.941008329,0.0003,-4.069025993,-5.20E-05,1304,4.30E-06,0,2466.939209,0.2,0.141171277,3713.90271,,
13060,16658,1306,56.43941594,0,2.92,0.941076398,0.0003,-4.069297075,-0.000578514,1305,1.28E-05,0,950.7575684,0.2,0.061217964,3181.604187,,
13070,16663,1307,56.25081118,0,2.95,0.94111824,0.0003,-4.069472313,0.000875737,1306,4.97E-06,0,2530.411621,0.2,0.058630705,4017.754028,,
13080,,,,,,0.941146255,0.0003,-4.069577694,-0.000255406,1307,6.79E-06,0,389.7339478,0.2,-0.03703022,1368.060272,-5,1
13080,16670,1308,55.15756321,0,2.85,,,,,,,,,,,,,
13090,16721,1309,55.69444761,0,2.83,0.941183269,0.0003,-4.069649935,-0.000181782,1308,7.28E-06,0,2242.311523,0.2,-0.070976377,3614.002075,,
13100,16726,1310,53.42607093,0,2.74,0.941219091,0.0003,-4.069761992,-0.001142055,1309,7.04E-06,0,832.9007568,0.2,-0.103378892,1404.438354,,
13110,16729,1311,51.37288418,0,2.74,0.941249847,0.0003,-4.069858789,0.000399035,1310,9.42E-07,0,417.4835205,0.2,0.097087741,1118.995972,,
13120,,,,,,0.941265464,0.0003,-4.069917202,-0.001465192,1311,3.10E-05,0,671.8134766,0.2,0.06809479,1771.93689,119.0018158,5
13120,16740,1312,52.97324376,0,2.82,,,,,,,,,,,,,
13130,16744,1313,54.19370655,0,2.88,0.941307485,0.0003,-4.069985151,0.000680101,1312,1.13E-05,0,1241.578735,0.2,-0.22977984,3047.372559,,
13140,16747,1314,53.12973152,0,2.89,0.941382289,0.0003,-4.070123434,-0.001252133,1313,8.30E-06,0,404.3236389,0.2,0.268624187,794.5711975,,
13150,16751,1315,54.87500654,0,2.94,0.941365957,0.0003,-4.070254326,-0.000108591,1314,1.17E-05,0,961.2232056,0.2,0.023207307,2045.270447,,
13160,,,,,,0.941352487,0.0003,-4.070204496,0.000406122,1315,2.90E-06,0,1706.261841,0.2,-0.026920676,2831.584106,76.39478505,5
13160,16759,1316,51.06120311,0,2.84,,,,,,,,,,,,,
13170,16762,1317,52.99902054,0,2.86,0.941341281,0.0003,-4.070146322,0.000192881,1316,1.36E-05,0,897.3273315,0.2,-0.000864506,1449.856934,,
13180,16787,1318,51.57923474,0,2.8,0.941325068,0.0003,-4.070104837,-0.000645995,1317,3.34E-06,0,611.7640381,0.2,0.025014102,3043.190369,,
13190,16838,1319,49.67937946,0,2.75,0.941318274,0.0003,-4.070048571,0.000780332,1318,1.52E-05,0,595.3425903,0.2,-0.011416554,1290.733704,,
13200,,,,,,0.94129169,0.0003,-4.070005655,-0.000262737,1319,1.01E-05,0,4268.049805,0.2,0.037596226,4801.803162,137.9151325,5
13200,16845,1320,47.83919197,0,2.74,,,,,,,,,,,,,
13210,16850,1321,45.90088624,0,2.75,0.941283703,0.0003,-4.069925547,0.000887972,1320,2.82E-05,0,1580.888672,0.2,-0.038433313,2557.713806,,
13220,16853,1322,46.03299568,0,2.76,0.941268921,0.0003,-4.069896698,0.000125855,1321,3.81E-05,0,542.526001,0.2,-0.034347177,1520.852112,,
13230,16856,1323,46.90069932,0,2.72,0.941214919,0.0003,-4.069812536,0.000736296,1322,1.06E-06,0,798.1555786,0.2,0.064979553,1110.499481,,
13240,,,,,,0.941171646,0.0003,-4.069646835,-0.00024735,1323,8.52E-07,0,4902.469727,0.2,0.063886583,8557.727783,63.36844635,4
13240,16864,1324,47.9796714,0,2.72,,,,,,,,,,,,,
13250,16868,1325,48.40094688,0,2.74,0.941089809,0.0003,-4.069482565,-0.000242108,1324,1.90E-06,0,2357.612793,0.2,-0.083063245,3218.767578,,
13260,16871,1326,48.05022966,0,2.73,0.941007376,0.0003,-4.069215059,-0.000512567,1325,3.99E-06,0,589.8497314,0.2,-0.309330702,1136.777527,,
13270,16875,1327,49.05694241,0,2.7,0.941084146,0.0003,-4.069059134,0.009255517,1326,0.000169921,0,1698.626953,0.2,0.021592259,2217.910156,,
13280,,,,,,0.941150367,0.0003,-4.069255829,0.005186224,1327,0.000134403,0,2703.793213,0.2,0.029679775,10883.70239,50.34613895,3
13280,16882,1328,50.08848737,0,2.7,,,,,,,,,,,,,
13290,16885,1329,51.35738336,0,2.7,0.941212416,0.0003,-4.069422007,0.001131666,1328,0.000483131,0,915.2163086,0.2,0.092163563,1550.254028,,
13300,16888,1330,54.12388557,0,2.76,0.941260934,0.0003,-4.069581032,-0.005369735,1329,0.000175858,0,6473.685547,0.2,-0.001919985,8583.637451,,
13310,16891,1331,51.41694491,0,2.73,0.941285789,0.0003,-4.069690466,-0.000758868,1330,9.03E-05,0,1948.816284,0.2,0.071840525,2442.157257,,
13320,,,,,,0.941317201,0.0003,-4.069749594,0.000971454,1331,8.65E-05,0,1253.371338,0.2,-0.054706693,2025.944885,151.5000782,5
13320,16901,1332,52.22362614,0,2.73,,,,,,,,,,,,,
13330,16904,1333,53.39767365,0,2.78,0.941350579,0.0003,-4.06982255,-0.001566696,1332,1.27E-05,0,987.9741211,0.2,0.119003534,2357.279724,,
13340,16907,1334,53.5735932,0,2.82,0.941380739,0.0003,-4.069886208,-0.003774741,1333,3.26E-05,0,1947.700073,0.2,0.085501134,2747.370178,,
13350,16912,1335,49.83102088,0,2.73,0.941392839,0.0003,-4.06994319,0.000742948,1334,1.96E-05,0,636.9400024,0.2,-0.151829243,1267.951416,,
13360,,,,,,0.941396415,0.0003,-4.069947958,-0.000822538,1335,1.25E-05,0,757.4053345,0.2,-0.031712651,1479.639343,153.0701141,4
13360,16922,1336,52.2880366,0,2.8,,,,,,,,,,,,,
13370,16924,1337,52.01196837,0,2.82,0.941398323,0.0003,-4.069937706,-0.000631815,1336,4.91E-06,0,2449.257324,0.2,0.063496232,3135.167908,,
13380,16929,1338,54.69735222,0,2.87,0.941396415,0.0003,-4.069930077,-0.002394748,1337,0.000163817,0,611.6860962,0.2,-0.128693342,1499.731323,,
13390,16931,1339,57.45976074,0,2.93,0.941349924,0.0003,-4.069881439,0.002544344,1338,5.95E-05,0,380.5731201,0.2,0.010916293,1098.889008,,
13400,,,,,,0.941309631,0.0003,-4.069741964,-0.005718702,1339,0.000667071,0,4210.560547,0.2,-0.024167418,6867.831543,-6.02874279,3
13400,16980,1340,57.48497888,0,2.96,,,,,,,,,,,,,
13410,16984,1341,56.74278608,0,2.92,0.941277385,0.0003,-4.069622278,-0.001531455,1340,8.34E-05,0,679.5319214,0.2,-0.247356772,1685.716248,,
13420,16989,1342,57.38572758,0,2.93,0.941247225,0.0003,-4.069522142,-0.000385547,1341,6.66E-05,0,570.7659912,0.2,0.038965702,1241.073914,,
13430,16992,1343,59.40009391,0,2.95,0.941220522,0.0003,-4.069429874,0.000537229,1342,2.30E-05,0,3056.509033,0.2,-0.122360349,7930.302002,,
13440,,,,,,0.941195846,0.0003,-4.069351912,-0.001603699,1343,5.75E-05,0,1477.858032,0.2,0.108318865,3620.241821,44.71899414,3
13440,17009,1344,58.9484261,0,2.95,,,,,,,,,,,,,
13450,17013,1345,58.86496695,0,2.9,0.941144347,0.0003,-4.069242716,0.005985969,1344,0.000120908,0,912.1107178,0.2,-0.040874362,2373.756592,,
13460,17099,1346,57.61513354,0,2.9,0.941089988,0.0003,-4.069083691,-0.000149941,1345,1.37E-05,0,675.7008057,0.2,-0.041399479,2175.186218,,
13470,17143,1347,57.89400309,0,2.92,0.941040397,0.0003,-4.068930626,-0.001883811,1346,1.93E-05,0,515.2216187,0.2,0.047568798,1314.42511,,
13480,,,,,,0.940998256,0.0003,-4.068785429,-0.000106546,1347,8.75E-06,0,107.7917328,0.2,0.12549895,388.4097137,113.7511835,5
13480,17150,1348,59.42704836,0,2.96,,,,,,,,,,,,,
13490,17154,1349,59.77500932,0,2.95,0.940957546,0.0003,-4.068659306,-0.000715768,1348,2.16E-05,0,1388.848755,0.2,0.073189259,2271.677063,,
13500,17157,1350,60.85905174,0,2.96,0.940918148,0.0003,-4.068538427,-0.004403767,1349,3.18E-05,0,1152.922241,0.2,-0.114836812,1791.63855,,
13510,17161,1351,61.48737857,0,2.97,0.940882385,0.0003,-4.068405151,0.002161521,1350,2.80E-05,0,567.9683228,0.2,-0.023469687,1269.02533,,
13520,,,,,,0.940838575,0.0003,-4.068297863,0.000663936,1351,1.33E-05,0,588.0756836,0.2,-0.031480551,1696.223145,125.8551655,5
13520,17209,1352,61.81973567,0,2.98,,,,,,,,,,,,,
13530,17213,1353,57.13832606,0,2.86,0.940829039,0.0003,-4.068147421,-0.000184417,1352,4.66E-05,0,805.4829712,0.2,-0.07103765,1164.562042,,
13540,17217,1354,59.16174335,0,2.89,0.940865934,0.0003,-4.068211079,0.002873424,1353,0.000144994,0,652.9660034,0.2,-0.001003623,957.1426086,,
13550,17221,1355,58.88472831,0,2.89,0.940903902,0.0003,-4.068351269,0.005564082,1354,8.16E-05,0,2118.326172,0.2,0.020195007,5666.030273,,
13560,,,,,,0.94094944,0.0003,-4.068514109,0.003153694,1355,7.00E-05,0,552.7891846,0.2,0.195494652,1002.554382,15.54743576,3
13560,17255,1356,62.31946164,0,2.95,,,,,,,,,,,,,
13570,17289,1357,59.81443725,0,2.95,0.940979481,0.0003,-4.068659306,0.001951098,1356,5.76E-06,0,11357.12793,0.2,-0.141805291,16314.479,,
13580,17293,1358,60.32658161,0,2.97,0.940907896,0.0003,-4.068681002,0.005028534,1357,7.68E-05,0,656.6601563,0.2,-0.046367049,2292.136047,,
13590,17297,1359,60.12559208,0,2.96,0.940859914,0.0003,-4.068449259,-0.001577324,1358,3.52E-05,0,1331.536133,0.2,-0.176962733,2266.118408,,
13600,,,,,,0.9408319,0.0003,-4.068311214,0.003339846,1359,2.89E-05,0,1056.594604,0.2,-0.072654247,9435.952148,45.17685318,2
13600,17308,1360,56.08259007,0,2.86,,,,,,,,,,,,,
13610,17311,1361,58.03461165,0,2.91,0.940810561,0.0003,-4.068214417,-0.000377613,1360,2.09E-05,0,637.6964111,0.2,0.031605005,1206.309143,,
13620,17314,1362,57.80939363,0,2.9,0.940793872,0.0003,-4.06814146,-0.002082741,1361,1.79E-05,0,4577.702148,0.2,0.113155484,6478.83252,,
13630,17317,1363,58.85237294,0,2.9,0.940775156,0.0003,-4.068076849,-0.000686604,1362,4.85E-05,0,5679.453125,0.2,0.032117784,6278.025818,,
13640,,,,,,0.940797091,0.0003,-4.068036318,0.000302756,1363,0.00010435,0,814.1917725,0.2,-0.208170652,1441.526428,-10,2
13640,17327,1364,60.03436303,0,2.94,,,,,,,,,,,,,
13650,17330,1365,60.27597839,0,2.98,0.940819502,0.0003,-4.068099022,0.002718019,1364,2.16E-05,0,588.05896,0.2,-0.226471186,1169.737061,,
13660,17333,1366,59.48679012,0,2.98,0.940835357,0.0003,-4.068155766,0.001438364,1365,4.61E-05,0,794.958252,0.2,-0.236883163,1520.284668,,
13670,17339,1367,58.2831771,0,2.92,0.940848947,0.0003,-4.068192244,0.001393151,1366,7.27E-06,0,2429.200684,0.2,-0.040792823,5361.637939,,
13680,,,,,,0.940860271,0.0003,-4.068226099,-0.000664204,1367,1.79E-05,0,755.4924316,0.2,7.61E-05,1227.717804,-5,1
13680,17346,1368,55.85110794,0,2.83,,,,,,,,,,,,,
13690,17349,1369,57.2584697,0,2.82,0.940886021,0.0003,-4.068268776,-0.000243968,1368,9.19E-06,0,501.5889587,0.2,0.119768381,1402.190521,,
13700,17352,1370,59.53106484,0,2.85,0.940893352,0.0003,-4.068333626,0.001114258,1369,5.62E-06,0,1137.54126,0.2,0.05941236,3281.15625,,
13710,17356,1371,58.68370681,0,2.85,0.940901458,0.0003,-4.068347692,-0.000486986,1370,1.06E-05,0,634.3982544,0.2,0.018976033,2082.526428,,
13720,,,,,,0.940865219,0.0003,-4.068330288,0.001935142,1371,8.35E-06,0,4267.864746,0.2,0.007741928,5308.254517,98.75437927,4
13720,17367,1372,58.90569023,0,2.87,,,,,,,,,,,,,
13730,17371,1373,60.06257596,0,2.87,0.94083041,0.0003,-4.06820178,-0.000778133,1372,2.18E-05,0,1118.119751,0.2,0.062341332,1519.094086,,
13740,17374,1374,59.56129561,0,2.89,0.940807998,0.0003,-4.068087339,0.000417644,1373,1.42E-05,0,8722.619141,0.2,0.040861964,10711.39905,,
13750,17379,1375,60.94084636,0,2.89,0.94078958,0.0003,-4.068001509,0.000206721,1374,4.42E-06,0,4902.699219,0.2,0.03067553,10441.06006,,
13760,,,,,,0.940764904,0.0003,-4.067926884,0.002483285,1375,1.38E-05,0,486.9595337,0.2,0.002784967,633.226059,-15,3
13760,17634,1376,56.54246222,0,2.76,,,,,,,,,,,,,
13770,17639,1377,57.5773139,0,2.8,0.940744638,0.0003,-4.067840338,0.000808668,1376,1.47E-06,0,568.1680298,0.2,-0.042153716,1255.037354,,
13780,17642,1378,56.35001528,0,2.82,0.940741062,0.0003,-4.067782402,1.34E-05,1377,1.25E-07,0,833.1114502,0.2,0.176631033,1250.206757,,
13790,17647,1379,55.22441261,0,2.8,0.940733135,0.0003,-4.067764997,-0.000810325,1378,7.84E-06,0,875.4817505,0.2,0.140149653,1247.656097,,
13800,,,,,,0.940711677,0.0003,-4.067712307,0.00049935,1379,6.74E-06,0,686.8538818,0.2,-0.056483984,1441.256409,25.79076767,2
13800,17653,1380,58.23333769,0,2.86,,,,,,,,,,,,,
13810,17657,1381,57.28980138,0,2.86,0.940719783,0.0003,-4.067666769,0.002309257,1380,0.000122595,0,1682.539063,0.2,0.058134377,2173.066864,,
13820,17661,1382,56.31899406,0,2.92,0.940722167,0.0003,-4.067687988,0.002594876,1381,5.42E-05,0,618.7878418,0.2,-0.027812243,1208.885315,,
13830,17673,1383,55.30879882,0,2.91,0.940721869,0.0003,-4.067696571,-0.000344068,1382,1.48E-05,0,1247.937012,0.2,0.193028271,2082.549011,,
13840,,,,,,0.940660655,0.0003,-4.067643881,0.001343942,1383,1.74E-05,0,416.1546021,0.2,0.076232851,1284.235535,184.359024,4
13840,17686,1384,55.3360104,0,2.94,,,,,,,,,,,,,
13850,17689,1385,54.38547683,0,2.96,0.940605164,0.0003,-4.0674541,-0.000106049,1384,1.13E-05,0,1529.651367,0.2,-0.061488152,2592.052246,,
13860,17692,1386,52.72150379,0,2.98,0.940568149,0.0003,-4.067272902,5.68E-05,1385,5.26E-06,0,1448.752563,0.2,0.094517946,3346.33728,,
13870,17717,1387,53.80592751,0,2.92,0.94054687,0.0003,-4.067184687,0.00144825,1386,9.19E-06,0,1281.578979,0.2,0.000445068,2083.710754,,
13880,,,,,,0.940522552,0.0003,-4.067100286,-0.000759423,1387,4.48E-06,0,850.291748,0.2,0.06242758,10810.76398,27.91737199,4
13880,17726,1388,51.1731748,0,2.88,,,,,,,,,,,,,
13890,17731,1389,50.69810857,0,2.9,0.940503001,0.0003,-4.067013025,-0.000898491,1388,9.68E-06,0,622.6231079,0.2,0.111799002,1117.843231,,
13900,17733,1390,52.80055057,0,2.92,0.940478444,0.0003,-4.066947699,-0.001618361,1389,2.61E-05,0,429.8757324,0.2,0.060783148,2293.112244,,
13910,17737,1391,51.56657353,0,2.89,0.940451562,0.0003,-4.066868782,0.002421492,1390,2.76E-05,0,794.3217163,0.2,0.019484758,3968.505371,,
13920,,,,,,0.940431952,0.0003,-4.066773891,0.000168133,1391,1.34E-06,0,2237.133789,0.2,0.127958357,5525.609375,66.67455673,3
13920,17747,1392,51.82192717,0,2.86,,,,,,,,,,,,,
13930,17752,1393,51.68983152,0,2.87,0.940440536,0.0003,-4.066741705,-0.00079934,1392,6.12E-06,0,400.7936707,0.2,0.221183956,740.1961365,,
13940,17754,1394,54.53330094,0,2.87,0.940384567,0.0003,-4.066710472,-0.003459835,1393,0.000450391,0,1099.877441,0.2,0.057648182,1741.610107,,
13950,17761,1395,52.5960153,0,2.84,0.940326214,0.0003,-4.066519737,-0.004714203,1394,0.000169492,0,1227.476196,0.2,-0.047973871,3961.255615,,
13960,,,,,,0.940281093,0.0003,-4.066332102,-0.007897543,1395,0.000165111,0,740.7116699,0.2,0.084062815,1026.155701,41.61915207,2
13960,17770,1396,54.81921872,0,2.89,,,,,,,,,,,,,
13970,17774,1397,55.18381106,0,2.9,0.94024229,0.0003,-4.066191673,0.001016799,1396,8.85E-05,0,328.8199768,0.2,0.168844223,1493.333435,,
13980,17776,1398,57.40951081,0,2.97,0.940204322,0.0003,-4.066073179,0.004691303,1397,6.47E-05,0,729.7348633,0.2,-0.020149469,1571.709534,,
13990,17780,1399,57.33686745,0,2.98,0.940163136,0.0003,-4.065944195,-0.004658711,1398,3.29E-05,0,5056.912598,0.2,0.010732412,8352.380859,,
14000,,,,,,0.940125942,0.0003,-4.065811634,0.001748455,1399,1.84E-05,0,626.756958,0.2,0.006838858,4356.468811,144.4344273,5
14000,17790,1400,57.20838023,0,2.96,,,,,,,,,,,,,
14010,17793,1401,56.56415691,0,2.95,0.940100551,0.0003,-4.065702677,0.000140476,1400,2.36E-06,0,851.329895,0.2,0.033061266,1980.055542,,
14020,17796,1402,57.25809625,0,2.99,0.940077007,0.0003,-4.065617323,-0.000518316,1401,1.37E-05,0,4158.68457,0.2,0.104929686,6409.522217,,
14030,17916,1403,54.75692971,0,2.96,0.940041065,0.0003,-4.065533161,0.00055443,1402,8.06E-06,0,1439.893555,0.2,-0.170805812,2061.5672,,
14040,,,,,,0.940000892,0.0003,-4.065402508,-0.001509938,1403,3.27E-05,0,536.8284912,0.2,0.241894007,832.1144409,233.519722,5
14040,17925,1404,54.59203084,0,2.97,,,,,,,,,,,,,
14050,17927,1405,56.49177646,0,2.99,0.939963698,0.0003,-4.065258503,-0.001772493,1404,6.85E-06,0,3954.462891,0.2,0.023946822,4801.421265,,
14060,17931,1406,59.8091788,0,3.04,0.939935207,0.0003,-4.06513381,0.000703919,1405,1.58E-05,0,1315.414795,0.2,0.057697177,2490.603027,,
14070,17933,1407,61.67649132,0,3.09,0.939952552,0.0003,-4.065073013,0.008517349,1406,0.001733977,0,3142.601074,0.2,0.078212023,3730.073608,,
14080,,,,,,0.93996042,0.0003,-4.065109968,0.002880854,1407,0.000132197,0,3725.358154,0.2,-0.078227162,6502.418945,13.98025322,4
14080,17941,1408,62.47568207,0,3.09,,,,,,,,,,,,,
14090,17944,1409,63.75218032,0,3.05,0.939936757,0.0003,-4.065124512,-0.009127267,1408,0.00030216,0,528.0513306,0.2,0.072763622,1149.789124,,
14100,17947,1410,63.13185456,0,3.03,0.939899802,0.0003,-4.065008879,-0.001912504,1409,8.39E-05,0,9053.943359,0.2,-0.081305504,13071.89648,,
14110,17950,1411,64.47324744,0,3.02,0.939876497,0.0003,-4.064891577,-0.004230651,1410,0.000222319,0,1799.176392,0.2,0.016079724,5626.59668,,
