time/total_timesteps,eval/mean_ep_length,eval/mean_reward,rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,time/fps,time/iterations,train/value_loss,train/n_updates,train/clip_range,train/entropy_loss,train/explained_variance,train/learning_rate,train/policy_gradient_loss,train/clip_fraction,train/approx_kl,train/std,train/loss
9200,4.0,94.81010437011719,,,,,,3020.0329315185545,2290,0.2,-2.9771324187517165,-0.14978468418121338,0.0003,-0.003943956894800049,0.2000000037252903,0.014587687,0.6843698024749756,614.6903686523438
9200,,,3.86,98.95813565,8190,1,230,,,,,,,,,,,
9240,5.0,143.64281463623047,,,,,,1968.2208736419677,2300,0.2,-2.9738902717828752,-0.008481264114379883,0.0003,0.0443620376198669,0.767500009201467,0.30111673,0.6825007200241089,381.7707824707031
9240,,,3.81,98.99250304000002,8232,1,231,,,,,,,,,,,
9280,5.0,44.417580127716064,,,,,,2408.9337173461913,2310,0.2,-2.9736971974372866,0.2532042860984802,0.0003,-0.017061185246275267,0.405000008828938,0.03108724,0.6829845309257507,513.3673095703125
9280,,,3.81,99.07608348,8275,1,232,,,,,,,,,,,
9320,5.0,113.91143798828125,,,,,,2058.0833362579347,2320,0.2,-2.9621564358472825,0.24055272340774536,0.0003,0.0015000818987027764,0.35750000961124895,0.010958028,0.6790549159049988,984.270751953125
9320,,,3.81,98.46585659,8384,1,233,,,,,,,,,,,
9360,5.0,216.18647003173828,,,,,,1925.3154786109924,2330,0.2,-2.948174437880516,0.1780295968055725,0.0003,-0.0065021253420127325,0.30500000678002837,0.033398453,0.6779507994651794,362.88104248046875
9360,,,3.83,98.25779990999999,8419,1,234,,,,,,,,,,,
9400,5.0,134.04035568237305,,,,,,3106.7769317626953,2340,0.2,-2.943084332346916,0.059588730335235596,0.0003,-0.005698600395699027,0.08250000141561031,0.0054527805,0.6783512830734253,1054.8450927734375
9400,,,3.86,99.68727847000002,8438,1,235,,,,,,,,,,,
9440,5.0,217.44172286987305,,,,,,2305.7354934692385,2350,0.2,-2.9424193143844604,0.1778336763381958,0.0003,0.04066740816662786,0.4275000089779496,0.04133412,0.6785070896148682,382.4143981933594
9440,,,3.85,98.61888027,8459,1,236,,,,,,,,,,,
9480,5.0,188.16886138916016,,,,,,2277.6235050201417,2360,0.2,-2.9397459745407106,0.17570215463638306,0.0003,-0.02936565300871734,0.28000000678002834,0.016538521,0.677082896232605,630.4684448242188
9480,,,3.83,98.65001978000001,8477,1,237,,,,,,,,,,,
9520,3.0,64.23868560791016,,,,,,3244.4667892456055,2370,0.2,-2.9323205918073656,0.09409928321838379,0.0003,-0.01618334474740548,0.24500000439584255,0.04174038,0.6761395931243896,1400.2384033203125
9520,,,3.78,97.35263497,8495,1,238,,,,,,,,,,,
9560,5.0,145.14212608337402,,,,,,1991.489658355713,2380,0.2,-2.933195620775223,0.24911779165267944,0.0003,-0.02740103476000515,0.2875000057742,0.04178907,0.6780645251274109,840.2855834960938
9560,,,3.92,102.04725269000001,8511,1,239,,,,,,,,,,,
9600,5.0,131.40364170074463,,,,,,2481.0103828430174,2390,0.2,-2.933588203787804,0.08681094646453857,0.0003,-0.02133614173872047,0.38000000827014446,0.063078605,0.6760876178741455,1661.5662841796875
9600,,,3.96,103.72223262,8527,1,240,,,,,,,,,,,
9640,5.0,132.7333996295929,,,,,,1758.3458656311036,2400,0.2,-2.92711461186409,0.25453388690948486,0.0003,-0.028731662127393066,0.3250000074505806,0.052485257,0.6755216121673584,1173.1683349609375
9640,,,4.0,102.26283875000003,8542,1,241,,,,,,,,,,,
9680,3.0,67.6002311706543,,,,,,858.4224279403686,2410,0.2,-2.917991763353348,0.49711835384368896,0.0003,-0.043334469867404544,0.4125000098720193,0.03467834,0.671647310256958,199.33030700683594
9680,,,4.06,103.04464992999999,8603,1,242,,,,,,,,,,,
9720,5.0,125.41284561157227,,,,,,2087.024740982056,2420,0.2,-2.8991803526878357,0.2734546661376953,0.0003,-0.01882243979976921,0.24750000536441802,0.025118507,0.6679167747497559,1187.1243896484375
9720,,,4.06,105.70415924000001,8620,1,243,,,,,,,,,,,
9760,5.0,204.95513534545898,,,,,,2056.9967067718508,2430,0.2,-2.8884878903627396,0.20712369680404663,0.0003,-0.0014357479984028032,0.2700000056996942,0.014396271,0.6682953834533691,897.9468994140625
9760,,,4.08,110.67009924000001,8637,1,244,,,,,,,,,,,
9800,5.0,139.74007034301758,,,,,,2976.6549879074096,2440,0.2,-2.8865961730480194,0.3252063989639282,0.0003,-0.006075534892734158,0.22250000443309545,0.01790796,0.667059600353241,808.6031494140625
9800,,,4.04,109.80180125999999,8655,1,245,,,,,,,,,,,
9840,5.0,148.49602699279785,,,,,,2965.137383651733,2450,0.2,-2.8827921509742738,0.0834091305732727,0.0003,-0.036918699013185695,0.34000000860542057,0.028431075,0.667132556438446,1096.28173828125
9840,,,4.16,114.39945624,8671,1,246,,,,,,,,,,,
9880,5.0,109.62339878082275,,,,,,1495.7129915237426,2460,0.2,-2.881610682606697,0.3799401521682739,0.0003,-0.013084785753981133,0.3475000074133277,0.025648084,0.666363000869751,415.48760986328125
9880,,,4.19,112.08970533,8687,1,247,,,,,,,,,,,
9920,5.0,172.4881420135498,,,,,,1523.182180595398,2470,0.2,-2.8712312996387483,0.18188297748565674,0.0003,-0.03757457263272954,0.4050000086426735,0.012985021,0.6640924215316772,674.9618530273438
9920,,,4.21,111.41795539,8704,1,248,,,,,,,,,,,
9960,5.0,66.55920839309692,,,,,,2319.9116302490233,2480,0.2,-2.8595739543437957,0.284412145614624,0.0003,-0.025516487489585415,0.25500000566244124,0.020324543,0.6608493328094482,1030.986572265625
9960,,,4.28,115.14440466000002,8722,1,249,,,,,,,,,,,
10000,5.0,132.817138671875,,,,,,4826.804197692871,2490,0.2,-2.8486511379480364,-0.13082075119018555,0.0003,-0.019493577468092556,0.19750000387430192,0.019838514,0.6597291827201843,3188.090576171875
10000,,,4.28,116.41703081999998,8738,1,250,,,,,,,,,,,
10040,3.0,36.35040521621704,,,,,,2776.849557495117,2500,0.2,-2.8393034636974335,0.19243234395980835,0.0003,-0.009580891090513433,0.2525000054389238,0.00850436,0.6568653583526611,1402.9332275390625
10040,,,4.27,114.62243525,8753,1,251,,,,,,,,,,,
10080,5.0,179.01750564575195,,,,,,2172.510691833496,2510,0.2,-2.832159346342087,-0.022686481475830078,0.0003,-0.0035273260547910466,0.3050000065937638,0.06160127,0.6571277379989624,1206.524658203125
10080,,,4.23,115.46896436999998,8770,1,252,,,,,,,,,,,
10120,5.0,118.8081464767456,,,,,,1512.9555397033691,2520,0.2,-2.831020885705948,0.346396803855896,0.0003,-0.022496543251472767,0.4400000091642141,0.038181733,0.6573963761329651,867.1984252929688
10120,,,4.22,113.18805861999999,8786,1,253,,,,,,,,,,,
10160,5.0,212.3048973083496,,,,,,1530.1305295944214,2530,0.2,-2.8311868607997894,0.216475248336792,0.0003,-0.0021797773966682143,0.5000000111758709,0.034833677,0.6566017270088196,785.253662109375
10160,,,4.13,110.29327054,8805,1,254,,,,,,,,,,,
10200,5.0,131.8352756500244,,,,,,3412.0548252105714,2540,0.2,-2.829772064089775,0.049953997135162354,0.0003,-0.002874936759326374,0.3650000082328916,0.11093398,0.6561824083328247,892.9962768554688
10200,,,4.09,105.67806276000002,8946,1,255,,,,,,,,,,,
10240,5.0,180.3117561340332,,,,,,2122.787155151367,2550,0.2,-2.828683280944824,0.16431033611297607,0.0003,-0.036128587135171975,0.4650000108405948,0.06906999,0.6566587090492249,1890.09375
10240,,,4.01,104.81326187,9010,1,256,,,,,,,,,,,
10280,5.0,88.77863383293152,,,,,,3375.3039737701415,2560,0.2,-2.8271020740270614,-0.09093737602233887,0.0003,-0.033553548293712064,0.43250000979751346,0.04259615,0.6557074785232544,2782.076416015625
10280,,,3.91,105.12064431000003,9028,1,257,,,,,,,,,,,
10320,2.0,13.118431091308594,,,,,,3467.77169342041,2570,0.2,-2.8186481446027756,-0.04523611068725586,0.0003,-0.01387901813723147,0.3750000085681677,0.021985596,0.6537305116653442,507.2151184082031
10320,,,3.79,100.78172321,9046,1,258,,,,,,,,,,,
10360,3.0,31.95657730102539,,,,,,4300.836405181884,2580,0.2,-2.810610866546631,-0.08741903305053711,0.0003,-0.009963089885713993,0.16000000275671483,0.015037572,0.6522738933563232,1514.0584716796875
10360,,,3.59,88.97499830000001,9067,1,259,,,,,,,,,,,
10400,5.0,188.81578826904297,,,,,,3254.640687561035,2590,0.2,-2.807760664820671,-0.26587843894958496,0.0003,-0.038490135196625495,0.41750000827014444,0.066637434,0.6524819135665894,605.9354248046875
10400,,,3.45,86.95947481999998,9088,1,260,,,,,,,,,,,
10440,5.0,134.51104670763016,,,,,,3326.703705596924,2600,0.2,-2.8050060838460924,0.03441941738128662,0.0003,-0.012355612795654447,0.32750000562518833,0.027759686,0.6510207653045654,3171.036865234375
10440,,,3.25,81.32489062,9107,1,261,,,,,,,,,,,
10480,5.0,203.85140228271484,,,,,,3618.162932395935,2610,0.2,-2.8056184858083726,-0.053755760192871094,0.0003,-0.031496365374187006,0.4150000087916851,0.03232769,0.651543140411377,1913.811767578125
10480,,,3.29,83.01482303,9126,1,262,,,,,,,,,,,
10520,5.0,118.11638259887695,,,,,,2718.3996757507325,2620,0.2,-2.8021675080060957,0.1407514214515686,0.0003,-0.024084595212916615,0.30000000540167093,0.02506388,0.6500651836395264,1350.5076904296875
10520,,,3.26,81.57421253,9145,1,263,,,,,,,,,,,
10560,5.0,101.46613246202469,,,,,,2344.200834274292,2630,0.2,-2.7960798144340515,0.12373882532119751,0.0003,-0.007485513302381152,0.38250001072883605,0.04097947,0.6494014859199524,2274.72607421875
10560,,,3.39,86.52386324999999,9163,1,264,,,,,,,,,,,
10600,4.0,117.64259338378906,,,,,,1708.8086479187011,2640,0.2,-2.7837877064943313,0.32198095321655273,0.0003,-0.007712722961878171,0.2650000054389238,0.021881707,0.6468741297721863,540.9181518554688
10600,,,3.42,86.49043634000002,9179,1,265,,,,,,,,,,,
10640,5.0,121.30991458892822,,,,,,1385.905779647827,2650,0.2,-2.7732373803853987,0.3578069806098938,0.0003,-0.012917152830123091,0.4350000090897083,0.05582293,0.6449440121650696,639.6488037109375
10640,,,3.44,87.36820936,9197,1,266,,,,,,,,,,,
10680,5.0,171.0816249847412,,,,,,2513.4695163726806,2660,0.2,-2.763357776403427,0.07826238870620728,0.0003,0.012811746608349495,0.2750000050291419,0.04247605,0.6442990303039551,1666.8115234375
10680,,,3.58,91.74831763999998,9214,1,267,,,,,,,,,,,
10720,2.0,20.00843620300293,,,,,,2853.7927124023436,2670,0.2,-2.757461977005005,0.11589783430099487,0.0003,-0.019634655274639957,0.14250000212341546,0.021289546,0.6441713571548462,1243.6031494140625
10720,,,3.73,97.65307760999998,9229,1,268,,,,,,,,,,,
10760,5.0,91.50627517700195,,,,,,1929.4990743637086,2680,0.2,-2.752510404586792,0.1235511302947998,0.0003,-0.021662154673831535,0.3175000073388219,0.045126125,0.6427431106567383,281.20306396484375
10760,,,3.93,106.2430731,9291,1,269,,,,,,,,,,,
10800,5.0,128.36658096313477,,,,,,1802.10992603302,2690,0.2,-2.7343250185251238,0.2505449056625366,0.0003,0.023605152035306665,0.49750000759959223,0.14179717,0.6385579109191895,1399.53564453125
10800,,,4.03,107.77710896,9308,1,270,,,,,,,,,,,
10840,5.0,118.76365661621094,,,,,,1402.5222852706909,2700,0.2,-2.720410335063934,0.23003214597702026,0.0003,-0.02555078718112782,0.3850000075995922,0.024391275,0.6371982097625732,1932.3865966796875
10840,,,4.15,112.01667464,9322,1,271,,,,,,,,,,,
10880,5.0,154.0294418334961,,,,,,2433.628778076172,2710,0.2,-2.7169695496559143,0.12684202194213867,0.0003,-0.028498316500699727,0.22750000450760127,0.02910477,0.6375741958618164,483.14080810546875
10880,,,4.27,117.86888981000001,9338,1,272,,,,,,,,,,,
10920,3.0,86.15518569946289,,,,,,1894.4398666381835,2720,0.2,-2.7159630805253983,0.1639094352722168,0.0003,0.0009508448935230174,0.21500000413507223,0.026656032,0.6363931894302368,493.51580810546875
10920,,,4.15,113.12112331,9404,1,273,,,,,,,,,,,
10960,5.0,189.49438095092773,,,,,,3417.026350402832,2730,0.2,-2.713646897673607,0.023348450660705566,0.0003,-0.027850827514630506,0.27750000525265933,0.0474186,0.636814534664154,1801.8580322265625
10960,,,4.13,114.38089912000004,9420,1,274,,,,,,,,,,,
11000,5.0,233.3301124572754,,,,,,2267.9088512420653,2740,0.2,-2.7135635912418365,0.23450660705566406,0.0003,-0.016750889334107344,0.25750000569969417,0.013695015,0.6355686187744141,431.127197265625
11000,,,4.15,115.03834049,9434,1,275,,,,,,,,,,,
11040,5.0,92.36100959777832,,,,,,1355.3698444366455,2750,0.2,-2.704611358046532,0.3935852646827698,0.0003,0.008849025983945468,0.3050000062212348,0.04830606,0.6339293122291565,317.6171875
11040,,,4.21,117.11453128,9451,1,276,,,,,,,,,,,
11080,5.0,119.81472587585449,,,,,,2229.135873031616,2760,0.2,-2.6955030411481857,0.2561790347099304,0.0003,-0.014258082238957281,0.18250000420957804,0.014371018,0.6315087676048279,2538.31787109375
11080,,,4.27,118.72673291999998,9467,1,277,,,,,,,,,,,
11120,5.0,182.76217651367188,,,,,,2260.6210544586183,2770,0.2,-2.6859711557626724,0.1675504446029663,0.0003,-0.01565662993612933,0.19250000417232513,0.008161402,0.6298412084579468,920.1575927734375
11120,,,4.24,119.27322953,9485,1,278,,,,,,,,,,,
11160,5.0,149.8075304031372,,,,,,2872.82780418396,2780,0.2,-2.6759436249732973,0.09529173374176025,0.0003,-0.009025322417728531,0.19250000398606062,0.018736158,0.6298018097877502,293.5585021972656
11160,,,4.27,120.34642083,9514,1,279,,,,,,,,,,,
11200,5.0,195.46738815307617,,,,,,996.3923868179321,2790,0.2,-2.670819190144539,0.3657207489013672,0.0003,-0.03087284110428299,0.40750000923871993,0.031518757,0.6295065879821777,451.3232727050781
11200,,,4.29,121.18373062,9531,1,280,,,,,,,,,,,
11240,5.0,183.79403686523438,,,,,,1942.526717376709,2800,0.2,-2.671302691102028,0.25369375944137573,0.0003,0.007285724584653508,0.49750001057982446,0.022629784,0.6287543177604675,702.4347534179688
11240,,,4.32,121.62991749999999,9549,1,281,,,,,,,,,,,
11280,5.0,185.51244354248047,,,,,,1507.7331592559815,2810,0.2,-2.6614622324705124,0.34288740158081055,0.0003,0.004794896146049721,0.39000000767409804,0.04169232,0.6267078518867493,622.2451171875
11280,,,4.22,116.85115783,9567,1,282,,,,,,,,,,,
11320,5.0,205.33297729492188,,,,,,3265.349697494507,2820,0.2,-2.6557550966739654,-0.04373800754547119,0.0003,0.003984459977948518,0.6075000135228038,0.048524164,0.6273167133331299,2235.06787109375
11320,,,4.17,114.00625410999999,9585,1,283,,,,,,,,,,,
11360,5.0,239.61405181884766,,,,,,3111.9727687835693,2830,0.2,-2.6536278933286668,0.004530966281890869,0.0003,-0.021119573580654104,0.41000000946223736,0.022038694,0.6256335973739624,197.7886199951172
11360,,,4.16,113.31845525,9603,1,284,,,,,,,,,,,
11400,5.0,135.34898567199707,,,,,,3212.550538635254,2840,0.2,-2.647849774360657,0.10243880748748779,0.0003,-0.0006692325730909942,0.30500000808387995,0.037746683,0.6244927644729614,2226.123046875
11400,,,4.12,113.09910825000001,9620,1,285,,,,,,,,,,,
11440,5.0,148.25732421875,,,,,,2109.914783477783,2850,0.2,-2.64440578520298,0.14440786838531494,0.0003,-0.025683256609117966,0.27000000663101675,0.030502664,0.6243979930877686,2053.6630859375
11440,,,4.03,108.43879338999999,9637,1,286,,,,,,,,,,,
11480,2.0,24.91788101196289,,,,,,2740.18727722168,2860,0.2,-2.6469639480113982,0.1252935528755188,0.0003,-0.03560900553991815,0.2875000052154064,0.03589876,0.6253619194030762,1923.2451171875
11480,,,4.0,108.75522891,9652,1,287,,,,,,,,,,,
11520,5.0,174.52670669555664,,,,,,1908.8082759857177,2870,0.2,-2.645074740052223,0.21067708730697632,0.0003,-0.014803074211231431,0.3850000100210309,0.05515874,0.6231882572174072,1005.482666015625
11520,,,4.0,105.44505338,9669,1,288,,,,,,,,,,,
11560,5.0,153.54870223999023,,,,,,1378.0776666641236,2880,0.2,-2.6259321331977845,0.18165183067321777,0.0003,-0.015258627738803621,0.367500008828938,0.056891955,0.6185189485549927,1604.6724853515625
11560,,,4.01,107.19709825000001,9687,1,289,,,,,,,,,,,
11600,5.0,105.86150884628296,,,,,,2076.9321216583253,2890,0.2,-2.6126741737127306,0.29078245162963867,0.0003,0.0017330430846050238,0.4350000096485019,0.040605597,0.6203539371490479,560.017822265625
11600,,,3.97,105.13578794000001,9704,1,290,,,,,,,,,,,
11640,5.0,158.0492458343506,,,,,,2671.816603469849,2900,0.2,-2.615566152334213,0.07628023624420166,0.0003,0.013760141989478124,0.36750000789761544,0.14721112,0.6215774416923523,1478.9361572265625
11640,,,3.92,105.83723387,9719,1,291,,,,,,,,,,,
11680,5.0,112.67006492614746,,,,,,2358.5041927337647,2910,0.2,-2.61693714261055,0.03981965780258179,0.0003,0.1041848035351359,0.36500000581145287,1.0175667,0.6227177381515503,1425.519775390625
11680,,,3.97,104.59104996,9736,1,292,,,,,,,,,,,
11720,5.0,132.1577968597412,,,,,,2185.3315341949465,2920,0.2,-2.622792011499405,0.12198156118392944,0.0003,-0.01346324640922827,0.2775000063702464,0.028326562,0.6236162781715393,1353.5992431640625
11720,,,4.05,104.51467539000001,9751,1,293,,,,,,,,,,,
11760,5.0,154.9839096069336,,,,,,1425.6652196884156,2930,0.2,-2.6280573934316633,0.15394258499145508,0.0003,0.003767385238315901,0.3900000091642141,0.05075705,0.6251203417778015,136.53274536132812
11760,,,4.1,103.80874227,9767,1,294,,,,,,,,,,,
11800,5.0,158.19277572631836,,,,,,2752.7355819702148,2940,0.2,-2.6300389915704727,0.14308029413223267,0.0003,-0.05237574108236004,0.47750000935047865,0.049915694,0.6244068145751953,1929.0572509765625
11800,,,4.07,101.41639187999999,9782,1,295,,,,,,,,,,,
11840,5.0,119.77249526977539,,,,,,2348.5213626861573,2950,0.2,-2.6254451513290404,0.1177855134010315,0.0003,-0.03588881335279437,0.2950000068172812,0.02551355,0.6231307983398438,378.0376892089844
11840,,,4.16,104.09224115,9798,1,296,,,,,,,,,,,
11880,5.0,191.10105895996094,,,,,,2697.463408279419,2960,0.2,-2.6181061029434205,0.18967479467391968,0.0003,-0.006023337969381792,0.13250000234693288,0.029871581,0.6224139928817749,590.1490478515625
11880,,,4.25,108.78390616,9864,1,297,,,,,,,,,,,
11920,5.0,130.2544665336609,,,,,,1781.5519172668457,2970,0.2,-2.6120316833257675,0.27432918548583984,0.0003,-0.05376920065900777,0.5600000102072954,0.06799482,0.6208280324935913,491.1009216308594
11920,,,4.27,109.20055323000001,9878,1,298,,,,,,,,,,,
11960,5.0,126.71074485778809,,,,,,1969.7691551208495,2980,0.2,-2.60022776722908,0.20570749044418335,0.0003,-0.03249032299824648,0.3725000092759728,0.030380411,0.6178851127624512,1528.2017822265625
11960,,,4.3,112.99266798999999,9895,1,299,,,,,,,,,,,
12000,5.0,116.31097030639648,,,,,,2755.07885055542,2990,0.2,-2.5937784045934675,0.11254304647445679,0.0003,0.053417720942306915,0.3525000078603625,0.11796416,0.6177812218666077,1357.728515625
12000,,,4.22,109.64247287,9910,1,300,,,,,,,,,,,
12040,2.0,17.234312057495117,,,,,,2555.154494094849,3000,0.2,-2.5971451580524443,0.08219081163406372,0.0003,0.012128916919427902,0.4700000097975135,0.100831695,0.6200041770935059,2162.18505859375
12040,,,4.25,111.82472422999997,9925,1,301,,,,,,,,,,,
12080,5.0,128.9439868927002,,,,,,1998.860263824463,3010,0.2,-2.5966393500566483,0.33889347314834595,0.0003,0.0166829068696825,0.3050000065937638,0.073210336,0.618579626083374,440.68865966796875
12080,,,4.24,112.70697329,9943,1,302,,,,,,,,,,,
12120,4.0,79.29034233093262,,,,,,2986.4547868728637,3020,0.2,-2.596940165758133,-0.006017327308654785,0.0003,-0.00751833249995798,0.20750000476837158,0.024897663,0.6181681156158447,5120.7802734375
12120,,,4.12,112.52268296999999,10068,1,303,,,,,,,,,,,
12160,5.0,109.72940635681152,,,,,,3784.4604011535644,3030,0.2,-2.595494756102562,-0.19661331176757812,0.0003,-0.01976338851278343,0.38500000908970833,0.02304129,0.6187717318534851,2604.218994140625
12160,,,4.12,116.51295129,10087,1,304,,,,,,,,,,,
12200,5.0,168.3365821838379,,,,,,1875.2259040832519,3040,0.2,-2.599392467737198,0.2479015588760376,0.0003,-0.00486905807118092,0.1300000024959445,0.014002655,0.6198002099990845,1364.9989013671875
12200,,,4.21,120.35359809999999,10103,1,305,,,,,,,,,,,
12240,5.0,204.53661727905273,,,,,,2050.9998733520506,3050,0.2,-2.5992763459682466,0.17664963006973267,0.0003,-0.02586372536621635,0.38000000920146704,0.023185745,0.619539737701416,2693.4599609375
12240,,,4.13,118.58313507000001,10120,1,306,,,,,,,,,,,
12280,5.0,100.81943607330322,,,,,,2715.2105697631837,3060,0.2,-2.5959714591503142,0.10306298732757568,0.0003,-0.004998028246336617,0.28500000648200513,0.035202533,0.6195060610771179,1196.9876708984375
12280,,,4.02,116.28655532,10136,1,307,,,,,,,,,,,
12320,5.0,193.79387283325195,,,,,,3457.176851654053,3070,0.2,-2.5911821484565736,-0.0889197587966919,0.0003,-0.004677951945614045,0.3400000074878335,0.019169565,0.6187707185745239,1507.562255859375
12320,,,3.99,118.15713235000001,10154,1,308,,,,,,,,,,,
12360,4.0,100.23055648803711,,,,,,2528.0909339904783,3080,0.2,-2.5868734806776046,0.24350851774215698,0.0003,-0.015976732941926454,0.2800000060349703,0.025344396,0.6170331239700317,832.0772094726562
12360,,,4.0,117.97590768,10171,1,309,,,,,,,,,,,
12400,5.0,133.56929206848145,,,,,,2249.5178550720216,3090,0.2,-2.580233559012413,0.19107234477996826,0.0003,-0.004629216023895433,0.24500000514090062,0.046202585,0.6164495944976807,1032.6934814453125
12400,,,4.09,119.35796298000001,10185,1,310,,,,,,,,,,,
12440,5.0,94.29205417633057,,,,,,1286.6414768218995,3100,0.2,-2.574459731578827,0.3153301477432251,0.0003,-0.007320081368306997,0.23750000540167093,0.029247917,0.6155288815498352,1125.979736328125
12440,,,4.02,116.65147087000001,10201,1,311,,,,,,,,,,,
12480,5.0,206.66530227661133,,,,,,2596.3679344177244,3110,0.2,-2.5627167969942093,0.1366834044456482,0.0003,-0.020115480917338568,0.3500000074505806,0.12733202,0.6135152578353882,777.3034057617188
12480,,,3.98,115.97556800000001,10217,1,312,,,,,,,,,,,
12520,5.0,156.00153350830078,,,,,,3973.4999450683595,3120,0.2,-2.5576478481292724,-0.015078067779541016,0.0003,0.003105489480985857,0.13000000268220901,0.005252025,0.6134299635887146,1264.8646240234375
12520,,,4.01,116.87413427999999,10235,1,313,,,,,,,,,,,
12560,5.0,179.7092571258545,,,,,,4245.211010742188,3130,0.2,-2.55474234521389,-0.05089092254638672,0.0003,-0.013502204037285992,0.2925000064074993,0.027424784,0.6124346852302551,2593.808837890625
12560,,,4.03,117.11065724,10251,1,314,,,,,,,,,,,
12600,5.0,175.42628860473633,,,,,,2318.4387344360352,3140,0.2,-2.548888322710991,0.17841804027557373,0.0003,0.005871390914835484,0.25000000577419995,0.025467705,0.6119477152824402,584.5990600585938
12600,,,4.03,117.36505573000001,10285,1,315,,,,,,,,,,,
12640,5.0,147.42607879638672,,,,,,2141.5819581985475,3150,0.2,-2.545544517040253,0.23868608474731445,0.0003,-0.011337883321684793,0.2275000050663948,0.009091698,0.61103355884552,89.28166961669922
12640,,,4.04,116.61602610000001,10301,1,316,,,,,,,,,,,
12680,5.0,185.2891616821289,,,,,,2009.1365928649902,3160,0.2,-2.5421600550413133,0.2460956573486328,0.0003,-0.02753630911436631,0.340000007301569,0.071510196,0.6112687587738037,749.2922973632812
12680,,,4.1,118.00480064999998,10319,1,317,,,,,,,,,,,
12720,1.0,-5.0,,,,,,3081.3096519470214,3170,0.2,-2.5430308878421783,0.08303821086883545,0.0003,0.0036489127938693854,0.16250000316649676,0.010197656,0.6114555597305298,621.7944946289062
12720,,,4.1,117.0199346,10334,1,318,,,,,,,,,,,
12760,5.0,123.88719844818115,,,,,,2204.43497505188,3180,0.2,-2.5390197336673737,0.12757664918899536,0.0003,0.0004624204447827629,0.26750000584870576,0.013372254,0.6092938184738159,1314.45458984375
12760,,,4.08,114.86699639999999,10439,1,319,,,,,,,,,,,
12800,5.0,87.31161212921143,,,,,,1432.9709819793702,3190,0.2,-2.5327946543693542,0.24648505449295044,0.0003,0.011674105207202957,0.39000000692903997,0.064762965,0.6088305115699768,2799.029296875
12800,,,4.05,115.71054794,10507,1,320,,,,,,,,,,,
12840,5.0,82.61842441558838,,,,,,2601.0075958251955,3200,0.2,-2.5274971038103105,0.05731469392776489,0.0003,-0.0061905515898252,0.2350000051781535,0.08621663,0.6069269776344299,3457.8916015625
12840,,,4.07,113.17699004000002,10522,1,321,,,,,,,,,,,
12880,5.0,147.83326721191406,,,,,,1465.8315116882325,3210,0.2,-2.523840403556824,0.25453948974609375,0.0003,-0.03443975379479525,0.5025000102818012,0.18764713,0.6064555644989014,559.6522827148438
12880,,,4.17,117.27972803,10536,1,322,,,,,,,,,,,
12920,4.0,125.98456192016602,,,,,,2153.965270614624,3220,0.2,-2.5267947882413866,0.31627964973449707,0.0003,0.0022431734998099363,0.10500000193715095,0.019919377,0.6071068048477173,501.1709899902344
12920,,,4.19,116.26061651,10554,1,323,,,,,,,,,,,
12960,5.0,156.5797233581543,,,,,,1971.435001182556,3230,0.2,-2.527791592478752,0.21316862106323242,0.0003,0.0008588813651294935,0.26250000540167095,0.028150465,0.606737494468689,205.11102294921875
12960,,,4.3,119.93893428,10568,1,324,,,,,,,,,,,
13000,5.0,100.18123435974121,,,,,,2007.930124282837,3240,0.2,-2.5244078785181046,0.10445648431777954,0.0003,-0.005928548979572956,0.31000000666826966,0.032185897,0.6035946011543274,347.2135314941406
13000,,,4.31,119.90660699000001,10585,1,325,,,,,,,,,,,
13040,5.0,101.78438091278076,,,,,,2119.8463661193846,3250,0.2,-2.4978427290916443,0.22611021995544434,0.0003,-0.053401524618675464,0.5525000112131238,0.051469713,0.5977451801300049,695.7670288085938
13040,,,4.3,118.70041127999997,10602,1,326,,,,,,,,,,,
13080,5.0,136.47613334655762,,,,,,2293.5429656982424,3260,0.2,-2.481820595264435,0.17319726943969727,0.0003,-0.03095572532824008,0.42750000953674316,0.046515223,0.5975095629692078,1653.80029296875
13080,,,4.31,117.82321361000002,10622,1,327,,,,,,,,,,,
13120,5.0,115.0034351348877,,,,,,2329.675397872925,3270,0.2,-2.4775267124176024,0.14571255445480347,0.0003,-0.046630085358920034,0.3075000071898103,0.026688404,0.5957176685333252,2745.436767578125
13120,,,4.23,114.63195716,10639,1,328,,,,,,,,,,,
13160,5.0,119.81405735015869,,,,,,2861.5068229675294,3280,0.2,-2.469567859172821,0.11370909214019775,0.0003,0.06100304616127687,0.5375000094994903,0.1112719,0.5951141119003296,2465.787353515625
13160,,,4.22,115.05626631000001,10655,1,329,,,,,,,,,,,
13200,5.0,197.13140106201172,,,,,,2701.349946594238,3290,0.2,-2.4650328874588014,0.058515191078186035,0.0003,-0.0047332291284329035,0.10750000216066838,0.016992962,0.5952527523040771,952.031005859375
13200,,,4.11,109.35781602999998,10672,1,330,,,,,,,,,,,
13240,5.0,148.7762622833252,,,,,,3536.2807373046876,3300,0.2,-2.464175230264664,-0.06385254859924316,0.0003,-0.0008609394429367923,0.3575000073760748,0.024536364,0.5949099659919739,1562.79150390625
13240,,,4.01,108.10579314000002,10690,1,331,,,,,,,,,,,
