time/total_timesteps,eval/mean_reward,eval/mean_ep_length,time/iterations,time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,train/std,train/entropy_loss,train/n_updates,train/clip_range,train/learning_rate,train/value_loss,train/clip_fraction,train/loss,train/approx_kl,train/explained_variance,train/policy_gradient_loss
4080,46.330984115600586,3.0,,,,,,0.8574638366699219,-3.747699224948883,1010,0.2,0.0003,92100.57877521515,0.1975000048056245,71481.53125,0.0032438114,0.0015215873718261719,0.004565686413297953
4080,,,102,1,4.24,89.91246538000001,3394,,,,,,,,,,,
4120,91.35252475738525,5.0,,,,,,0.8518362045288086,-3.7379131346940992,1020,0.2,0.0003,1744.6865991592408,0.032500000670552254,233.02818298339844,0.008751507,0.13020199537277222,-0.0031867249405706844
4120,,,103,1,4.26,88.64482090999999,3413,,,,,,,,,,,
4160,113.52769184112549,5.0,,,,,,0.8545637130737305,-3.727703794836998,1030,0.2,0.0003,924.6128807067871,0.26000000573694704,383.623046875,0.020382117,0.26235735416412354,-0.03508905917653465
4160,,,104,1,4.25,88.06393013,3434,,,,,,,,,,,
4200,56.78461980819702,5.0,,,,,,0.8551983833312988,-3.732608366012573,1040,0.2,0.0003,1940.0940376281737,0.2800000060349703,426.96685791015625,0.028237611,0.15160799026489258,-0.022131388858106216
4200,,,105,1,4.28,89.57761546000002,3455,,,,,,,,,,,
4240,20.542628288269043,5.0,,,,,,0.8541241884231567,-3.731315878033638,1050,0.2,0.0003,1497.650439453125,0.2100000051781535,762.4970703125,0.045991383,0.1515910029411316,-0.00024519849146598105
4240,,,106,1,4.35,89.31042198999998,3480,,,,,,,,,,,
4280,117.86873006820679,5.0,,,,,,0.8528271913528442,-3.724703076481819,1060,0.2,0.0003,938.8752283096313,0.1925000036135316,358.5938415527344,0.015563876,0.24471938610076904,-0.026240740094290227
4280,,,107,1,4.33,90.1975477,3503,,,,,,,,,,,
4320,87.69156217575073,5.0,,,,,,0.8555020093917847,-3.724519681930542,1070,0.2,0.0003,2769.55686416626,0.3125000074505806,1550.17138671875,0.017102253,0.16597390174865723,-0.0010936979205143915
4320,,,108,1,4.34,88.90635092000001,3524,,,,,,,,,,,
4360,46.76056408882141,5.0,,,,,,0.8550995588302612,-3.7269392162561417,1080,0.2,0.0003,971.8366411209106,0.2900000071153045,343.15283203125,0.053128183,0.3133642077445984,-0.0037316638308402704
4360,,,109,1,4.27,89.04357349,3547,,,,,,,,,,,
4400,62.856137692928314,5.0,,,,,,0.8531741499900818,-3.721989616751671,1090,0.2,0.0003,2096.0367305755617,0.19500000383704902,468.64813232421875,0.011668285,0.08238273859024048,-0.01752630975159262
4400,,,110,1,4.19,88.07033924,3567,,,,,,,,,,,
4440,48.66082572937012,5.0,,,,,,0.8552064895629883,-3.721270889043808,1100,0.2,0.0003,1580.239857673645,0.5075000090524554,919.9680786132812,0.07454396,0.0900946855545044,-0.0348898462911893
4440,,,111,1,4.22,89.58088477999999,3586,,,,,,,,,,,
4480,20.99891471862793,2.0,,,,,,0.856071412563324,-3.7239881336688994,1110,0.2,0.0003,2486.915173339844,0.2175000049173832,1257.5528564453125,0.018578898,0.19853836297988892,-0.02937306596051712
4480,,,112,1,4.19,79.12046043000001,3605,,,,,,,,,,,
4520,38.74349117279053,4.0,,,,,,0.8538686037063599,-3.7232169777154924,1120,0.2,0.0003,1728.0793907165528,0.14250000286847353,1175.8232421875,0.010137295,0.19601303339004517,0.0059569833068235266
4520,,,113,1,4.14,78.06794946,3627,,,,,,,,,,,
4560,37.778527811169624,5.0,,,,,,0.8538853526115417,-3.7166951298713684,1130,0.2,0.0003,1118.051287651062,0.09000000171363354,400.46319580078125,0.018111076,0.0838470458984375,-0.0049357947894895894
4560,,,114,1,4.04,75.03664854000002,3648,,,,,,,,,,,
4600,151.14901542663574,5.0,,,,,,0.8512318134307861,-3.7121005922555925,1140,0.2,0.0003,1853.515821838379,0.14750000294297932,998.7152709960938,0.015328667,0.14788490533828735,-0.027759868804140542
4600,,,115,1,4.02,74.45317806,3669,,,,,,,,,,,
4640,179.35122680664062,5.0,,,,,,0.8493313193321228,-3.701226556301117,1150,0.2,0.0003,2349.1723850250246,0.4525000099092722,1452.43994140625,0.045695625,0.05236917734146118,-0.04482158728133072
4640,,,116,1,4.05,76.31494331,3763,,,,,,,,,,,
4680,152.78512573242188,5.0,,,,,,0.8474997282028198,-3.6939378052949907,1160,0.2,0.0003,1550.8198766231537,0.15000000279396772,730.4258422851562,0.00731902,0.2079569697380066,-0.008249872882224719
4680,,,117,1,4.02,76.43846374,3785,,,,,,,,,,,
4720,56.33847904205322,4.0,,,,,,0.8459147810935974,-3.6835976511240007,1170,0.2,0.0003,3124.125001525879,0.29000000599771736,988.6663208007812,0.0428344,0.016579151153564453,-0.017433678036031776
4720,,,118,1,3.98,76.07288003999999,3805,,,,,,,,,,,
4760,110.51542472839355,5.0,,,,,,0.8431293368339539,-3.6758969575166702,1180,0.2,0.0003,791.1637365341187,0.2600000064820051,279.4138488769531,0.023034923,0.35972362756729126,-0.02250373829969703
4760,,,119,1,4.05,79.57922216,3822,,,,,,,,,,,
4800,106.16691875457764,5.0,,,,,,0.8416716456413269,-3.6663515150547026,1190,0.2,0.0003,1717.5060762405396,0.15500000305473804,356.14385986328125,0.012052987,0.3156369924545288,-0.010930519539979288
4800,,,120,1,4.1,79.34435658000001,3840,,,,,,,,,,,
4840,102.31875228881836,5.0,,,,,,0.839678168296814,-3.6598882406949995,1200,0.2,0.0003,1175.5422220230103,0.12250000257045031,376.9088134765625,0.022456344,0.23608362674713135,-0.00961358272486903
4840,,,121,1,4.05,76.98668253999999,3860,,,,,,,,,,,
4880,61.24661445617676,4.0,,,,,,0.8396431803703308,-3.6561787992715837,1210,0.2,0.0003,1260.1712049484254,0.17750000394880772,327.9725036621094,0.01622439,0.20155370235443115,-0.017610576658480558
4880,,,122,1,4.04,78.48894896,3878,,,,,,,,,,,
4920,140.92072868347168,5.0,,,,,,0.8382461071014404,-3.652324751019478,1220,0.2,0.0003,2176.4731447219847,0.14000000357627868,725.2608032226562,0.028806321,0.13534480333328247,0.008000406669380022
4920,,,123,1,4.09,80.44591086,3898,,,,,,,,,,,
4960,169.71667861938477,5.0,,,,,,0.8421899676322937,-3.6522441625595095,1230,0.2,0.0003,1526.8809978485108,0.2525000050663948,241.64178466796875,0.018754747,0.09891581535339355,0.004075580903518128
4960,,,124,1,4.11,83.91152168999999,3915,,,,,,,,,,,
5000,41.993804931640625,3.0,,,,,,0.8392989039421082,-3.659208545088768,1240,0.2,0.0003,2701.2063316345216,0.1350000023841858,3045.090576171875,0.009866534,0.12027883529663086,-0.02743988809845179
5000,,,125,1,4.1,86.44469559000001,3933,,,,,,,,,,,
5040,209.35957717895508,5.0,,,,,,0.8374161124229431,-3.648588690161705,1250,0.2,0.0003,2139.351657485962,0.09250000193715095,2143.732177734375,0.013227696,0.14551830291748047,-0.010877176021458546
5040,,,126,1,4.14,88.32665466999998,3949,,,,,,,,,,,
5080,130.52776718139648,5.0,,,,,,0.8380119800567627,-3.6431177884340284,1260,0.2,0.0003,1215.2055839538575,0.182500003837049,544.0396118164062,0.024327189,0.1394100785255432,-0.00903855091328296
5080,,,127,1,4.17,89.55769523999999,3966,,,,,,,,,,,
5120,106.5111255645752,5.0,,,,,,0.838667094707489,-3.645454117655754,1270,0.2,0.0003,2229.356996536255,0.14750000257045032,931.239013671875,0.025320884,0.05002164840698242,-0.02432708321539394
5120,,,128,1,4.16,91.40022463000001,3985,,,,,,,,,,,
5160,153.1866340637207,5.0,,,,,,0.8363773226737976,-3.6414257109165193,1280,0.2,0.0003,2574.4038429260254,0.16750000324100256,437.4894714355469,0.006490737,0.06772005558013916,0.0022537036956055134
5160,,,129,1,4.05,88.45728489,4004,,,,,,,,,,,
5200,105.82794189453125,4.0,,,,,,0.8359134197235107,-3.634988659620285,1290,0.2,0.0003,2378.9221504211428,0.3075000079348683,839.986328125,0.03658329,0.07528042793273926,-0.011020815874944679
5200,,,130,1,4.06,90.71750425,4021,,,,,,,,,,,
5240,110.77887535095215,5.0,,,,,,0.834857165813446,-3.632084867358208,1300,0.2,0.0003,1947.462474822998,0.14500000327825546,370.2239990234375,0.0082365535,0.1744353175163269,-0.00938692116875246
5240,,,131,1,3.99,88.87408243,4038,,,,,,,,,,,
5280,111.26358795166016,5.0,,,,,,0.8336920738220215,-3.6272415965795517,1310,0.2,0.0003,2519.827729797363,0.17000000346452,370.04339599609375,0.018665133,0.0824999213218689,-0.0271581260846142
5280,,,132,1,3.99,88.33061082,4055,,,,,,,,,,,
5320,108.89987182617188,5.0,,,,,,0.8287209272384644,-3.6125840067863466,1320,0.2,0.0003,1260.3221000671388,0.2425000060349703,689.7511596679688,0.036705844,0.18419891595840454,-0.023915784777345832
5320,,,133,1,3.87,85.09725035,4073,,,,,,,,,,,
5360,79.18277597427368,5.0,,,,,,0.8264837265014648,-3.5951264023780825,1330,0.2,0.0003,2683.447998428345,0.43500001057982446,1647.21044921875,0.06317627,-0.01772630214691162,-0.03637653657691771
5360,,,134,1,3.87,81.20923702,4092,,,,,,,,,,,
5400,91.34719467163086,5.0,,,,,,0.827694833278656,-3.5938173949718477,1340,0.2,0.0003,1605.149543952942,0.3425000080838799,1108.6607666015625,0.042435497,-0.03442788124084473,-0.027535422691908007
5400,,,135,1,3.93,80.47035258,4110,,,,,,,,,,,
5440,76.7003402709961,5.0,,,,,,0.8254565596580505,-3.593351235985756,1350,0.2,0.0003,795.3843723297119,0.32250000815838575,72.3318862915039,0.029100351,0.34462159872055054,-0.03145798896701306
5440,,,136,1,3.87,76.12691085000002,4126,,,,,,,,,,,
5480,55.76678276062012,5.0,,,,,,0.8228724002838135,-3.585278508067131,1360,0.2,0.0003,1795.8698844909668,0.2850000048056245,480.5700378417969,0.06870304,0.033104002475738525,-0.018355222792524727
5480,,,137,1,3.96,77.99596508,4141,,,,,,,,,,,
5520,115.69200241565704,5.0,,,,,,0.8193890452384949,-3.568121889233589,1370,0.2,0.0003,1107.0961511135101,0.2000000039115548,1359.603515625,0.024684768,0.3588658571243286,0.009812017226358877
5520,,,138,1,3.99,76.64675743,4158,,,,,,,,,,,
5560,94.63539242744446,5.0,,,,,,0.8189398050308228,-3.562865713238716,1380,0.2,0.0003,827.9987468719482,0.30750000663101673,719.578369140625,0.017635869,0.2610296607017517,-0.011571837736119051
5560,,,139,1,4.01,74.49688277,4217,,,,,,,,,,,
5600,110.46168994903564,5.0,,,,,,0.8126274943351746,-3.545466196537018,1390,0.2,0.0003,995.3815968513488,0.5900000099092721,444.6241149902344,0.099187426,0.13055777549743652,0.05961398990943963
5600,,,140,1,4.05,72.50448811,4233,,,,,,,,,,,
5640,36.057271003723145,5.0,,,,,,0.8110391497612,-3.533453071117401,1400,0.2,0.0003,1234.5937633514404,0.3975000087171793,672.442626953125,0.038417898,0.20779091119766235,-0.034371835126639785
5640,,,141,1,4.03,69.31230438,4251,,,,,,,,,,,
5680,123.88265609741211,5.0,,,,,,0.8101739883422852,-3.5308891385793686,1410,0.2,0.0003,1449.837266921997,0.12250000238418579,144.62208557128906,0.006464702,-0.05341219902038574,0.006017215807623888
5680,,,142,1,4.05,67.9765977,4266,,,,,,,,,,,
5720,117.90905666351318,5.0,,,,,,0.8083903193473816,-3.525403878092766,1420,0.2,0.0003,1347.5409225463868,0.3100000062957406,308.4887390136719,0.05061818,0.14076507091522217,-0.043076110636757224
5720,,,143,1,4.2,69.69930416,4284,,,,,,,,,,,
5760,101.9315242767334,5.0,,,,,,0.809302806854248,-3.521117889881134,1430,0.2,0.0003,891.4181365013122,0.3475000087171793,499.0601806640625,0.032286655,0.19077694416046143,-0.027960900994366968
5760,,,144,1,4.23,68.21824342000001,4302,,,,,,,,,,,
5800,183.4533176422119,5.0,,,,,,0.8127617835998535,-3.527113899588585,1440,0.2,0.0003,1213.1866855621338,0.29500000569969415,693.764404296875,0.028623594,0.18979740142822266,-0.0044061928226437844
5800,,,145,1,4.16,69.46647711,4319,,,,,,,,,,,
5840,157.0644016265869,5.0,,,,,,0.8153983950614929,-3.537698766589165,1450,0.2,0.0003,2242.26124458313,0.2750000052154064,442.9516906738281,0.02127312,0.10865813493728638,-0.006344859152695781
5840,,,146,1,4.15,70.15765406,4337,,,,,,,,,,,
5880,44.388872146606445,4.0,,,,,,0.8130759000778198,-3.5365260511636736,1460,0.2,0.0003,1766.5632186889648,0.09000000152736902,1077.7991943359375,0.00705225,0.1834220290184021,-0.01663517567754752
5880,,,147,1,4.13,69.84980314999999,4357,,,,,,,,,,,
5920,109.47490334510803,5.0,,,,,,0.8091691732406616,-3.5257366478443144,1470,0.2,0.0003,1617.518808746338,0.22000000551342963,1406.9476318359375,0.038676873,0.15565896034240723,-0.0398542450242485
5920,,,148,1,4.12,69.10096419999999,4378,,,,,,,,,,,
5960,202.96025371551514,5.0,,,,,,0.8049847483634949,-3.51227705180645,1480,0.2,0.0003,1355.7292198181153,0.2700000053271651,738.6868896484375,0.071324244,0.20950376987457275,-0.013102011095334088
5960,,,149,1,4.17,69.65620564999999,4399,,,,,,,,,,,
6000,107.58967781066895,5.0,,,,,,0.8004010915756226,-3.4957507848739624,1490,0.2,0.0003,1133.58376455307,0.1800000037997961,81.43899536132812,0.017270394,0.1877596378326416,-0.009411677667958428
6000,,,150,1,4.11,71.20403744,4424,,,,,,,,,,,
6040,144.76042938232422,5.0,,,,,,0.8026260733604431,-3.493330416083336,1500,0.2,0.0003,2241.3608520507814,0.16750000324100256,1558.6759033203125,0.022891313,0.02387070655822754,-0.004613993989614751
6040,,,151,1,4.09,73.07647023,4445,,,,,,,,,,,
6080,74.136076489056,5.0,,,,,,0.8007799983024597,-3.494557496905327,1510,0.2,0.0003,1682.0072094917298,0.23750000447034836,602.016845703125,0.016304117,-0.04272186756134033,-0.030451225882425215
6080,,,152,1,4.12,76.31982573,4465,,,,,,,,,,,
6120,86.62336015701294,5.0,,,,,,0.7940468192100525,-3.477270430326462,1520,0.2,0.0003,1300.5397663116455,0.17250000294297935,355.76153564453125,0.01756673,0.15819644927978516,-0.01582871633618197
6120,,,153,1,4.08,77.05911098000001,4487,,,,,,,,,,,
6160,116.88072204589844,5.0,,,,,,0.793429970741272,-3.461849346756935,1530,0.2,0.0003,1621.9450496673585,0.2600000061094761,684.427978515625,0.038762663,0.1636272668838501,-0.031856247813266236
6160,,,154,1,4.07,79.21700939,4506,,,,,,,,,,,
6200,103.59353446960449,5.0,,,,,,0.7891857624053955,-3.454102036356926,1540,0.2,0.0003,1229.1593799591064,0.1525000035762787,551.600341796875,0.003819996,0.24570202827453613,0.0008236662498166015
6200,,,155,1,4.17,82.49266545,4525,,,,,,,,,,,
6240,187.35230827331543,5.0,,,,,,0.7890602946281433,-3.443652817606926,1550,0.2,0.0003,1578.715716934204,0.09250000175088643,1370.928955078125,0.011363412,0.23493117094039917,-0.008317934612805411
6240,,,156,1,4.16,81.72870686,4546,,,,,,,,,,,
6280,105.54255104064941,5.0,,,,,,0.7865485548973083,-3.4405371338129043,1560,0.2,0.0003,1183.8185297012328,0.27750000562518834,815.147216796875,0.04249367,0.3544977307319641,-0.026687042063858836
6280,,,157,1,4.23,83.14224087000001,4564,,,,,,,,,,,
6320,65.6342396736145,5.0,,,,,,0.782740592956543,-3.4296170234680177,1570,0.2,0.0003,1059.8485973358154,0.3700000084936619,897.1173095703125,0.0973797,0.18479084968566895,-0.01870617455264436
6320,,,158,1,4.21,85.28938147000001,4586,,,,,,,,,,,
6360,183.84534645080566,5.0,,,,,,0.7819087505340576,-3.4212044030427933,1580,0.2,0.0003,1556.4024431228638,0.15250000283122062,359.9278259277344,0.02464252,0.045741140842437744,-0.006358226178563198
6360,,,159,1,4.27,91.03890453000002,4608,,,,,,,,,,,
6400,148.23199272155762,5.0,,,,,,0.7824728488922119,-3.421458286046982,1590,0.2,0.0003,1690.3578901290894,0.2900000048801303,724.2474975585938,0.02415106,0.31979286670684814,-0.03370682231548017
6400,,,160,1,4.26,91.00587742000002,4629,,,,,,,,,,,
6440,40.57841843366623,5.0,,,,,,0.7829496264457703,-3.4218198239803312,1600,0.2,0.0003,1417.98249168396,0.12500000204890965,560.3273315429688,0.012494041,0.291975736618042,-0.021492346602717594
6440,,,161,1,4.36,92.93294911000001,4648,,,,,,,,,,,
6480,178.61913871765137,5.0,,,,,,0.7817127108573914,-3.418303224444389,1610,0.2,0.0003,1713.1331966400146,0.14250000268220903,846.3047485351562,0.011960516,0.23374634981155396,-0.022511128321384622
6480,,,162,1,4.5,98.25629874,4670,,,,,,,,,,,
6520,104.24125862121582,5.0,,,,,,0.7805766463279724,-3.410545986890793,1620,0.2,0.0003,1291.6576656341554,0.2100000035017729,668.4844970703125,0.006986769,0.29328709840774536,0.00460256151651266
6520,,,163,1,4.55,100.25061108999998,4688,,,,,,,,,,,
6560,62.74899673461914,4.0,,,,,,0.7751404643058777,-3.3992901384830474,1630,0.2,0.0003,1153.5407148361205,0.24500000588595866,528.590087890625,0.017933447,0.33315253257751465,-0.00197633453317394
6560,,,164,1,4.5,101.16460146,4710,,,,,,,,,,,
6600,113.85098648071289,5.0,,,,,,0.7758790850639343,-3.3882035195827482,1640,0.2,0.0003,1993.634395980835,0.12500000223517418,1344.558837890625,0.006115693,0.09265148639678955,-0.010554948447825152
6600,,,165,1,4.51,102.26473080000001,4731,,,,,,,,,,,
6640,79.72692441940308,5.0,,,,,,0.7795512676239014,-3.396967759728432,1650,0.2,0.0003,1460.2747997283936,0.2975000059232116,285.76116943359375,0.071299754,0.14418989419937134,-0.023554807305845315
6640,,,166,1,4.5,102.21393229000002,4751,,,,,,,,,,,
6680,124.58919334411621,5.0,,,,,,0.7792596817016602,-3.404224416613579,1660,0.2,0.0003,1412.3906616210938,0.2600000051781535,722.5774536132812,0.03285847,0.16707831621170044,0.0003620307802339129
6680,,,167,1,4.42,100.53288433999998,4773,,,,,,,,,,,
6720,56.477272033691406,3.0,,,,,,0.7828375697135925,-3.4109891980886458,1670,0.2,0.0003,2360.954761123657,0.7300000077113509,1404.7430419921875,0.3866297,0.0038298964500427246,0.025803124307421967
6720,,,168,1,4.37,97.87672178000001,4802,,,,,,,,,,,
6760,122.16165924072266,5.0,,,,,,0.7827665209770203,-3.414224147796631,1680,0.2,0.0003,2065.041414642334,0.17250000331550835,1269.5281982421875,0.008184474,0.22479909658432007,-0.009667817165031956
6760,,,169,1,4.34,97.94025468999999,4824,,,,,,,,,,,
6800,180.41225576400757,5.0,,,,,,0.7806548476219177,-3.406538501381874,1690,0.2,0.0003,2601.066172790527,0.27000000420957804,851.1395874023438,0.04259876,0.025909483432769775,-0.020660045965325936
6800,,,170,1,4.3,95.37697256999998,4847,,,,,,,,,,,
6840,161.88666915893555,5.0,,,,,,0.7798136472702026,-3.3997893631458282,1700,0.2,0.0003,2042.911388874054,0.10000000204890966,1506.873046875,0.0027696877,0.2371368408203125,-0.015480152425443516
6840,,,171,1,4.24,92.10999583,4866,,,,,,,,,,,
6880,110.29555892944336,5.0,,,,,,0.7809309959411621,-3.3989696741104125,1710,0.2,0.0003,1498.253527069092,0.3225000066682696,1209.470703125,0.04422553,0.24670743942260742,-0.031065760081619376
6880,,,172,1,4.21,94.17825446,4885,,,,,,,,,,,
6920,89.33102989196777,5.0,,,,,,0.7796260714530945,-3.3983597666025163,1720,0.2,0.0003,1729.0391147613525,0.1325000027194619,981.572998046875,0.010157396,0.14531105756759644,-0.01933012101886561
6920,,,173,1,4.11,88.69728779999997,4912,,,,,,,,,,,
6960,42.996256828308105,3.0,,,,,,0.7777451276779175,-3.390714144706726,1730,0.2,0.0003,2405.9597869873046,0.1425000024959445,1766.63037109375,0.009651301,0.1645246148109436,0.002558722888934428
6960,,,174,1,4.18,92.11043476,4931,,,,,,,,,,,
7000,26.936960220336914,2.0,,,,,,0.7782408595085144,-3.3872488170862196,1740,0.2,0.0003,2154.18980922699,0.2700000053271651,462.6979675292969,0.018097075,0.22895187139511108,-0.024906183815346594
7000,,,175,1,4.12,90.03163964,4998,,,,,,,,,,,
7040,94.15377892553806,5.0,,,,,,0.7738333940505981,-3.3805108219385147,1750,0.2,0.0003,1774.9125820159911,0.1725000036880374,828.3824462890625,0.033157345,0.18589794635772705,-0.01688861481226922
7040,,,176,1,4.12,88.09216882000001,5019,,,,,,,,,,,
7080,117.02347826957703,5.0,,,,,,0.7655552625656128,-3.355379971861839,1760,0.2,0.0003,833.188300037384,0.3750000067055225,538.1002807617188,0.034355514,0.3278740644454956,-0.0013527709611662387
7080,,,177,1,4.2,87.92115466000001,5039,,,,,,,,,,,
7120,151.11677169799805,5.0,,,,,,0.7634128928184509,-3.3344465762376787,1770,0.2,0.0003,919.4220294475556,0.22500000484287738,524.4947509765625,0.018795952,0.30449336767196655,-0.016559684872936485
7120,,,178,1,4.27,93.96019234,5060,,,,,,,,,,,
7160,73.55654668807983,5.0,,,,,,0.7617596387863159,-3.3260678708553315,1780,0.2,0.0003,2820.721342468262,0.0825000012293458,1790.2142333984375,0.014901034,0.25994616746902466,-0.026254486717807522
7160,,,179,1,4.23,91.16801731,5082,,,,,,,,,,,
7200,109.02142858505249,5.0,,,,,,0.7614411115646362,-3.3189664632081985,1790,0.2,0.0003,2286.8973182678224,0.15500000286847354,751.826904296875,0.041414253,0.11963945627212524,-0.00036751162784639526
7200,,,180,1,4.23,93.88068421999998,5209,,,,,,,,,,,
7240,168.9696798324585,5.0,,,,,,0.7612652778625488,-3.3160681664943694,1800,0.2,0.0003,2232.460694885254,0.0575000012293458,1320.447021484375,0.0056765066,0.05319643020629883,0.004716617485410168
7240,,,181,1,4.24,93.19469813999999,5231,,,,,,,,,,,
7280,163.5487174987793,5.0,,,,,,0.7606961727142334,-3.315069302916527,1810,0.2,0.0003,1411.3675625801086,0.17250000331550835,881.6798095703125,0.027757548,0.3983040452003479,-0.01829772505152505
7280,,,182,1,4.21,93.09578144000001,5250,,,,,,,,,,,
7320,178.36244201660156,5.0,,,,,,0.7614976167678833,-3.3141886711120607,1820,0.2,0.0003,1749.3252754211426,0.3225000074133277,971.725341796875,0.031104118,0.18160003423690796,-0.01297613739909138
7320,,,183,1,4.26,94.49009997000002,5268,,,,,,,,,,,
7360,147.29812240600586,5.0,,,,,,0.7635897397994995,-3.3162890017032622,1830,0.2,0.0003,797.8062232971191,0.1550000024959445,367.9930419921875,0.019476185,0.38627463579177856,-0.014264798362277098
7360,,,184,1,4.29,96.67251497000001,5288,,,,,,,,,,,
7400,136.56680870056152,5.0,,,,,,0.761674165725708,-3.3174417287111284,1840,0.2,0.0003,1733.5930759429932,0.2125000037252903,715.833251953125,0.01250574,0.22598206996917725,-0.008948403487738687
7400,,,185,1,4.31,95.86452770999999,5307,,,,,,,,,,,
7440,130.02487468719482,5.0,,,,,,0.7599701881408691,-3.307938724756241,1850,0.2,0.0003,1394.148358821869,0.18000000342726707,61.684566497802734,0.010854498,0.34010446071624756,-0.011678638228331695
7440,,,186,1,4.39,99.28311534000001,5326,,,,,,,,,,,
7480,81.52426528930664,4.0,,,,,,0.759048581123352,-3.303433135151863,1860,0.2,0.0003,1655.5223583221436,0.22750000469386578,326.7525939941406,0.023757363,0.28168970346450806,-0.02226832750968242
7480,,,187,1,4.37,101.88436523,5346,,,,,,,,,,,
7520,64.81228637695312,3.0,,,,,,0.7605006098747253,-3.3019080430269243,1870,0.2,0.0003,1998.6064239501952,0.30250000599771737,1963.471923828125,0.043187864,0.17409652471542358,-0.00879636486642994
7520,,,188,1,4.32,103.6678932,5365,,,,,,,,,,,
7560,132.4804334640503,5.0,,,,,,0.7601109743118286,-3.305919024348259,1880,0.2,0.0003,2605.3413475036623,0.2125000050291419,1413.037109375,0.03998869,0.14151787757873535,-0.021833934749574846
7560,,,189,1,4.31,102.76863764,5386,,,,,,,,,,,
7600,142.32575607299805,5.0,,,,,,0.7596944570541382,-3.302159678936005,1890,0.2,0.0003,1398.692626953125,0.25500000528991223,1819.279052734375,0.028246377,0.3166019320487976,-0.03396976465548505
7600,,,190,1,4.24,100.31704484999999,5407,,,,,,,,,,,
7640,111.31113338470459,5.0,,,,,,0.7599851489067078,-3.300281065702438,1900,0.2,0.0003,3312.834327697754,0.2375000050291419,1690.4588623046875,0.024009997,-0.034819602966308594,-0.03819359109445941
7640,,,191,1,4.31,100.06309982,5429,,,,,,,,,,,
7680,94.4750862121582,4.0,,,,,,0.760352373123169,-3.2990919947624207,1910,0.2,0.0003,867.3426748275757,0.21250000428408383,603.632080078125,0.014403101,0.2681313157081604,-0.00362624587778555
7680,,,192,1,4.28,98.3278933,5452,,,,,,,,,,,
7720,87.98275089263916,5.0,,,,,,0.7581049203872681,-3.292215645313263,1920,0.2,0.0003,1669.9988822937012,0.22750000450760127,270.7873840332031,0.011095163,0.20426440238952637,-0.00904000784295933
7720,,,193,1,4.26,97.16706277000002,5476,,,,,,,,,,,
7760,156.1533498764038,5.0,,,,,,0.7557483911514282,-3.279574912786484,1930,0.2,0.0003,1536.6525955200195,0.0800000011920929,254.72671508789062,0.005286716,0.11857336759567261,-0.005590692823752752
7760,,,194,1,4.27,97.73232990999999,5496,,,,,,,,,,,
7800,40.79754829406738,3.0,,,,,,0.7560876607894897,-3.268560469150543,1940,0.2,0.0003,1932.2280342102051,0.21250000409781933,844.5346069335938,0.020869274,0.3155897259712219,-0.028667745785742226
7800,,,195,1,4.3,99.34744323000001,5515,,,,,,,,,,,
7840,100.98592948913574,5.0,,,,,,0.7553783655166626,-3.2669613480567934,1950,0.2,0.0003,1543.926941871643,0.11250000223517417,1118.513427734375,0.015133539,0.30053889751434326,-0.017128105403244265
7840,,,196,1,4.23,96.71477926,5538,,,,,,,,,,,
7880,83.85579681396484,5.0,,,,,,0.7527422308921814,-3.2596661001443863,1960,0.2,0.0003,1708.6927589416505,0.21750000566244126,818.3456420898438,0.030286549,0.06508433818817139,-0.030238381074232167
7880,,,197,1,4.2,94.90328278000001,5558,,,,,,,,,,,
7920,126.25326347351074,5.0,,,,,,0.7506615519523621,-3.2478821724653244,1970,0.2,0.0003,963.7750873565674,0.2900000065565109,756.4605102539062,0.018039348,0.3420831561088562,-0.016670429055229752
7920,,,198,1,4.17,92.94952753,5746,,,,,,,,,,,
7960,135.11856591701508,5.0,,,,,,0.7550965547561646,-3.249441292881966,1980,0.2,0.0003,1803.198757648468,0.30750000588595866,995.6625366210938,0.0207542,0.131039559841156,-0.008178782660252182
7960,,,199,1,4.28,97.25008588,5766,,,,,,,,,,,
8000,122.48820877075195,5.0,,,,,,0.7539591789245605,-3.2567675441503523,1990,0.2,0.0003,1201.889729118347,0.25000000447034837,921.1238403320312,0.019506197,0.44078922271728516,-0.02273318325485889
8000,,,200,1,4.19,91.53905138,5790,,,,,,,,,,,
