time/iterations,time/total_timesteps,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/time_elapsed,train/learning_rate,train/explained_variance,train/policy_gradient_loss,train/std,train/clip_range,train/loss,train/entropy_loss,train/approx_kl,train/clip_fraction,train/n_updates,train/value_loss,eval/mean_reward,eval/mean_ep_length
886,8860,79.93804307,0,2.9,9766,0.0003,0.014253020286560059,0.0018069744110107422,0.9463714957237244,0.2,1523.60302734375,-4.088651418685913,7.026792e-05,0.0,885,2560.547607421875,,
887,8870,79.52520877,0,2.89,9769,0.0003,0.08423620462417603,0.0009298235061578897,0.9462814331054688,0.2,5007.21337890625,-4.088326692581177,3.260374e-05,0.0,886,5957.40966796875,,
,8880,,,,,0.0003,-0.061060547828674316,0.0024003863334653985,0.9461910128593445,0.2,440.3168640136719,-4.088043689727783,2.3573637e-05,0.0,887,5514.544006347656,51.31931972503662,5.0
888,8880,74.94452974,0,2.78,9780,,,,,,,,,,,,,
889,8890,72.09789485,0,2.75,9784,0.0003,0.05792856216430664,0.0018503725295886397,0.9461078643798828,0.2,1378.442138671875,-4.0877368450164795,5.3286553e-06,0.0,888,2524.345703125,,
890,8900,71.2228735,0,2.73,9795,0.0003,0.02254396677017212,0.00031672716722841443,0.9460046291351318,0.2,3083.27490234375,-4.08747410774231,4.529953e-07,0.0,889,3806.4183349609375,,
891,8910,68.75201741,0,2.72,9835,0.0003,-0.14100682735443115,-0.0009094357490537774,0.9458760023117065,0.2,1900.9056396484375,-4.087081432342529,1.0377169e-05,0.0,890,5129.856689453125,,
,8920,,,,,0.0003,-0.10291552543640137,0.0006453067064455809,0.945772111415863,0.2,1111.4300537109375,-4.0866711139678955,1.2493134e-05,0.0,891,2715.3983154296875,69.17693710327148,3.0
892,8920,67.35645631,0,2.69,9843,,,,,,,,,,,,,
893,8930,68.02046455,0,2.72,9846,0.0003,-0.040140509605407715,0.0009168505901469004,0.9457044005393982,0.2,1143.1427001953125,-4.086350917816162,4.3147804e-05,0.0,892,3092.4783935546875,,
894,8940,67.18734312999999,0,2.73,9848,0.0003,0.12095242738723755,-0.0007989644887853586,0.9456245303153992,0.2,791.8805541992188,-4.086115598678589,1.2433529e-05,0.0,893,1713.5440673828125,,
895,8950,66.28668019000001,0,2.75,9852,0.0003,0.01532512903213501,-0.0009224951267245984,0.9455558061599731,0.2,6997.66357421875,-4.085855722427368,6.6906214e-05,0.0,894,8160.3758544921875,,
,8960,,,,,0.0003,-0.02077019214630127,-0.0004559636290650815,0.9454931616783142,0.2,1088.56005859375,-4.085633754730225,2.2745133e-05,0.0,895,3159.4952392578125,-5.0,1.0
896,8960,69.61003933,0,2.79,10053,,,,,,,,,,,,,
897,8970,68.34666759999999,0,2.81,10090,0.0003,-0.04488635063171387,3.247261265659773e-05,0.9454374313354492,0.2,5058.81396484375,-4.08543062210083,9.948016e-06,0.0,896,13984.06689453125,,
898,8980,71.40086121,0,2.8,10094,0.0003,0.06727129220962524,0.0026077270973474675,0.9453985095024109,0.2,2768.669677734375,-4.085253953933716,1.4775992e-05,0.0,897,7055.009765625,,
899,8990,68.34111816000001,0,2.79,10139,0.0003,0.012187778949737549,-0.0025942743290214842,0.9453657865524292,0.2,5681.5771484375,-4.0851311683654785,1.4251471e-05,0.0,898,9722.007568359375,,
,9000,,,,,0.0003,0.03516942262649536,-0.0006014436366967857,0.9453504085540771,0.2,820.6439819335938,-4.0850300788879395,3.0636788e-06,0.0,899,1699.74658203125,-5.0,1.0
900,9000,68.63402089,0,2.79,10145,,,,,,,,,,,,,
901,9010,69.74412037,0,2.81,10165,0.0003,-0.026174545288085938,-0.002322590304538963,0.9453204870223999,0.2,2716.836181640625,-4.0849878787994385,2.0122528e-05,0.0,900,4395.327392578125,,
902,9020,72.30233127000001,0,2.83,10168,0.0003,0.0681118369102478,0.00036674739094522124,0.9452643394470215,0.2,865.8084716796875,-4.084836483001709,4.768968e-05,0.0,901,1834.1986694335938,,
903,9030,68.91719903,0,2.79,10173,0.0003,0.07159960269927979,0.0018939345842223787,0.945186972618103,0.2,1371.561279296875,-4.084643125534058,4.351139e-05,0.0,902,3976.8228759765625,,
,9040,,,,,0.0003,0.07983946800231934,0.0010150134330615401,0.9450945854187012,0.2,1037.7607421875,-4.08435845375061,5.0187114e-06,0.0,903,1906.7018432617188,62.211341857910156,2.0
904,9040,69.81816468000001,0,2.77,10180,,,,,,,,,,,,,
905,9050,67.22269301,0,2.75,10227,0.0003,0.008971452713012695,0.0011328160995613956,0.9450311660766602,0.2,4694.046875,-4.084073305130005,3.6120416e-06,0.0,904,8855.55029296875,,
906,9060,70.63577063999999,0,2.78,10230,0.0003,-0.05963408946990967,0.004473590757697821,0.945025622844696,0.2,1083.1038818359375,-4.083914756774902,8.041859e-05,0.0,905,2523.3492431640625,,
907,9070,66.01553299000001,0,2.7,10234,0.0003,-0.004770398139953613,0.0038820743095131505,0.9450325965881348,0.2,13139.7763671875,-4.083913326263428,3.0738116e-05,0.0,906,21268.33447265625,,
,9080,,,,,0.0003,-0.06857383251190186,0.001710826181806624,0.9450644850730896,0.2,10490.7705078125,-4.083948612213135,2.0569563e-05,0.0,907,17189.25048828125,313.8635559082031,5.0
908,9080,70.38693483000002,0,2.75,10241,,,,,,,,,,,,,
909,9090,70.78481439000001,0,2.77,10244,0.0003,0.045255839824676514,-5.890130923802417e-05,0.9450933337211609,0.2,10082.7939453125,-4.084041357040405,6.222725e-06,0.0,908,19890.7001953125,,
910,9100,72.2277259,0,2.77,10247,0.0003,-0.12227857112884521,-0.0005304753780368543,0.9451286196708679,0.2,1672.4415283203125,-4.084133148193359,7.3075294e-06,0.0,909,2765.024169921875,,
911,9110,69.38284787,0,2.69,10281,0.0003,0.0959513783454895,0.005898869317024769,0.9451190829277039,0.2,4223.5439453125,-4.0842063426971436,4.5502187e-05,0.0,910,6941.438232421875,,
,9120,,,,,0.0003,-0.017032623291015625,0.0005272448295725596,0.9451044797897339,0.2,2385.362060546875,-4.0841710567474365,3.8284063e-05,0.0,911,3503.8726806640625,-5.0,1.0
912,9120,70.80437228000001,0,2.72,10288,,,,,,,,,,,,,
913,9130,65.25031892999999,0,2.61,10314,0.0003,0.0016868114471435547,-0.002913153264671564,0.9451000094413757,0.2,1422.4420166015625,-4.084124565124512,2.0843745e-05,0.0,912,3939.6361083984375,,
914,9140,66.99164087000001,0,2.65,10318,0.0003,-0.13829505443572998,0.002536988351494074,0.9450830817222595,0.2,953.1863403320312,-4.084094047546387,1.667142e-05,0.0,913,2848.98193359375,,
915,9150,68.52030939000001,0,2.68,10321,0.0003,0.04414200782775879,-0.0011418938403977563,0.9450644254684448,0.2,1287.62353515625,-4.084052324295044,4.4763087e-06,0.0,914,2648.154541015625,,
,9160,,,,,0.0003,0.18558156490325928,0.002472382923587979,0.9450165629386902,0.2,977.7936401367188,-4.0839550495147705,1.4925004e-05,0.0,915,1376.9743347167969,67.58390617370605,3.0
916,9160,69.37389082,0,2.71,10328,,,,,,,,,,,,,
917,9170,73.79400877,0,2.74,10331,0.0003,-0.06795370578765869,-0.000803786504548043,0.9449772834777832,0.2,901.2474365234375,-4.083815097808838,1.0222197e-05,0.0,916,2212.0535888671875,,
918,9180,74.92353742,0,2.76,10336,0.0003,-0.04027962684631348,-0.0018052816158160567,0.944939136505127,0.2,11770.5791015625,-4.083681583404541,1.2439489e-05,0.0,917,23597.953125,,
919,9190,79.06900137,0,2.81,10339,0.0003,-0.16635549068450928,-0.0002370774745941162,0.9449032545089722,0.2,739.8963012695312,-4.0835583209991455,2.7537346e-06,0.0,918,3501.8906860351562,,
,9200,,,,,0.0003,0.0034512877464294434,-0.0012820721371102906,0.9448682069778442,0.2,2875.732666015625,-4.083447217941284,1.4716387e-05,0.0,919,7745.85498046875,266.2680244445801,5.0
920,9200,78.6903163,0,2.79,10347,,,,,,,,,,,,,
921,9210,79.60930108000001,0,2.78,10351,0.0003,0.06836998462677002,0.00050120655214414,0.9448384046554565,0.2,1291.22705078125,-4.083338260650635,2.3144485e-05,0.0,920,4291.691162109375,,
922,9220,78.632992,0,2.78,10395,0.0003,0.001239776611328125,0.0011053890455514637,0.9448337554931641,0.2,1319.2637939453125,-4.08324933052063,6.7055225e-06,0.0,921,2522.129150390625,,
923,9230,81.19962701,0,2.82,10398,0.0003,-0.14740478992462158,-0.0005602836492473173,0.9448407888412476,0.2,3155.944580078125,-4.083256721496582,1.5199184e-06,0.0,922,5071.507568359375,,
,9240,,,,,0.0003,-0.013128161430358887,0.0006775141111576843,0.9448429942131042,0.2,1857.822509765625,-4.083269357681274,3.6454203e-05,0.0,923,3526.29150390625,299.3961944580078,5.0
924,9240,79.60685609000001,0,2.81,10406,,,,,,,,,,,,,
925,9250,76.23230967,0,2.71,10412,0.0003,0.07650560140609741,0.002649939013645408,0.9448411464691162,0.2,3599.259765625,-4.083263397216797,3.1584503e-05,0.0,924,9249.15771484375,,
926,9260,81.16613779,0,2.8,10416,0.0003,-0.034644365310668945,0.001098167966119945,0.9448319673538208,0.2,2350.8056640625,-4.083246946334839,9.131431e-06,0.0,925,3828.021240234375,,
927,9270,81.15554861000001,0,2.78,10439,0.0003,-0.12563514709472656,-0.0007902979734355497,0.9448145627975464,0.2,2155.021484375,-4.083199739456177,4.076958e-06,0.0,926,6341.8525390625,,
,9280,,,,,0.0003,-0.13411164283752441,0.0021813632454721343,0.944777250289917,0.2,2521.706787109375,-4.083117485046387,1.8966199e-05,0.0,927,3429.1483154296875,283.8620300292969,5.0
928,9280,84.78435826,0,2.8,10446,,,,,,,,,,,,,
929,9290,88.26523268999999,0,2.85,10449,0.0003,0.04256778955459595,-0.00037013292312337853,0.9447500705718994,0.2,3736.0986328125,-4.08301305770874,2.9683113e-06,0.0,928,15308.246826171875,,
930,9300,88.97190392,0,2.86,10452,0.0003,-0.005358099937438965,-0.0003035098256076729,0.9447264671325684,0.2,4607.220703125,-4.0829267501831055,3.5762787e-06,0.0,929,8900.54443359375,,
931,9310,88.87727059000001,0,2.87,10455,0.0003,-0.04744553565979004,0.00039058924303381204,0.9447013139724731,0.2,5376.73681640625,-4.082849740982056,7.2002413e-06,0.0,930,12372.70703125,,
,9320,,,,,0.0003,0.055149078369140625,0.00244944700971228,0.944661557674408,0.2,2451.2275390625,-4.082758665084839,1.8388033e-05,0.0,931,3277.0732421875,38.57908630371094,2.0
932,9320,92.61206490000002,0,2.93,10461,,,,,,,,,,,,,
933,9330,90.26721386,0,2.9,10503,0.0003,-0.060953497886657715,0.000227898368029944,0.9446158409118652,0.2,2194.335205078125,-4.082626819610596,5.3107738e-06,0.0,932,4622.094482421875,,
934,9340,89.53700085999999,0,2.88,10509,0.0003,0.01145404577255249,0.000592231785412789,0.9445505142211914,0.2,1431.3839111328125,-4.082464933395386,1.3107062e-05,0.0,933,3812.9273681640625,,
935,9350,88.26212983,0,2.88,10515,0.0003,0.11539405584335327,0.0004940152051862157,0.9444973468780518,0.2,1418.33154296875,-4.082258462905884,7.730722e-06,0.0,934,2291.4205322265625,,
,9360,,,,,0.0003,0.054563820362091064,-0.0034590126015245914,0.9444478750228882,0.2,8648.8828125,-4.082089900970459,6.557107e-05,0.0,935,10559.8857421875,168.65945053100586,5.0
936,9360,89.22341628999999,0,2.91,10528,,,,,,,,,,,,,
937,9370,83.715299,0,2.83,10537,0.0003,0.012662172317504883,-0.003929770272224964,0.9444102048873901,0.2,3430.699951171875,-4.081942558288574,2.4127961e-05,0.0,936,6057.29052734375,,
938,9380,80.89454493,0,2.8,10543,0.0003,0.06652110815048218,0.0009003996849061835,0.9443711638450623,0.2,787.0774536132812,-4.0818190574646,3.415346e-06,0.0,937,2185.9927368164062,,
939,9390,86.61004527000001,0,2.86,10548,0.0003,0.043433308601379395,-0.0021369875408709937,0.9443127512931824,0.2,2474.232177734375,-4.0816731452941895,0.0001860559,0.0,938,3423.2977905273438,,
,9400,,,,,0.0003,-0.0013270378112792969,-0.0010981619590886282,0.9442659616470337,0.2,5298.92626953125,-4.081500053405762,4.8470498e-05,0.0,939,16840.58349609375,178.9297981262207,5.0
940,9400,85.70997636999999,0,2.87,10611,,,,,,,,,,,,,
941,9410,86.23812923000001,0,2.85,10619,0.0003,-0.09158718585968018,-0.002490985486656605,0.9442430734634399,0.2,4116.61962890625,-4.081366777420044,0.00011892915,0.0,940,6834.68310546875,,
942,9420,86.77297582000001,0,2.87,10626,0.0003,-0.21584951877593994,-0.003967445995659347,0.9442273378372192,0.2,1317.9923095703125,-4.081297874450684,2.4145842e-05,0.0,941,2798.8072509765625,,
943,9430,85.85429552,0,2.84,10634,0.0003,-0.0009940862655639648,-0.00014787316904385506,0.9442209005355835,0.2,1472.8966064453125,-4.081262826919556,0.00036400557,0.0,942,2820.7161865234375,,
,9440,,,,,0.0003,-0.009511232376098633,-0.0021264077629901124,0.944227397441864,0.2,394.596923828125,-4.081233739852905,0.00023153424,0.0,943,1640.8057556152344,91.12425231933594,4.0
944,9440,88.26067523999998,0,2.86,10648,,,,,,,,,,,,,
945,9450,81.03007844000001,0,2.76,10662,0.0003,0.011063694953918457,0.009124624729156317,0.9441978335380554,0.2,5103.9765625,-4.081228017807007,0.00018450618,0.0,944,7099.4134521484375,,
946,9460,82.59195416,0,2.79,10668,0.0003,0.03211963176727295,0.002611863706261097,0.9441655874252319,0.2,1359.769287109375,-4.081133127212524,4.543066e-05,0.0,945,2088.5245971679688,,
947,9470,80.66293765999998,0,2.77,10674,0.0003,-0.007998108863830566,0.0014670312171802813,0.9441345930099487,0.2,3604.33740234375,-4.081032037734985,1.0627508e-05,0.0,946,5656.96337890625,,
,9480,,,,,0.0003,-0.019606351852416992,0.0016029506688939321,0.9441000819206238,0.2,8607.5078125,-4.080936670303345,7.2002413e-06,0.0,947,16233.6767578125,228.93170928955078,5.0
948,9480,81.81308107999999,0,2.79,10690,,,,,,,,,,,,,
949,9490,84.72387982999999,0,2.79,10697,0.0003,-0.008709192276000977,-0.00019441843323875219,0.9440734386444092,0.2,1271.4521484375,-4.080830335617065,4.3869018e-06,0.0,948,9476.185913085938,,
950,9500,80.24768875000001,0,2.68,10703,0.0003,0.02203357219696045,0.0002320528059502891,0.9440416097640991,0.2,11780.84765625,-4.080746650695801,3.6954881e-07,0.0,949,19402.53369140625,,
951,9510,76.80057084,0,2.62,10725,0.0003,-0.08072078227996826,-0.0005309939617319515,0.9440122842788696,0.2,1245.512939453125,-4.08064866065979,2.1994115e-06,0.0,950,3281.5498046875,,
,9520,,,,,0.0003,0.000678718090057373,-0.0028192847967147827,0.9439391493797302,0.2,2562.581298828125,-4.080521583557129,5.3483247e-05,0.0,951,4208.6326904296875,211.59451627731323,5.0
952,9520,80.97737674,0,2.7,10759,,,,,,,,,,,,,
953,9530,75.6105839,0,2.63,10805,0.0003,0.07068920135498047,0.006099048443138688,0.9438674449920654,0.2,7910.8515625,-4.080292224884033,5.041957e-05,0.0,952,11551.86083984375,,
954,9540,70.1541489,0,2.57,10813,0.0003,0.08060580492019653,3.403425306913732e-06,0.9438089728355408,0.2,1035.876220703125,-4.080077171325684,5.646348e-05,0.0,953,2058.8094482421875,,
955,9550,67.90329679999999,0,2.56,10819,0.0003,-0.17049860954284668,-0.0010298371780663729,0.9437593221664429,0.2,3592.728515625,-4.079902410507202,1.3691187e-05,0.0,954,6024.64111328125,,
,9560,,,,,0.0003,0.03251713514328003,0.0023405670654028654,0.9437171220779419,0.2,1181.1397705078125,-4.079754114151001,2.3531915e-05,0.0,955,2456.129150390625,36.29930114746094,2.0
956,9560,66.23519957999999,0,2.54,10832,,,,,,,,,,,,,
957,9570,64.49514454999999,0,2.49,10839,0.0003,0.09162724018096924,5.0544737861812905e-06,0.9436672925949097,0.2,1139.4468994140625,-4.0796144008636475,1.1485815e-05,0.0,956,1659.939453125,,
958,9580,64.86420079999999,0,2.46,10846,0.0003,0.055913686752319336,-0.001210850547067821,0.9436244964599609,0.2,6684.97119140625,-4.079461574554443,4.6789646e-06,0.0,957,12810.07861328125,,
959,9590,66.27042533,0,2.51,10851,0.0003,-0.13291823863983154,0.0001395464030800042,0.9436100721359253,0.2,3826.016357421875,-4.079330921173096,1.1563301e-06,0.0,958,9955.06640625,,
,9600,,,,,0.0003,-0.08174216747283936,0.002821356011554421,0.9436300992965698,0.2,3571.0400390625,-4.079332113265991,3.6615133e-05,0.0,959,5993.230224609375,31.368854522705078,4.0
960,9600,67.71313409999999,0,2.53,10867,,,,,,,,,,,,,
961,9610,66.93057533,0,2.55,10874,0.0003,-0.3813819885253906,0.0012959599960593593,0.9436437487602234,0.2,998.9790649414062,-4.079393625259399,2.8455257e-05,0.0,960,3746.8659057617188,,
962,9620,66.21371644,0,2.53,10882,0.0003,-0.4288151264190674,-0.0003035247442313427,0.9436766505241394,0.2,1369.732177734375,-4.079456806182861,5.5372716e-06,0.0,961,2535.324951171875,,
963,9630,65.88331858,0,2.52,10963,0.0003,-0.07237100601196289,4.98414046887774e-05,0.943701446056366,0.2,2150.28173828125,-4.079552888870239,5.1915645e-06,0.0,962,3237.3485107421875,,
,9640,,,,,0.0003,-0.19252407550811768,-0.00040782095165958765,0.9437000155448914,0.2,1575.888671875,-4.079604148864746,1.6975404e-05,0.0,963,2813.2579345703125,128.50681495666504,4.0
964,9640,59.48863948,0,2.43,10980,,,,,,,,,,,,,
965,9650,61.5284412,0,2.49,10985,0.0003,0.09790825843811035,0.000556999444961459,0.9437047243118286,0.2,2082.72705078125,-4.079601526260376,7.56979e-05,0.0,964,4165.803466796875,,
966,9660,61.43509220999999,0,2.51,10990,0.0003,0.0781438946723938,0.003072667215019642,0.9437007904052734,0.2,2564.008544921875,-4.079604625701904,2.5713443e-05,0.0,965,8169.57421875,,
967,9670,61.14887962999999,0,2.48,11001,0.0003,0.060785531997680664,0.00038628579932264984,0.9436251521110535,0.2,1054.05078125,-4.079529523849487,8.980632e-05,0.0,966,2375.7000732421875,,
,9680,,,,,0.0003,-0.06541633605957031,-0.0008086204528812146,0.9435581564903259,0.2,3150.78955078125,-4.079277276992798,2.886653e-05,0.0,967,5427.998291015625,231.85836601257324,5.0
968,9680,63.24478824,0,2.51,11040,,,,,,,,,,,,,
969,9690,60.00866512,0,2.43,11047,0.0003,0.04583001136779785,-0.00020253658294677734,0.9434984922409058,0.2,4554.3662109375,-4.079057216644287,8.702278e-05,0.0,968,7684.718017578125,,
970,9700,64.06853278,0,2.49,11053,0.0003,-0.02105712890625,0.00042939783888851224,0.943448543548584,0.2,2275.055419921875,-4.078855276107788,5.722046e-06,0.0,969,3540.8145751953125,,
971,9710,60.25369924999999,0,2.45,11059,0.0003,-0.0791630744934082,9.511709067755447e-05,0.9434305429458618,0.2,6871.0205078125,-4.078718900680542,7.3969363e-06,0.0,970,13234.8115234375,,
,9720,,,,,0.0003,0.04570603370666504,0.0014265954727310515,0.9434224963188171,0.2,1339.18798828125,-4.0786473751068115,9.721518e-06,0.0,971,2382.916259765625,131.47905349731445,4.0
972,9720,60.891558030000006,0,2.44,11122,,,,,,,,,,,,,
973,9730,61.91279247000001,0,2.43,11127,0.0003,0.014752209186553955,-0.0003583341778723437,0.9434033632278442,0.2,2940.148193359375,-4.078610420227051,1.5783311e-05,0.0,972,4795.140380859375,,
974,9740,62.511806619999994,0,2.47,11134,0.0003,0.03306078910827637,-0.0011812806595088432,0.9433822631835938,0.2,11288.8369140625,-4.078534126281738,6.8426134e-06,0.0,973,27391.416015625,,
975,9750,64.49904339,0,2.51,11143,0.0003,0.07827812433242798,0.002554929256439298,0.943358838558197,0.2,1175.4776611328125,-4.07845664024353,1.3512373e-05,0.0,974,3032.99951171875,,
,9760,,,,,0.0003,0.05543726682662964,0.002813753485679582,0.9433379173278809,0.2,2459.81591796875,-4.078376293182373,3.629923e-05,0.0,975,3779.699462890625,183.1126937866211,5.0
976,9760,65.51667074999999,0,2.53,11159,,,,,,,,,,,,,
977,9770,68.16027633,0,2.57,11181,0.0003,0.044677734375,0.00032002330990499317,0.9433215856552124,0.2,2305.0546875,-4.078317165374756,1.6033649e-06,0.0,976,6053.2177734375,,
978,9780,67.4911977,0,2.56,11187,0.0003,-0.0694270133972168,-0.0006578594446180475,0.9433078169822693,0.2,623.527587890625,-4.078260898590088,2.861023e-06,0.0,977,2584.61279296875,,
979,9790,68.84637602999999,0,2.58,11237,0.0003,-0.0024706125259399414,-0.001958918618038652,0.9433002471923828,0.2,5367.22412109375,-4.078223943710327,9.280443e-06,0.0,978,12475.19677734375,,
,9800,,,,,0.0003,0.050495922565460205,-0.0015316009521484375,0.9433082938194275,0.2,1053.866455078125,-4.0782060623168945,3.8325787e-05,0.0,979,2116.5897216796875,217.50734329223633,5.0
980,9800,71.63742318999999,0,2.63,11253,,,,,,,,,,,,,
981,9810,74.82677082000001,0,2.66,11308,0.0003,0.047474563121795654,0.0003011435212101343,0.9433050155639648,0.2,3869.603271484375,-4.078217029571533,6.1929227e-06,0.0,980,6142.6064453125,,
982,9820,77.20550337,0,2.69,11315,0.0003,-0.03338003158569336,0.0004228353500366211,0.94329833984375,0.2,4248.798828125,-4.0781989097595215,3.7670136e-06,0.0,981,7756.334716796875,,
983,9830,77.44837641999999,0,2.69,11321,0.0003,-0.022168755531311035,0.0007722497102804482,0.9432799220085144,0.2,2597.64306640625,-4.078158617019653,4.148483e-06,0.0,982,5711.7294921875,,
,9840,,,,,0.0003,0.03036046028137207,-0.0006862938753329217,0.9432547092437744,0.2,1699.6279296875,-4.0780909061431885,2.5987626e-06,0.0,983,4902.2501220703125,-5.0,1.0
984,9840,76.62103130000001,0,2.71,11355,,,,,,,,,,,,,
985,9850,83.09271459000001,0,2.79,11359,0.0003,0.05240678787231445,-0.0008316874504092908,0.9432429075241089,0.2,1235.0206298828125,-4.078024387359619,6.8223475e-05,0.0,984,2766.228759765625,,
986,9860,82.13615132000001,0,2.78,11365,0.0003,0.09109216928482056,-0.0012440533144388866,0.9432196617126465,0.2,11339.69921875,-4.077954292297363,5.3077936e-05,0.0,985,26645.13671875,,
987,9870,84.69086869,0,2.79,11371,0.0003,-0.142555832862854,-0.000823342800140292,0.9431042075157166,0.2,2227.14404296875,-4.077803373336792,1.0907651e-06,0.0,986,4049.8917236328125,,
,9880,,,,,0.0003,-0.0006415843963623047,-0.0006998807075433433,0.9430040121078491,0.2,18582.91015625,-4.077436685562134,1.4519692e-05,0.0,987,33918.9765625,255.4880712032318,5.0
988,9880,84.73028336000002,0,2.76,11388,,,,,,,,,,,,,
989,9890,87.68198317999999,0,2.78,11393,0.0003,0.03198897838592529,-0.000319415330886752,0.9429144859313965,0.2,5237.67724609375,-4.07712459564209,1.6051532e-05,0.0,988,8258.692138671875,,
990,9900,88.40978534999998,0,2.82,11399,0.0003,0.08087170124053955,-0.00010239779803633553,0.9428403377532959,0.2,2704.080322265625,-4.076847314834595,7.6115134e-06,0.0,989,10861.15966796875,,
991,9910,89.22709443,0,2.81,11409,0.0003,0.010043740272521973,-0.0013275384670121682,0.9427778720855713,0.2,2394.477294921875,-4.076615810394287,7.31349e-06,0.0,990,3603.2230224609375,,
,9920,,,,,0.0003,-0.04066431522369385,-0.0020764947403222322,0.9427275657653809,0.2,1132.984375,-4.0764219760894775,1.6057491e-05,0.0,991,3194.119873046875,308.9459915161133,5.0
992,9920,94.32012449,0,2.89,11424,,,,,,,,,,,,,
993,9930,97.38909011999998,0,2.94,11432,0.0003,-0.05608987808227539,-0.000923287880141288,0.9426888227462769,0.2,1984.55078125,-4.076268672943115,8.785725e-06,0.0,992,16892.474487304688,,
994,9940,97.93117589999999,0,2.95,11436,0.0003,0.08400440216064453,0.0019989490043368363,0.9426583051681519,0.2,1989.4757080078125,-4.07615065574646,1.309514e-05,0.0,993,2845.7052001953125,,
995,9950,97.74138073,0,2.91,11444,0.0003,-0.1267942190170288,-0.0005750536918647242,0.9426271915435791,0.2,5305.22607421875,-4.076049327850342,2.0921232e-06,0.0,994,9394.359619140625,,
,9960,,,,,0.0003,-0.0025652647018432617,-2.1338462829589844e-05,0.9426087737083435,0.2,4476.22509765625,-4.075953722000122,6.67572e-07,0.0,995,9470.0185546875,204.22598266601562,5.0
996,9960,100.18034921,0,2.95,11461,,,,,,,,,,,,,
997,9970,102.58607661,0,3.0,11469,0.0003,0.06434839963912964,-9.554028802050141e-05,0.9425889253616333,0.2,3141.103271484375,-4.075901985168457,2.3186208e-06,0.0,996,5666.935302734375,,
998,9980,101.49471937000003,0,3.0,11476,0.0003,0.05042749643325806,0.0010593593586243344,0.9425691366195679,0.2,1107.53466796875,-4.075833082199097,4.5716765e-06,0.0,997,4819.8763427734375,,
999,9990,101.45983219,0,3.0,11499,0.0003,0.06879651546478271,-0.00013945699029127567,0.9425631761550903,0.2,979.9908447265625,-4.075774908065796,6.1392785e-07,0.0,998,4890.141540527344,,
,10000,,,,,0.0003,0.0346028208732605,0.0002105355262758124,0.9425886869430542,0.2,3983.236572265625,-4.075782537460327,3.349781e-06,0.0,999,6303.664794921875,23.906719207763672,2.0
1000,10000,101.49648006999998,0,3.0,11512,,,,,,,,,,,,,
1001,10010,104.20713130999998,0,3.03,11518,0.0003,-0.1451956033706665,0.0014165700180455154,0.942602276802063,0.2,2505.0439453125,-4.075855016708374,8.547307e-06,0.0,1000,3904.5093994140625,,
1002,10020,104.03133135999998,0,3.02,11574,0.0003,0.059140145778656006,9.277164936083437e-05,0.9425649642944336,0.2,2311.212890625,-4.075853586196899,3.874302e-07,0.0,1001,2891.0928955078125,,
1003,10030,97.25426503999999,0,2.94,11607,0.0003,0.009121835231781006,0.0020723761525003326,0.9425339698791504,0.2,4839.28564453125,-4.075727939605713,2.732873e-05,0.0,1002,11680.443359375,,
,10040,,,,,0.0003,-0.19019544124603271,-0.0014828145969651985,0.9425123929977417,0.2,2124.5869140625,-4.075629949569702,1.1700392e-05,0.0,1003,3150.5850830078125,318.1757164001465,5.0
1004,10040,100.74013402,0,2.99,11623,,,,,,,,,,,,,
1005,10050,102.76401172,0,3.0,11630,0.0003,-0.010268092155456543,-0.0013126604491837668,0.942496657371521,0.2,8049.0009765625,-4.075562953948975,2.6583673e-06,0.0,1004,17353.57666015625,,
1006,10060,98.21996509000002,0,2.96,11635,0.0003,0.09957414865493774,-0.000700259220320909,0.9424950480461121,0.2,1171.608642578125,-4.075493812561035,1.013279e-05,0.0,1005,3358.5379638671875,,
1007,10070,99.35085098000002,0,2.98,11642,0.0003,-0.1547783613204956,-0.0007558167097156954,0.9425128698348999,0.2,2518.052490234375,-4.075517892837524,9.918213e-06,0.0,1006,4107.701171875,,
,10080,,,,,0.0003,-0.0029554367065429688,-0.0006864488008435643,0.9425148963928223,0.2,829.5567016601562,-4.075533866882324,4.5698882e-05,0.0,1007,2856.8416137695312,257.18509674072266,5.0
1008,10080,100.37695580000002,0,3.02,11660,,,,,,,,,,,,,
1009,10090,101.52039406,0,3.0,11667,0.0003,0.040579259395599365,-0.00023765563673805445,0.942479133605957,0.2,5472.3720703125,-4.075495481491089,3.4451484e-06,0.0,1008,8994.282470703125,,
1010,10100,98.08668286999999,0,2.93,11675,0.0003,0.009119808673858643,-6.301999383140355e-05,0.9424501657485962,0.2,5812.31982421875,-4.075371503829956,2.2530555e-06,0.0,1009,18981.68701171875,,
1011,10110,95.54252218000002,0,2.9,11682,0.0003,0.020565450191497803,-0.00022838115401135894,0.9424156546592712,0.2,3511.023681640625,-4.07527756690979,3.0696392e-05,0.0,1010,5426.5040283203125,,
,10120,,,,,0.0003,0.06573033332824707,-0.0022498339414596114,0.9423908591270447,0.2,1078.698974609375,-4.075160026550293,1.8775463e-05,0.0,1011,2602.9429931640625,28.335845947265625,2.0
1012,10120,96.98291297000002,0,2.92,11696,,,,,,,,,,,,,
