time/total_timesteps,eval/mean_reward,eval/mean_ep_length,time/fps,time/time_elapsed,time/iterations,rollout/ep_rew_mean,rollout/ep_len_mean,train/policy_gradient_loss,train/n_updates,train/value_loss,train/approx_kl,train/entropy_loss,train/loss,train/std,train/learning_rate,train/explained_variance,train/clip_range,train/clip_fraction
6160,478.67162704467773,5.0,,,,,,0.00274948538921308,1530,10541.428096008302,0.041708242,-3.6574168860912324,2090.96142578125,0.8274170756340027,0.0003,0.034166157245635986,0.2,0.36000000704079865
6160,,,1,5900,154,190.56584994000002,3.54,,,,,,,,,,,
6200,254.21868515014648,5.0,,,,,,-0.032764644831840994,1540,11231.171936035156,0.012855191,-3.6472074538469315,4905.85986328125,0.8256937861442566,0.0003,0.08519208431243896,0.2,0.1875000037252903
6200,,,1,5922,155,182.40955586,3.46,,,,,,,,,,,
6240,399.44797134399414,5.0,,,,,,-0.026062632921457406,1550,9166.687237548827,0.022717804,-3.644003966450691,6146.916015625,0.8262889385223389,0.0003,0.10143256187438965,0.2,0.2575000053271651
6240,,,1,5942,156,183.85124014999997,3.45,,,,,,,,,,,
6280,225.91936874389648,4.0,,,,,,-0.006133339855587105,1560,14828.058311462402,0.007260739,-3.6439541816711425,8551.7783203125,0.8257457613945007,0.0003,0.126470685005188,0.2,0.17250000350177289
6280,,,1,5965,157,177.95693701,3.36,,,,,,,,,,,
6320,-5.0,1.0,,,,,,-0.026763153949868855,1570,15179.55991821289,0.017619442,-3.6393585801124573,4812.7841796875,0.8244917392730713,0.0003,0.0518566370010376,0.2,0.2200000049546361
6320,,,1,5987,158,171.18678432999997,3.26,,,,,,,,,,,
6360,239.02578735351562,3.0,,,,,,-0.008311188332590947,1580,12394.700024414062,0.02224395,-3.6330771893262863,2488.826171875,0.8224055171012878,0.0003,-0.025923490524291992,0.2,0.31000000759959223
6360,,,1,6036,159,171.71690353999998,3.22,,,,,,,,,,,
6400,208.60918045043945,4.0,,,,,,0.01456757198386185,1590,13849.76781616211,0.06249114,-3.6279195845127106,14439.173828125,0.8226380348205566,0.0003,0.05041933059692383,0.2,0.21000000480562447
6400,,,1,6055,160,185.30625928,3.35,,,,,,,,,,,
6440,109.1453914642334,3.0,,,,,,-0.0067189504806447085,1600,15601.004904174804,0.005497453,-3.6228096038103104,1961.636474609375,0.8193301558494568,0.0003,0.15109241008758545,0.2,0.16500000320374966
6440,,,1,6076,161,186.94868769,3.33,,,,,,,,,,,
6480,226.38307189941406,5.0,,,,,,-0.0039677610893340985,1610,16987.97295227051,0.025423136,-3.614823189377785,9877.078125,0.8186463117599487,0.0003,0.09760063886642456,0.2,0.3225000066682696
6480,,,1,6091,162,192.53803845000002,3.38,,,,,,,,,,,
6520,149.47644424438477,5.0,,,,,,-0.0073833701232797425,1620,9516.594668579102,0.038877867,-3.611828535795212,6587.236328125,0.8175681829452515,0.0003,0.14427423477172852,0.2,0.13250000178813934
6520,,,1,6121,163,192.07704102,3.37,,,,,,,,,,,
6560,377.4651412963867,5.0,,,,,,-0.03800197655393277,1630,13426.07128753662,0.03218652,-3.609789326786995,3166.6240234375,0.8186952471733093,0.0003,0.06886827945709229,0.2,0.26750000528991225
6560,,,1,6175,164,190.95117337999997,3.39,,,,,,,,,,,
6600,252.45058631896973,5.0,,,,,,-0.008069281734060496,1640,20066.412411499023,0.014867943,-3.6054722368717194,5962.05029296875,0.8155242204666138,0.0003,0.04943627119064331,0.2,0.2050000037997961
6600,,,1,6193,165,191.89717488000002,3.41,,,,,,,,,,,
6640,492.35105895996094,5.0,,,,,,-0.010863308628831869,1650,9296.096332550049,0.024506927,-3.5943905383348467,624.7029418945312,0.8138493895530701,0.0003,0.09900027513504028,0.2,0.13750000279396773
6640,,,1,6213,166,189.8070936,3.42,,,,,,,,,,,
6680,359.84069442749023,5.0,,,,,,-0.016668575287039845,1660,11658.772758483887,0.017251207,-3.5891719281673433,7876.94189453125,0.8118922710418701,0.0003,0.040600478649139404,0.2,0.17250000387430192
6680,,,1,6251,167,197.94718691999998,3.47,,,,,,,,,,,
6720,22.862098693847656,2.0,,,,,,-0.01590767107627471,1670,18632.687268066406,0.011063516,-3.5782054394483565,7633.791015625,0.8084126710891724,0.0003,-0.07895994186401367,0.2,0.2175000047311187
6720,,,1,6268,168,197.60615027,3.5,,,,,,,,,,,
6760,233.53688430786133,5.0,,,,,,-0.011552999783380074,1680,12762.407960510254,0.015312848,-3.567679464817047,3237.35888671875,0.8063381910324097,0.0003,0.12815308570861816,0.2,0.24250000547617673
6760,,,1,6291,169,194.99002417000003,3.49,,,,,,,,,,,
6800,184.2168197631836,5.0,,,,,,-0.02938610932498704,1690,24527.357015991212,0.030286342,-3.563344046473503,4557.234375,0.8066372871398926,0.0003,0.04159724712371826,0.2,0.2375000048428774
6800,,,1,6313,170,197.10114494000004,3.51,,,,,,,,,,,
6840,524.8169097900391,5.0,,,,,,-0.023797321525053115,1700,14911.102172851562,0.03977613,-3.5654249519109724,8572.6875,0.8070571422576904,0.0003,0.07233887910842896,0.2,0.2300000051036477
6840,,,1,6362,171,197.87442108000002,3.49,,,,,,,,,,,
6880,153.69023895263672,4.0,,,,,,-0.03234372159393388,1710,16861.696170043946,0.028833989,-3.566967961192131,2296.740234375,0.807295024394989,0.0003,0.1705133318901062,0.2,0.34250000640749934
6880,,,1,6381,172,203.26045763000002,3.54,,,,,,,,,,,
6920,564.3620758056641,5.0,,,,,,-0.010025267899181933,1720,10466.182525634766,0.03195699,-3.5613759577274324,7058.27490234375,0.8048121929168701,0.0003,0.17830783128738403,0.2,0.12750000264495612
6920,,,1,6417,173,201.76230472000003,3.48,,,,,,,,,,,
6960,53.9715461730957,3.0,,,,,,-0.020009979920287146,1730,24714.524491119384,0.02285773,-3.5453463196754456,12823.125,0.8007521033287048,0.0003,-0.006421923637390137,0.2,0.22500000428408384
6960,,,1,6434,174,209.50891967999996,3.53,,,,,,,,,,,
7000,374.552218914032,5.0,,,,,,-0.025451190124601907,1740,18443.775505065918,0.011601212,-3.532282167673111,14651.240234375,0.799045205116272,0.0003,0.11150819063186646,0.2,0.16750000305473806
7000,,,1,6452,175,214.73295543,3.54,,,,,,,,,,,
7040,261.8309745788574,4.0,,,,,,-0.035598693880019704,1750,26432.111889648437,0.025431208,-3.525770905613899,9237.392578125,0.7970718741416931,0.0003,0.014079809188842773,0.2,0.33750000819563863
7040,,,1,6511,176,223.04043936999997,3.59,,,,,,,,,,,
7080,475.2435531616211,5.0,,,,,,-0.019650937746046093,1760,20003.612838745117,0.01709233,-3.5219118148088455,16752.3046875,0.79661625623703,0.0003,0.059037864208221436,0.2,0.2100000035017729
7080,,,1,6533,177,225.05641125000002,3.61,,,,,,,,,,,
7120,282.68035888671875,5.0,,,,,,-0.021174488918641144,1770,18049.220152282716,0.041822296,-3.519511106610298,1401.4984130859375,0.7950528860092163,0.0003,0.0455402135848999,0.2,0.28750000689178706
7120,,,1,6554,178,228.85900703,3.58,,,,,,,,,,,
7160,700.0139846801758,5.0,,,,,,-0.0025213602697476746,1780,31476.042486572267,0.0095274,-3.5143597573041916,10224.1689453125,0.7940096855163574,0.0003,-0.023938894271850586,0.2,0.18250000439584255
7160,,,1,6572,179,240.1759736,3.66,,,,,,,,,,,
7200,134.63623809814453,3.0,,,,,,-0.02307136983385134,1790,19159.776257324218,0.012048771,-3.508733609318733,8128.51708984375,0.7929827570915222,0.0003,0.12453603744506836,0.2,0.19750000350177288
7200,,,1,6589,180,249.75031222,3.67,,,,,,,,,,,
7240,188.28765487670898,4.0,,,,,,-0.014455159819044638,1800,20149.33783569336,0.01902252,-3.5023292303085327,14342.384765625,0.7906038165092468,0.0003,-0.0037080049514770508,0.2,0.2700000047683716
7240,,,1,6606,181,245.53876231,3.63,,,,,,,,,,,
7280,529.5770950317383,5.0,,,,,,-0.017613012685033035,1810,19763.770545959473,0.011868313,-3.49748455286026,17933.56640625,0.7906491160392761,0.0003,0.08467882871627808,0.2,0.23750000540167093
7280,,,1,6625,182,261.94361080000004,3.74,,,,,,,,,,,
7320,557.0364151000977,5.0,,,,,,-0.029066405547491736,1820,34762.5504272461,0.020946719,-3.4933955132961274,4812.900390625,0.7885937690734863,0.0003,0.09461021423339844,0.2,0.3000000067055225
7320,,,1,6641,183,264.33248872,3.75,,,,,,,,,,,
7360,251.4859161376953,3.0,,,,,,-0.004626366886077449,1830,17328.553157043458,0.049027763,-3.4857219725847246,3934.807861328125,0.7870208024978638,0.0003,0.12092936038970947,0.2,0.3825000083073974
7360,,,1,6662,184,254.65622577000005,3.68,,,,,,,,,,,
7400,232.06613159179688,4.0,,,,,,-0.009481105042796112,1840,26930.58922729492,0.006544892,-3.47836392223835,14875.6923828125,0.7845547199249268,0.0003,-0.019873380661010742,0.2,0.21250000465661287
7400,,,1,6720,185,242.77643470999996,3.62,,,,,,,,,,,
7440,476.51672744750977,5.0,,,,,,-0.0395556212983502,1850,16944.817276000977,0.040965736,-3.472972869873047,8434.4755859375,0.7839390635490417,0.0003,-0.07582604885101318,0.2,0.24750000648200512
7440,,,1,6738,186,232.47270923999997,3.49,,,,,,,,,,,
7480,35.112056732177734,2.0,,,,,,0.05051102880705003,1860,25348.209481811522,0.12820978,-3.4663752138614656,8028.3486328125,0.78232741355896,0.0003,-0.1306391954421997,0.2,0.6875000102445483
7480,,,1,6834,187,235.90087997999998,3.49,,,,,,,,,,,
7520,354.9679260253906,5.0,,,,,,-0.006107291800763049,1870,43452.82349853516,0.010394398,-3.4643040180206297,26020.98046875,0.7812430262565613,0.0003,-0.08442103862762451,0.2,0.12250000219792127
7520,,,1,6857,188,243.67855672,3.48,,,,,,,,,,,
7560,473.03654861450195,5.0,,,,,,-0.038886646788087106,1880,42954.39278564453,0.033224735,-3.4605194658041,33965.03125,0.7806305885314941,0.0003,-0.0035114288330078125,0.2,0.275000006146729
7560,,,1,6876,189,249.08727310999998,3.47,,,,,,,,,,,
7600,415.64921951293945,5.0,,,,,,-0.01797334398987003,1890,33883.76904296875,0.018094717,-3.456999918818474,13938.0439453125,0.7791547775268555,0.0003,0.00962907075881958,0.2,0.1650000037625432
7600,,,1,6945,190,261.3519097,3.56,,,,,,,,,,,
7640,486.83648681640625,5.0,,,,,,-0.007681831328845945,1900,24850.758538818358,0.0104469005,-3.4530508786439897,7516.490234375,0.7785136103630066,0.0003,0.02420520782470703,0.2,0.09500000178813935
7640,,,1,6962,191,241.89869675000003,3.41,,,,,,,,,,,
7680,393.701717376709,5.0,,,,,,-0.03033671033932479,1910,26316.60542602539,0.03300421,-3.4476093262434007,11111.0263671875,0.7768068313598633,0.0003,-0.08792722225189209,0.2,0.22250000406056641
7680,,,1,6978,192,243.62956745000002,3.39,,,,,,,,,,,
7720,219.95415687561035,5.0,,,,,,-0.019184560281064477,1920,24692.07536621094,0.011804096,-3.4407090932130813,8089.75830078125,0.7755934000015259,0.0003,0.07525134086608887,0.2,0.1300000024959445
7720,,,1,7000,193,258.81466513,3.5,,,,,,,,,,,
7760,398.55072021484375,5.0,,,,,,-0.01065313537561451,1930,33536.77303466797,0.012826244,-3.441189703345299,8788.8056640625,0.7775648832321167,0.0003,-0.07690274715423584,0.2,0.22000000439584255
7760,,,1,7017,194,284.41245867,3.61,,,,,,,,,,,
7800,194.91718173027039,5.0,,,,,,0.009398059026352712,1940,31349.120546722414,0.06702554,-3.4446596920490267,14119.2021484375,0.7774140238761902,0.0003,0.09159129858016968,0.2,0.4750000091269612
7800,,,1,7033,195,295.80510178000003,3.71,,,,,,,,,,,
7840,105.70022583007812,3.0,,,,,,-0.012707598685374254,1950,24414.753913879395,0.055944547,-3.4396433562040327,21882.15625,0.7743352651596069,0.0003,-0.05155205726623535,0.2,0.3075000071898103
7840,,,1,7054,196,297.5291990200001,3.74,,,,,,,,,,,
7880,109.32218933105469,3.0,,,,,,-0.019430602203447056,1960,25684.941564941408,0.014733653,-3.4307046473026275,17124.5859375,0.7731952667236328,0.0003,-0.020058751106262207,0.2,0.26250000651925803
7880,,,1,7070,197,314.88344532,3.94,,,,,,,,,,,
7920,415.60198974609375,5.0,,,,,,-0.025529437958066413,1970,14964.292483520509,0.02212242,-3.4285913050174712,6079.43310546875,0.7727874517440796,0.0003,0.24254101514816284,0.2,0.2750000059604645
7920,,,1,7085,198,319.69820577999997,4.07,,,,,,,,,,,
7960,259.31690216064453,5.0,,,,,,0.0012074271008168935,1980,14227.949340820312,0.020411156,-3.4211713790893556,3639.222412109375,0.7696466445922852,0.0003,0.22654730081558228,0.2,0.17250000331550835
7960,,,1,7156,199,312.9396967,4.06,,,,,,,,,,,
8000,480.7957420349121,5.0,,,,,,-0.03526002709550084,1990,19713.118414306642,0.019986559,-3.4148838222026825,5004.48583984375,0.7699429988861084,0.0003,0.014917910099029541,0.2,0.22250000443309545
8000,,,1,7175,200,312.88997849,4.0,,,,,,,,,,,
8040,679.4451522827148,5.0,,,,,,-0.032910603185282515,2000,37804.698413085935,0.019476056,-3.4128600358963013,19599.138671875,0.7689456939697266,0.0003,-0.037564873695373535,0.2,0.1625000039115548
8040,,,1,7192,201,326.57011327,4.07,,,,,,,,,,,
8080,-5.0,1.0,,,,,,0.0021635196906572675,2010,35129.82674865723,0.028227584,-3.4083401441574095,8944.6982421875,0.7675496339797974,0.0003,0.1365566849708557,0.2,0.38250000942498447
8080,,,1,7210,202,316.19876459,3.98,,,,,,,,,,,
8120,379.6602897644043,5.0,,,,,,-0.003902458160519018,2020,29571.022546386717,0.039563805,-3.4043619602918627,7350.64453125,0.7654919624328613,0.0003,-0.005333304405212402,0.2,0.24250000566244126
8120,,,1,7234,203,316.3318723699999,3.96,,,,,,,,,,,
8160,479.84301376342773,5.0,,,,,,-0.023124733029981148,2030,27911.613647460938,0.027845,-3.3966013967990873,22295.869140625,0.7637133598327637,0.0003,-0.034203171730041504,0.2,0.3625000076368451
8160,,,1,7253,204,305.10933546,3.93,,,,,,,,,,,
8200,360.9568977355957,5.0,,,,,,0.008351962671731616,2040,24321.402029418947,0.024535138,-3.385993593931198,9559.060546875,0.759462833404541,0.0003,-0.012536406517028809,0.2,0.29250000678002835
8200,,,1,7268,205,313.36978124000007,3.93,,,,,,,,,,,
8240,600.5124626159668,5.0,,,,,,0.026520752810902205,2050,20880.628503417967,0.035156965,-3.36924284696579,6834.25146484375,0.7550782561302185,0.0003,0.1649702787399292,0.2,0.32250000797212125
8240,,,1,7290,206,303.06362191,3.86,,,,,,,,,,,
8280,166.94232177734375,3.0,,,,,,-0.0212572037721111,2060,28729.114819335937,0.016434718,-3.357238307595253,5523.5732421875,0.7531940937042236,0.0003,0.11049497127532959,0.2,0.30500000678002837
8280,,,1,7307,207,308.44134653000003,3.82,,,,,,,,,,,
8320,666.7129440307617,5.0,,,,,,-0.0012956864660372603,2070,31869.51465148926,0.009890001,-3.3522590696811676,31231.67578125,0.7521572113037109,0.0003,0.09577572345733643,0.2,0.17000000346452
8320,,,1,7324,208,318.16031335,3.85,,,,,,,,,,,
8360,484.2982635498047,5.0,,,,,,-0.010544076379665058,2080,24381.138888549805,0.025449455,-3.348692554235458,4658.6416015625,0.7510765790939331,0.0003,0.056607723236083984,0.2,0.3775000086054206
8360,,,1,7342,209,314.73258874,3.84,,,,,,,,,,,
8400,335.1941833496094,4.0,,,,,,-0.02530268374786828,2090,17552.45820007324,0.02461709,-3.3435462027788163,9131.9150390625,0.749687671661377,0.0003,0.08379781246185303,0.2,0.39750000797212126
8400,,,1,7359,210,319.45547264,3.92,,,,,,,,,,,
8440,322.1602430343628,5.0,,,,,,-0.008533349763456499,2100,22404.183294677736,0.029907234,-3.3424875736236572,4347.41845703125,0.7500531077384949,0.0003,0.13139408826828003,0.2,0.4150000102818012
8440,,,1,7378,211,316.04356315999996,3.97,,,,,,,,,,,
8480,394.2631530761719,5.0,,,,,,-0.03461020610426204,2110,17466.537451171876,0.02258392,-3.3446500062942506,8577.775390625,0.7501908540725708,0.0003,0.16327452659606934,0.2,0.41250000763684513
8480,,,1,7394,212,322.40974524999996,4.0,,,,,,,,,,,
8520,-5.0,1.0,,,,,,-0.02813325814902783,2120,26297.07814941406,0.046102244,-3.3437393486499785,6610.60693359375,0.7495603561401367,0.0003,0.1290871500968933,0.2,0.3825000084936619
8520,,,1,7410,213,342.91810905,4.17,,,,,,,,,,,
8560,585.1673393249512,5.0,,,,,,-0.03813623317182646,2130,22105.614471435547,0.025889851,-3.341253492236137,7540.5615234375,0.7489041686058044,0.0003,0.08060765266418457,0.2,0.30250000655651094
8560,,,1,7428,214,350.42615631999996,4.19,,,,,,,,,,,
8600,429.6456985473633,5.0,,,,,,-0.024638799210952134,2140,30419.530964660644,0.024861416,-3.3346352964639663,12454.6123046875,0.7464231252670288,0.0003,0.08792847394943237,0.2,0.18500000406056644
8600,,,1,7445,215,347.13481693999995,4.19,,,,,,,,,,,
8640,290.58023834228516,4.0,,,,,,-0.0028368161534308546,2150,20054.519317626953,0.07936619,-3.331263652443886,9429.7822265625,0.7472679018974304,0.0003,0.06354564428329468,0.2,0.3125000072643161
8640,,,1,7462,216,343.48342664000006,4.19,,,,,,,,,,,
8680,348.7813491821289,5.0,,,,,,-0.008764722529754177,2160,19296.87532348633,0.03777066,-3.328173553943634,3163.686279296875,0.7451028823852539,0.0003,0.08353513479232788,0.2,0.3825000086799264
8680,,,1,7496,217,355.2082915700001,4.3,,,,,,,,,,,
8720,340.54798889160156,5.0,,,,,,-0.021972888861782856,2170,11653.545428466798,0.025322627,-3.319160211086273,6041.55322265625,0.7420357465744019,0.0003,0.3589903712272644,0.2,0.2925000062212348
8720,,,1,7514,218,344.3325941500001,4.3,,,,,,,,,,,
8760,109.97676467895508,3.0,,,,,,-0.008842658695575701,2180,16564.58306350708,0.0164118,-3.310058483481407,14029.0966796875,0.7413732409477234,0.0003,0.2282637357711792,0.2,0.12750000208616258
8760,,,1,7561,219,335.69856397999996,4.18,,,,,,,,,,,
8800,385.4043731689453,5.0,,,,,,-0.004829834663541988,2190,35180.952624511716,0.01644432,-3.3057341873645782,17524.6015625,0.7393244504928589,0.0003,-0.11548638343811035,0.2,0.38000000845640897
8800,,,1,7579,220,323.53254489000005,4.06,,,,,,,,,,,
8840,598.3004150390625,5.0,,,,,,-0.01914826218067901,2200,21278.296453857423,0.011936493,-3.2974556267261503,12426.966796875,0.7370253801345825,0.0003,0.07240861654281616,0.2,0.14750000275671482
8840,,,1,7596,221,327.61383771,4.06,,,,,,,,,,,
8880,474.40208435058594,5.0,,,,,,0.0032870501304569145,2210,14764.922479248047,0.0049561383,-3.2883417278528215,4455.3515625,0.7355002164840698,0.0003,0.38348281383514404,0.2,0.23000000454485417
8880,,,1,7617,222,320.08527239,3.98,,,,,,,,,,,
8920,373.02848052978516,5.0,,,,,,0.012040333294717164,2220,29396.98668823242,0.029717622,-3.2856148213148115,28197.767578125,0.7359280586242676,0.0003,-0.1157231330871582,0.2,0.36250000912696123
8920,,,1,7687,223,311.35443836999997,3.94,,,,,,,,,,,
8960,572.4182052612305,5.0,,,,,,-0.0049140971092856475,2230,21219.067428588867,0.022445358,-3.285356193780899,8162.8564453125,0.7338058948516846,0.0003,0.14364910125732422,0.2,0.3875000083819032
8960,,,1,7706,224,314.42620221,3.97,,,,,,,,,,,
9000,626.3003311157227,5.0,,,,,,-0.011655729072190302,2240,26000.43474121094,0.024227683,-3.2794565320014955,15489.525390625,0.7333099842071533,0.0003,0.13676124811172485,0.2,0.24000000599771737
9000,,,1,7725,225,325.00840392,3.97,,,,,,,,,,,
9040,369.6897430419922,4.0,,,,,,-0.017399699471134223,2250,23875.87697753906,0.021350037,-3.273189273476601,9855.841796875,0.7315187454223633,0.0003,0.1837097406387329,0.2,0.2650000059977174
9040,,,1,7745,226,323.35205530999997,3.86,,,,,,,,,,,
9080,166.3052749633789,3.0,,,,,,0.0044102697900962,2260,32206.183712768554,0.009082332,-3.2674011498689652,4309.93310546875,0.7312607169151306,0.0003,-0.05311381816864014,0.2,0.3700000088661909
9080,,,1,7817,227,313.77496900999995,3.72,,,,,,,,,,,
9120,357.0260009765625,5.0,,,,,,-0.006585004251173809,2270,31089.27048339844,0.0062760804,-3.2688162595033647,17419.42578125,0.7317647933959961,0.0003,0.07258778810501099,0.2,0.182500003837049
9120,,,1,7876,228,327.59551986,3.77,,,,,,,,,,,
9160,465.5552673339844,5.0,,,,,,-0.01629063895321452,2280,41058.65045776367,0.009871716,-3.2695208698511125,48179.921875,0.731844425201416,0.0003,0.10635322332382202,0.2,0.19500000309199095
9160,,,1,7893,229,346.3648816899999,3.89,,,,,,,,,,,
9200,548.7821140289307,5.0,,,,,,0.005649913938395912,2290,21822.738479614258,0.035758123,-3.2673421800136566,4348.6005859375,0.7311054468154907,0.0003,0.2212699055671692,0.2,0.5475000102072954
9200,,,1,7914,230,365.85221923999995,3.96,,,,,,,,,,,
9240,195.42560958862305,4.0,,,,,,-0.014800368097348837,2300,32121.79373779297,0.0066591934,-3.2653239488601686,7783.6123046875,0.7302584052085876,0.0003,0.11365985870361328,0.2,0.11250000167638063
9240,,,1,7933,231,364.13093107000003,3.95,,,,,,,,,,,
9280,250.78893280029297,5.0,,,,,,-0.002887579740854562,2310,22483.8069732666,0.061949156,-3.26741042137146,25680.0703125,0.7320215106010437,0.0003,0.14001363515853882,0.2,0.23500000406056643
9280,,,1,7951,232,369.5171557599999,4.07,,,,,,,,,,,
9320,524.875789642334,5.0,,,,,,-0.026616223058081236,2320,19635.679299926756,0.015328522,-3.2698397070169447,12346.3154296875,0.7310664653778076,0.0003,0.14122354984283447,0.2,0.24750000480562448
9320,,,1,8020,233,371.46044646,4.07,,,,,,,,,,,
9360,192.50509643554688,4.0,,,,,,-0.0017956836911616869,2330,24449.82441101074,0.05300665,-3.2683168679475783,2674.53271484375,0.7321211695671082,0.0003,0.12704813480377197,0.2,0.3225000075995922
9360,,,1,8088,234,352.65435175000005,3.96,,,,,,,,,,,
9400,254.05361557006836,5.0,,,,,,-0.03163151102286066,2340,23187.009310913087,0.024608715,-3.271227952837944,17299.02734375,0.7308980822563171,0.0003,0.055204570293426514,0.2,0.2700000064447522
9400,,,1,8106,235,343.33987803000014,3.98,,,,,,,,,,,
9440,356.1232032775879,5.0,,,,,,-0.006548945816430207,2350,14631.915530395509,0.023707379,-3.2612829923629763,9249.2802734375,0.7281022071838379,0.0003,0.2839961051940918,0.2,0.34500000793486835
9440,,,1,8123,236,346.91320096,4.1,,,,,,,,,,,
9480,421.480167388916,5.0,,,,,,0.001330954111035698,2360,12817.315353393555,0.11038648,-3.258603882789612,4575.63330078125,0.7293204665184021,0.0003,0.2691766619682312,0.2,0.5325000090524554
9480,,,1,8140,237,352.0211921999999,4.17,,,,,,,,,,,
9520,487.0251693725586,5.0,,,,,,-0.03421745137165999,2370,28276.718814086915,0.012878725,-3.2577047020196916,8610.052734375,0.7271937727928162,0.0003,0.06212770938873291,0.2,0.23500000536441804
9520,,,1,8155,238,371.44325021,4.33,,,,,,,,,,,
9560,341.85222244262695,5.0,,,,,,-0.031466120220611626,2380,19709.796228027342,0.014548165,-3.2501421213150024,9955.0791015625,0.7262319922447205,0.0003,0.42539703845977783,0.2,0.23500000592321157
9560,,,1,8173,239,367.90823781,4.3,,,,,,,,,,,
9600,587.8144149780273,5.0,,,,,,-0.01625580258798436,2390,33697.19560546875,0.0125949085,-3.245851311087608,13717.5927734375,0.7250990867614746,0.0003,0.10311013460159302,0.2,0.08750000149011612
9600,,,1,8192,240,360.1051680499999,4.24,,,,,,,,,,,
9640,-5.0,1.0,,,,,,-0.010531558310613032,2400,32823.15127410889,0.055682328,-3.241136148571968,19920.150390625,0.7244338989257812,0.0003,0.07533538341522217,0.2,0.13750000316649674
9640,,,1,8211,241,356.6581041299999,4.18,,,,,,,,,,,
9680,362.17862701416016,5.0,,,,,,-0.01888287389359903,2410,43754.285632324216,0.024139762,-3.239954647421837,35183.03125,0.724749743938446,0.0003,-0.05905759334564209,0.2,0.25000000521540644
9680,,,1,8305,242,344.15499345999996,4.06,,,,,,,,,,,
9720,572.2557678222656,5.0,,,,,,0.20571133919409473,2420,35031.85386657715,0.34801242,-3.238945057988167,6793.16259765625,0.7251893877983093,0.0003,0.09727442264556885,0.2,0.6875000091269612
9720,,,1,8324,243,345.96937840000004,4.01,,,,,,,,,,,
9760,216.83711624145508,4.0,,,,,,-0.026596254274700182,2430,29656.1432220459,0.01867314,-3.235038709640503,20877.986328125,0.722589373588562,0.0003,0.045273661613464355,0.2,0.23750000428408385
9760,,,1,8394,244,333.69009273999995,3.92,,,,,,,,,,,
9800,563.6362075805664,5.0,,,,,,-0.022907798160595117,2440,34365.775659179686,0.02624771,-3.224046441912651,21182.447265625,0.7198543548583984,0.0003,-0.08502483367919922,0.2,0.3275000074878335
9800,,,1,8414,245,341.95175974000006,3.87,,,,,,,,,,,
9840,419.5645217895508,5.0,,,,,,-0.022124680531505875,2450,26717.693121337892,0.017992862,-3.219730904698372,18762.212890625,0.7206372618675232,0.0003,-0.077004075050354,0.2,0.2000000039115548
9840,,,1,8432,246,331.27597802,3.74,,,,,,,,,,,
9880,616.4702835083008,5.0,,,,,,-0.01823300876669236,2460,27311.07183380127,0.054139614,-3.2201789915561676,2686.32568359375,0.7204272747039795,0.0003,-0.18233156204223633,0.2,0.40500001031905414
9880,,,1,8452,247,332.59055213,3.74,,,,,,,,,,,
9920,470.4759292602539,5.0,,,,,,-0.03721426947508007,2470,36921.170245361325,0.019598857,-3.2202010065317155,18262.818359375,0.7208058834075928,0.0003,0.09978854656219482,0.2,0.2100000036880374
9920,,,1,8474,248,334.01587924,3.73,,,,,,,,,,,
9960,269.5929412841797,4.0,,,,,,-0.032267979472817385,2480,33128.372186279295,0.046122134,-3.2210216909646987,7888.38037109375,0.7206267714500427,0.0003,0.09629899263381958,0.2,0.47750001065433023
9960,,,1,8495,249,322.47366609999995,3.68,,,,,,,,,,,
10000,558.0943832397461,5.0,,,,,,-0.04575506656139623,2490,24410.63132019043,0.03510258,-3.216804876923561,16656.17578125,0.719739556312561,0.0003,0.14699894189834595,0.2,0.38500000908970833
10000,,,1,8511,250,325.68062331,3.74,,,,,,,,,,,
10040,856.1268005371094,5.0,,,,,,-0.017847198237941474,2500,25744.10980834961,0.012954753,-3.2153351336717604,3329.494140625,0.7202762365341187,0.0003,0.2277962565422058,0.2,0.16750000324100256
10040,,,1,8530,251,342.61994119999986,3.86,,,,,,,,,,,
10080,433.9526824951172,4.0,,,,,,-0.01706998373992974,2510,25057.365466308594,0.070578694,-3.2160550892353057,8643.3701171875,0.7199013233184814,0.0003,0.12272489070892334,0.2,0.34500000812113285
10080,,,1,8552,252,336.68694579999993,3.75,,,,,,,,,,,
10120,623.5927429199219,5.0,,,,,,-0.0534356928706984,2520,42430.587109375,0.03617926,-3.2142332941293716,19947.15234375,0.7203803062438965,0.0003,0.0845995545387268,0.2,0.4400000099092722
10120,,,1,8569,253,363.34084815999995,3.86,,,,,,,,,,,
10160,347.05970001220703,5.0,,,,,,-0.02322425927966833,2530,44889.393463134766,0.026134914,-3.215772417187691,11069.494140625,0.7204287052154541,0.0003,0.08122557401657104,0.2,0.23000000473111867
10160,,,1,8588,254,382.34600666,3.99,,,,,,,,,,,
10200,196.73355102539062,3.0,,,,,,-0.021728590775746782,2540,22423.764630126952,0.027991772,-3.214179480075836,21111.130859375,0.7194900512695312,0.0003,0.21404260396957397,0.2,0.45000000949949026
10200,,,1,8608,255,382.89621726999997,3.99,,,,,,,,,,,
10240,675.1106643676758,5.0,,,,,,-0.02396364147309211,2550,24144.83948059082,0.035496123,-3.203154918551445,13665.8984375,0.7163042426109314,0.0003,0.28821712732315063,0.2,0.2400000046938658
10240,,,1,8628,256,397.92476187,4.05,,,,,,,,,,,
