eval/mean_reward,eval/mean_ep_length,time/total_timesteps,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/fps,time/iterations,train/n_updates,train/value_loss,train/loss,train/entropy_loss,train/clip_fraction,train/explained_variance,train/policy_gradient_loss,train/approx_kl,train/std,train/clip_range,train/learning_rate
231.71402740478516,5.0,1040,,,,,,250,2076.1768798828125,843.1985473632812,-4.0954307317733765,0.27750000469386576,-0.002025604248046875,-0.005312283439870935,0.0072961627,0.9484353065490723,0.2,0.0003
,,1040,2.68,1406,51.91115678,0,26,,,,,,,,,,,
135.29032850265503,5.0,1080,,,,,,260,42876.89080734253,2770.67529296875,-4.092812693119049,0.07250000108033419,-0.004878044128417969,-0.01798664374462646,0.009188083,0.9479615688323975,0.2,0.0003
,,1080,2.59,1431,50.275905949999995,0,27,,,,,,,,,,,
114.49932956695557,5.0,1120,,,,,,270,3112.9049186706543,407.7254943847656,-4.093239915370941,0.1150000024586916,-0.018808364868164062,-0.030129529765254116,0.017038934,0.948371410369873,0.2,0.0003
,,1120,2.52,1476,51.907695569999994,0,28,,,,,,,,,,,
123.67306137084961,4.0,1160,,,,,,280,4113.225643920899,1062.5533447265625,-4.092063927650452,0.042500000633299354,-0.052398085594177246,-0.006309150740706282,0.007799426,0.9473330974578857,0.2,0.0003
,,1160,2.62,1526,57.86228412,0,29,,,,,,,,,,,
-10.0,2.0,1200,,,,,,290,3842.4353935241697,4130.279296875,-4.087722069025039,0.0875000013038516,-0.019517898559570312,-0.02304195135920508,0.011698297,0.9458543658256531,0.2,0.0003
,,1200,2.72,1548,58.463495759999994,0,30,,,,,,,,,,,
162.88899421691895,5.0,1240,,,,,,300,1722.3540084838867,662.2726440429688,-4.083468836545944,0.19500000420957803,-0.13281476497650146,-0.01722406321345261,0.011009305,0.9446789622306824,0.2,0.0003
,,1240,2.83,1569,65.49377155,0,31,,,,,,,,,,,
28.7484188079834,4.0,1280,,,,,,310,7463.160166931152,3161.9873046875,-4.081252676248551,0.26250000614672897,0.007567465305328369,-0.024902349712501735,0.020813696,0.9444717764854431,0.2,0.0003
,,1280,2.89,1596,72.14961473000001,0,32,,,,,,,,,,,
