time/total_timesteps,eval/mean_ep_length,eval/mean_reward,time/time_elapsed,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations,train/approx_kl,train/learning_rate,train/explained_variance,train/n_updates,train/loss,train/entropy_loss,train/clip_fraction,train/policy_gradient_loss,train/value_loss,train/clip_range,train/std
3840,,,6140,0,70.62617703,4.47,96,,,,,,,,,,,
3880,5.0,74.45394706726074,,,,,,0.017601848,0.0003,0.062135279178619385,960,195.22039794921875,-3.5102967619895935,0.3350000072270632,0.0017635556301684118,522.1568203449249,0.2,0.7915047407150269
3880,,,6163,0,66.71620368,4.38,97,,,,,,,,,,,
3920,5.0,99.67101955413818,,,,,,0.048444353,0.0003,-0.041057586669921875,970,199.04266357421875,-3.5057523399591446,0.3600000083446503,-0.04527662853462973,711.1984343051911,0.2,0.790414571762085
3920,,,6180,0,68.30430281,4.39,98,,,,,,,,,,,
3960,5.0,85.02646923065186,,,,,,0.021248419,0.0003,0.20219075679779053,980,406.75634765625,-3.50025335252285,0.27000000663101675,-0.010418853390947325,1119.4403946876525,0.2,0.7891141772270203
3960,,,6197,0,66.81656261,4.36,99,,,,,,,,,,,
4000,5.0,75.76665449142456,,,,,,0.014140135,0.0003,0.2524920105934143,990,864.4906616210938,-3.492163521051407,0.22750000450760127,-0.018477904354949715,1281.4645016670227,0.2,0.7877984046936035
4000,,,6218,0,66.37625485000001,4.29,100,,,,,,,,,,,
4040,1.0,-5.0,,,,,,0.033214513,0.0003,0.12711751461029053,1000,215.34230041503906,-3.482864013314247,0.1900000037625432,-0.018871896213968276,985.3597040176392,0.2,0.7839869260787964
4040,,,6405,0,65.20846733000002,4.25,101,,,,,,,,,,,
4080,5.0,151.42193984985352,,,,,,0.034993496,0.0003,0.14916068315505981,1010,361.1545715332031,-3.4677962183952333,0.2950000070035458,-0.008433516664663365,1326.202983188629,0.2,0.7811493873596191
4080,,,6422,0,66.44814210999999,4.22,102,,,,,,,,,,,
4120,5.0,124.05961036682129,,,,,,0.0351073,0.0003,0.27706825733184814,1020,418.0919189453125,-3.460562527179718,0.32000000681728125,-0.001599282603929164,1512.5534858703613,0.2,0.7804319262504578
4120,,,6484,0,65.63940052,4.14,103,,,,,,,,,,,
4160,5.0,113.66588115692139,,,,,,0.01888489,0.0003,0.10653620958328247,1030,524.8804321289062,-3.4586579233407972,0.13750000279396773,-0.010310417997025034,1747.450786972046,0.2,0.7799091339111328
4160,,,6501,0,63.76196187000001,4.13,104,,,,,,,,,,,
4200,5.0,126.488525390625,,,,,,0.026221912,0.0003,0.10149025917053223,1040,662.6474609375,-3.456636393070221,0.30250000692903994,-0.026741586164498576,1120.5469509124755,0.2,0.779762864112854
4200,,,6519,0,64.6031274,4.16,105,,,,,,,,,,,
4240,5.0,67.15176010131836,,,,,,0.043988977,0.0003,0.3277270793914795,1050,558.8412475585938,-3.4546641379594805,0.35000000726431607,-0.020813261001967474,795.9583968639374,0.2,0.7793158292770386
4240,,,6534,0,66.55537813,4.21,106,,,,,,,,,,,
4280,5.0,87.48608255386353,,,,,,0.010822902,0.0003,0.16094982624053955,1060,323.6968994140625,-3.4486868739128114,0.12500000223517418,-0.0017697371412964459,1335.6994203567506,0.2,0.776995837688446
4280,,,6554,0,68.22445336999999,4.25,107,,,,,,,,,,,
4320,5.0,64.31442070007324,,,,,,0.032616876,0.0003,0.1020817756652832,1070,944.0889282226562,-3.4360549598932266,0.22000000420957805,-0.009289552139889556,1054.8421949386598,0.2,0.7737884521484375
4320,,,6572,0,71.32612601,4.3,108,,,,,,,,,,,
4360,5.0,80.30110740661621,,,,,,0.02032438,0.0003,0.2128591537475586,1080,194.4967498779297,-3.417816570401192,0.2000000037252903,-0.029675956713908814,1217.7766470909119,0.2,0.7707550525665283
4360,,,6587,0,73.22661203,4.27,109,,,,,,,,,,,
4400,5.0,148.00589752197266,,,,,,0.023385573,0.0003,0.2745589017868042,1090,406.5550537109375,-3.4072914242744448,0.24250000566244126,-0.017745153609721454,951.4700673103332,0.2,0.7690483331680298
4400,,,6604,0,70.05401316,4.24,110,,,,,,,,,,,
4440,5.0,88.91812705993652,,,,,,0.023513652,0.0003,-0.003950357437133789,1100,483.106201171875,-3.4014569193124773,0.4975000089034438,0.015109036889625704,856.1666080951691,0.2,0.7673749923706055
4440,,,6622,0,72.76507072,4.3,111,,,,,,,,,,,
4480,5.0,98.95018100738525,,,,,,0.014398938,0.0003,0.25155436992645264,1110,493.6863098144531,-3.395091325044632,0.14500000309199096,-0.006104984506055189,1217.760404586792,0.2,0.7640165686607361
4480,,,6639,0,71.79608717,4.31,112,,,,,,,,,,,
4520,5.0,40.270403265953064,,,,,,0.014446851,0.0003,0.22905594110488892,1120,561.0061645507812,-3.3872954308986665,0.21500000432133676,-0.004342043923679739,1337.2336579322814,0.2,0.7648903131484985
4520,,,6654,0,71.47017452000001,4.37,113,,,,,,,,,,,
4560,5.0,58.17490196228027,,,,,,0.03082507,0.0003,0.42357325553894043,1130,217.8022003173828,-3.385228160023689,0.26000000573694704,-0.02710867446410703,451.2238685131073,0.2,0.7637574076652527
4560,,,6670,0,75.49162862,4.44,114,,,,,,,,,,,
4600,5.0,81.78835868835449,,,,,,0.015349024,0.0003,0.23265188932418823,1140,150.97930908203125,-3.3851919054985045,0.3075000062584877,0.0055683763395063535,1520.4564469337463,0.2,0.7647305727005005
4600,,,6685,0,74.70846345000001,4.44,115,,,,,,,,,,,
4640,5.0,78.93393325805664,,,,,,0.024406403,0.0003,0.1721164584159851,1150,570.2664184570312,-3.380762109160423,0.22000000439584255,-0.0471091023455665,1529.8042123794555,0.2,0.7618783712387085
4640,,,6702,0,74.46413319999999,4.47,116,,,,,,,,,,,
4680,5.0,104.11048316955566,,,,,,0.01965113,0.0003,0.1285543441772461,1160,248.87864685058594,-3.3709098517894747,0.12000000197440386,-0.00986080202346784,886.314847946167,0.2,0.7599023580551147
4680,,,6719,0,73.84116847,4.48,117,,,,,,,,,,,
4720,5.0,58.88794565200806,,,,,,0.021901134,0.0003,0.08998376131057739,1170,1089.907470703125,-3.360999682545662,0.20500000417232514,-0.01138500228107886,971.1017748832703,0.2,0.7583107948303223
4720,,,6738,0,75.65921112,4.53,118,,,,,,,,,,,
4760,5.0,98.3658857345581,,,,,,0.010194674,0.0003,0.26785242557525635,1180,355.5464172363281,-3.3508690893650055,0.19500000420957803,-0.02221385882818141,792.495641708374,0.2,0.7541033029556274
4760,,,6802,0,77.81137073999999,4.61,119,,,,,,,,,,,
4800,5.0,86.61776065826416,,,,,,0.006753433,0.0003,0.39937037229537964,1190,435.676025390625,-3.331928640604019,0.15000000316649675,-0.0021281298968824913,607.9655767440796,0.2,0.749443531036377
4800,,,6816,0,78.36670002,4.65,120,,,,,,,,,,,
4840,5.0,150.16144180297852,,,,,,0.021805506,0.0003,0.45780712366104126,1200,309.00201416015625,-3.317472279071808,0.365000007674098,-0.0029890083184000104,589.381571817398,0.2,0.7472330927848816
4840,,,6832,0,77.24467676999998,4.64,121,,,,,,,,,,,
4880,5.0,104.43041563034058,,,,,,0.026800761,0.0003,0.34972310066223145,1210,313.2899169921875,-3.3121844857931135,0.2125000037252903,-0.017927246824801846,692.2333108901978,0.2,0.7466980218887329
4880,,,6892,0,77.35622176,4.61,122,,,,,,,,,,,
4920,5.0,91.58181476593018,,,,,,0.034053817,0.0003,0.16055774688720703,1220,509.3395080566406,-3.307255947589874,0.5925000101327896,-0.027937244544227725,1581.9346977233886,0.2,0.7455329298973083
4920,,,6952,0,79.39765231999999,4.6,123,,,,,,,,,,,
4960,5.0,65.6182599067688,,,,,,0.042639375,0.0003,0.19285929203033447,1230,986.6017456054688,-3.300575923919678,0.3975000102072954,-0.037490913722140286,1141.9067686080932,0.2,0.7441601753234863
4960,,,6968,0,77.28330717,4.58,124,,,,,,,,,,,
5000,5.0,103.58425617218018,,,,,,0.04607699,0.0003,0.21271896362304688,1240,242.4730224609375,-3.2935672968626024,0.36250000838190316,-0.02827280985195102,781.9090288162231,0.2,0.7411028146743774
5000,,,6983,0,76.02333186000001,4.58,125,,,,,,,,,,,
5040,5.0,114.0407943725586,,,,,,0.02904874,0.0003,0.33843857049942017,1250,380.54132080078125,-3.2828658908605575,0.41000000946223736,-0.010496223044173126,746.2888072967529,0.2,0.7399157285690308
5040,,,6998,0,78.51111346,4.59,126,,,,,,,,,,,
5080,5.0,5.923176258802414,,,,,,0.00789542,0.0003,0.34896141290664673,1260,513.647216796875,-3.2767662435770033,0.22500000502914191,-0.011475354075228105,853.3204486846923,0.2,0.7382535934448242
5080,,,7013,0,77.72564223,4.64,127,,,,,,,,,,,
5120,5.0,18.21691131591797,,,,,,0.067448966,0.0003,0.30524134635925293,1270,111.89786529541016,-3.265424573421478,0.3450000075623393,-0.028554123590365642,467.5837600708008,0.2,0.7356292009353638
5120,,,7029,0,77.25672317,4.63,128,,,,,,,,,,,
5160,5.0,51.8495192527771,,,,,,0.0072508752,0.0003,0.20604437589645386,1280,451.77081298828125,-3.250082704424858,0.07750000115483999,-0.002882737504787658,1025.9098526954651,0.2,0.7314980030059814
5160,,,7044,0,80.00105676999999,4.63,129,,,,,,,,,,,
5200,5.0,168.39186477661133,,,,,,0.05311969,0.0003,0.2564830780029297,1290,342.4714660644531,-3.2309500217437743,0.3550000086426735,-0.008395419586449859,1044.8601195335389,0.2,0.7277607321739197
5200,,,7061,0,79.33826086,4.64,130,,,,,,,,,,,
5240,5.0,151.7879409790039,,,,,,0.027327953,0.0003,0.3928374648094177,1300,330.4651794433594,-3.2182153910398483,0.1950000036507845,-0.01869523611501791,710.8378670692443,0.2,0.7266480326652527
5240,,,7077,0,80.02716727,4.64,131,,,,,,,,,,,
5280,5.0,75.74753475189209,,,,,,0.032772068,0.0003,0.3139071464538574,1310,1374.236572265625,-3.212242159247398,0.3175000069662929,-0.029779891798389146,1028.2177777290344,0.2,0.7258841395378113
5280,,,7094,0,79.58756634000001,4.64,132,,,,,,,,,,,
5320,5.0,137.4344367980957,,,,,,0.035140958,0.0003,0.4645341634750366,1320,140.69566345214844,-3.197243222594261,0.34750000685453414,0.02715196042292518,417.7198523521423,0.2,0.7205183506011963
5320,,,7111,0,80.92068837000001,4.66,133,,,,,,,,,,,
5360,5.0,74.87401676177979,,,,,,0.020659117,0.0003,0.2795560956001282,1330,597.4058837890625,-3.1800546526908873,0.15500000324100255,-0.0036046661319505623,771.5631466388702,0.2,0.719761312007904
5360,,,7126,0,84.67057682999999,4.72,134,,,,,,,,,,,
5400,5.0,10.112948894500732,,,,,,0.0054791286,0.0003,0.2630997896194458,1340,270.6423645019531,-3.1767018735408783,0.09750000145286322,-0.006020530717232742,1230.1593715190888,0.2,0.7196366190910339
5400,,,7146,0,83.38508979000002,4.71,135,,,,,,,,,,,
5440,5.0,132.46613883972168,,,,,,0.024079002,0.0003,0.2174789309501648,1350,738.63134765625,-3.170389997959137,0.16500000320374966,-0.008110048781454715,1429.3726501464844,0.2,0.7171640396118164
5440,,,7161,0,85.69622599000002,4.7,136,,,,,,,,,,,
5480,5.0,146.9097023010254,,,,,,0.03126788,0.0003,0.12534630298614502,1360,616.36279296875,-3.163751059770584,0.22000000551342963,-0.006911880963889417,1368.2725505828857,0.2,0.7186195254325867
5480,,,7330,0,87.23268347,4.64,137,,,,,,,,,,,
5520,5.0,148.6925449371338,,,,,,0.052116394,0.0003,0.27125048637390137,1370,1664.5350341796875,-3.1689459085464478,0.16500000339001417,-0.0006052059038847757,1645.210092639923,0.2,0.7198023796081543
5520,,,7345,0,84.00656307999999,4.59,138,,,,,,,,,,,
5560,5.0,91.98425102233887,,,,,,0.023072228,0.0003,0.006766915321350098,1380,307.4749450683594,-3.1649768143892287,0.33250000774860383,-0.017041474967591074,1253.359918308258,0.2,0.7178322076797485
5560,,,7362,0,85.09385197999998,4.52,139,,,,,,,,,,,
5600,4.0,62.80438995361328,,,,,,0.029634116,0.0003,0.07029318809509277,1390,704.7376708984375,-3.159123682975769,0.4425000105053186,-0.06987577574586794,1367.5583307266236,0.2,0.7177423238754272
5600,,,7377,0,84.08373078999999,4.51,140,,,,,,,,,,,
5640,5.0,72.95060157775879,,,,,,0.04719905,0.0003,0.20579493045806885,1400,703.2151489257812,-3.1499986380338667,0.2650000058114529,-0.002898341126820014,1124.722789669037,0.2,0.7144438624382019
5640,,,7394,0,86.56168636000001,4.5,141,,,,,,,,,,,
5680,5.0,96.63379192352295,,,,,,0.01641494,0.0003,0.4182664752006531,1410,261.58648681640625,-3.1392217189073564,0.2525000054389238,-0.012509211763972416,904.6329667329788,0.2,0.7132600545883179
5680,,,7410,0,86.77229075999999,4.51,142,,,,,,,,,,,
5720,5.0,166.23504638671875,,,,,,0.03516661,0.0003,0.47265422344207764,1420,256.6478576660156,-3.1356543987989425,0.3950000097975135,0.000912568960920912,703.9917730331421,0.2,0.7138906717300415
5720,,,7425,0,84.48246024,4.42,143,,,,,,,,,,,
5760,5.0,109.39865779876709,,,,,,0.041890465,0.0003,-0.00478363037109375,1430,1727.161376953125,-3.1287631511688234,0.28500000704079864,0.00569056324573467,1256.4219749450683,0.2,0.7093214392662048
5760,,,7441,0,86.85667983999998,4.45,144,,,,,,,,,,,
5800,5.0,67.59731912612915,,,,,,0.019157862,0.0003,0.3508896231651306,1440,1696.3265380859375,-3.1072655588388445,0.3125000072643161,-0.0198236006470097,1147.0313041687011,0.2,0.7059404253959656
5800,,,7456,0,85.27230282999999,4.48,145,,,,,,,,,,,
5840,5.0,207.11920928955078,,,,,,0.025300015,0.0003,0.45923590660095215,1450,145.9191131591797,-3.1053974658250807,0.37250000722706317,-0.011867286591004814,448.8817904472351,0.2,0.7093735933303833
5840,,,7471,0,84.98374063999998,4.53,146,,,,,,,,,,,
5880,5.0,56.89370512962341,,,,,,0.032120217,0.0003,0.5124403536319733,1460,579.4359741210938,-3.107458731532097,0.3025000061839819,-0.015533428400085536,685.9736530303956,0.2,0.708213210105896
5880,,,7487,0,86.81920777,4.54,147,,,,,,,,,,,
5920,5.0,152.91019439697266,,,,,,0.0350557,0.0003,0.16124379634857178,1470,1179.564697265625,-3.0996555358171465,0.2525000048801303,-0.02791210644577404,1234.6546862602233,0.2,0.7063047885894775
5920,,,7503,0,82.92176117999999,4.52,148,,,,,,,,,,,
5960,5.0,51.90296548604965,,,,,,0.019133773,0.0003,-0.013155221939086914,1480,480.8902282714844,-3.0909884929656983,0.21500000432133676,-0.01831126610868523,1099.7711472511292,0.2,0.704974889755249
5960,,,7520,0,83.46775185999999,4.56,149,,,,,,,,,,,
6000,5.0,83.33402347564697,,,,,,0.06270755,0.0003,0.3740718364715576,1490,112.24996948242188,-3.080535206198692,0.4150000099092722,-0.013189927492639985,604.7314092636109,0.2,0.7018789052963257
6000,,,7536,0,85.54152294,4.58,150,,,,,,,,,,,
6040,5.0,126.20329856872559,,,,,,0.020647157,0.0003,0.10490423440933228,1500,370.9971618652344,-3.0719311952590944,0.1200000025331974,-0.013206990378464534,1474.435559463501,0.2,0.7019605040550232
6040,,,7552,0,85.24546070000001,4.59,151,,,,,,,,,,,
6080,5.0,82.69256937503815,,,,,,0.07418728,0.0003,0.24249917268753052,1510,221.95956420898438,-3.0733751893043517,0.4475000103935599,-0.032378058867761864,787.5733274936676,0.2,0.7018961310386658
6080,,,7616,0,86.66300898,4.62,152,,,,,,,,,,,
6120,5.0,92.00715351104736,,,,,,0.023718994,0.0003,0.41239237785339355,1520,240.85833740234375,-3.0720758736133575,0.21750000417232512,-0.008232029352220716,613.6020221710205,0.2,0.700908362865448
6120,,,7632,0,81.98123319,4.49,153,,,,,,,,,,,
6160,5.0,74.04137992858887,,,,,,0.016317325,0.0003,0.014725327491760254,1530,1176.7813720703125,-3.063908103108406,0.11250000204890967,-0.016549582379047932,2006.6728076934814,0.2,0.6992692947387695
6160,,,7648,0,83.83889657000002,4.51,154,,,,,,,,,,,
6200,5.0,119.85872888565063,,,,,,0.023588192,0.0003,0.09857350587844849,1540,3228.326904296875,-3.0637646496295927,0.3950000097975135,-0.024888785087096042,2561.958086681366,0.2,0.7011405229568481
6200,,,7666,0,81.3481963,4.46,155,,,,,,,,,,,
6240,5.0,70.85869646072388,,,,,,0.03262236,0.0003,0.2601780295372009,1550,49.064781188964844,-3.0628901928663255,0.3150000063702464,-0.03427025957062142,969.3983641147613,0.2,0.6995286345481873
6240,,,7681,0,80.41914226999998,4.44,156,,,,,,,,,,,
6280,5.0,133.96667194366455,,,,,,0.024569152,0.0003,0.3098863959312439,1560,139.82437133789062,-3.0599923223257064,0.3750000087544322,0.01892710272455589,759.3745952606201,0.2,0.7020978927612305
6280,,,7698,0,80.88185466999998,4.44,157,,,,,,,,,,,
6320,5.0,76.3513212800026,,,,,,0.036189467,0.0003,0.2629305124282837,1570,1027.4837646484375,-3.0664924532175064,0.22000000402331352,-0.018042113310366405,1756.4096267700195,0.2,0.7024611830711365
6320,,,7717,0,78.80058088999998,4.4,158,,,,,,,,,,,
6360,5.0,135.50254440307617,,,,,,0.009486996,0.0003,0.13551294803619385,1580,517.9964599609375,-3.0632721930742264,0.17250000312924385,0.02130267191969324,974.0397537231445,0.2,0.7004228830337524
6360,,,7889,0,82.67025974,4.48,159,,,,,,,,,,,
6400,5.0,105.1016674041748,,,,,,0.0063559753,0.0003,0.4288702607154846,1590,424.28631591796875,-3.053736025094986,0.1350000025704503,-0.009313228928367634,651.8030679702758,0.2,0.6980007886886597
6400,,,7911,0,83.75980089000001,4.45,160,,,,,,,,,,,
6440,5.0,106.69374656677246,,,,,,0.021226222,0.0003,0.18454748392105103,1600,279.8554992675781,-3.0461378753185273,0.24750000573694705,-0.018272927430371056,1334.7646179199219,0.2,0.6971542835235596
6440,,,7927,0,84.0175405,4.46,161,,,,,,,,,,,
6480,5.0,105.93219661712646,,,,,,0.012496861,0.0003,0.27990561723709106,1610,177.59266662597656,-3.044315993785858,0.2525000056251884,-0.011923281314375344,1561.7434392929076,0.2,0.6974678039550781
6480,,,7991,0,85.25768932,4.49,162,,,,,,,,,,,
6520,5.0,82.01045227050781,,,,,,0.05442615,0.0003,0.3114296793937683,1620,420.3651428222656,-3.042564034461975,0.2925000064074993,-0.010944746530367411,1096.277087688446,0.2,0.6961547136306763
6520,,,8009,0,83.45800397,4.45,163,,,,,,,,,,,
6560,5.0,78.2108154296875,,,,,,0.08172822,0.0003,0.16877585649490356,1630,174.13926696777344,-3.0427481472492217,0.4125000089406967,-0.028791985249245044,1093.837166595459,0.2,0.6974989771842957
6560,,,8074,0,84.45836032,4.51,164,,,,,,,,,,,
6600,5.0,111.00215148925781,,,,,,0.021544995,0.0003,0.3014211654663086,1640,195.7866973876953,-3.0476696282625197,0.3225000059232116,-0.04203208945211372,589.9816712379455,0.2,0.6989652514457703
6600,,,8090,0,85.46692235,4.56,165,,,,,,,,,,,
6640,5.0,60.6298942565918,,,,,,0.071694985,0.0003,0.20368963479995728,1650,363.0014343261719,-3.0363295167684554,0.4600000087171793,-0.004556057890240517,877.648206615448,0.2,0.6930281519889832
6640,,,8106,0,86.15299045999998,4.59,166,,,,,,,,,,,
6680,5.0,81.74871444702148,,,,,,0.0055557312,0.0003,0.4696212410926819,1660,387.27874755859375,-3.0264815390110016,0.17250000312924385,-0.02107316518224254,711.0799291610717,0.2,0.6945432424545288
6680,,,8154,0,85.11605361000002,4.57,167,,,,,,,,,,,
6720,5.0,127.98051929473877,,,,,,0.009464078,0.0003,0.1250629425048828,1670,1072.915283203125,-3.0274306297302247,0.09750000145286322,-0.005467282965255426,1205.7932458877563,0.2,0.6930692195892334
6720,,,8170,0,85.30156630000002,4.57,168,,,,,,,,,,,
6760,5.0,96.28949069976807,,,,,,0.029171105,0.0003,0.2887645959854126,1680,260.8827819824219,-3.0226984918117523,0.4175000086426735,-0.03594939767701364,903.5508888244628,0.2,0.6925718188285828
6760,,,8185,0,85.2774937,4.54,169,,,,,,,,,,,
6800,5.0,188.14808082580566,,,,,,0.040386036,0.0003,0.2938106656074524,1690,150.48190307617188,-3.022537162899971,0.4050000078976154,-0.028668247462192077,1196.9004012584687,0.2,0.6935008764266968
6800,,,8202,0,85.95301870000002,4.5,170,,,,,,,,,,,
6840,5.0,116.98155784606934,,,,,,0.020485722,0.0003,0.16464310884475708,1700,119.89002990722656,-3.0200414836406706,0.3175000065937638,-0.005628245445805069,1413.1265711784363,0.2,0.692966639995575
6840,,,8218,0,87.2806862,4.55,171,,,,,,,,,,,
6880,5.0,89.00240564346313,,,,,,0.013809322,0.0003,0.2440563440322876,1710,835.5856323242188,-3.0134057492017745,0.13000000212341548,-0.00795082928612829,902.8869717597961,0.2,0.691960334777832
6880,,,8387,0,86.38112253999998,4.56,172,,,,,,,,,,,
6920,5.0,83.91852951049805,,,,,,0.020721067,0.0003,0.22582674026489258,1720,275.5782165527344,-3.009223872423172,0.26250000558793546,-0.008852441511699016,1116.4622735977173,0.2,0.6930968165397644
6920,,,8403,0,82.60562288000001,4.49,173,,,,,,,,,,,
6960,5.0,107.05287265777588,,,,,,0.06797029,0.0003,-0.0037679672241210938,1730,258.0788879394531,-3.0155263453722,0.30750000663101673,-0.01388333416442038,1218.1183292388916,0.2,0.6949381828308105
6960,,,8419,0,84.34602607,4.54,174,,,,,,,,,,,
7000,5.0,80.89721864461899,,,,,,0.013202148,0.0003,0.32966870069503784,1740,415.0625,-3.016788327693939,0.10250000171363353,-0.012325056139670786,816.9913937568665,0.2,0.6930138468742371
7000,,,8434,0,85.32471135,4.54,175,,,,,,,,,,,
7040,5.0,79.06899356842041,,,,,,0.13830937,0.0003,0.4401184916496277,1750,520.5834350585938,-3.0129491865634916,0.5275000099092721,0.021250668543511896,632.5569013595581,0.2,0.6949270963668823
7040,,,8450,0,87.67085303000002,4.55,176,,,,,,,,,,,
7080,4.0,29.643977165222168,,,,,,0.025912493,0.0003,0.3800153136253357,1760,127.24766540527344,-3.021160936355591,0.2650000054389238,-0.032498381013647305,829.7031740188598,0.2,0.6970044374465942
7080,,,8464,0,87.78749418000001,4.59,177,,,,,,,,,,,
7120,5.0,82.17139148712158,,,,,,0.01917122,0.0003,0.5040017366409302,1770,175.9923095703125,-3.023801842331886,0.22750000432133674,-0.0022548351536897824,524.1017221450805,0.2,0.6966351866722107
7120,,,8526,0,87.69314051,4.62,178,,,,,,,,,,,
7160,5.0,98.26096153259277,,,,,,0.081213504,0.0003,0.4607884883880615,1780,161.77931213378906,-3.0277140110731127,0.5450000097975135,-0.02964378084347117,366.5555429339409,0.2,0.6987018585205078
7160,,,8542,0,86.05498066,4.61,179,,,,,,,,,,,
7200,5.0,59.333653688430786,,,,,,0.017280921,0.0003,0.13361817598342896,1790,337.023193359375,-3.0208227813243864,0.275000006146729,0.0015213388156553264,931.5882832050323,0.2,0.6952447891235352
7200,,,8556,0,86.54379559000004,4.64,180,,,,,,,,,,,
7240,4.0,54.4597225189209,,,,,,0.026737874,0.0003,0.5574408769607544,1800,90.79417419433594,-3.0079520106315614,0.2925000060349703,-0.004322826870556984,658.3767522811889,0.2,0.6940702199935913
7240,,,8573,0,86.40198817999999,4.65,181,,,,,,,,,,,
7280,5.0,76.02478361129761,,,,,,0.02983865,0.0003,0.2766820192337036,1810,364.6305236816406,-2.996575677394867,0.5650000113993883,0.04450466844195035,1196.11554813385,0.2,0.6919384002685547
7280,,,8590,0,87.96258103,4.68,182,,,,,,,,,,,
7320,5.0,63.81428349018097,,,,,,0.003953861,0.0003,0.4428919553756714,1820,450.1769104003906,-2.995058226585388,0.0800000011920929,0.005285205327381836,896.8283018112182,0.2,0.692479133605957
7320,,,8606,0,88.01944202000003,4.65,183,,,,,,,,,,,
7360,5.0,79.05579662322998,,,,,,0.05576123,0.0003,0.20138627290725708,1830,247.00015258789062,-2.9928914457559586,0.3600000089034438,-0.03773515502885858,1447.661708164215,0.2,0.6913810968399048
7360,,,8667,0,88.74536520999999,4.69,184,,,,,,,,,,,
7400,5.0,29.41897177696228,,,,,,0.03053555,0.0003,0.33970576524734497,1840,338.8204650878906,-2.9893421709537504,0.38000000864267347,-0.026576595372296764,722.9001650810242,0.2,0.6910907626152039
7400,,,8683,0,87.52993615999999,4.68,185,,,,,,,,,,,
7440,5.0,120.027170419693,,,,,,0.08841592,0.0003,0.35877174139022827,1850,556.0339965820312,-2.9888095527887346,0.2825000058859587,-0.005024973315266834,681.0332072496415,0.2,0.6912447810173035
7440,,,8698,0,88.85406189000001,4.64,186,,,,,,,,,,,
7480,5.0,132.6973419189453,,,,,,0.020539686,0.0003,0.27702730894088745,1860,627.9060668945312,-2.986442705988884,0.2950000060722232,-0.02430502452652945,1585.5750425338745,0.2,0.6923214793205261
7480,,,8713,0,88.73763074000003,4.61,187,,,,,,,,,,,
7520,2.0,15.197813034057617,,,,,,0.06153976,0.0003,0.2837774157524109,1870,690.0260620117188,-2.9840390205383303,0.16250000279396773,-0.004187783697416325,1039.1810438156128,0.2,0.6909999251365662
7520,,,8727,0,84.98368881999998,4.56,188,,,,,,,,,,,
7560,5.0,91.77317714691162,,,,,,0.008444138,0.0003,0.3668074607849121,1880,104.32379913330078,-2.9697834461927415,0.07500000111758709,-0.0031283617223380133,762.3164031505585,0.2,0.6875075697898865
7560,,,8743,0,86.64884336000001,4.56,189,,,,,,,,,,,
7600,5.0,101.39863872528076,,,,,,0.16063103,0.0003,0.4726685881614685,1890,223.63095092773438,-2.9513153344392777,0.3150000059977174,-0.0004862444644822994,555.8856103897094,0.2,0.6819052696228027
7600,,,8761,0,88.37854657,4.54,190,,,,,,,,,,,
7640,5.0,62.28819942474365,,,,,,0.553728,0.0003,0.04333078861236572,1900,86.17567443847656,-2.9306013703346254,0.517500008828938,0.034883527376077826,1063.4903564929962,0.2,0.6801785826683044
7640,,,8783,0,83.57775364999999,4.48,191,,,,,,,,,,,
7680,5.0,29.612658858299255,,,,,,0.023492163,0.0003,-0.1256084442138672,1910,433.25445556640625,-2.929075610637665,0.2650000059977174,-0.047880268489761874,1560.0813106536866,0.2,0.6810885667800903
7680,,,8800,0,81.76376787,4.47,192,,,,,,,,,,,
7720,3.0,11.937796950340271,,,,,,0.060201887,0.0003,0.11153936386108398,1920,475.1922607421875,-2.9309772819280626,0.39250000920146705,-0.05860636746801902,903.7654266357422,0.2,0.6804153323173523
7720,,,8820,0,75.44137016999998,4.41,193,,,,,,,,,,,
7760,3.0,1.5097973346710205,,,,,,0.04369852,0.0003,0.248124361038208,1930,180.63243103027344,-2.92720208466053,0.5225000122562051,-0.06588949919794687,559.7584784030914,0.2,0.6795474886894226
7760,,,8835,0,75.69328949000001,4.42,194,,,,,,,,,,,
7800,5.0,92.07892513275146,,,,,,0.030118704,0.0003,0.07941579818725586,1940,1532.0311279296875,-2.923228216171265,0.34500000849366186,-0.0447930849490513,2622.4681659698485,0.2,0.6796597242355347
7800,,,8849,0,77.25023738,4.45,195,,,,,,,,,,,
7840,3.0,41.30459022521973,,,,,,0.033019066,0.0003,0.4711388349533081,1950,49.55806350708008,-2.9240865409374237,0.25750000644475224,0.002301242695830297,671.4402781486511,0.2,0.679713249206543
7840,,,8867,0,75.65297535,4.45,196,,,,,,,,,,,
7880,5.0,109.32743644714355,,,,,,0.09188523,0.0003,0.01687312126159668,1960,154.7049102783203,-2.924358054995537,0.42750001009553673,-0.029490223889588378,877.555039691925,0.2,0.6781728267669678
7880,,,8884,0,74.38749573,4.39,197,,,,,,,,,,,
7920,5.0,83.34407711029053,,,,,,0.020833826,0.0003,0.11606448888778687,1970,1164.0177001953125,-2.919883316755295,0.25500000528991223,-0.01332522398846776,1545.801396369934,0.2,0.6781938076019287
7920,,,8900,0,75.09184060999999,4.41,198,,,,,,,,,,,
