time/total_timesteps,eval/mean_ep_length,eval/mean_reward,time/time_elapsed,time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,time/iterations,train/explained_variance,train/policy_gradient_loss,train/value_loss,train/learning_rate,train/entropy_loss,train/std,train/clip_fraction,train/approx_kl,train/clip_range,train/n_updates,train/loss
4040,1.0,-5.0,,,,,,-0.05780792236328125,0.0033809721489160395,9560.12409210205,0.0003,-3.9101732552051542,0.9051371812820435,0.3350000068545341,0.04890826,0.2,1000,5970.6689453125
4040,,,5156,0,3.21,133.25545002,101,,,,,,,,,,,
4080,2.0,42.9994010925293,,,,,,-0.00708925724029541,0.016389337734508447,12476.48115234375,0.0003,-3.912138804793358,0.9044990539550781,0.3275000059977174,0.035316654,0.2,1010,5858.404296875
4080,,,5176,0,3.28,146.0928477,102,,,,,,,,,,,
4120,5.0,318.5299987792969,,,,,,-0.059911251068115234,-0.02632399521709885,16255.08583984375,0.0003,-3.907589665055275,0.9031021595001221,0.24750000536441802,0.031785145,0.2,1020,10651.8076171875
4120,,,5198,0,3.29,147.59062138000002,103,,,,,,,,,,,
4160,4.0,159.58655548095703,,,,,,0.06533271074295044,-0.023534718923365294,9985.895739746094,0.0003,-3.9034609884023665,0.9018176794052124,0.36000000815838573,0.034069136,0.2,1030,2802.023681640625
4160,,,5220,0,3.18,140.24443775,104,,,,,,,,,,,
4200,5.0,322.8270378112793,,,,,,0.04304397106170654,-0.006701005262459025,10586.760775756837,0.0003,-3.9040244996547697,0.9041486978530884,0.0700000012293458,0.002863206,0.2,1040,4684.5439453125
4200,,,5240,0,3.2,146.97000534,105,,,,,,,,,,,
4240,5.0,276.7924995422363,,,,,,0.043776869773864746,-0.03201898013485334,11837.935906982422,0.0003,-3.90656800866127,0.9043573141098022,0.2700000058859587,0.019463634,0.2,1050,8795.568359375
4240,,,5297,0,3.21,150.6302609,106,,,,,,,,,,,
4280,2.0,16.827899932861328,,,,,,0.10229355096817017,-0.027623203568364264,11887.121801757812,0.0003,-3.9020872503519057,0.9013371467590332,0.2775000063702464,0.0302534,0.2,1060,3649.629150390625
4280,,,5470,0,3.24,154.85940239,107,,,,,,,,,,,
4320,5.0,362.81037521362305,,,,,,0.06787961721420288,-0.026569676336112024,11350.919320678711,0.0003,-3.8934268832206724,0.9003486633300781,0.1250000024214387,0.023428718,0.2,1070,6212.63525390625
4320,,,5596,0,3.21,158.13193136,108,,,,,,,,,,,
4360,5.0,159.44546222686768,,,,,,0.056265950202941895,-0.02472315036065993,15049.691787719727,0.0003,-3.8917996019124983,0.8999537229537964,0.3675000075250864,0.033007238,0.2,1080,4810.42431640625
4360,,,5713,0,3.31,168.46194577000003,109,,,,,,,,,,,
4400,5.0,431.3242988586426,,,,,,0.19312667846679688,-0.03810553753912245,8698.513791656495,0.0003,-3.8906097948551177,0.8993721008300781,0.3725000092759728,0.04869378,0.2,1090,2020.00341796875
4400,,,5832,0,3.31,165.90405810000001,110,,,,,,,,,,,
4440,2.0,-10.0,,,,,,0.04032087326049805,-0.018246850179421025,13831.477183532716,0.0003,-3.8904961705207826,0.9001870155334473,0.19500000327825545,0.013378108,0.2,1100,6720.05517578125
4440,,,6008,0,3.25,166.28695847999998,111,,,,,,,,,,,
4480,5.0,375.9751625061035,,,,,,0.03900575637817383,-0.010773663220170437,12911.446922302246,0.0003,-3.888814094662666,0.8990859985351562,0.1925000037997961,0.028984336,0.2,1110,3764.2998046875
4480,,,6094,0,3.24,165.92151901999998,112,,,,,,,,,,,
4520,5.0,350.9318733215332,,,,,,-0.031348347663879395,-0.029834115179473875,15700.936149597168,0.0003,-3.8853711754083635,0.8984898924827576,0.1400000022724271,0.009280614,0.2,1120,3772.176513671875
4520,,,6115,0,3.31,172.00417514,113,,,,,,,,,,,
4560,4.0,190.35113525390625,,,,,,-0.024004578590393066,-0.02816992486643357,15354.31014404297,0.0003,-3.882825142145157,0.8977038264274597,0.2075000036507845,0.014237331,0.2,1130,7404.2216796875
4560,,,6136,0,3.27,168.49180121,114,,,,,,,,,,,
4600,5.0,355.0340156555176,,,,,,0.00619429349899292,-0.03680351225790218,13021.575494384766,0.0003,-3.877460500597954,0.8953948020935059,0.2425000049173832,0.028306102,0.2,1140,4993.2236328125
4600,,,6209,0,3.42,184.67028898999996,115,,,,,,,,,,,
4640,4.0,191.40558624267578,,,,,,0.21038663387298584,-0.017830753065136352,11693.076231384277,0.0003,-3.8708155184984205,0.894493579864502,0.21750000454485416,0.027846811,0.2,1150,3558.818603515625
4640,,,6251,0,3.44,183.68035629000002,116,,,,,,,,,,,
4680,5.0,331.4206199645996,,,,,,0.07569193840026855,-0.019344121992762663,11415.770970153808,0.0003,-3.8685079157352447,0.8952797651290894,0.4400000086054206,0.08781944,0.2,1160,4678.7451171875
4680,,,6276,0,3.34,170.45652472,117,,,,,,,,,,,
4720,3.0,112.47283554077148,,,,,,0.07220184803009033,-0.05066420449729776,13328.18882446289,0.0003,-3.869026455283165,0.8934804797172546,0.37500000912696124,0.07540595,0.2,1170,6979.66064453125
4720,,,6332,0,3.33,169.73614827999998,118,,,,,,,,,,,
4760,3.0,109.0527458190918,,,,,,0.12338340282440186,-0.029380460239481182,9869.331590270996,0.0003,-3.86531762778759,0.8939728736877441,0.38500000908970833,0.042774007,0.2,1180,3378.9296875
4760,,,6352,0,3.41,177.30506368,119,,,,,,,,,,,
4800,3.0,120.96088409423828,,,,,,0.13329839706420898,0.018523968220852116,9974.671562194824,0.0003,-3.865228921175003,0.8934621810913086,0.16250000316649676,0.0057403957,0.2,1190,6441.3818359375
4800,,,6375,0,3.46,183.31132118000002,120,,,,,,,,,,,
4840,5.0,154.49348258972168,,,,,,0.08468180894851685,-0.043549953782348896,11591.07541809082,0.0003,-3.8599271804094313,0.8914694786071777,0.43250000905245545,0.08430512,0.2,1200,6429.8525390625
4840,,,6400,0,3.36,171.4837467,121,,,,,,,,,,,
4880,1.0,-5.0,,,,,,0.02452141046524048,-0.024099362796841883,10853.587438964843,0.0003,-3.852777177095413,0.8918838500976562,0.32750000804662704,0.03747992,0.2,1210,7689.935546875
4880,,,6476,0,3.36,175.32140475,122,,,,,,,,,,,
4920,5.0,392.9736442565918,,,,,,0.09617513418197632,-0.011654004237789195,11610.868998718262,0.0003,-3.8544066101312637,0.8926926851272583,0.3250000081956387,0.016509965,0.2,1220,10118.50390625
4920,,,6521,0,3.3,167.08398391000003,123,,,,,,,,,,,
4960,4.0,234.94512176513672,,,,,,0.1154751181602478,0.11201092750823591,11511.234161376953,0.0003,-3.8579068332910538,0.8964005708694458,0.48750000540167093,0.22425617,0.2,1230,4485.18701171875
4960,,,6541,0,3.25,165.56757389999999,124,,,,,,,,,,,
5000,5.0,365.48705673217773,,,,,,-0.07428717613220215,-0.0131810957507696,12663.988980102538,0.0003,-3.8585103154182434,0.8940914869308472,0.552500014193356,0.053531423,0.2,1240,10192.7021484375
5000,,,6598,0,3.24,165.68333957,125,,,,,,,,,,,
5040,3.0,72.13582420349121,,,,,,0.07318788766860962,-0.0018354010235634988,12985.429150390624,0.0003,-3.8500094443559645,0.8931329250335693,0.2850000074133277,0.007444476,0.2,1250,6072.693359375
5040,,,6617,0,3.35,174.21870551,126,,,,,,,,,,,
5080,5.0,295.355167388916,,,,,,0.2605658769607544,-0.019549755994084993,8591.315411376952,0.0003,-3.8499227672815324,0.8942152261734009,0.10500000137835741,0.011772677,0.2,1260,2627.346923828125
5080,,,6685,0,3.35,175.00461524,127,,,,,,,,,,,
5120,1.0,-5.0,,,,,,0.0012550950050354004,-0.014247613643019574,12382.452593994141,0.0003,-3.8522416830062864,0.8954113721847534,0.0875000013038516,0.009284824,0.2,1270,4475.20263671875
5120,,,6704,0,3.34,174.10064456,128,,,,,,,,,,,
5160,5.0,339.32865142822266,,,,,,-0.050598740577697754,-0.018016157947060928,17932.559017944335,0.0003,-3.851034551858902,0.8940378427505493,0.09500000178813935,0.011427619,0.2,1280,14311.6904296875
5160,,,6723,0,3.45,184.28216663,129,,,,,,,,,,,
5200,5.0,351.63207244873047,,,,,,0.1870654821395874,-0.011616316163708684,9589.899126434326,0.0003,-3.850554019212723,0.8960725665092468,0.22000000458210706,0.021580398,0.2,1290,3309.201904296875
5200,,,6742,0,3.5,190.7602191,130,,,,,,,,,,,
5240,5.0,302.4697799682617,,,,,,0.11670148372650146,-0.020921530838677427,11335.422985839843,0.0003,-3.8525242835283278,0.8951106071472168,0.33750000726431606,0.05153031,0.2,1300,6318.5634765625
5240,,,6772,0,3.32,173.42798684000002,131,,,,,,,,,,,
5280,5.0,370.0537643432617,,,,,,-0.268194317817688,-0.001893847841929519,20255.543673706055,0.0003,-3.8493012368679045,0.8943885564804077,0.18750000409781933,0.017875323,0.2,1310,9380.4140625
5280,,,6789,0,3.42,183.28659663000002,132,,,,,,,,,,,
5320,5.0,399.22481536865234,,,,,,0.04618591070175171,-0.024277175238312344,14765.442163085938,0.0003,-3.8477106034755706,0.8952922821044922,0.20750000420957804,0.033733457,0.2,1320,5539.033203125
5320,,,6832,0,3.5,192.47525337,133,,,,,,,,,,,
5360,5.0,357.34061431884766,,,,,,0.05278104543685913,-0.038873429312679945,13095.762796020508,0.0003,-3.843883663415909,0.8931254148483276,0.41000000946223736,0.050392225,0.2,1330,14864.2763671875
5360,,,6851,0,3.57,200.20484816,134,,,,,,,,,,,
5400,5.0,280.4119682312012,,,,,,0.1427043080329895,-0.031207264178374317,11870.8721244812,0.0003,-3.8397166579961777,0.8930312395095825,0.33750000689178705,0.029072229,0.2,1340,4756.7802734375
5400,,,6869,0,3.47,194.71568108,135,,,,,,,,,,,
5440,5.0,344.2666206359863,,,,,,0.14670521020889282,-0.005327772415403142,9236.902452087403,0.0003,-3.8428612530231474,0.8949238657951355,0.24500000532716512,0.017411016,0.2,1350,7063.37060546875
5440,,,6926,0,3.57,207.96899668000003,136,,,,,,,,,,,
5480,5.0,294.29699325561523,,,,,,0.13360804319381714,-0.03974193994858073,12119.579467773438,0.0003,-3.8518601655960083,0.8973139524459839,0.3200000075623393,0.042574525,0.2,1360,15664.291015625
5480,,,6943,0,3.59,208.34927464,137,,,,,,,,,,,
5520,5.0,310.88939666748047,,,,,,0.10756230354309082,-0.029939742598362497,10310.354916381835,0.0003,-3.8551769345998763,0.8973509073257446,0.2700000060722232,0.012062832,0.2,1370,5846.81005859375
5520,,,6960,0,3.65,215.34698420999996,138,,,,,,,,,,,
5560,5.0,412.2563247680664,,,,,,0.1523699164390564,-0.038054299152281604,10718.956219482421,0.0003,-3.8561302453279493,0.898134708404541,0.35250000804662707,0.029859655,0.2,1380,10481.9306640625
5560,,,6977,0,3.75,222.74116973,139,,,,,,,,,,,
5600,5.0,440.7394676208496,,,,,,0.23034530878067017,-0.011710577300909786,9205.51983947754,0.0003,-3.8540842860937117,0.8969720602035522,0.3675000073388219,0.020148017,0.2,1390,6034.39501953125
5600,,,6994,0,3.87,237.58497154,140,,,,,,,,,,,
5640,4.0,192.73453903198242,,,,,,0.020304322242736816,-0.02460407784761629,17535.514349365236,0.0003,-3.848484382033348,0.894512414932251,0.2675000047311187,0.019611146,0.2,1400,13693.6826171875
5640,,,7016,0,3.81,233.13569925,141,,,,,,,,,,,
5680,5.0,358.85839080810547,,,,,,0.04038059711456299,-0.023864721677528,13912.935855674743,0.0003,-3.8423019468784334,0.8944209814071655,0.4550000101327896,0.039334174,0.2,1410,3620.14697265625
5680,,,7083,0,3.88,238.50849465,142,,,,,,,,,,,
5720,5.0,322.5029983520508,,,,,,0.2350301742553711,-0.020314527501996048,7907.743757629394,0.0003,-3.843652954697609,0.8940385580062866,0.22750000432133674,0.017843902,0.2,1420,4369.4951171875
5720,,,7102,0,3.83,231.99117243000003,143,,,,,,,,,,,
5760,5.0,368.9189338684082,,,,,,-0.12530529499053955,-0.030499931054073403,16788.10075683594,0.0003,-3.8373533338308334,0.8915162086486816,0.33750000726431606,0.039595533,0.2,1430,9064.24609375
5760,,,7120,0,3.93,237.843951,144,,,,,,,,,,,
5800,5.0,226.22987365722656,,,,,,0.34756267070770264,-0.016617909838169,7516.8505187988285,0.0003,-3.832864573597908,0.8931673765182495,0.15500000286847354,0.008034987,0.2,1440,3139.58154296875
5800,,,7138,0,3.9,237.03482597000004,145,,,,,,,,,,,
5840,5.0,392.1881332397461,,,,,,0.060478925704956055,-0.04527066513830504,14376.13392944336,0.0003,-3.83599097430706,0.8931074142456055,0.2950000062584877,0.027524434,0.2,1450,9280.0078125
5840,,,7157,0,3.88,237.05312136999999,146,,,,,,,,,,,
5880,5.0,387.4974899291992,,,,,,0.08255785703659058,-0.0015607824285689298,18029.222549438477,0.0003,-3.8327469527721405,0.8917368650436401,0.03000000063329935,0.0045429813,0.2,1460,4366.0341796875
5880,,,7173,0,3.9,242.95387828,147,,,,,,,,,,,
5920,5.0,379.2922821044922,,,,,,0.380071759223938,0.007128263907652599,7291.558575439453,0.0003,-3.827074807882309,0.8906865119934082,0.13250000290572644,0.0105864685,0.2,1470,2152.55810546875
5920,,,7194,0,3.82,235.82193686,148,,,,,,,,,,,
5960,5.0,339.04908752441406,,,,,,-0.05618488788604736,0.04678521748108324,18714.372650146484,0.0003,-3.8227875024080276,0.8898516893386841,0.38500001057982447,0.014398124,0.2,1480,14269.599609375
5960,,,7211,0,3.86,236.33942476999997,149,,,,,,,,,,,
6000,5.0,416.364990234375,,,,,,0.29640471935272217,0.002380223638392637,8459.827774047852,0.0003,-3.811745670437813,0.8850188255310059,0.32750000767409804,0.02341419,0.2,1490,5034.654296875
6000,,,7271,0,3.86,234.37304361999998,150,,,,,,,,,,,
6040,1.0,-5.0,,,,,,0.020608961582183838,-0.027997571341111315,14863.25594482422,0.0003,-3.8002892673015594,0.8854155540466309,0.300000006519258,0.018308835,0.2,1500,1807.453857421875
6040,,,7379,0,3.76,230.35806447000002,151,,,,,,,,,,,
6080,5.0,393.9423828125,,,,,,-0.21530485153198242,-0.015208019205751955,20942.45171356201,0.0003,-3.800349625945091,0.8853304386138916,0.10250000189989805,0.031715576,0.2,1510,950.8482666015625
6080,,,7431,0,3.76,232.71184067,152,,,,,,,,,,,
6120,5.0,348.4802436828613,,,,,,0.005083322525024414,0.020696219178207687,12696.245388793945,0.0003,-3.7993221312761305,0.8848406672477722,0.4225000083446503,0.014677909,0.2,1520,5539.4443359375
6120,,,7450,0,3.74,231.24340197,153,,,,,,,,,,,
6160,3.0,121.83483123779297,,,,,,0.26158106327056885,0.006316483453338151,9478.999175262452,0.0003,-3.8007237315177917,0.8859424591064453,0.08500000163912773,0.0155993,0.2,1530,3302.618408203125
6160,,,7475,0,3.68,225.73758329,154,,,,,,,,,,,
6200,3.0,153.66231536865234,,,,,,0.05813467502593994,-0.03627404814535111,15174.478993225097,0.0003,-3.800077494978905,0.8852846026420593,0.30000000782310965,0.011342024,0.2,1540,8042.0302734375
6200,,,7493,0,3.76,232.13698983000003,155,,,,,,,,,,,
6240,5.0,420.08848571777344,,,,,,0.29063230752944946,-0.010950902730874068,7621.962211990356,0.0003,-3.797695428133011,0.8839887380599976,0.2600000059232116,0.042621825,0.2,1550,2208.63671875
6240,,,7520,0,3.67,225.57590513000002,156,,,,,,,,,,,
6280,5.0,348.46921730041504,,,,,,0.24707090854644775,0.038009482862617,11850.423736572266,0.0003,-3.797272589802742,0.8843868970870972,0.4800000086426735,0.014734732,0.2,1560,1716.8780517578125
6280,,,7541,0,3.64,227.72225726,157,,,,,,,,,,,
6320,5.0,403.7964859008789,,,,,,0.15643280744552612,-0.02754391868940729,13676.758432006836,0.0003,-3.7961667865514754,0.8841134905815125,0.12500000260770322,0.016043598,0.2,1570,2471.304931640625
6320,,,7559,0,3.74,237.33435636,158,,,,,,,,,,,
6360,5.0,500.31341552734375,,,,,,0.31294000148773193,-0.035522048217608224,8892.612422180177,0.0003,-3.791582080721855,0.8806676268577576,0.3975000087171793,0.06454854,0.2,1580,5296.0302734375
6360,,,7614,0,3.8,242.97857919999998,159,,,,,,,,,,,
6400,5.0,410.5081253051758,,,,,,0.28200602531433105,-0.0007914360476388715,7577.540769958496,0.0003,-3.7791038304567337,0.8764599561691284,0.16500000301748513,0.013427211,0.2,1590,1630.9437255859375
6400,,,7635,0,3.96,259.05013856,160,,,,,,,,,,,
6440,5.0,229.39541244506836,,,,,,0.2906039357185364,-0.01313825387504039,8175.014422607422,0.0003,-3.77215781211853,0.8760719299316406,0.43500001039355995,0.024576299,0.2,1600,2872.62939453125
6440,,,7682,0,3.99,262.51325683999994,161,,,,,,,,,,,
6480,5.0,346.96678924560547,,,,,,-0.12545466423034668,-0.02684640436928105,17418.785305786132,0.0003,-3.7726167261600496,0.8767914772033691,0.13250000234693288,0.017871037,0.2,1610,12049.3173828125
6480,,,7703,0,4.04,265.90992639999996,162,,,,,,,,,,,
6520,5.0,409.15047454833984,,,,,,0.16718518733978271,-0.03914294542293646,10288.953696441651,0.0003,-3.773070767521858,0.8769135475158691,0.43250000979751346,0.018897805,0.2,1620,3799.97900390625
6520,,,7766,0,4.05,265.23807998,163,,,,,,,,,,,
6560,5.0,407.83717346191406,,,,,,0.3811849355697632,-0.025640764011332064,8054.200035095215,0.0003,-3.766636314988136,0.8720061182975769,0.24000000525265933,0.017991805,0.2,1630,492.4879455566406
6560,,,7785,0,4.01,261.33574368999996,164,,,,,,,,,,,
6600,5.0,450.0431900024414,,,,,,-0.12539827823638916,-0.001158727473666632,17659.856991577148,0.0003,-3.75605326294899,0.8715661764144897,0.18250000439584255,0.006006253,0.2,1640,11672.396484375
6600,,,7806,0,4.03,264.08790367999995,165,,,,,,,,,,,
6640,2.0,67.30399322509766,,,,,,0.1656133532524109,0.01579347710896397,9328.925825500488,0.0003,-3.7423915028572083,0.8645281791687012,0.5275000106543303,0.025609545,0.2,1650,11548.205078125
6640,,,7822,0,4.15,274.12351848000003,166,,,,,,,,,,,
6680,5.0,296.7586097717285,,,,,,0.4283292293548584,-0.005793625427540983,7026.961276245117,0.0003,-3.7242094963788985,0.8616074323654175,0.26500000562518833,0.011164675,0.2,1660,1923.6778564453125
6680,,,7840,0,4.13,271.99529270000005,167,,,,,,,,,,,
6720,5.0,428.6662826538086,,,,,,-0.03662693500518799,-0.011781017708658493,19163.838897705078,0.0003,-3.713774761557579,0.8590794801712036,0.08000000137835742,0.0071500973,0.2,1670,3135.10888671875
6720,,,7858,0,4.13,269.89827389000004,168,,,,,,,,,,,
6760,5.0,421.33341217041016,,,,,,0.44746559858322144,-0.024192469680238027,7229.392085266113,0.0003,-3.705778533220291,0.8571259379386902,0.31500000786036253,0.017994575,0.2,1680,3830.808837890625
6760,,,7896,0,4.14,274.71345706,169,,,,,,,,,,,
6800,5.0,413.6228485107422,,,,,,0.2806156873703003,-0.01431016300302872,11946.002366638184,0.0003,-3.7046949476003648,0.8603248000144958,0.3175000077113509,0.009234011,0.2,1690,3778.8828125
6800,,,7913,0,4.16,276.02920221999995,170,,,,,,,,,,,
6840,5.0,372.6543655395508,,,,,,0.3316326141357422,-0.03207457460433942,9833.42846069336,0.0003,-3.709601718187332,0.8608831167221069,0.2000000037252903,0.018613862,0.2,1700,7852.99169921875
6840,,,7928,0,4.23,281.38000568,171,,,,,,,,,,,
6880,5.0,340.9411964416504,,,,,,0.5109824240207672,0.01438714375199197,6266.478537750244,0.0003,-3.7016345411539078,0.8576812744140625,0.2675000064074993,0.027337022,0.2,1710,2724.78857421875
6880,,,7987,0,4.35,296.38356165000005,172,,,,,,,,,,,
6920,5.0,245.27385711669922,,,,,,0.6544865071773529,-0.02030229362714635,4835.805941772461,0.0003,-3.692077946662903,0.8572806715965271,0.13000000230967998,0.015403362,0.2,1720,1590.6539306640625
6920,,,8015,0,4.34,297.06205489999996,173,,,,,,,,,,,
6960,5.0,334.1305503845215,,,,,,-0.03135514259338379,-0.025920470994969948,17392.440625,0.0003,-3.6864406913518906,0.8559873104095459,0.30250000711530445,0.028625134,0.2,1730,13357.568359375
6960,,,8032,0,4.34,299.41503454,174,,,,,,,,,,,
7000,5.0,435.3786849975586,,,,,,0.3264586925506592,-0.01881566655720235,9758.564234924317,0.0003,-3.680302080512047,0.8535730838775635,0.24750000592321159,0.028056873,0.2,1740,3942.68212890625
7000,,,8048,0,4.43,308.98277234,175,,,,,,,,,,,
7040,5.0,322.4494094848633,,,,,,0.03747659921646118,-0.012190908065385874,14526.005067443848,0.0003,-3.6791445523500443,0.8556747436523438,0.1650000035762787,0.013942311,0.2,1750,12438.607421875
7040,,,8068,0,4.45,310.07718989,176,,,,,,,,,,,
7080,4.0,195.63451385498047,,,,,,0.07686758041381836,-0.00958207473842776,12578.352229309083,0.0003,-3.6803731650114058,0.8549155592918396,0.1575000025331974,0.016265374,0.2,1760,1381.1690673828125
7080,,,8085,0,4.4,306.73631789,177,,,,,,,,,,,
7120,5.0,410.4172554016113,,,,,,0.30735552310943604,-0.018164980507572183,9212.386764526367,0.0003,-3.6801450192928313,0.8567175269126892,0.20500000417232514,0.027937427,0.2,1770,3781.0791015625
7120,,,8103,0,4.53,319.52620417,178,,,,,,,,,,,
7160,5.0,215.881103515625,,,,,,0.30322831869125366,0.05637496046765591,8864.644830322266,0.0003,-3.6799344033002854,0.8538529872894287,0.4450000083073974,0.7835527,0.2,1780,3489.341552734375
7160,,,8121,0,4.43,305.5111977,179,,,,,,,,,,,
7200,5.0,274.75628662109375,,,,,,0.3605426549911499,-0.030479221587156647,13820.542837524414,0.0003,-3.6745749682188036,0.8536422252655029,0.17750000357627868,0.027893776,0.2,1790,4279.66259765625
7200,,,8139,0,4.51,305.91597273,180,,,,,,,,,,,
7240,4.0,227.0048828125,,,,,,0.5567137002944946,-0.04678725435922389,4297.6174591064455,0.0003,-3.6671972304582594,0.8486061096191406,0.4275000087916851,0.07454148,0.2,1800,439.97149658203125
7240,,,8158,0,4.48,300.91835835000006,181,,,,,,,,,,,
7280,5.0,197.71173477172852,,,,,,0.35500162839889526,-0.00542410704998475,7577.994860839844,0.0003,-3.6530867606401443,0.846086859703064,0.14750000275671482,0.012175629,0.2,1810,4627.18212890625
7280,,,8178,0,4.49,296.7187061,182,,,,,,,,,,,
7320,5.0,239.1538543701172,,,,,,0.526499480009079,0.030988609081323393,4844.559801864624,0.0003,-3.6529953122138976,0.8479700088500977,0.6475000059232116,0.021056412,0.2,1820,3726.502685546875
7320,,,8196,0,4.34,279.41522647000005,183,,,,,,,,,,,
7360,3.0,69.53095626831055,,,,,,0.22091466188430786,-0.009751915805063627,12073.075061035157,0.0003,-3.6479114055633546,0.8445366621017456,0.15500000342726708,0.0106835235,0.2,1830,1902.5418701171875
7360,,,8213,0,4.38,279.46543562,184,,,,,,,,,,,
7400,5.0,299.0433769226074,,,,,,0.42824894189834595,-0.014309558637323794,5383.60407409668,0.0003,-3.638416513800621,0.8471273183822632,0.34000000823289156,0.017464625,0.2,1840,2885.064453125
7400,,,8230,0,4.41,276.10931174,185,,,,,,,,,,,
7440,5.0,245.30521392822266,,,,,,0.5247704386711121,-0.0249429416780913,5122.483517456055,0.0003,-3.6412832707166674,0.846852719783783,0.3325000064447522,0.04980595,0.2,1850,3302.8173828125
7440,,,8245,0,4.44,281.21502003,186,,,,,,,,,,,
7480,5.0,423.4452438354492,,,,,,0.45572924613952637,-0.007584152467825333,8656.714303588868,0.0003,-3.637140193581581,0.8442134261131287,0.3000000067055225,0.038223777,0.2,1860,3792.4775390625
7480,,,8261,0,4.47,283.90010362000004,187,,,,,,,,,,,
7520,5.0,316.5587577819824,,,,,,0.30768686532974243,-0.012540611379808997,8203.730442810058,0.0003,-3.628814271092415,0.8435313701629639,0.25500000547617674,0.022704192,0.2,1870,557.7289428710938
7520,,,8282,0,4.43,278.41533202999995,188,,,,,,,,,,,
7560,5.0,249.8692169189453,,,,,,0.119357168674469,0.039413353358395395,14779.498501586913,0.0003,-3.6328086733818052,0.8467426300048828,0.5625000104308129,0.0391744,0.2,1880,6525.08544921875
7560,,,8299,0,4.47,280.96831898000005,189,,,,,,,,,,,
7600,5.0,370.07969665527344,,,,,,0.43451905250549316,-0.03164551420719364,6719.528837585449,0.0003,-3.633181059360504,0.8461233973503113,0.34500000830739735,0.018135982,0.2,1890,1884.1485595703125
7600,,,8316,0,4.55,295.48776061,190,,,,,,,,,,,
7640,5.0,439.70399475097656,,,,,,0.5491802096366882,-0.01178177972597041,6715.6427001953125,0.0003,-3.631316375732422,0.8464540243148804,0.22500000502914191,0.046834487,0.2,1900,1702.4766845703125
7640,,,8337,0,4.57,303.49358635000004,191,,,,,,,,,,,
7680,5.0,435.06763076782227,,,,,,0.5557958781719208,-0.021399256012664413,7019.000351715088,0.0003,-3.6293967187404634,0.8458332419395447,0.20000000428408385,0.010629877,0.2,1910,7967.00244140625
7680,,,8353,0,4.58,309.53267199000004,192,,,,,,,,,,,
7720,5.0,377.2482452392578,,,,,,0.42764848470687866,0.004216776560315339,7870.542012023926,0.0003,-3.622194144129753,0.8433837890625,0.09250000175088643,0.003306699,0.2,1920,1584.051025390625
7720,,,8368,0,4.56,315.55866010000005,193,,,,,,,,,,,
7760,5.0,411.99163818359375,,,,,,0.32117700576782227,0.0010579969759783037,10229.466409301758,0.0003,-3.6119992256164553,0.8410792350769043,0.18500000350177287,0.015003333,0.2,1930,2144.6943359375
7760,,,8425,0,4.65,326.05238854000004,194,,,,,,,,,,,
7800,5.0,198.772855758667,,,,,,0.46975094079971313,0.0028465927421348347,5684.05283241272,0.0003,-3.6040266185998915,0.8390325903892517,0.4375000100582838,0.026251176,0.2,1940,3837.632568359375
7800,,,8485,0,4.71,336.24723252,195,,,,,,,,,,,
7840,5.0,326.540340423584,,,,,,0.3652907609939575,0.01028344468766591,8240.600259399414,0.0003,-3.597769868373871,0.8387895822525024,0.37250000759959223,0.09367256,0.2,1950,4386.5576171875
7840,,,8502,0,4.74,344.03106696,196,,,,,,,,,,,
7880,5.0,369.4403953552246,,,,,,0.5999594926834106,-0.015441635714050795,4563.5300239562985,0.0003,-3.5965347051620484,0.8383786678314209,0.4075000101700425,0.017252117,0.2,1960,2005.6519775390625
7880,,,8517,0,4.74,349.09619391,197,,,,,,,,,,,
7920,5.0,406.7760887145996,,,,,,0.4880412817001343,0.05770827068816289,7436.985256958008,0.0003,-3.6029017895460127,0.8410491943359375,0.41500000916421415,0.07469325,0.2,1970,2401.392578125
7920,,,8534,0,4.73,348.3556759599999,198,,,,,,,,,,,
7960,5.0,451.5923767089844,,,,,,0.45741069316864014,-0.03304973877355222,7794.950076293945,0.0003,-3.6058232605457308,0.8404530882835388,0.342500008456409,0.026621267,0.2,1980,3100.160888671875
7960,,,8574,0,4.73,348.77000611000005,199,,,,,,,,,,,
8000,1.0,-5.0,,,,,,0.1577296257019043,-0.002931915896460846,13187.914605712891,0.0003,-3.5976279973983765,0.8376039862632751,0.20000000428408385,0.049243588,0.2,1990,6046.81298828125
8000,,,8637,0,4.59,333.08375357,200,,,,,,,,,,,
