rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/episodes,time/total_timesteps,time/fps,eval/mean_reward,eval/mean_ep_length,train/critic_loss,train/learning_rate,train/actor_loss,train/n_updates
2.52,6938,-10.40727286,1844,5037,0,,,53.76612854,0.001,8.257468224,4933
,,,,5040,,-5,1,1208.828125,0.001,6.756462097,4940
2.36,6944,-9.60727286,1848,5041,0,,,46.83856964,0.001,,4941
2.24,6947,-9.00727286,1852,5045,0,,,63.20676422,0.001,7.125626564,4945
2.09,7003,-8.25727286,1856,5049,0,,,37.78351593,0.001,6.426421642,4949
1.99,7005,-7.75727286,1860,5053,0,,,1184.309082,0.001,6.766554356,4953
1.91,7008,-7.35727286,1864,5057,0,,,1.775460362,0.001,6.216070652,4957
1.82,7068,-6.90727286,1868,5061,0,,,6.912801743,0.001,6.39916563,4961
1.72,7072,-6.14156293,1872,5067,0,,,0.743235886,0.001,5.270336866,4967
1.6,7076,-5.54156293,1876,5072,0,,,6.133392811,0.001,5.601655006,4972
1.57,7080,-5.39156293,1880,5076,0,,,28.14736938,0.001,4.743775845,4976
,,,,5080,,-5,1,26.75255203,0.001,4.659183502,4980
1.41,7086,-5.5344593,1884,5080,0,,,,,,
1.37,7090,-5.3344593,1888,5085,0,,,316.1002197,0.001,5.746751785,4984
1.38,7093,-5.3844593,1892,5091,0,,,1.357300321,0.001,4.839570999,4991
1.38,7097,-5.3844593,1896,5095,0,,,25.49902534,0.001,5.343467236,4995
1.35,7100,-5.2344593,1900,5099,0,,,24.82243347,0.001,5.301949501,4999
1.34,7104,-5.1844593,1904,5103,0,,,48.41581726,0.001,5.204444408,5003
1.36,7108,-5.02522957,1908,5109,0,,,283.844574,0.001,5.983542442,5009
1.39,7216,-5.17522957,1912,5116,0,,,76.6253742,0.001,5.902122974,5016
,,,,5120,,-5,1,120.6284866,0.001,5.874616146,5020
1.36,7224,-5.02522957,1916,5121,0,,,3.69452095,0.001,,5021
1.26,7227,-4.5712433,1920,5127,0,,,13.8259989,0.001,6.290493965,5027
1.26,7230,-4.5712433,1924,5131,0,,,23.25966644,0.001,5.698951244,5031
1.24,7235,-4.4712433,1928,5137,0,,,11.74021423,0.001,5.801510811,5036
1.26,7239,-4.5712433,1932,5143,0,,,38.62969549,0.001,5.800229549,5043
1.25,7243,-5.14644093,1936,5150,0,,,37.98936844,0.001,6.204750299,5049
1.26,7248,-5.19644093,1940,5155,0,,,19.63078308,0.001,6.557740211,5055
,,,,5160,,-10,2,23.85531616,0.001,7.406373501,5060
1.24,7257,-5.67506034,1944,5161,0,,,,,,
1.26,7261,-5.49073106,1948,5167,0,,,37.32533264,0.001,6.96955204,5067
1.29,7265,-5.64073106,1952,5174,0,,,19.3878212,0.001,6.649757385,5072
1.29,7267,-5.64073106,1956,5178,0,,,54.3616066,0.001,7.006199837,5078
1.29,7270,-5.64073106,1960,5182,0,,,33.18540192,0.001,7.133421421,5082
1.36,7387,-5.48342099,1964,5193,0,,,130.4291359,0.001,6.599709272,5093
,,,,5200,,-15,3,45.13920975,0.001,7.184658051,5098
1.41,7397,-5.46349566,1968,5202,0,,,44.92447281,0.001,6.837971687,5101
1.41,7400,-5.63456907,1972,5208,0,,,35.89032364,0.001,7.080358982,5108
1.41,7403,-5.63456907,1976,5213,0,,,58.69296646,0.001,7.107712746,5113
1.43,7409,-5.38666383,1980,5219,0,,,111.1061172,0.001,7.442657471,5119
1.45,7413,-5.21119994,1984,5225,0,,,135.94104,0.001,7.480813026,5125
1.48,7418,-5.17052552,1988,5233,0,,,230.5698547,0.001,6.932804267,5133
,,,,5240,,-5,1,60.41911316,0.001,6.936076641,5140
1.49,7426,-4.9833399,1992,5240,0,,,,,,
1.51,7431,-5.02071871,1996,5246,0,,,55.49337594,0.001,6.665908813,5146
1.51,7434,-5.02071871,2000,5250,0,,,18.53898239,0.001,6.911216259,5150
1.51,7436,-5.02071871,2004,5254,0,,,48.65664673,0.001,5.438500881,5154
1.49,7439,-5.17994844,2008,5258,0,,,43.22494507,0.001,6.963684082,5158
1.5,7443,-4.83917329,2012,5266,0,,,29.53490448,0.001,5.532191753,5164
1.51,7448,-4.5373492,2016,5272,0,,,5.135369301,0.001,6.630836487,5170
,,,,5280,,-5,1,125.3505675,0.001,4.526403308,5180
1.53,7456,-4.04891287,2020,5280,0,,,,,,
1.55,7461,-3.76592047,2024,5286,0,,,236.5390015,0.001,3.478075504,5186
1.53,7465,-3.66592047,2028,5290,0,,,0.589158535,0.001,5.21120739,5190
1.53,7468,-3.45470705,2032,5296,0,,,41.05853271,0.001,5.18554163,5196
1.5,7471,-3.30470705,2036,5300,0,,,240.9489136,0.001,3.642218113,5200
1.53,7476,-3.07432362,2040,5308,0,,,292.0046692,0.001,4.264536381,5206
1.53,7479,-2.91918873,2044,5314,0,,,21.16462362,0.001,5.426534176,5214
,,,,5320,,-6.049983025,3,23.26617432,0.001,3.018322706,5220
1.54,7490,-3.16395955,2048,5321,0,,,,,,
1.51,7528,-3.01395955,2052,5325,0,,,24.65781212,0.001,2.788025856,5225
1.55,7531,-2.99573277,2056,5333,0,,,11.60239029,0.001,6.558546543,5231
1.61,7537,-3.25945123,2060,5343,0,,,63.862854,0.001,6.951681614,5241
1.58,7589,-3.48531888,2064,5351,0,,,56.60044861,0.001,5.233327389,5251
1.53,7592,-3.50524421,2068,5355,0,,,45.08890915,0.001,6.349816799,5255
,,,,5360,,-3.901265144,3,31.48738511,0.001,5.152781129,5260
1.55,7601,-3.50517432,2072,5363,0,,,53.44458389,0.001,4.648068428,5263
1.54,7606,-3.45517432,2076,5367,0,,,78.75325012,0.001,5.027823448,5267
1.54,7610,-3.75423034,2080,5373,0,,,22.80254364,0.001,5.120257854,5271
1.54,7692,-3.83330317,2084,5379,0,,,73.75932312,0.001,7.048648357,5277
1.5,7694,-3.82397759,2088,5383,0,,,18.43784714,0.001,6.83453846,5283
1.47,7697,-3.91116321,2092,5387,0,,,8.122221947,0.001,5.915755749,5287
1.51,7702,-3.48764048,2096,5397,0,,,27.82987086,0.001,6.673230648,5293
,,,,5400,,-25,5,358.5187674,0.001,6.255795638,5298
1.64,7715,-4.13764048,2100,5414,0,,,75.59851456,0.001,5.483810902,5313
1.8,7720,-4.93764048,2104,5434,0,,,49.80419922,0.001,12.08174515,5330
,,,,5440,,-25,5,38.10560188,0.001,13.23134708,5340
1.96,7732,-5.73764048,2108,5454,0,,,23.51081808,0.001,13.34708468,5350
2.08,7737,-6.70693949,2112,5474,0,,,38.63679595,0.001,12.56809648,5370
,,,,5480,,-25,5,43.28960495,0.001,12.6027867,5380
2.22,7750,-7.75876358,2116,5494,0,,,59.26229248,0.001,11.55016295,5390
2.26,7757,-8.54719991,2120,5506,0,,,52.21784973,0.001,11.86303806,5406
,,,,5520,,-25,5,44.71835995,0.001,12.06534529,5417
2.4,7769,-9.63019231,2124,5526,0,,,39.77919769,0.001,12.67305533,5422
2.52,7777,-10.16900677,2128,5542,0,,,48.94986763,0.001,11.97983646,5442
2.62,7781,-10.88022019,2132,5558,0,,,52.61018372,0.001,11.13255946,5454
,,,,5560,,-5,1,52.50506973,0.001,11.42543507,5460
2.62,7787,-10.88022019,2136,5562,0,,,56.41739655,0.001,10.01723194,5462
2.6,7790,-10.29048106,2140,5568,0,,,58.75748698,0.001,10.81226397,5468
2.59,7793,-10.39561595,2144,5573,0,,,35.58258057,0.001,11.28563976,5473
2.59,7797,-10.46684546,2148,5580,0,,,38.66585859,0.001,10.1899519,5479
2.59,7799,-10.46684546,2152,5584,0,,,32.74891281,0.001,8.404748917,5484
2.58,7803,-10.63507224,2156,5591,0,,,73.82711792,0.001,6.945500374,5491
2.52,7807,-10.37135378,2160,5595,0,,,42.85864258,0.001,6.199331284,5495
2.48,7810,-10.3027962,2164,5599,0,,,0.647905946,0.001,6.207593441,5499
,,,,5600,,-5,1,1.186953187,0.001,5.500542641,5500
2.49,7816,-10.3527962,2168,5604,0,,,16.04123497,0.001,3.773754835,5504
2.45,7821,-10.34750261,2172,5608,0,,,59.50378418,0.001,3.190882921,5508
2.47,7824,-10.44750261,2176,5614,0,,,13.48019028,0.001,3.077262163,5514
2.45,7828,-10.39635183,2180,5618,0,,,3.023339272,0.001,4.520311832,5518
2.43,7864,-10.49274289,2184,5622,0,,,82.39964294,0.001,4.491269588,5522
2.43,7866,-10.49274289,2188,5626,0,,,7.096126556,0.001,5.706519127,5526
2.43,7870,-10.49274289,2192,5630,0,,,2.712430954,0.001,5.885275364,5530
,,,,5640,,-15,3,486.7473981,0.001,5.622173786,5540
2.44,7879,-9.71645115,2196,5641,0,,,,,,
2.37,7884,-7.56154878,2200,5651,0,,,2092.023285,0.001,1.034471989,5551
2.25,7888,-6.30704026,2204,5659,0,,,234.3373337,0.001,-1.091322422,5559
2.09,7892,-5.50704026,2208,5663,0,,,115.0378723,0.001,-1.665646195,5563
1.93,7896,-4.7285164,2212,5667,0,,,83.33464813,0.001,-2.157705784,5567
1.77,7901,-3.9285164,2216,5671,0,,,2799.350586,0.001,-1.835898638,5571
