time/fps,time/iterations,time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,train/entropy_loss,train/clip_range,train/learning_rate,train/policy_gradient_loss,train/explained_variance,train/clip_fraction,train/n_updates,train/approx_kl,train/value_loss,train/loss,train/std
0,11,440,39.918934140000005,900,2.97,-4.23015267252922,0.2,0.0003,0.0005485044289343932,-0.043425679206848145,0.0725000012665987,100,0.009655879,1706.2431104660034,341.11981201171875,0.9911552667617798
0,12,480,40.140756700000004,982,2.99,-4.227573990821838,0.2,0.0003,-0.012752348455869655,-0.03536641597747803,0.07250000108033419,110,0.008120833,1962.5760856628417,2712.98046875,0.9898549318313599
0,13,520,39.382085540000006,996,2.99,-4.223137950897216,0.2,0.0003,-0.006687040733957017,-0.008122920989990234,0.17500000428408385,120,0.019494481,1143.1422760486603,454.42083740234375,0.9879957437515259
0,14,560,44.665024110000004,1011,3.07,-4.216982144117355,0.2,0.0003,-0.004470692667600818,-0.03260600566864014,0.0,130,0.004974924,4072.695390319824,400.7125244140625,0.986174464225769
0,15,600,41.37143184000001,1100,2.96,-4.213127774000168,0.2,0.0003,-0.02113627523554893,-0.014438152313232422,0.06250000111758709,140,0.012289238,4580.304565811157,1692.40576171875,0.9852601289749146
0,16,640,43.70717254,1210,3.0,-4.210839420557022,0.2,0.0003,-0.033968316789250816,0.004979431629180908,0.15500000286847354,150,0.019285396,5714.416757202149,411.83428955078125,0.9847912788391113
0,17,680,43.168979799999995,1555,2.92,-4.208435833454132,0.2,0.0003,-0.030473395533845184,-0.04426610469818115,0.18250000346451997,160,0.024893874,1654.184070968628,1317.8328857421875,0.9833239316940308
0,18,720,41.42296154,2072,2.78,-4.203039318323135,0.2,0.0003,-0.010958085698657671,-0.03678536415100098,0.182500003837049,170,0.03552522,1589.496494293213,1971.8194580078125,0.9815247058868408
0,19,760,36.11983401999999,2151,2.52,-4.201694667339325,0.2,0.0003,-0.0124184012593469,-0.010316967964172363,0.08750000149011612,180,0.01322367,1302.883939933777,270.0592346191406,0.982581377029419
0,20,800,33.13478968,2195,2.38,-4.201015383005142,0.2,0.0003,-0.006267377600306645,0.03208935260772705,0.11750000193715096,190,0.009990063,2960.645078277588,1623.8013916015625,0.9808921813964844
0,21,840,39.53844726,2342,2.48,-4.1953269302845,0.2,0.0003,-0.025129066185036207,-0.08410656452178955,0.43500001169741154,200,0.061475564,1146.6173969268798,463.7839660644531,0.9795372486114502
0,22,880,43.59984496000001,2358,2.52,-4.193085390329361,0.2,0.0003,0.001456492956167499,-0.02628028392791748,0.0,210,0.0023722127,9185.54178314209,6211.8955078125,0.9792989492416382
0,23,920,49.77619004000001,2372,2.61,-4.191314572095871,0.2,0.0003,-0.010874324067408448,-0.04881298542022705,0.15500000305473804,220,0.014182415,5148.699363708496,1833.038818359375,0.978385329246521
0,24,960,55.54195232,2386,2.65,-4.18908309340477,0.2,0.0003,-0.00230359756242251,-0.014296770095825195,0.002500000037252903,230,0.0028603435,9429.665465545655,3264.47998046875,0.9778928756713867
0,25,1000,65.74995552000001,2397,2.81,-4.188140851259232,0.2,0.0003,-0.015300122995668065,-0.002996087074279785,0.057500000856816766,240,0.012169196,4830.801320266723,1454.169189453125,0.9778763651847839
0,26,1040,74.11000269,2578,2.9,-4.187856268882752,0.2,0.0003,-0.005197961683588803,-0.05171382427215576,0.012500000186264515,250,0.003510408,10174.765829467773,2429.608154296875,0.9775611758232117
0,27,1080,76.61723885,2592,2.99,-4.1863012433052065,0.2,0.0003,-0.005841421814111525,-0.014857888221740723,0.05000000093132258,260,0.013051191,7347.094905090332,6136.59521484375,0.9768356084823608
0,28,1120,81.21726181,2681,3.04,-4.18512150645256,0.2,0.0003,-0.0050525732776350194,-0.022566556930541992,0.11250000223517417,270,0.011677987,4618.941760253906,928.121826171875,0.9767407774925232
0,29,1160,74.62076449,2701,2.93,-4.182661533355713,0.2,0.0003,-0.0014919887404175824,0.0033423304557800293,0.015000000223517418,280,0.0058491738,8229.43935546875,2260.2216796875,0.9758355617523193
0,30,1200,70.38974898000001,2722,2.89,-4.181829410791397,0.2,0.0003,-0.01367047801222725,-0.011929154396057129,0.05000000093132258,290,0.013634063,3792.6927223205566,4343.265625,0.9753478765487671
0,31,1240,68.09316751,2740,2.81,-4.182547533512116,0.2,0.0003,-0.009091546650161032,0.00046885013580322266,0.05500000081956387,300,0.009811428,5100.816909790039,1867.972412109375,0.9761055707931519
0,32,1280,62.655163679999994,2759,2.74,-4.1802549958229065,0.2,0.0003,-0.015540187179321952,-0.03525567054748535,0.1675000037997961,310,0.018527849,2438.7157550811767,680.8314208984375,0.9740667343139648
0,33,1320,59.569362770000005,2778,2.76,-4.173389393091202,0.2,0.0003,-0.014678081978818236,-0.0374218225479126,0.16250000279396773,320,0.019800887,5881.661870956421,1872.7506103515625,0.9718968868255615
0,34,1360,54.721095070000004,2798,2.67,-4.1654083847999575,0.2,0.0003,-0.004072852684257669,0.013764739036560059,0.10750000197440386,330,0.012817441,1858.7973602294921,1083.8648681640625,0.9688868522644043
0,35,1400,56.833024050000006,2817,2.71,-4.155873858928681,0.2,0.0003,0.007314877612952841,-0.0565185546875,0.07500000111758709,340,0.011691384,2406.886724090576,768.3749389648438,0.9662966728210449
0,36,1440,62.93822357,2834,2.81,-4.150468331575394,0.2,0.0003,-0.027582024409302887,-0.0393601655960083,0.24250000584870576,350,0.025443511,10861.515949249268,723.9927978515625,0.9655503630638123
0,37,1480,66.43153593,2904,2.87,-4.147220945358276,0.2,0.0003,0.004125947227894366,0.020521163940429688,0.007500000111758709,360,0.004398012,7296.24608001709,4505.9775390625,0.9640120267868042
0,38,1520,75.86377159000001,2970,3.03,-4.144751250743866,0.2,0.0003,-0.024923279662943963,-0.014191865921020508,0.10750000216066838,370,0.011502573,8675.237557983399,1865.0838623046875,0.9640117883682251
0,39,1560,74.54883957999999,3037,2.97,-4.143995440006256,0.2,0.0003,-0.02813259269005357,0.009568333625793457,0.08750000149011612,380,0.014622536,10069.132997131348,7735.89404296875,0.9631627798080444
0,40,1600,78.63608806,3105,3.01,-4.139745134115219,0.2,0.0003,-0.023307975121715563,-0.01598978042602539,0.09500000160187483,390,0.01763833,7971.025088500976,4634.81005859375,0.9615806341171265
0,41,1640,80.74674513,3122,3.07,-4.139155113697052,0.2,0.0003,-0.012012415241406416,-0.10843908786773682,0.09250000193715095,400,0.011684032,5022.149153137207,2737.633056640625,0.9634439945220947
0,42,1680,80.97157978999999,3139,3.06,-4.143105840682983,0.2,0.0003,-0.03556479413906346,0.016207516193389893,0.21000000461935997,410,0.017814772,2353.399018859863,437.8177490234375,0.9635765552520752
0,43,1720,80.21931928999999,3154,3.01,-4.141651463508606,0.2,0.0003,-0.012558807028472074,-0.017632246017456055,0.06250000111758709,420,0.010711788,5392.182879638672,2299.33203125,0.9623571634292603
0,44,1760,72.48175574,3275,2.98,-4.134237068891525,0.2,0.0003,-0.033245155707554555,0.0490269660949707,0.10000000149011612,430,0.01239079,10883.835513305665,4932.5791015625,0.9593023061752319
0,45,1800,67.30879313,3292,2.86,-4.129380023479461,0.2,0.0003,-0.011872446202014542,0.05719476938247681,0.14500000290572643,440,0.010918248,3535.9951988220214,738.7259521484375,0.9588465690612793
0,46,1840,71.24538372,3308,2.96,-4.128467988967896,0.2,0.0003,-0.01888761512836936,-0.007471442222595215,0.22000000532716513,450,0.013575789,2763.8479187011717,885.6529541015625,0.9587745070457458
0,47,1880,75.28163863,3322,3.0,-4.12624403834343,0.2,0.0003,-0.027422495221471756,0.03886282444000244,0.1975000048056245,460,0.032003574,10051.423631858826,5512.28564453125,0.9581977128982544
0,48,1920,77.63437397000001,3336,3.06,-4.124656176567077,0.2,0.0003,-0.012834548122445999,0.09013664722442627,0.04750000089406967,470,0.010611934,5502.949417114258,2224.2490234375,0.9577137231826782
0,49,1960,78.21783604,3352,2.97,-4.122737920284271,0.2,0.0003,0.0014372408720737528,-0.09194421768188477,0.0675000011920929,480,0.01756763,5653.791778564453,2938.44921875,0.9570173025131226
0,50,2000,90.71038605,3529,3.12,-4.118537193536758,0.2,0.0003,-0.010750483893207274,0.016591191291809082,0.1600000038743019,490,0.013769356,6199.227437591553,4460.1982421875,0.9551591277122498
0,51,2040,87.08008705,3780,2.99,-4.11458335518837,0.2,0.0003,-0.010247868996229958,0.03503376245498657,0.1525000026449561,500,0.018617945,11203.832272338866,3044.99609375,0.9546612501144409
0,52,2080,92.34711971,3794,2.99,-4.113444584608078,0.2,0.0003,-0.006762710557959517,0.05133867263793945,0.022500000335276125,510,0.0049209804,8729.735406494141,4642.66796875,0.9545973539352417
0,53,2120,96.5655557,4134,3.0,-4.111005932092667,0.2,0.0003,-0.008242013593408037,0.09478163719177246,0.12500000223517418,520,0.019664142,7525.397442626953,3403.427001953125,0.9530768394470215
0,54,2160,95.49338778,4162,2.98,-4.106207877397537,0.2,0.0003,-0.016017341288179533,0.056223392486572266,0.11000000182539224,530,0.01602929,9960.22080078125,4804.130859375,0.9518947601318359
0,55,2200,89.18173689,4235,2.94,-4.103205388784408,0.2,0.0003,-0.018235008837223177,-0.0046460628509521484,0.13750000316649674,540,0.02196851,8743.047909545898,3228.224853515625,0.9509360194206238
0,56,2240,96.29572514,4257,2.99,-4.101890283823013,0.2,0.0003,-0.021237355596240383,-0.006775379180908203,0.10500000175088645,550,0.009135048,6971.769718933106,5841.31787109375,0.9512171745300293
0,57,2280,105.34231572,4272,3.07,-4.099854457378387,0.2,0.0003,-0.025207178863856816,-0.014396190643310547,0.12750000208616258,560,0.010864167,11968.750466918946,3069.184326171875,0.9499372839927673
0,58,2320,102.54151626,4288,3.11,-4.095425099134445,0.2,0.0003,-0.03299245622729359,-0.0046607255935668945,0.14500000346451997,570,0.024664022,10856.479669189453,3637.495361328125,0.9485701322555542
0,59,2360,105.29222444999999,4310,3.12,-4.090635490417481,0.2,0.0003,-0.003694076885585673,0.03516954183578491,0.07000000104308128,580,0.006303069,6404.2608291625975,3318.42626953125,0.9470049738883972
0,60,2400,99.14906236,4331,3.06,-4.086358124017716,0.2,0.0003,-0.03409674047622957,0.0045585036277771,0.2175000047311187,590,0.028128315,11069.398472595214,2764.14697265625,0.9461833238601685
0,61,2440,99.8728813,4411,3.04,-4.0869626760482785,0.2,0.0003,-0.023250502609298562,-0.09691572189331055,0.20500000491738318,600,0.01834721,7193.64274597168,3722.895751953125,0.9471137523651123
0,62,2480,112.65884031000002,4425,3.14,-4.088765776157379,0.2,0.0003,-0.0126553420581331,0.04063522815704346,0.1950000036507845,610,0.013034274,8461.682299804688,4135.02880859375,0.947293758392334
0,63,2520,123.01410167,4445,3.18,-4.088574630022049,0.2,0.0003,-0.011835055213414237,0.05217772722244263,0.12750000245869159,620,0.0056050615,10654.825186157226,949.582763671875,0.9471592903137207
0,64,2560,123.26966153000001,4513,3.26,-4.084431976079941,0.2,0.0003,-0.004209595899592388,0.04594230651855469,0.09750000145286322,630,0.012511242,10508.88292388916,6241.0263671875,0.9450587630271912
0,65,2600,118.33262386999999,4527,3.22,-4.078917163610458,0.2,0.0003,-0.008287274474132572,-0.054477572441101074,0.18000000361353158,640,0.014924042,9988.341705322266,3860.573486328125,0.9439298510551453
0,66,2640,117.71142704,4586,3.1,-4.078952425718308,0.2,0.0003,-0.010329807068628728,-0.01805734634399414,0.24000000543892383,650,0.015366245,7465.693254089356,684.1600341796875,0.9452639818191528
0,67,2680,112.76761699,4636,3.09,-4.078703135251999,0.2,0.0003,-0.005612130282315775,0.015302181243896484,0.12000000197440386,660,0.016134165,10258.939428710937,3263.4853515625,0.9435254335403442
0,68,2720,108.92193196999999,4654,3.08,-4.073769277334213,0.2,0.0003,-0.03157103282108438,-0.12693631649017334,0.1850000038743019,670,0.019049503,7821.785562133789,5282.357421875,0.9424061179161072
0,69,2760,114.67375304,4667,3.1,-4.0713835775852205,0.2,0.0003,-0.00010587580753051995,0.04330378770828247,0.1825000036507845,680,0.01553913,7563.576155090332,1645.1671142578125,0.9424282908439636
0,70,2800,113.08945869000001,4680,3.13,-4.074808704853058,0.2,0.0003,-0.011102806973794932,0.07489001750946045,0.09250000156462193,690,0.012097527,9902.320297241211,11520.3818359375,0.9445294737815857
0,71,2840,113.32730362000001,4767,3.12,-4.080270332098007,0.2,0.0003,-0.007699626727844589,0.15159392356872559,0.11250000204890967,700,0.019222181,8680.343635559082,6048.52490234375,0.9453350901603699
0,72,2880,116.59681121000001,4783,3.17,-4.078646266460419,0.2,0.0003,-0.028223647147024168,-0.014586687088012695,0.25500000547617674,710,0.015485411,10926.863317871093,5392.599609375,0.943670928478241
0,73,2920,125.30628444000001,4843,3.23,-4.069732195138931,0.2,0.0003,-0.012670293812334421,0.03661978244781494,0.20750000476837158,720,0.010079134,7493.461656188965,3301.467041015625,0.9409593939781189
0,74,2960,133.73264716000003,4858,3.29,-4.063253021240234,0.2,0.0003,-0.02488517997120653,0.11301404237747192,0.14500000290572643,730,0.012646956,11961.600340270996,9685.15625,0.9398155212402344
0,75,3000,140.58641422,4871,3.35,-4.061644297838211,0.2,0.0003,-0.022000935623073016,-0.010729789733886719,0.13000000268220901,740,0.022320643,14520.705084228515,6862.1181640625,0.9402192831039429
0,76,3040,152.70202103000003,4931,3.47,-4.062267136573792,0.2,0.0003,-0.03137101278611225,-0.033278703689575195,0.33750000689178705,750,0.031823546,9422.084535217286,5247.7880859375,0.9400433897972107
0,77,3080,157.36565289,4944,3.58,-4.061704516410828,0.2,0.0003,-0.024798291540955687,-0.04850172996520996,0.15750000290572644,760,0.009848672,10370.864463806152,299.85882568359375,0.9398996233940125
0,78,3120,155.34694274999998,4959,3.53,-4.0625353932380674,0.2,0.0003,-0.011324017260340047,0.1274876594543457,0.24500000458210708,770,0.006861158,7486.690536499023,3710.75,0.9412072896957397
0,79,3160,140.14940768000002,5129,3.28,-4.062730479240417,0.2,0.0003,-0.017739301749097658,-0.0003848075866699219,0.11250000204890967,780,0.012493568,12040.003541564942,5742.2431640625,0.9395045042037964
0,80,3200,140.95363322,5309,3.24,-4.0600781083107,0.2,0.0003,-0.012569828347259327,-0.12577295303344727,0.18500000406056644,790,0.028562985,12818.49150390625,2323.384521484375,0.9403152465820312
0,81,3240,146.16407987999997,5321,3.33,-4.059723448753357,0.2,0.0003,-0.008726276576053316,-0.045790910720825195,0.08500000145286321,800,0.00554803,10148.22286529541,6299.138671875,0.9397568106651306
0,82,3280,127.86419875999998,5339,3.11,-4.055971056222916,0.2,0.0003,-0.028256749864958693,0.1718202829360962,0.2825000051409006,810,0.028986005,11247.474962615966,3708.695068359375,0.9373795390129089
0,83,3320,121.06754282999998,5352,3.06,-4.048399823904037,0.2,0.0003,-0.0070168811657640605,-0.03152894973754883,0.06000000108033419,820,0.008460164,12418.721508789062,5285.73046875,0.9359211921691895
0,84,3360,117.02338655,5367,2.98,-4.043903660774231,0.2,0.0003,-0.02030515194492182,0.10921287536621094,0.37500000894069674,830,0.030955702,8481.463789367675,4116.49951171875,0.9346002340316772
0,85,3400,124.46844725000001,5379,3.0,-4.040138602256775,0.2,0.0003,-0.009578328644984136,0.024687469005584717,0.11500000171363353,840,0.023561575,11001.289193725586,3848.81982421875,0.9337828159332275
0,86,3440,130.71545733,5393,3.08,-4.035120838880539,0.2,0.0003,-0.018521123605896715,0.12476801872253418,0.18500000424683094,850,0.016898539,10500.07880859375,5189.1240234375,0.9321040511131287
0,87,3480,132.89922760999997,5410,3.09,-4.025133228302002,0.2,0.0003,-0.01978460252372315,0.1660327911376953,0.25500000566244124,860,0.01806571,9666.99496459961,5593.91796875,0.927989661693573
0,88,3520,144.65381027,5421,3.25,-4.016097271442414,0.2,0.0003,0.0005908960931992668,-0.05457770824432373,0.26750000566244125,870,0.015783543,11883.703842163086,5851.53515625,0.9273135662078857
0,89,3560,138.36453674,5433,3.16,-4.01418314576149,0.2,0.0003,-0.013377199053520594,0.17074602842330933,0.10500000156462193,880,0.01433263,8612.080950927735,8589.5146484375,0.9258837699890137
0,90,3600,147.09671023,5447,3.36,-4.004601532220841,0.2,0.0003,-0.04494624029975967,0.061969101428985596,0.3675000073388219,890,0.0433424,11110.41828918457,4770.52001953125,0.9234166145324707
0,91,3640,163.62389273,5459,3.53,-3.999804586172104,0.2,0.0003,-0.020080790877400424,0.10604733228683472,0.12250000257045031,900,0.0066025616,14806.105303955079,2230.325927734375,0.922179102897644
0,92,3680,175.59435101999995,5471,3.61,-3.9959611356258393,0.2,0.0003,-0.020730124518158855,0.02634251117706299,0.3250000076368451,910,0.013435677,12954.879116821288,10810.8828125,0.922109842300415
0,93,3720,183.05829426,5482,3.69,-3.9937268823385237,0.2,0.0003,-0.020784999211000466,0.19649600982666016,0.27750000543892384,920,0.014781076,7363.827185058593,6663.2197265625,0.9204244613647461
0,94,3760,182.33971037999999,5551,3.69,-3.9861523300409316,0.2,0.0003,-0.03682898991923138,0.1265777349472046,0.26750000659376383,930,0.01823282,10424.562802124023,5725.39501953125,0.9181846976280212
0,95,3800,184.81483544,5566,3.73,-3.9774151533842086,0.2,0.0003,-0.03292681268198065,-0.001343369483947754,0.3050000062212348,940,0.014814041,13185.813107299804,2675.66845703125,0.9153261184692383
0,96,3840,188.44169017000002,5583,3.77,-3.9693607866764067,0.2,0.0003,-0.016805428245061194,0.17007815837860107,0.2300000049173832,950,0.031481538,9544.217242431641,7122.60498046875,0.912972629070282
0,97,3880,202.19627735999998,5605,3.94,-3.964355009794235,0.2,0.0003,-0.019061801968346115,0.03817099332809448,0.08500000145286321,960,0.012950681,11288.467127990723,7948.63671875,0.9142580032348633
0,98,3920,194.11941975000002,5620,3.83,-3.964987590909004,0.2,0.0003,-0.02776098499922227,0.16858530044555664,0.18500000331550837,970,0.013959562,12320.724475097657,1984.2296142578125,0.9128491878509521
0,99,3960,198.93144365000003,5633,3.92,-3.960558068752289,0.2,0.0003,-0.02414089976868127,0.13799995183944702,0.28000000566244126,980,0.038603052,10381.863598632812,7199.51708984375,0.9125330448150635
0,100,4000,203.42667386000002,5647,3.9,-3.963503748178482,0.2,0.0003,-0.044097743431775596,0.2581881880760193,0.28000000696629285,990,0.025853572,9487.1109954834,5836.5185546875,0.9151491522789001
0,101,4040,197.16895834,5659,3.87,-3.965682992339134,0.2,0.0003,-0.011790406802429066,0.06659257411956787,0.13250000216066837,1000,0.009954352,11913.840870666503,6569.47802734375,0.9132932424545288
0,102,4080,196.22290698,5672,3.82,-3.9611640483140946,0.2,0.0003,-0.047376244518368374,-0.10626959800720215,0.27000000663101675,1010,0.026444305,13442.900244140625,4773.59326171875,0.9130784273147583
0,103,4120,187.11090765,5689,3.68,-3.957621470093727,0.2,0.0003,-0.04110665362677537,0.17232000827789307,0.3400000071153045,1020,0.025452891,11946.72248840332,8916.6865234375,0.9113667011260986
0,104,4160,186.44742445,5705,3.74,-3.9563544183969497,0.2,0.0003,-0.01304997934159019,-0.10229504108428955,0.06750000100582838,1030,0.008512107,13442.075845336914,4329.81640625,0.9122190475463867
0,105,4200,179.96033735,5723,3.65,-3.947277420759201,0.2,0.0003,-0.0046613728487142235,0.06826150417327881,0.07750000115483999,1040,0.011228031,8589.195652008057,2725.035888671875,0.9074956774711609
0,106,4240,172.8962246,5739,3.63,-3.9392020434141157,0.2,0.0003,-0.02532995873079926,0.017121553421020508,0.2625000052154064,1050,0.026516914,11693.737979125977,3108.3388671875,0.907496452331543
0,107,4280,172.24179448000004,5752,3.59,-3.938150778412819,0.2,0.0003,0.0006138835993624525,0.21566593647003174,0.1325000027194619,1060,0.02271527,6429.907844543457,3788.51953125,0.9056366682052612
0,108,4320,166.92846989999998,5812,3.49,-3.9298564046621323,0.2,0.0003,-0.03827086536985007,0.09052038192749023,0.28500000666826963,1070,0.016792344,12135.762718200684,5056.20361328125,0.9037569761276245
0,109,4360,176.11111093000002,6194,3.57,-3.9252072304487227,0.2,0.0003,-0.01739492869688547,0.14871472120285034,0.20500000417232514,1080,0.0150664225,10311.299359130859,2332.12646484375,0.9030770063400269
0,110,4400,186.49680323000004,6204,3.67,-3.923338443040848,0.2,0.0003,-0.007142780873691667,0.31322991847991943,0.17000000327825546,1090,0.00410931,8333.523149871826,783.7974243164062,0.9025422930717468
0,111,4440,177.40354201,6218,3.56,-3.917671462893486,0.2,0.0003,-0.005602500389377374,0.1727592945098877,0.10750000197440386,1100,0.009917749,8910.284024429322,244.7532958984375,0.8995692729949951
0,112,4480,188.94414066000004,6230,3.73,-3.9034574180841446,0.2,0.0003,-0.002625184691860338,0.13406097888946533,0.11500000208616257,1110,0.011963717,11689.595166015624,6271.25634765625,0.8946122527122498
0,113,4520,188.82515062,6245,3.7,-3.8828529328107835,0.2,0.0003,-0.017979338757140795,0.25990432500839233,0.17000000309199095,1120,0.012391781,8547.255183410645,5634.18505859375,0.8887690901756287
0,114,4560,197.6261067,6256,3.86,-3.8728025585412977,0.2,0.0003,-0.020519871371216136,0.25840193033218384,0.24250000510364772,1130,0.043472447,6606.356405639648,5083.361328125,0.8897368311882019
0,115,4600,210.05754441999997,6269,3.96,-3.876301184296608,0.2,0.0003,-0.034082964958870435,0.26881879568099976,0.2800000062212348,1140,0.051500082,7522.423087310791,5426.65966796875,0.8917073607444763
0,116,4640,219.71291922,6280,4.01,-3.87963220179081,0.2,0.0003,-0.027343038518156428,0.1029711365699768,0.23500000536441804,1150,0.039366506,15395.521249389649,5599.9970703125,0.8917984366416931
0,117,4680,218.49051905,6292,4.04,-3.8750777661800386,0.2,0.0003,-0.01103671898608809,0.13370007276535034,0.24750000555068255,1160,0.029064197,10593.793313598633,4932.82861328125,0.8889951109886169
0,118,4720,229.17229563,6303,4.14,-3.8671695232391357,0.2,0.0003,-0.023314599001896565,0.1597456932067871,0.2700000062584877,1170,0.033491313,11309.84634399414,3864.4931640625,0.8882524371147156
0,119,4760,221.09256218000002,6402,4.07,-3.864154705405235,0.2,0.0003,-0.009748311356515837,0.13040965795516968,0.0900000013411045,1180,0.01758167,9054.46498413086,5748.22021484375,0.8863800764083862
0,120,4800,213.12272713,6536,3.97,-3.856120091676712,0.2,0.0003,-0.06384464009897783,0.13874906301498413,0.35750000849366187,1190,0.036825307,13258.922048950195,6478.26708984375,0.8835688829421997
0,121,4840,218.65255894,6599,4.03,-3.84853755235672,0.2,0.0003,-0.026218573966398262,0.01234281063079834,0.26750000603497026,1200,0.03959194,12047.213232421875,5495.23681640625,0.8833054304122925
0,122,4880,217.97421202,6612,4.03,-3.849828931689262,0.2,0.0003,-0.022820912921451962,0.14312011003494263,0.35250000804662707,1210,0.05002088,11090.653295898437,8110.50390625,0.8845013380050659
0,123,4920,220.60932189,6675,4.02,-3.847582232952118,0.2,0.0003,-0.014170692343905101,0.19586032629013062,0.10250000152736902,1220,0.014801503,10540.633851623536,11036.158203125,0.8819345831871033
0,124,4960,224.28917176,6686,3.99,-3.8402987837791445,0.2,0.0003,-0.004669786076010496,0.1142568588256836,0.037500000558793545,1230,0.0090197725,13007.068225097657,2175.376220703125,0.8818007707595825
0,125,5000,229.67841785000002,6697,4.04,-3.8361066043376923,0.2,0.0003,-0.02536918264535416,0.21570640802383423,0.30250000637024643,1240,0.02976998,8470.777450561523,3212.84375,0.8805229067802429
0,126,5040,233.95056917,6709,4.1,-3.828773725032806,0.2,0.0003,-0.010911763380809136,0.36623287200927734,0.0775000013411045,1250,0.013017604,8977.672158813477,2114.462646484375,0.878303050994873
0,127,5080,235.91412577000003,6720,4.1,-3.8230179876089094,0.2,0.0003,-0.024373915303767712,0.2506304979324341,0.1900000037625432,1260,0.021540318,11167.66226348877,3729.046630859375,0.8770090937614441
0,128,5120,236.32415283000003,6732,4.09,-3.821458527445793,0.2,0.0003,-0.011546393629541851,0.39366614818573,0.3875000076368451,1270,0.1102256,5141.175603485108,1536.51513671875,0.8809089660644531
0,129,5160,238.03749878999994,6745,4.08,-3.8319829910993577,0.2,0.0003,-0.03441230948403247,0.09574729204177856,0.24500000532716512,1280,0.0147219775,12700.882498168945,6445.8505859375,0.8799395561218262
0,130,5200,247.51822894999998,6912,4.14,-3.829258880019188,0.2,0.0003,-0.029303624912572566,0.04602247476577759,0.46750000957399607,1290,0.029784096,17021.962271118166,7438.921875,0.8804265856742859
0,131,5240,240.2297349,6925,4.07,-3.8281189084053038,0.2,0.0003,-0.017554694548016413,0.19142824411392212,0.14750000219792128,1300,0.02386057,10257.868000793456,10568.830078125,0.8808225989341736
0,132,5280,241.89715990000005,6939,4.09,-3.828579303622246,0.2,0.0003,-0.011118086751812372,0.1880970597267151,0.22500000465661288,1310,0.018711962,10990.72869796753,3646.10107421875,0.8802453875541687
0,133,5320,246.19443806000007,6950,4.13,-3.8260497003793716,0.2,0.0003,-0.02881779180621379,0.04710876941680908,0.3600000083446503,1320,0.036297202,14014.594705200196,4269.48974609375,0.8803582191467285
0,134,5360,230.23858423000001,7314,3.96,-3.8233193129301073,0.2,0.0003,-0.010431457950762701,0.2231835126876831,0.1975000048056245,1330,0.048594557,9910.526513671875,3861.84423828125,0.8800336718559265
0,135,5400,217.18161772,7327,3.83,-3.8239923894405363,0.2,0.0003,-0.009892429352476029,-0.023154020309448242,0.18750000316649676,1340,0.012078734,15355.517742919921,6476.20263671875,0.880821168422699
0,136,5440,210.08845241,7340,3.75,-3.8238437503576277,0.2,0.0003,-0.04157435170389363,0.16831141710281372,0.36250000856816766,1350,0.03602496,9639.001013183593,3311.427001953125,0.8803011178970337
