eval/mean_ep_length,time/total_timesteps,eval/mean_reward,time/time_elapsed,time/iterations,rollout/ep_len_mean,time/fps,rollout/ep_rew_mean,train/std,train/approx_kl,train/loss,train/n_updates,train/learning_rate,train/policy_gradient_loss,train/clip_range,train/clip_fraction,train/explained_variance,train/value_loss,train/entropy_loss
,20800,,59074,65,8.52,0,1035.25006187,,,,,,,,,,,
14.0,20900,962.0314636230469,,,,,,0.8828650712966919,0.012628472,175710.421875,650,0.0003,-0.018449262996409744,0.2,0.18375000315718354,-0.03522694110870361,484644.43681640626,-3.879579688608646
20.0,21000,3153.624095916748,,,,,,,,,,,,,,,,
14.0,21100,1996.1973571777344,,,,,,,,,,,,,,,,
,21120,,59288,66,9.02,0,1074.2560491600002,,,,,,,,,,,
7.0,21200,667.5837860107422,,,,,,0.8815813064575195,0.009581549,243505.4375,660,0.0003,-0.012152829787191876,0.2,0.11531250237021595,-0.03784918785095215,467649.9374023437,-3.8755057141184808
20.0,21300,3272.1866149902344,,,,,,,,,,,,,,,,
15.0,21400,1796.1556358337402,,,,,,,,,,,,,,,,
,21440,,59446,67,9.45,0,1157.6298345099997,,,,,,,,,,,
20.0,21500,3039.6730041503906,,,,,,0.8784942626953125,0.0050429106,194564.34375,670,0.0003,-0.007442799318755533,0.2,0.05031250095926225,-0.05078589916229248,473183.71025390626,-3.8674262940883635
14.0,21600,1665.366750717163,,,,,,,,,,,,,,,,
20.0,21700,2735.795585632324,,,,,,,,,,,,,,,,
,21760,,59630,68,10.27,0,1251.7115926899999,,,,,,,,,,,
9.0,21800,994.7234878540039,,,,,,0.8791040182113647,0.003883115,301279.34375,680,0.0003,-0.004395112111137678,0.2,0.13531250203959644,-0.03540050983428955,457443.59306640626,-3.8627221122384072
5.0,21900,151.725115776062,,,,,,,,,,,,,,,,
11.0,22000,1341.7093811035156,,,,,,,,,,,,,,,,
,22080,,59753,69,9.77,0,1187.6258366299999,,,,,,,,,,,
15.0,22100,2299.644744873047,,,,,,0.8759371638298035,0.012714535,316467.0,690,0.0003,-0.011789646088436712,0.2,0.12468750250991434,-0.03598332405090332,513491.93974609376,-3.8584072083234786
5.0,22200,378.23134994506836,,,,,,,,,,,,,,,,
11.0,22300,1222.6478118896484,,,,,,,,,,,,,,,,
8.0,22400,1044.8782119750977,,,,,,,,,,,,,,,,
,22400,,59945,70,8.93,0,1063.83983443,,,,,,,,,,,
8.0,22500,1126.2316284179688,,,,,,0.8720765113830566,0.01782085,167124.171875,700,0.0003,-0.0031091377863049275,0.2,0.14375000256113707,-0.06941401958465576,503241.001171875,-3.846298471093178
17.0,22600,2067.921241760254,,,,,,,,,,,,,,,,
20.0,22700,3028.9011764526367,,,,,,,,,,,,,,,,
,22720,,60165,71,8.35,0,1006.03052986,,,,,,,,,,,
20.0,22800,2873.084560394287,,,,,,0.8688852787017822,0.01107404,284918.78125,710,0.0003,-0.003176627952962008,0.2,0.14187500288244337,-0.0328289270401001,479751.1717773437,-3.834804117679596
16.0,22900,1970.026454925537,,,,,,,,,,,,,,,,
19.0,23000,2194.3958282470703,,,,,,,,,,,,,,,,
,23040,,60326,72,8.9,0,1086.4168836900003,,,,,,,,,,,
20.0,23100,2174.039794921875,,,,,,0.8658930659294128,0.011349924,248361.421875,720,0.0003,-0.008100837541928741,0.2,0.12031250207219273,-0.03618347644805908,488329.0418945312,-3.821792820096016
10.0,23200,1282.3120307922363,,,,,,,,,,,,,,,,
10.0,23300,1134.071376800537,,,,,,,,,,,,,,,,
,23360,,60444,73,10.13,0,1245.29977625,,,,,,,,,,,
10.0,23400,1334.1310806274414,,,,,,0.8622786402702332,0.011955551,302507.3125,730,0.0003,-0.001773889617925306,0.2,0.08250000143889338,-0.02779543399810791,474035.0362304688,-3.811784255504608
12.0,23500,1574.2439804077148,,,,,,,,,,,,,,,,
20.0,23600,3300.542320251465,,,,,,,,,,,,,,,,
,23680,,60613,74,11.34,0,1421.4699293799997,,,,,,,,,,,
16.0,23700,2897.967399597168,,,,,,0.8621298670768738,0.005066542,240419.0625,740,0.0003,-0.000649207677895447,0.2,0.1618750031804666,-0.09553778171539307,468386.52880859375,-3.80425363779068
3.0,23800,168.8845443725586,,,,,,,,,,,,,,,,
20.0,23900,2952.007438659668,,,,,,,,,,,,,,,,
9.0,24000,1019.3041305541992,,,,,,,,,,,,,,,,
,24000,,60743,75,11.85,0,1528.1806140699994,,,,,,,,,,,
12.0,24100,1473.9279098510742,,,,,,0.8615695834159851,0.0051177912,295751.875,750,0.0003,-0.003956816581478506,0.2,0.12187500223517418,-0.02815687656402588,613926.965234375,-3.803846624493599
5.0,24200,271.250057220459,,,,,,,,,,,,,,,,
20.0,24300,2611.7158851623535,,,,,,,,,,,,,,,,
,24320,,60847,76,12.21,0,1585.0830236900008,,,,,,,,,,,
14.0,24400,1491.1039066314697,,,,,,0.8600413799285889,0.009141823,223422.390625,760,0.0003,-0.006197591582099449,0.2,0.10750000204425306,-0.03848099708557129,600112.8224609375,-3.8005332827568052
10.0,24500,1256.7933197021484,,,,,,,,,,,,,,,,
16.0,24600,2241.9749603271484,,,,,,,,,,,,,,,,
,24640,,61004,77,11.86,0,1570.56334453,,,,,,,,,,,
12.0,24700,1378.717041015625,,,,,,0.8566993474960327,0.00702784,222063.9375,770,0.0003,-0.002410955517598268,0.2,0.04906250084750354,-0.04191279411315918,535904.4080078125,-3.7908487513661386
16.0,24800,2288.7315368652344,,,,,,,,,,,,,,,,
20.0,24900,3233.6550674438477,,,,,,,,,,,,,,,,
,24960,,61138,78,11.55,0,1508.20579392,,,,,,,,,,,
3.0,25000,225.4639663696289,,,,,,0.8542952537536621,0.010173848,285983.84375,780,0.0003,-0.0040806252742584094,0.2,0.0550000011920929,-0.036940574645996094,585425.2994140625,-3.780476476252079
20.0,25100,3413.8404693603516,,,,,,,,,,,,,,,,
20.0,25200,3014.427101135254,,,,,,,,,,,,,,,,
,25280,,61286,79,11.74,0,1549.3591946400004,,,,,,,,,,,
20.0,25300,3209.440013885498,,,,,,0.8540095090866089,0.004497529,196009.40625,790,0.0003,-0.0034739501596050106,0.2,0.08375000150408596,-0.05505657196044922,656961.997265625,-3.7760133683681487
20.0,25400,2935.1935806274414,,,,,,,,,,,,,,,,
14.0,25500,1164.0906076431274,,,,,,,,,,,,,,,,
6.0,25600,329.9689140319824,,,,,,,,,,,,,,,,
,25600,,61727,80,11.55,0,1528.77458222,,,,,,,,,,,
13.0,25700,1671.2380409240723,,,,,,0.8528655767440796,0.009971876,364879.1875,800,0.0003,-0.011441597986922148,0.2,0.13718750237021596,-0.06379973888397217,596772.5763671875,-3.7739178404211997
20.0,25800,2666.086856842041,,,,,,,,,,,,,,,,
16.0,25900,2263.8409576416016,,,,,,,,,,,,,,,,
,25920,,61943,81,10.68,0,1420.3226164900002,,,,,,,,,,,
10.0,26000,1686.6824035644531,,,,,,0.8508478999137878,0.008751828,281135.53125,810,0.0003,-0.0020115807371041683,0.2,0.16437500361353158,-0.05626368522644043,615092.8328125,-3.7673840180039404
6.0,26100,487.3983745574951,,,,,,,,,,,,,,,,
20.0,26200,3295.5956954956055,,,,,,,,,,,,,,,,
,26240,,62083,82,11.03,0,1468.54116974,,,,,,,,,,,
20.0,26300,3613.3879623413086,,,,,,0.8523777723312378,0.0098035075,273061.25,820,0.0003,-0.01669104314787546,0.2,0.11468750240746886,-0.09210753440856934,527656.9626953125,-3.765319234132767
20.0,26400,2379.0997886657715,,,,,,,,,,,,,,,,
20.0,26500,2869.1282501220703,,,,,,,,,,,,,,,,
,26560,,62215,83,10.63,0,1379.6481928800004,,,,,,,,,,,
20.0,26600,3238.454414367676,,,,,,0.8509669303894043,0.004821498,220762.078125,830,0.0003,-0.007125378040063879,0.2,0.053125001047737895,-0.06714153289794922,566281.0095703125,-3.76492051333189
10.0,26700,1173.0728721618652,,,,,,,,,,,,,,,,
20.0,26800,2640.326265335083,,,,,,,,,,,,,,,,
,26880,,62329,84,11.27,0,1449.39094729,,,,,,,,,,,
8.0,26900,996.8318176269531,,,,,,0.8493659496307373,0.012636496,332132.5625,840,0.0003,-0.015486692018384929,0.2,0.18187500315252692,-0.02268683910369873,548264.972265625,-3.760285794734955
20.0,27000,2717.5044708251953,,,,,,,,,,,,,,,,
18.0,27100,1940.200595855713,,,,,,,,,,,,,,,,
20.0,27200,3152.0919647216797,,,,,,,,,,,,,,,,
,27200,,62470,85,11.58,0,1487.7832217000002,,,,,,,,,,,
16.0,27300,2294.1827392578125,,,,,,0.8490862846374512,0.007065122,240803.28125,850,0.0003,-0.008258517152717105,0.2,0.1521875032922253,-0.08248817920684814,546258.95078125,-3.757182481884956
16.0,27400,1857.3522415161133,,,,,,,,,,,,,,,,
20.0,27500,3279.043411254883,,,,,,,,,,,,,,,,
,27520,,62593,86,11.89,0,1552.03373716,,,,,,,,,,,
18.0,27600,2482.438539981842,,,,,,0.8493068218231201,0.005786039,294726.1875,860,0.0003,-0.004020806971925595,0.2,0.07031250142026693,-0.08581280708312988,602679.80078125,-3.756819950044155
20.0,27700,2490.0065155029297,,,,,,,,,,,,,,,,
20.0,27800,2954.192310333252,,,,,,,,,,,,,,,,
,27840,,62790,87,11.53,0,1512.0954435500005,,,,,,,,,,,
20.0,27900,2635.2823944091797,,,,,,0.8476447463035583,0.013330074,342935.15625,870,0.0003,-0.00991070109280372,0.2,0.1584375029662624,-0.04944932460784912,682968.3357421875,-3.7544875547289847
20.0,28000,3084.8070030212402,,,,,,,,,,,,,,,,
4.0,28100,339.4136276245117,,,,,,,,,,,,,,,,
,28160,,62921,88,11.9,0,1624.4922988199999,,,,,,,,,,,
3.0,28200,210.58768463134766,,,,,,0.8466602563858032,0.00491993,432321.59375,880,0.0003,-0.005536072572340345,0.2,0.04468750094529241,-0.06913304328918457,685221.0720703125,-3.74929269105196
20.0,28300,3485.462821960449,,,,,,,,,,,,,,,,
20.0,28400,3483.7697372436523,,,,,,,,,,,,,,,,
,28480,,63038,89,10.63,0,1422.7404548099998,,,,,,,,,,,
20.0,28500,2325.906539916992,,,,,,0.8451704978942871,0.009643703,372574.25,890,0.0003,-0.010052347720929333,0.2,0.09156250194646418,0.02445054054260254,692618.92265625,-3.745147553086281
20.0,28600,2479.711715698242,,,,,,,,,,,,,,,,
20.0,28700,2412.0269165039062,,,,,,,,,,,,,,,,
20.0,28800,2993.399772644043,,,,,,,,,,,,,,,,
,28800,,63168,90,10.52,0,1350.1160311600001,,,,,,,,,,,
2.0,28900,110.95564270019531,,,,,,0.8455566167831421,0.0015045922,278610.625,900,0.0003,0.002041246519206652,0.2,0.10500000214669854,-0.06253242492675781,546022.959375,-3.7425829112529754
13.0,29000,1980.3762512207031,,,,,,,,,,,,,,,,
6.0,29100,414.57962799072266,,,,,,,,,,,,,,,,
,29120,,63293,91,10.52,0,1348.7868570499998,,,,,,,,,,,
20.0,29200,2967.7206497192383,,,,,,0.8454989194869995,0.005468799,468672.40625,910,0.0003,-0.0021761133689778946,0.2,0.17687500247266144,-0.08820366859436035,661685.414453125,-3.7432976335287096
20.0,29300,3032.020637512207,,,,,,,,,,,,,,,,
5.0,29400,473.85457611083984,,,,,,,,,,,,,,,,
,29440,,63399,92,11.64,0,1499.62279796,,,,,,,,,,,
20.0,29500,2608.629608154297,,,,,,0.8444052934646606,0.01017976,419461.0,920,0.0003,-0.0068466583669760436,0.2,0.10093750194646418,-0.023908257484436035,569838.973046875,-3.7416405215859414
20.0,29600,2728.721435546875,,,,,,,,,,,,,,,,
9.0,29700,1373.9991760253906,,,,,,,,,,,,,,,,
,29760,,63508,93,11.95,0,1554.4718446999998,,,,,,,,,,,
7.0,29800,852.6621551513672,,,,,,0.8434574007987976,0.0062322766,153200.90625,930,0.0003,-0.005202045230976182,0.2,0.09656250181142241,-0.03219282627105713,488783.4590820313,-3.737568420171738
14.0,29900,2158.723358154297,,,,,,,,,,,,,,,,
20.0,30000,2341.8202934265137,,,,,,,,,,,,,,,,
,30080,,63681,94,11.68,0,1485.1485738199997,,,,,,,,,,,
20.0,30100,2972.395980834961,,,,,,0.8422419428825378,0.0073590893,271815.65625,940,0.0003,0.0007050756743780084,0.2,0.0518750007962808,-0.03477120399475098,488694.89921875,-3.7334922388195992
6.0,30200,935.2060012817383,,,,,,,,,,,,,,,,
2.0,30300,49.19343948364258,,,,,,,,,,,,,,,,
20.0,30400,2755.313751220703,,,,,,,,,,,,,,,,
,30400,,63792,95,11.11,0,1377.6058789600002,,,,,,,,,,,
19.0,30500,2788.7389221191406,,,,,,0.8397364616394043,0.0050449427,300422.78125,950,0.0003,-0.00247841467590888,0.2,0.06250000118743629,-0.0102386474609375,512202.9556640625,-3.7270466193556784
20.0,30600,4214.740013122559,,,,,,,,,,,,,,,,
6.0,30700,510.2170295715332,,,,,,,,,,,,,,,,
,30720,,63941,96,10.81,0,1343.6055064500003,,,,,,,,,,,
10.0,30800,1152.4267349243164,,,,,,0.8398488759994507,0.0016916986,266669.96875,960,0.0003,-0.0036046628172016425,0.2,0.0971875019138679,-0.014849662780761719,666811.59140625,-3.7216491252183914
20.0,30900,3338.819839477539,,,,,,,,,,,,,,,,
11.0,31000,1532.0979614257812,,,,,,,,,,,,,,,,
,31040,,64043,97,10.91,0,1398.71301819,,,,,,,,,,,
20.0,31100,2845.8863220214844,,,,,,0.8395547866821289,0.008773974,410079.15625,970,0.0003,-0.0012100001169983443,0.2,0.16500000313390045,-0.016211986541748047,659128.3393554688,-3.722472408413887
19.0,31200,2402.627368927002,,,,,,,,,,,,,,,,
20.0,31300,2395.67267036438,,,,,,,,,,,,,,,,
,31360,,64196,98,11.03,0,1438.39214254,,,,,,,,,,,
12.0,31400,1307.253360748291,,,,,,0.8389997482299805,0.016693477,315338.625,980,0.0003,-0.010287245200470353,0.2,0.13562500227708368,-0.04378163814544678,587645.80546875,-3.7205090120434763
20.0,31500,2764.852912902832,,,,,,,,,,,,,,,,
20.0,31600,3267.2560806274414,,,,,,,,,,,,,,,,
,31680,,64328,99,11.19,0,1470.71826252,,,,,,,,,,,
20.0,31700,3204.946937561035,,,,,,0.8359670639038086,0.013797255,355845.75,990,0.0003,-0.012522884783720656,0.2,0.17812500342261045,-0.03250265121459961,575472.8939453125,-3.7164770647883416
20.0,31800,3584.371078491211,,,,,,,,,,,,,,,,
19.0,31900,2848.4692306518555,,,,,,,,,,,,,,,,
20.0,32000,2789.8143463134766,,,,,,,,,,,,,,,,
,32000,,64472,100,11.16,0,1456.1342460099997,,,,,,,,,,,
