eval/mean_reward,eval/mean_ep_length,time/total_timesteps,time/fps,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,time/iterations,train/learning_rate,train/clip_range,train/explained_variance,train/std,train/policy_gradient_loss,train/entropy_loss,train/loss,train/value_loss,train/n_updates,train/approx_kl,train/clip_fraction
28.370463013648987,5.0,360,,,,,,0.0003,0.2,0.001109778881072998,0.9781259298324585,-0.017443049789108045,-4.200275182723999,214.6763458251953,204.43679226636885,80,0.006334846,0.06500000096857547
,,360,0,437,2.94,-0.43423580000000006,9,,,,,,,,,,,
-9.052855372428894,3.0,400,,,,,,0.0003,0.2,0.008307099342346191,0.9746779203414917,-0.029464009685198113,-4.18401113152504,98.0871353149414,99.38150541782379,90,0.0128626395,0.19750000406056642
,,400,0,816,3.04,0.7866233800000002,10,,,,,,,,,,,
-5.0,1.0,440,,,,,,0.0003,0.2,0.00912463665008545,0.9674381613731384,-0.010971848959161434,-4.167827957868576,103.14569091796875,85.5127437710762,100,0.011616504,0.300000006146729
,,440,0,938,3.05,1.3284903600000002,11,,,,,,,,,,,
12.758091926574707,4.0,480,,,,,,0.0003,0.2,0.04111158847808838,0.960761308670044,-0.0225385347782867,-4.146811872720718,25.4354305267334,89.4287883400917,110,0.010737753,0.15500000286847354
,,480,0,989,2.95,0.95687396,12,,,,,,,,,,,
23.880509853363037,4.0,520,,,,,,0.0003,0.2,0.0353737473487854,0.9577775001525879,-0.012872793803398962,-4.129932308197022,15.059598922729492,151.87140336036683,120,0.012670701,0.25500000547617674
,,520,0,1045,3.11,2.00216313,13,,,,,,,,,,,
-1.7954933643341064,5.0,560,,,,,,0.0003,0.2,-0.0054711103439331055,0.9555451273918152,-0.016200182452994337,-4.121042066812516,129.48915100097656,233.65778782367707,130,0.017090145,0.12250000182539225
,,560,0,1118,2.99,3.0395726700000005,14,,,,,,,,,,,
3.0835418701171875,3.0,600,,,,,,0.0003,0.2,0.005059480667114258,0.9535281658172607,-0.01675957821047631,-4.114492881298065,289.9101257324219,428.1283515453339,140,0.011308332,0.0875000013038516
,,600,0,1142,3.05,3.8469990999999992,15,,,,,,,,,,,
-4.438566327095032,5.0,640,,,,,,0.0003,0.2,0.0024652481079101562,0.9485691785812378,-0.023635347783856543,-4.104231303930282,39.86822509765625,235.9854650259018,150,0.022522628,0.20250000413507224
,,640,0,1166,3.01,3.765863139999999,16,,,,,,,,,,,
-5.0,1.0,680,,,,,,0.0003,0.2,-0.006789445877075195,0.947606086730957,-0.034388095835529375,-4.0933862149715425,20.24193000793457,132.20842928886412,160,0.024708962,0.24500000420957804
,,680,0,1349,3.12,4.27288538,17,,,,,,,,,,,
7.366074562072754,2.0,720,,,,,,0.0003,0.2,0.000713646411895752,0.946908712387085,-0.018176329605921637,-4.0916905999183655,42.102909088134766,269.954963350296,170,0.01048984,0.18000000305473804
,,720,0,2161,3.17,5.15630026,18,,,,,,,,,,,
-5.0,1.0,760,,,,,,0.0003,0.2,0.04995763301849365,0.9432072639465332,-0.028023928929615072,-4.083587002754212,26.567684173583984,111.4182699918747,180,0.011421356,0.2900000063702464
,,760,0,2476,3.13,6.136162410000001,19,,,,,,,,,,,
63.08852529525757,5.0,800,,,,,,0.0003,0.2,-0.03237426280975342,0.9378296732902527,-0.02884641937976995,-4.0683801651000975,152.6389923095703,273.63269691467286,190,0.024319753,0.3200000079348683
,,800,0,2692,3.21,7.861906349999999,20,,,,,,,,,,,
7.0186052322387695,2.0,840,,,,,,0.0003,0.2,-0.022180795669555664,0.9398249387741089,-0.013391062720184,-4.061243295669556,47.3763313293457,342.6823211193085,200,0.004748477,0.09750000163912773
,,840,0,2767,2.97,7.664938639999999,21,,,,,,,,,,,
-2.0294021368026733,5.0,880,,,,,,0.0003,0.2,-0.008631706237792969,0.9402728080749512,-0.03329804346722085,-4.065987610816956,40.89740753173828,643.4202385902405,210,0.018061392,0.26500000562518833
,,880,0,2791,2.88,6.776687149999999,22,,,,,,,,,,,
-5.0,1.0,920,,,,,,0.0003,0.2,-0.04256582260131836,0.9396183490753174,-0.0018038768671249316,-4.065570443868637,26.283750534057617,187.18831429481506,220,0.009718943,0.14250000268220903
,,920,0,2947,2.84,7.955340679999999,23,,,,,,,,,,,
18.323469161987305,3.0,960,,,,,,0.0003,0.2,-0.012738823890686035,0.9387680888175964,0.000546406877510891,-4.062278544902801,54.77650833129883,471.1619255065918,230,0.0057251006,0.030000000447034835
,,960,0,2978,2.84,8.839639929999999,24,,,,,,,,,,,
-16.705509543418884,4.0,1000,,,,,,0.0003,0.2,0.006691396236419678,0.9356591105461121,-0.026233389194239853,-4.056209659576416,164.17543029785156,319.8869333744049,240,0.020841964,0.1350000027567148
,,1000,0,2999,2.88,9.553754650000002,25,,,,,,,,,,,
22.30829668045044,4.0,1040,,,,,,0.0003,0.2,-0.0626058578491211,0.9329338073730469,-0.00953821719350344,-4.044935780763626,160.8889617919922,425.14764404296875,250,0.008254381,0.10000000204890966
,,1040,0,3061,2.78,9.670787370000001,26,,,,,,,,,,,
60.07880687713623,5.0,1080,,,,,,0.0003,0.2,-0.00848090648651123,0.9333544969558716,-0.03103603645504336,-4.041937619447708,175.8793182373047,397.14629731178286,260,0.02474796,0.3125000074505806
,,1080,0,3170,2.91,11.255606420000001,27,,,,,,,,,,,
42.19213390350342,5.0,1120,,,,,,0.0003,0.2,0.0009992718696594238,0.9329084157943726,-0.016551103862966564,-4.0408352494239805,69.8814697265625,716.6527756690979,270,0.019758541,0.1825000036507845
,,1120,0,3231,2.99,12.59955635,28,,,,,,,,,,,
-7.612689554691315,3.0,1160,,,,,,0.0003,0.2,-0.0049092769622802734,0.9318073987960815,-0.01424877419252879,-4.038684362173081,774.8736572265625,821.4746627807617,280,0.008467239,0.28750000726431607
,,1160,0,3250,3.06,15.15939664,29,,,,,,,,,,,
-6.791204214096069,5.0,1200,,,,,,0.0003,0.2,0.01884514093399048,0.9311337471008301,-0.015334219457217824,-4.036148434877395,581.9322509765625,1194.9754676818848,290,0.012739158,0.08750000149011612
,,1200,0,3272,3.14,14.736227119999999,30,,,,,,,,,,,
-15.0,3.0,1240,,,,,,0.0003,0.2,0.009969174861907959,0.9309767484664917,-0.002795092609158023,-4.034802567958832,89.12850952148438,267.68403334617614,300,0.012990899,0.06250000093132257
,,1240,0,3294,3.19,14.18202082,31,,,,,,,,,,,
3.704554796218872,4.0,1280,,,,,,0.0003,0.2,-0.03998744487762451,0.9296129941940308,-0.04872625568852527,-4.032293856143951,158.9199676513672,202.18324098587036,310,0.030142024,0.32250000797212125
,,1280,0,3325,3.17,13.126057120000002,32,,,,,,,,,,,
19.0183367729187,4.0,1320,,,,,,0.0003,0.2,0.034438490867614746,0.9269176721572876,-0.012127443701319861,-4.024360620975495,30.983875274658203,264.12765607833865,320,0.022927884,0.11500000189989805
,,1320,0,3454,3.24,14.5404546,33,,,,,,,,,,,
1.1025810241699219,2.0,1360,,,,,,0.0003,0.2,-0.016890287399291992,0.925757884979248,-0.02017700497453916,-4.0191142678260805,198.53260803222656,815.7370812416077,330,0.01431939,0.09250000156462193
,,1360,0,3502,3.18,15.663237080000002,34,,,,,,,,,,,
85.2741641998291,5.0,1400,,,,,,0.0003,0.2,-0.0015794038772583008,0.9232093095779419,-0.02098320940334819,-4.012200886011124,635.0281982421875,1293.8485675811767,340,0.018210167,0.1375000026077032
,,1400,0,3541,3.09,15.350786189999999,35,,,,,,,,,,,
53.82076811790466,5.0,1440,,,,,,0.0003,0.2,-0.0010207891464233398,0.9222098588943481,-0.024356115490281736,-4.005824089050293,394.3484191894531,592.4389663696289,350,0.0123627875,0.24500000532716512
,,1440,0,3584,3.13,14.50542831,36,,,,,,,,,,,
30.68345320224762,5.0,1480,,,,,,0.0003,0.2,0.007540762424468994,0.9162117838859558,0.012285760270315227,-3.996227952837944,208.82290649414062,403.31246910095217,360,0.030213997,0.2000000037252903
,,1480,0,3635,3.1,13.16704153,37,,,,,,,,,,,
-10.0,2.0,1520,,,,,,0.0003,0.2,0.014412164688110352,0.9127882719039917,-0.015244154884348982,-3.9769753217697144,205.6742706298828,371.44822058677676,370,0.017761733,0.15250000320374965
,,1520,0,3673,3.1,16.7217355,38,,,,,,,,,,,
115.74754643440247,5.0,1560,,,,,,0.0003,0.2,0.003892958164215088,0.9114547967910767,-0.002879257619047171,-3.967501398921013,262.0201416015625,1502.8800212860108,380,0.011234775,0.09000000152736902
,,1560,0,3695,3.08,18.23063414,39,,,,,,,,,,,
-8.158961296081543,4.0,1600,,,,,,0.0003,0.2,0.0037085413932800293,0.9088581800460815,-0.02439418397116242,-3.9622290432453156,193.54864501953125,861.223844909668,390,0.026431244,0.29750000722706316
,,1600,0,3745,3.12,20.07993762,40,,,,,,,,,,,
-10.0,2.0,1640,,,,,,0.0003,0.2,-0.0412517786026001,0.9071465730667114,-0.0059577970776445,-3.9541395515203477,284.8077697753906,438.51547107696535,400,0.01006128,0.10000000167638064
,,1640,0,3764,3.18,19.72634933,41,,,,,,,,,,,
21.012977600097656,3.0,1680,,,,,,0.0003,0.2,0.011301040649414062,0.9028317332267761,-0.01039557570653642,-3.942795303463936,81.22359466552734,426.6255531311035,410,0.0138666835,0.07000000104308128
,,1680,0,3785,3.22,20.936927330000003,42,,,,,,,,,,,
19.771678924560547,4.0,1720,,,,,,0.0003,0.2,0.02449941635131836,0.9029762148857117,-0.0018412900002294564,-3.935694769024849,468.01141357421875,1082.7659238815309,420,0.0028212816,0.02500000037252903
,,1720,0,3844,3.22,21.02990104,43,,,,,,,,,,,
82.71930027008057,5.0,1760,,,,,,0.0003,0.2,-0.002957940101623535,0.9021444320678711,-0.01628886733946273,-3.933407208323479,169.55203247070312,1070.1741577148437,430,0.010283521,0.1400000026449561
,,1760,0,3879,3.27,23.0944183,44,,,,,,,,,,,
-5.0,1.0,1800,,,,,,0.0003,0.2,0.058717310428619385,0.9010650515556335,-0.03536730523872393,-3.9295866072177885,556.19287109375,865.192405462265,440,0.026881378,0.22750000469386578
,,1800,0,3947,3.32,23.45523994,45,,,,,,,,,,,
16.61630403995514,5.0,1840,,,,,,0.0003,0.2,-0.10927784442901611,0.8992034792900085,-0.016951192789128978,-3.924606505036354,297.74237060546875,335.908530330658,450,0.014491748,0.24000000525265933
,,1840,0,3967,3.31,21.123602309999995,46,,,,,,,,,,,
47.59974527359009,5.0,1880,,,,,,0.0003,0.2,0.01726067066192627,0.8932090997695923,-0.018220875875012997,-3.9134638994932174,165.6693878173828,293.5929129600525,460,0.009501917,0.10250000152736902
,,1880,0,3986,3.42,24.374797030000003,47,,,,,,,,,,,
11.964500352740288,5.0,1920,,,,,,0.0003,0.2,-7.653236389160156e-05,0.8923908472061157,-0.01855663713824469,-3.8990176171064377,395.6216125488281,1365.7426241874696,470,0.014482558,0.13250000234693288
,,1920,0,4006,3.48,24.545657050000003,48,,,,,,,,,,,
-13.536327838897705,5.0,1960,,,,,,0.0003,0.2,0.02877354621887207,0.8919743299484253,-0.022819463853083997,-3.8968942731618883,148.94699096679688,490.485719871521,480,0.02165779,0.22750000450760127
,,1960,0,4086,3.36,25.460919309999998,49,,,,,,,,,,,
12.31978702545166,4.0,2000,,,,,,0.0003,0.2,0.017483234405517578,0.892551064491272,-0.03597346959402785,-3.896186354756355,854.9446411132812,1327.2680994033813,490,0.03878031,0.3000000059604645
,,2000,0,4106,3.43,26.955279379999997,50,,,,,,,,,,,
87.12891387939453,5.0,2040,,,,,,0.0003,0.2,0.0647539496421814,0.8912510275840759,-0.035661713694134956,-3.894560906291008,192.56845092773438,683.0387796401977,500,0.028810903,0.25000000558793545
,,2040,0,4122,3.51,27.350738559999996,51,,,,,,,,,,,
131.6897144317627,5.0,2080,,,,,,0.0003,0.2,0.08529067039489746,0.8896881341934204,-0.03496260321575392,-3.8890545308589934,248.72219848632812,918.8995477676392,510,0.023078334,0.3250000076368451
,,2080,0,4143,3.65,30.436094389999997,52,,,,,,,,,,,
5.876263618469238,4.0,2120,,,,,,0.0003,0.2,0.1498889923095703,0.886512279510498,-0.01739097003650386,-3.88126645386219,304.89129638671875,869.4684577941895,520,0.013444095,0.19500000402331352
,,2120,0,4183,3.54,30.425420850000005,53,,,,,,,,,,,
14.096197128295898,3.0,2160,,,,,,0.0003,0.2,0.03890955448150635,0.883547306060791,-0.033522052101034205,-3.869740816950798,834.5886840820312,1068.4352867126465,530,0.024862342,0.1775000037625432
,,2160,0,4203,3.58,31.40254438,54,,,,,,,,,,,
58.07682776451111,5.0,2200,,,,,,0.0003,0.2,0.017838656902313232,0.8844684362411499,-0.014402419793987065,-3.867384874820709,166.8130340576172,446.63818835020066,540,0.02638888,0.32000000644475224
,,2200,0,4223,3.52,33.01274559000001,55,,,,,,,,,,,
2.313322067260742,2.0,2240,,,,,,0.0003,0.2,0.012998700141906738,0.8824359774589539,-0.01883270321377495,-3.864054349064827,616.9942016601562,783.9173205852509,550,0.013373117,0.06000000108033419
,,2240,0,4241,3.41,31.474048330000002,56,,,,,,,,,,,
54.86739778518677,5.0,2280,,,,,,0.0003,0.2,0.020291805267333984,0.8803312182426453,-0.05279876555752707,-3.8564414739608766,483.0774230957031,819.7935564041138,560,0.061946213,0.290000007301569
,,2280,0,4261,3.47,33.61821569,57,,,,,,,,,,,
53.91813646256924,5.0,2320,,,,,,0.0003,0.2,0.052542686462402344,0.8785088062286377,-0.03686190803084173,-3.8498928040266036,161.08360290527344,948.6598993301392,570,0.026016459,0.21000000406056643
,,2320,0,4280,3.59,35.15700977,58,,,,,,,,,,,
59.57797193527222,5.0,2360,,,,,,0.0003,0.2,0.06216353178024292,0.8758183717727661,-0.013838890590996012,-3.840775689482689,125.21728515625,617.4583251953125,580,0.0088185575,0.1375000024214387
,,2360,0,4397,3.57,34.35840166,59,,,,,,,,,,,
56.84692335128784,5.0,2400,,,,,,0.0003,0.2,0.02893972396850586,0.8754192590713501,-0.03960582496285496,-3.835567605495453,303.0677490234375,621.8483053207398,590,0.02904019,0.3775000086054206
,,2400,0,4415,3.52,32.62120984,60,,,,,,,,,,,
72.98243713378906,5.0,2440,,,,,,0.0003,0.2,0.040424227714538574,0.8759803771972656,-0.0377075328842875,-3.8350131779909136,143.01055908203125,641.9493981361389,600,0.019773874,0.1350000023841858
,,2440,0,4435,3.57,33.55483048000001,61,,,,,,,,,,,
51.08556127548218,5.0,2480,,,,,,0.0003,0.2,0.06303560733795166,0.8728548884391785,-0.01227283747899488,-3.830110564827919,319.4058532714844,807.9912994384765,610,0.012487242,0.12750000227242708
,,2480,0,4453,3.66,33.33536650999999,62,,,,,,,,,,,
80.37233352661133,5.0,2520,,,,,,0.0003,0.2,0.062403202056884766,0.8695449829101562,0.0018577261038080994,-3.8189368426799772,221.9615936279297,492.39833731651305,620,0.0126241045,0.12750000208616258
,,2520,0,4513,3.63,34.97559832,63,,,,,,,,,,,
50.13447654247284,5.0,2560,,,,,,0.0003,0.2,0.04410761594772339,0.8661344051361084,-0.03577304086036746,-3.8073346227407456,665.9859619140625,671.9590498924256,630,0.029269213,0.20750000402331353
,,2560,0,4530,3.73,35.72330952,64,,,,,,,,,,,
98.56222152709961,4.0,2600,,,,,,0.0003,0.2,0.04336047172546387,0.8632862567901611,-0.02533041398681235,-3.7942948549985887,925.1531982421875,1032.6500364303588,640,0.019495945,0.17500000409781932
,,2600,0,4614,3.75,35.62350196,65,,,,,,,,,,,
26.701432704925537,5.0,2640,,,,,,0.0003,0.2,0.1527261734008789,0.8631954193115234,-0.02201179690979189,-3.7876332998275757,213.0344696044922,644.5243627548218,650,0.08311781,0.29250000678002835
,,2640,0,4665,3.82,37.88494849,66,,,,,,,,,,,
61.75540232658386,5.0,2680,,,,,,0.0003,0.2,-0.07830369472503662,0.861781120300293,-0.026184383814688773,-3.7850145906209947,494.2507629394531,970.7787565231323,660,0.020747116,0.35750000793486836
,,2680,0,4711,3.9,41.07771229,67,,,,,,,,,,,
65.5365858078003,5.0,2720,,,,,,0.0003,0.2,0.06415790319442749,0.8608994483947754,0.006259252591262321,-3.7809135049581526,1985.55224609375,2643.6101316452027,670,0.0050758542,0.1250000024214387
,,2720,0,4729,3.91,41.76661316,68,,,,,,,,,,,
76.06227588653564,5.0,2760,,,,,,0.0003,0.2,-0.018891215324401855,0.8600479364395142,-0.016540682341073996,-3.778507101535797,244.97222900390625,1032.7627773284912,680,0.027056612,0.12250000219792127
,,2760,0,4745,3.91,42.34047891,69,,,,,,,,,,,
27.819104194641113,5.0,2800,,,,,,0.0003,0.2,0.038752079010009766,0.8562881350517273,-0.01699609364150092,-3.7699965834617615,100.1524429321289,698.2645994186402,690,0.0231767,0.19750000368803738
,,2800,0,4788,3.76,39.69796775,70,,,,,,,,,,,
80.49987983703613,5.0,2840,,,,,,0.0003,0.2,-0.044496893882751465,0.8539228439331055,-0.031098453168365257,-3.7594343334436418,220.0818634033203,604.0309489250183,700,0.010018349,0.2375000050291419
,,2840,0,4805,3.76,42.05739479,71,,,,,,,,,,,
15.08774185180664,3.0,2880,,,,,,0.0003,0.2,0.07583343982696533,0.8514212965965271,-0.010438641420369077,-3.7494347542524338,273.6072082519531,1198.9211866855621,710,0.032189734,0.1150000026449561
,,2880,0,4823,3.73,42.01269639,72,,,,,,,,,,,
44.01977467769757,5.0,2920,,,,,,0.0003,0.2,0.01323002576828003,0.8501505255699158,-0.01167234675172949,-3.742196869850159,971.203857421875,1097.2085697174073,720,0.012125713,0.2625000052154064
,,2920,0,4884,3.69,43.014100420000005,73,,,,,,,,,,,
45.394493103027344,5.0,2960,,,,,,0.0003,0.2,0.06720441579818726,0.8496102094650269,-0.007362928181646566,-3.7380461901426316,338.6095275878906,1559.5721801757813,730,0.011378466,0.1150000024586916
,,2960,0,4926,3.67,44.48796068000001,74,,,,,,,,,,,
79.16327381134033,5.0,3000,,,,,,0.0003,0.2,0.21189463138580322,0.8463074564933777,-0.011887628791264437,-3.730277344584465,368.2004699707031,599.7367877960205,740,0.027263064,0.1200000025331974
,,3000,0,4941,3.76,43.07658144000001,75,,,,,,,,,,,
-5.0,1.0,3040,,,,,,0.0003,0.2,0.13338863849639893,0.8409971594810486,0.0020388756440661293,-3.7124218106269837,333.0646667480469,342.3393455982208,750,0.010619357,0.17000000346452
,,3040,0,4958,3.61,39.3972931,76,,,,,,,,,,,
-6.078769207000732,4.0,3080,,,,,,0.0003,0.2,-0.04450523853302002,0.8391816020011902,-0.0157460115235881,-3.698595267534256,679.6995849609375,888.0045768499374,760,0.011416306,0.21750000398606062
,,3080,0,5017,3.5,37.21671086,77,,,,,,,,,,,
36.08254671096802,5.0,3120,,,,,,0.0003,0.2,-0.023041367530822754,0.8383923768997192,-0.018905234505218683,-3.6948691070079804,161.62879943847656,666.1778787612915,770,0.0214874,0.1925000037997961
,,3120,0,5033,3.53,35.7543657,78,,,,,,,,,,,
9.027721405029297,5.0,3160,,,,,,0.0003,0.2,0.11891138553619385,0.8361555933952332,-0.03356413618130318,-3.6850889980793,385.4582824707031,448.95660228729247,780,0.024234593,0.27500000558793547
,,3160,0,5052,3.69,38.91660118,79,,,,,,,,,,,
-5.0,1.0,3200,,,,,,0.0003,0.2,0.0739784836769104,0.8318822383880615,0.005808076898138092,-3.674081328511238,656.1918334960938,1147.5849805831908,790,0.007664603,0.15000000279396772
,,3200,0,5111,3.66,36.54707532,80,,,,,,,,,,,
10.137763738632202,5.0,3240,,,,,,0.0003,0.2,0.10022151470184326,0.8312248587608337,-0.012484873749053804,-3.6626654982566835,233.79672241210938,554.9102939605713,800,0.01694619,0.19750000406056642
,,3240,0,5127,3.75,38.375869189999996,81,,,,,,,,,,,
190.7574119567871,5.0,3280,,,,,,0.0003,0.2,0.15005898475646973,0.8297785520553589,-0.03163626290961474,-3.6577954798936845,544.4635620117188,855.5717309951782,810,0.032843437,0.2400000061839819
,,3280,0,5145,3.88,42.370987619999994,82,,,,,,,,,,,
95.94579029083252,5.0,3320,,,,,,0.0003,0.2,0.11931949853897095,0.8273626565933228,-0.029238736046390844,-3.650755098462105,449.7816162109375,931.8463345527649,820,0.032502647,0.23750000521540643
,,3320,0,5163,3.87,42.288899390000005,83,,,,,,,,,,,
7.302286148071289,2.0,3360,,,,,,0.0003,0.2,0.04123789072036743,0.8243312835693359,-0.017584107615548426,-3.640496250987053,149.87625122070312,1333.5075752258301,830,0.019333329,0.2525000052526593
,,3360,0,5222,3.93,43.76011639,84,,,,,,,,,,,
2.978518486022949,3.0,3400,,,,,,0.0003,0.2,0.23509854078292847,0.8197827339172363,-0.015611303550831512,-3.6258629679679872,326.1796569824219,512.2836018562317,840,0.058535527,0.3500000091269612
,,3400,0,5241,3.89,43.50602577999999,85,,,,,,,,,,,
83.50038766860962,5.0,3440,,,,,,0.0003,0.2,0.06485915184020996,0.8156980276107788,-0.0162698315238049,-3.6130583852529528,92.29376983642578,743.5100905418396,850,0.020116411,0.1525000026449561
,,3440,0,5258,4.0,45.104762470000004,86,,,,,,,,,,,
69.7660362124443,5.0,3480,,,,,,0.0003,0.2,0.22092247009277344,0.8147788047790527,0.0022026374864799413,-3.6016116052865983,684.8287353515625,802.4262795448303,860,0.055667665,0.5450000097975135
,,3480,0,5305,4.16,50.609012039999996,87,,,,,,,,,,,
65.8138518333435,5.0,3520,,,,,,0.0003,0.2,0.2080591917037964,0.8126465678215027,-0.011302643005456048,-3.5959626197814942,175.4782257080078,1078.3337126731872,870,0.048148535,0.50750000923872
,,3520,0,5321,4.28,53.26381077999999,88,,,,,,,,,,,
59.92593860626221,4.0,3560,,,,,,0.0003,0.2,0.17761915922164917,0.8150382041931152,-0.01572871906275395,-3.596455451846123,188.50238037109375,657.593095779419,880,0.027512297,0.2475000061094761
,,3560,0,5338,4.19,52.861010189999995,89,,,,,,,,,,,
35.332688093185425,5.0,3600,,,,,,0.0003,0.2,-0.11946392059326172,0.8142053484916687,-0.03620381666954926,-3.5983775466680528,679.9769897460938,1038.184959793091,890,0.010002981,0.3375000091269612
,,3600,0,5356,4.25,52.97322381,90,,,,,,,,,,,
62.007943868637085,5.0,3640,,,,,,0.0003,0.2,0.0353008508682251,0.8107990026473999,-0.026480373547383352,-3.5910705476999283,239.97494506835938,800.4536880493164,900,0.010706633,0.16750000268220902
,,3640,0,5372,4.29,52.468241989999996,91,,,,,,,,,,,
-4.402517318725586,3.0,3680,,,,,,0.0003,0.2,0.11232233047485352,0.8094700574874878,-0.02238102602357685,-3.578438037633896,287.5694885253906,908.8933937072754,910,0.01779107,0.22500000521540642
,,3680,0,5387,4.23,51.910136109999996,92,,,,,,,,,,,
66.95374822616577,5.0,3720,,,,,,0.0003,0.2,0.14106816053390503,0.8044333457946777,-0.028290943653119037,-3.56807801425457,208.9314422607422,836.7615511894226,920,0.014643863,0.25000000540167094
,,3720,0,5403,4.33,51.43433831,93,,,,,,,,,,,
69.79905986785889,5.0,3760,,,,,,0.0003,0.2,0.29086416959762573,0.801060140132904,-0.008083783915717468,-3.552239182591438,236.87051391601562,441.9701874256134,930,0.055105716,0.210000004991889
,,3760,0,5461,4.38,53.38119773000001,94,,,,,,,,,,,
131.43446350097656,5.0,3800,,,,,,0.0003,0.2,0.33482134342193604,0.7995256185531616,-0.049395497462246564,-3.542271986603737,346.51513671875,643.0819945335388,940,0.020750485,0.43250000961124896
,,3800,0,5487,4.39,54.517986719999996,95,,,,,,,,,,,
67.79780530929565,5.0,3840,,,,,,0.0003,0.2,0.14388155937194824,0.8009352684020996,0.003079388345577172,-3.5423824906349184,249.98629760742188,790.0367285728455,950,0.042505763,0.48250001221895217
,,3840,0,5505,4.42,55.24837164999999,96,,,,,,,,,,,
42.62058067321777,4.0,3880,,,,,,0.0003,0.2,0.1482645869255066,0.7994077205657959,-0.020013558208011095,-3.539989820122719,533.7774658203125,1040.046552658081,960,0.027373789,0.25500000584870575
,,3880,0,5522,4.38,55.246436089999996,97,,,,,,,,,,,
56.759058237075806,5.0,3920,,,,,,0.0003,0.2,0.354849636554718,0.7947770953178406,-0.0009571741522813703,-3.5264313191175463,397.1687316894531,578.0774541854859,970,0.01940125,0.16000000350177288
,,3920,0,5540,4.38,55.04298624000002,98,,,,,,,,,,,
21.83303165435791,3.0,3960,,,,,,0.0003,0.2,0.21428126096725464,0.7941932082176208,0.006415174250378186,-3.5147293001413344,474.4086608886719,691.801882314682,980,0.018745717,0.33250000681728126
,,3960,0,5558,4.33,54.94343175,99,,,,,,,,,,,
110.21846294403076,5.0,4000,,,,,,0.0003,0.2,-0.01358342170715332,0.7950829267501831,-0.004274415200634385,-3.5132051736116408,288.2542419433594,1151.0704723358153,990,0.010043112,0.3175000069662929
,,4000,0,5575,4.35,57.46422177,100,,,,,,,,,,,
117.10623931884766,5.0,4040,,,,,,0.0003,0.2,0.060283660888671875,0.7911989092826843,-0.004305475459877917,-3.5095940083265305,308.6383056640625,1052.347556591034,1000,0.005420546,0.032500000484287736
,,4040,0,5594,4.37,59.463077590000005,101,,,,,,,,,,,
77.00355637073517,5.0,4080,,,,,,0.0003,0.2,0.2570616602897644,0.789623498916626,-0.003583600833881062,-3.4977319300174714,120.73892974853516,508.75123472213744,1010,0.051355697,0.4625000087544322
,,4080,0,5613,4.36,63.90541001,102,,,,,,,,,,,
59.145661264657974,5.0,4120,,,,,,0.0003,0.2,0.1459844708442688,0.7881962060928345,-0.020468680681951755,-3.4885270327329634,1268.8514404296875,1410.9147457122804,1020,0.014843121,0.3225000061094761
